codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00062,00008,00005,00065,00063,00009,00002,00051,00064,00004
04,001,CAPITAL,01476,047674,0,0,2,10,5,15,44,3,36,99,2,0,0,13
04,001,CAPITAL,01476,047675,0,0,9,10,21,18,36,1,34,121,0,0,1,2
04,001,CAPITAL,01476,047676,0,0,5,14,3,13,42,2,24,134,1,0,0,8
04,001,CAPITAL,01476,047677,0,0,5,13,5,17,50,0,34,119,1,2,0,7
04,001,CAPITAL,01476,047678,0,0,6,6,11,11,31,3,43,113,2,2,0,9
04,001,CAPITAL,01476,047679,0,0,11,17,11,12,29,1,48,103,5,2,0,6
04,001,CAPITAL,01476,047680,0,0,6,15,4,10,43,4,35,113,2,1,0,7
04,001,CAPITAL,01476,047681,0,0,6,8,4,14,47,2,38,129,0,2,0,1
04,001,CAPITAL,01476,047682,0,0,16,15,15,12,44,2,36,106,2,1,1,5
04,001,CAPITAL,01476,047683,0,0,7,14,5,17,49,1,47,85,2,1,0,6
04,001,CAPITAL,01476,047684,0,0,7,15,9,13,54,1,41,86,4,0,0,4
04,001,CAPITAL,01476,047685,0,0,11,13,8,15,46,2,44,89,5,1,0,5
04,001,CAPITAL,01476,047686,0,0,0,10,8,18,44,0,43,103,2,0,0,10
04,001,CAPITAL,01476,047687,0,0,11,15,8,7,46,2,50,104,5,2,0,5
04,001,CAPITAL,01476,047688,0,0,11,11,4,21,54,0,31,106,3,0,0,5
04,001,CAPITAL,01476,047689,0,0,12,20,10,8,42,1,32,113,2,1,1,4
04,001,CAPITAL,01476,047690,0,0,11,9,7,10,48,0,48,91,2,1,0,1
04,001,CAPITAL,01476,047691,0,0,6,15,10,9,48,1,41,113,2,1,0,4
04,001,CAPITAL,01476,047692,0,0,17,13,10,13,28,0,35,124,0,1,0,17
04,001,CAPITAL,01476,047693,0,0,8,13,10,17,30,0,30,123,1,2,2,8
04,001,CAPITAL,01476,047694,0,0,0,10,0,11,48,0,30,104,4,0,1,0
04,001,CAPITAL,01476,047695,0,0,9,6,11,8,51,1,3,112,6,0,0,0
04,001,CAPITAL,01476,047696,0,0,7,15,12,7,47,0,24,133,3,1,1,10
04,001,CAPITAL,01476,047697,0,0,12,20,8,14,29,1,29,128,1,0,0,8
04,001,CAPITAL,01476,047698,0,0,5,12,5,12,38,0,44,128,5,1,1,2
04,001,CAPITAL,01476,047699,0,0,2,12,11,16,44,1,35,111,0,1,0,8
04,001,CAPITAL,01477,047700,0,0,0,7,16,6,56,1,63,83,1,4,0,4
04,001,CAPITAL,01477,047701,0,0,15,15,9,9,49,0,62,79,4,0,2,4
04,001,CAPITAL,01477,047702,0,0,21,7,7,5,80,2,51,70,1,0,0,3
04,001,CAPITAL,01477,047703,0,0,2,6,7,7,57,3,58,67,2,1,3,4
04,001,CAPITAL,01477,047704,0,0,2,6,9,11,50,0,51,76,1,1,0,2
04,001,CAPITAL,01477,047705,0,0,13,6,7,11,55,1,41,70,4,1,0,6
04,001,CAPITAL,01477,047706,0,0,0,9,6,3,51,3,69,66,1,1,3,11
04,001,CAPITAL,01477,047707,0,0,4,3,7,5,50,2,56,59,0,0,1,6
04,001,CAPITAL,01477,047708,0,0,13,4,6,11,68,1,48,68,3,1,0,4
04,001,CAPITAL,01477,047709,0,0,17,6,8,5,73,1,67,65,3,3,0,4
04,001,CAPITAL,01477,047710,0,0,4,6,9,5,54,1,49,84,2,1,0,3
04,001,CAPITAL,01477,047711,0,0,0,12,4,7,67,1,43,76,8,0,0,3
04,001,CAPITAL,01477,047712,0,0,17,5,4,11,65,0,42,84,2,1,0,9
04,001,CAPITAL,01477,047713,0,0,21,7,4,5,65,0,59,79,2,0,0,1
04,001,CAPITAL,01477,047714,0,0,16,18,9,7,51,1,54,62,0,0,2,0
04,001,CAPITAL,01477,047715,0,0,20,13,7,7,60,0,50,75,1,2,2,6
04,001,CAPITAL,01477,047716,0,0,20,10,15,6,60,1,40,73,2,0,3,9
04,001,CAPITAL,01477,047717,0,0,16,17,8,12,70,0,40,64,3,2,2,2
04,001,CAPITAL,01477,047718,0,0,19,17,17,10,52,1,26,75,3,3,1,1
04,001,CAPITAL,01477,047719,0,0,22,18,10,5,62,1,51,63,0,0,0,5
04,001,CAPITAL,01477,047720,0,0,18,5,7,5,50,1,42,84,2,1,1,2
04,001,CAPITAL,01477,047721,0,0,26,7,7,11,49,3,53,91,6,2,0,8
04,001,CAPITAL,01477,047722,0,0,7,7,10,11,67,1,43,85,2,1,0,5
04,001,CAPITAL,01477,047723,0,0,3,10,8,6,67,1,67,83,0,2,1,7
04,001,CAPITAL,01477,047724,0,0,24,8,6,12,65,1,42,70,1,2,0,1
04,001,CAPITAL,01477,047725,0,0,2,9,6,6,60,2,45,79,2,2,1,5
04,001,CAPITAL,01477,047726,0,0,10,9,6,4,51,3,46,82,2,2,1,8
04,001,CAPITAL,01477,047727,0,0,0,18,5,7,112,0,53,5,0,2,1,3
04,001,CAPITAL,01477,047728,0,0,9,7,6,12,52,1,45,78,1,3,0,5
04,001,CAPITAL,01477,047729,0,0,4,5,10,7,79,1,63,72,1,1,0,7
04,001,CAPITAL,01477,047730,0,0,0,12,5,9,68,2,45,55,1,2,0,1
04,001,CAPITAL,01477,047731,0,0,2,6,6,5,65,1,43,77,3,2,0,2
04,001,CAPITAL,01477,047732,0,0,0,7,11,13,59,3,54,80,4,3,1,8
04,001,CAPITAL,01478,047733,0,0,5,8,10,4,11,5,18,182,0,1,0,7
04,001,CAPITAL,01478,047734,0,0,3,4,19,5,11,1,20,190,1,0,0,9
04,001,CAPITAL,01478,047735,0,0,4,9,9,2,14,1,17,191,1,0,0,6
04,001,CAPITAL,01478,047736,0,0,3,3,16,2,11,1,12,203,0,0,0,7
04,001,CAPITAL,01478,047737,0,0,3,7,13,2,8,2,15,192,1,0,0,5
04,001,CAPITAL,01478,047738,0,0,4,3,8,1,2,2,26,220,1,0,0,5
04,001,CAPITAL,01478,047739,0,0,3,1,11,7,8,0,17,202,0,0,0,6
04,001,CAPITAL,01478,047740,0,0,4,5,9,4,8,2,15,210,0,0,0,9
04,001,CAPITAL,01478,047741,0,0,2,6,10,2,8,1,21,196,0,0,0,15
04,001,CAPITAL,01479,047742,0,0,2,9,25,7,18,3,53,175,0,0,0,10
04,001,CAPITAL,01479,047743,0,0,3,13,15,8,26,0,32,171,1,1,0,7
04,001,CAPITAL,01479,047744,0,0,7,7,9,8,22,2,33,191,0,0,0,9
04,001,CAPITAL,01479,047745,0,0,2,11,17,7,23,2,42,187,2,0,0,5
04,001,CAPITAL,01479,047746,0,0,6,15,15,12,18,1,41,186,0,1,0,3
04,001,CAPITAL,01479,047747,0,0,5,9,21,5,29,0,36,194,1,1,0,3
04,001,CAPITAL,01479,047748,0,0,11,9,14,7,16,2,38,169,0,2,0,11
04,001,CAPITAL,01479,047749,0,0,5,4,20,11,22,1,37,172,2,0,0,9
04,001,CAPITAL,01479,047750,0,0,2,13,14,3,18,1,45,186,0,0,0,6
04,001,CAPITAL,01479,047751,0,0,7,7,12,9,28,33,0,184,1,0,0,5
04,001,CAPITAL,01479,047752,0,0,3,10,23,8,19,2,32,191,1,1,0,9
04,001,CAPITAL,01479,047753,0,0,1,13,30,7,17,0,33,180,1,1,0,6
04,001,CAPITAL,01479,047754,0,0,8,8,16,8,23,2,47,170,3,0,0,5
04,001,CAPITAL,01479,047755,0,0,6,13,13,11,19,0,39,176,0,0,0,14
04,001,CAPITAL,01479,047756,0,0,6,6,13,7,22,2,40,181,0,0,1,4
04,001,CAPITAL,01479,047757,0,0,0,17,18,4,23,1,33,178,1,0,0,12
04,001,CAPITAL,01480,047758,0,0,2,13,6,0,58,6,62,65,2,2,0,5
04,001,CAPITAL,01480,047759,0,0,1,11,5,4,70,0,62,71,4,2,0,4
04,001,CAPITAL,01480,047760,0,0,8,7,3,11,60,0,49,57,0,2,1,5
04,001,CAPITAL,01480,047761,0,0,23,23,9,0,45,0,56,68,0,0,0,0
04,001,CAPITAL,01480,047762,0,0,16,8,7,7,53,1,60,59,2,0,0,2
04,001,CAPITAL,01480,047763,0,0,28,9,12,6,56,1,53,55,0,1,0,7
04,001,CAPITAL,01480,047764,0,0,19,17,11,7,58,4,56,46,8,1,0,3
04,001,CAPITAL,01480,047765,0,0,15,13,7,11,64,3,42,51,11,0,0,0
04,001,CAPITAL,01480,047766,0,0,17,5,4,6,58,2,47,74,1,1,0,2
04,001,CAPITAL,01480,047767,0,0,4,12,13,10,55,0,52,66,4,0,1,3
04,001,CAPITAL,01480,047768,0,0,0,11,7,9,76,0,55,7,4,0,4,7
04,001,CAPITAL,01480,047769,0,0,3,14,3,2,78,3,41,61,7,1,1,0
04,001,CAPITAL,01480,047770,0,0,20,5,8,7,76,1,42,70,1,2,1,3
04,001,CAPITAL,01480,047771,0,0,29,12,6,9,80,0,45,63,2,1,2,4
04,001,CAPITAL,01480,047772,0,0,18,16,5,7,70,0,55,79,0,0,0,0
04,001,CAPITAL,01480,047773,0,0,22,13,11,1,63,0,56,76,3,1,0,5
04,001,CAPITAL,01480,047774,0,0,11,14,10,6,79,0,47,74,2,0,1,3
04,001,CAPITAL,01480,047775,0,0,4,7,8,2,75,0,66,61,2,0,0,5
04,001,CAPITAL,01481,047776,0,0,12,14,11,13,60,1,31,95,3,3,0,5
04,001,CAPITAL,01481,047777,0,0,7,11,8,9,54,1,38,104,0,1,1,7
04,001,CAPITAL,01481,047778,0,0,8,12,8,12,47,1,49,101,2,2,2,4
04,001,CAPITAL,01481,047779,0,0,3,10,8,11,38,2,36,102,3,1,1,11
04,001,CAPITAL,01481,047780,0,0,19,5,5,15,36,0,44,115,0,0,1,0
04,001,CAPITAL,01481,047781,0,0,11,13,10,17,37,1,40,107,1,2,1,3
04,001,CAPITAL,01481,047782,0,0,8,9,9,10,46,1,40,109,3,0,1,5
04,001,CAPITAL,01481,047783,0,0,10,13,10,10,45,2,42,115,0,1,0,11
04,001,CAPITAL,01481,047784,0,0,12,12,8,9,52,2,37,127,0,2,0,5
04,001,CAPITAL,01481,047785,0,0,10,13,12,12,38,1,36,123,0,0,0,5
04,001,CAPITAL,01481,047786,0,0,22,14,10,13,34,1,48,99,2,0,1,7
04,001,CAPITAL,01481,047787,0,0,6,13,7,6,46,0,39,118,4,1,1,7
04,001,CAPITAL,01481,047788,0,0,16,10,15,4,35,0,40,123,0,0,1,8
04,001,CAPITAL,01481,047789,0,0,10,11,7,9,40,1,44,118,2,0,0,5
04,001,CAPITAL,01481,047790,0,0,11,12,11,13,32,2,48,103,3,1,0,5
04,001,CAPITAL,01481,047791,0,0,18,13,4,8,42,1,46,117,4,2,1,7
04,001,CAPITAL,01481,047792,0,0,2,14,15,4,32,1,31,123,2,1,0,3
04,001,CAPITAL,01481,047793,0,0,8,16,9,11,36,7,33,131,0,6,0,4
04,001,CAPITAL,01481,047794,0,0,6,11,13,13,41,1,37,96,6,1,0,4
04,001,CAPITAL,01481,047795,0,0,4,12,5,17,46,0,29,126,3,1,0,7
04,001,CAPITAL,01481,047796,0,0,3,14,4,13,43,0,44,103,8,0,2,5
04,001,CAPITAL,01481,047797,0,0,5,11,6,9,31,0,43,130,3,2,0,3
04,001,CAPITAL,01481,047798,0,0,8,11,16,10,42,0,39,105,2,2,2,8
04,001,CAPITAL,01481,047799,0,0,7,12,14,12,36,1,41,115,1,1,1,11
04,001,CAPITAL,01481,047800,0,0,10,15,16,9,32,2,36,128,0,2,2,8
04,001,CAPITAL,01481,047801,0,0,4,9,9,6,39,2,48,98,0,1,2,7
04,001,CAPITAL,01481,047802,0,0,12,12,8,16,41,1,35,94,3,0,0,8
04,001,CAPITAL,01481,047803,0,0,0,11,9,11,5,1,36,117,1,0,0,9
04,001,CAPITAL,01481,047804,0,0,17,11,8,8,37,0,30,102,1,2,1,6
04,001,CAPITAL,01481,047805,0,0,9,10,11,15,40,0,40,94,4,0,0,8
04,001,CAPITAL,01481,047806,0,0,21,7,9,16,31,2,46,106,0,0,0,7
04,001,CAPITAL,01481,047807,0,0,11,11,7,15,49,2,37,93,4,0,0,10
04,001,CAPITAL,01481,047808,0,0,12,18,8,9,48,0,32,114,2,2,0,7
04,001,CAPITAL,01481,047809,0,0,1,12,0,11,54,0,42,109,0,0,0,5
04,001,CAPITAL,01481,047810,0,0,6,15,12,7,49,2,37,106,2,0,1,7
04,001,CAPITAL,01481,047811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,001,CAPITAL,01481,047812,0,0,3,11,11,9,33,1,33,119,6,3,0,7
04,001,CAPITAL,01481,047813,0,0,0,13,3,9,40,1,40,133,3,0,0,10
04,001,CAPITAL,01481,047814,0,0,13,13,14,5,35,0,31,131,3,0,0,5
04,001,CAPITAL,01481,047815,0,0,9,15,7,13,48,1,36,101,2,0,1,10
04,001,CAPITAL,01481,047816,0,0,11,10,10,14,49,0,33,99,2,1,0,3
04,001,CAPITAL,01481,047817,0,0,12,10,2,8,31,1,47,104,2,2,0,7
04,001,CAPITAL,01481,047818,0,0,9,6,9,20,40,1,46,118,1,0,1,5
04,001,CAPITAL,01481,047819,0,0,7,11,10,4,34,0,51,124,1,3,0,5
04,001,CAPITAL,01481,047820,0,0,1,12,9,12,35,2,38,105,4,1,2,6
04,001,CAPITAL,01481,047821,0,0,9,9,8,12,41,0,36,124,0,1,0,7
04,001,CAPITAL,01481,047822,0,0,14,15,11,12,46,1,36,98,0,2,0,8
04,001,CAPITAL,01481,047823,0,0,9,12,7,11,50,3,35,120,1,0,0,8
04,001,CAPITAL,01481,047824,0,0,14,20,12,10,41,0,41,102,0,1,0,7
04,001,CAPITAL,01481,047825,0,0,12,17,7,15,39,0,48,91,0,1,0,5
04,001,CAPITAL,01481,047826,0,0,2,17,14,10,42,1,34,101,3,3,1,14
04,001,CAPITAL,01481,047827,0,0,6,20,14,9,43,1,34,111,2,0,0,5
04,001,CAPITAL,01481,047828,0,0,1,6,14,9,34,1,33,112,0,1,1,5
04,001,CAPITAL,01481,047829,0,0,1,11,17,14,48,0,39,102,1,1,0,6
04,001,CAPITAL,01481,047830,0,0,5,12,12,5,53,0,28,124,1,2,0,5
04,001,CAPITAL,01481,047831,0,0,2,16,16,6,37,9,36,111,0,1,2,2
04,001,CAPITAL,01481,047832,0,0,8,10,7,11,41,1,37,108,2,3,0,10
04,001,CAPITAL,01481,047833,0,0,0,10,0,12,34,1,36,116,7,0,0,6
04,001,CAPITAL,01481,047834,0,0,0,5,16,7,44,0,38,96,1,4,0,11
04,001,CAPITAL,01481,047835,0,0,4,13,9,9,49,1,35,125,2,0,0,3
04,001,CAPITAL,01481,047836,0,0,4,14,16,12,50,2,40,116,0,0,0,8
04,001,CAPITAL,01481,047837,0,0,14,7,9,9,51,1,36,103,0,0,1,7
04,001,CAPITAL,01481,047838,0,0,17,8,4,9,40,1,57,103,2,1,1,6
04,001,CAPITAL,01481,047839,0,0,1,8,5,10,48,1,53,98,1,1,0,4
04,001,CAPITAL,01481,047840,0,0,0,14,7,12,36,1,37,117,0,2,0,8
04,001,CAPITAL,01482,047841,0,0,45,8,7,10,40,1,65,85,3,3,0,3
04,001,CAPITAL,01482,047842,0,0,24,10,10,6,73,2,61,66,2,1,1,7
04,001,CAPITAL,01482,047843,0,0,19,17,4,5,49,1,53,80,1,2,0,4
04,001,CAPITAL,01482,047844,0,0,3,12,8,4,49,4,43,98,2,0,0,2
04,001,CAPITAL,01482,047845,0,0,23,14,7,7,47,0,37,81,1,1,0,4
04,001,CAPITAL,01482,047846,0,0,14,6,14,9,56,0,43,87,3,0,0,3
04,001,CAPITAL,01482,047847,0,0,14,13,7,10,67,1,43,83,3,0,0,3
04,001,CAPITAL,01482,047848,0,0,0,11,12,10,56,2,49,72,0,1,1,4
04,001,CAPITAL,01482,047849,0,0,25,10,9,9,51,0,55,79,2,0,0,1
04,001,CAPITAL,01482,047850,0,0,20,15,4,7,57,2,48,102,4,1,0,3
04,001,CAPITAL,01482,047851,0,0,17,12,9,9,58,2,41,89,7,1,0,1
04,001,CAPITAL,01482,047852,0,0,32,10,7,5,54,1,67,75,1,0,0,1
04,001,CAPITAL,01482,047853,0,0,14,9,6,7,50,2,59,83,1,3,0,2
04,001,CAPITAL,01482,047854,0,0,21,9,6,9,56,2,60,87,1,1,1,4
04,001,CAPITAL,01483,047855,0,0,17,8,13,7,54,0,70,63,0,2,1,4
04,001,CAPITAL,01483,047856,0,0,15,4,10,5,62,0,51,80,0,3,1,4
04,001,CAPITAL,01483,047857,0,0,0,7,14,13,56,1,80,72,4,1,0,2
04,001,CAPITAL,01483,047858,0,0,3,3,0,9,68,3,50,68,3,3,1,4
04,001,CAPITAL,01483,047859,0,0,0,11,8,12,49,1,56,84,2,2,0,8
04,001,CAPITAL,01483,047860,0,0,6,9,21,6,49,1,56,76,3,3,0,5
04,001,CAPITAL,01483,047861,0,0,17,13,18,6,62,0,37,86,2,0,0,5
04,001,CAPITAL,01483,047862,0,0,17,8,10,6,45,0,46,91,2,1,1,5
04,001,CAPITAL,01483,047863,0,0,10,12,14,10,57,0,54,76,5,0,2,5
04,001,CAPITAL,01483,047864,0,0,2,10,15,13,57,4,46,81,2,1,0,11
04,001,CAPITAL,01483,047865,0,0,9,8,7,11,60,0,65,76,5,2,1,3
04,001,CAPITAL,01483,047866,0,0,0,5,12,15,80,1,43,76,6,0,0,0
04,001,CAPITAL,01483,047867,0,0,54,11,7,5,56,2,55,62,0,1,0,5
04,001,CAPITAL,01483,047868,0,0,2,16,10,5,60,0,60,81,3,1,0,4
04,001,CAPITAL,01483,047869,0,0,22,20,12,12,49,1,45,69,6,1,1,4
04,001,CAPITAL,01483,047870,0,0,21,10,9,9,56,1,43,77,2,1,0,6
04,001,CAPITAL,01483,047871,0,0,17,11,16,9,52,0,38,80,5,0,0,5
04,001,CAPITAL,01483,047872,0,0,21,14,9,4,65,1,42,92,2,4,0,2
04,001,CAPITAL,01483,047873,0,0,18,9,13,13,52,1,46,89,3,3,0,3
04,001,CAPITAL,01483,047874,0,0,2,14,6,6,76,2,65,72,2,1,2,4
04,001,CAPITAL,01483,047875,0,0,13,15,12,4,63,1,45,76,2,2,0,4
04,001,CAPITAL,01483,047876,0,0,9,10,11,16,51,1,49,84,1,0,2,7
04,001,CAPITAL,01483,047877,0,0,25,5,14,12,64,2,37,62,2,3,0,7
04,001,CAPITAL,01483,047878,0,0,16,11,12,6,50,2,57,100,0,2,0,3
04,001,CAPITAL,01483,047879,0,0,6,8,11,3,47,2,60,77,3,1,0,4
04,001,CAPITAL,01483,047880,0,0,0,10,10,5,57,1,43,11,0,0,0,4
04,001,CAPITAL,01483,047881,0,0,21,15,8,9,40,0,61,81,4,2,0,6
04,001,CAPITAL,01483,047882,0,0,17,12,9,6,51,2,53,84,2,0,1,6
04,001,CAPITAL,01483,047883,0,0,18,5,6,10,62,0,57,75,4,2,0,6
04,001,CAPITAL,01483,047884,0,0,24,6,14,10,49,2,49,73,2,0,1,3
04,001,CAPITAL,01483,047885,0,0,0,15,6,9,65,0,41,82,4,3,1,4
04,001,CAPITAL,01483,047886,0,0,31,21,5,5,61,1,31,92,2,1,2,3
04,001,CAPITAL,01483,047887,0,0,2,5,14,7,65,2,52,73,2,1,0,3
04,001,CAPITAL,01483,047888,0,0,15,12,7,2,62,2,43,90,2,1,1,2
04,001,CAPITAL,01483,047889,0,0,20,8,8,6,52,0,45,96,0,0,0,0
04,001,CAPITAL,01483,047890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,001,CAPITAL,01483,047891,0,0,0,12,16,6,55,3,34,84,1,2,2,4
04,001,CAPITAL,01483,047892,0,0,22,6,7,12,59,1,55,65,6,3,0,3
04,001,CAPITAL,01483,047893,0,0,24,9,11,14,52,1,49,69,2,2,1,0
04,001,CAPITAL,01483,047894,0,0,2,8,15,10,62,1,43,89,1,2,1,3
04,001,CAPITAL,01483,047895,0,0,31,13,0,14,13,4,71,103,2,0,1,2
04,001,CAPITAL,01483,047896,0,0,16,15,11,8,65,1,65,60,4,1,1,5
04,001,CAPITAL,01483,047897,0,0,10,1,0,6,9,0,48,129,0,1,1,7
04,001,CAPITAL,01483,047898,0,0,3,0,18,8,60,0,39,73,2,0,0,2
04,001,CAPITAL,01483,047899,0,0,9,11,24,11,47,1,30,95,4,1,3,3
04,001,CAPITAL,01483,047900,0,0,18,12,15,6,64,2,51,71,2,4,1,2
04,001,CAPITAL,01483,047901,0,0,18,18,13,7,58,2,39,79,7,2,2,4
04,001,CAPITAL,01483,047902,0,0,7,7,16,5,60,3,52,72,1,2,1,4
04,001,CAPITAL,01483,047903,0,0,11,7,10,10,56,0,44,87,2,2,0,1
04,001,CAPITAL,01483,047904,0,0,21,12,7,9,45,0,49,84,0,0,1,6
04,001,CAPITAL,01483,047905,0,0,13,12,8,8,49,3,51,65,2,1,1,8
04,001,CAPITAL,01483,047906,0,0,9,14,8,12,55,2,43,82,2,2,1,7
04,001,CAPITAL,01483,047907,0,0,22,9,14,7,40,0,55,74,4,1,1,4
04,001,CAPITAL,01483,047908,0,0,31,16,16,6,56,0,51,56,2,0,0,7
04,001,CAPITAL,01483,047909,0,0,15,12,11,11,52,2,47,71,3,0,0,2
04,001,CAPITAL,01483,047910,0,0,7,7,9,10,64,2,49,84,0,1,0,2
04,001,CAPITAL,01483,047911,0,0,22,10,8,6,52,1,53,78,2,0,1,2
04,001,CAPITAL,01483,047912,0,0,10,13,5,7,47,1,54,90,8,3,0,3
04,001,CAPITAL,01483,047913,0,0,17,19,12,12,46,1,53,82,1,1,2,2
04,001,CAPITAL,01483,047914,0,0,15,14,10,12,69,1,34,89,2,1,0,3
04,001,CAPITAL,01483,047915,0,0,20,12,9,7,60,1,46,76,9,1,0,6
04,001,CAPITAL,01483,047916,0,0,25,22,20,7,53,0,40,84,2,2,0,4
04,001,CAPITAL,01483,047917,0,0,17,10,13,21,56,1,46,74,3,1,0,1
04,001,CAPITAL,01483,047918,0,0,10,8,17,7,51,0,54,56,1,1,2,5
04,001,CAPITAL,01483,047919,0,0,0,14,12,11,64,0,42,63,1,2,1,5
04,001,CAPITAL,01483,047920,0,0,21,11,8,10,66,1,51,73,4,0,0,1
04,001,CAPITAL,01483,047921,0,0,0,6,16,4,64,1,57,71,0,1,0,5
04,001,CAPITAL,01483,047922,0,0,0,9,10,11,55,0,45,77,0,0,0,2
04,001,CAPITAL,01483,047923,0,0,1,13,11,6,40,1,48,100,1,1,0,4
04,001,CAPITAL,01483,047924,0,0,24,12,5,10,53,2,45,87,1,1,0,5
04,001,CAPITAL,01483,047925,0,0,22,15,12,5,45,3,57,80,2,2,3,2
04,001,CAPITAL,01483,047926,0,0,4,12,9,7,69,3,59,80,4,2,0,3
04,001,CAPITAL,01483,047927,0,0,0,9,10,7,57,1,51,71,6,2,1,2
04,001,CAPITAL,01483,047928,0,0,17,8,16,13,52,2,56,80,1,0,0,6
04,001,CAPITAL,01483,047929,0,0,18,11,15,7,51,2,61,87,3,1,0,4
04,001,CAPITAL,01483,047930,0,0,33,6,9,5,49,5,62,64,6,1,2,4
04,001,CAPITAL,01483,047931,0,0,30,14,8,8,56,2,42,69,4,2,1,7
04,001,CAPITAL,01483,047932,0,0,21,12,8,13,67,1,37,68,1,2,0,2
04,001,CAPITAL,01483,047933,0,0,18,9,6,11,57,1,39,80,5,0,0,0
04,001,CAPITAL,01484,047934,0,0,0,5,11,35,38,2,73,43,2,2,3,1
04,001,CAPITAL,01484,047935,0,0,23,7,2,12,43,1,71,68,1,0,1,2
04,001,CAPITAL,01484,047936,0,0,91,8,4,5,56,1,0,63,0,2,0,4
04,001,CAPITAL,01484,047937,0,0,5,7,5,6,61,4,61,64,6,2,0,4
04,001,CAPITAL,01484,047938,0,0,9,7,6,5,64,0,67,55,2,3,0,7
04,001,CAPITAL,01484,047939,0,0,3,5,17,15,97,3,53,57,1,1,0,5
04,001,CAPITAL,01484,047940,0,0,0,9,5,8,51,1,62,91,0,1,0,0
04,001,CAPITAL,01484,047941,0,0,1,13,8,12,52,0,45,87,1,1,0,3
04,001,CAPITAL,01484,047942,0,0,6,4,9,4,49,1,68,67,5,2,0,2
04,001,CAPITAL,01484,047943,0,0,0,5,9,12,60,3,55,64,1,1,1,6
04,001,CAPITAL,01484,047944,0,0,1,10,5,5,49,1,42,81,2,0,0,2
04,001,CAPITAL,01484,047945,0,0,1,9,1,2,67,2,53,78,2,3,0,1
04,001,CAPITAL,01484,047946,0,0,3,13,9,12,57,0,55,76,1,0,0,3
04,001,CAPITAL,01484,047947,0,0,0,8,7,10,44,2,64,95,5,0,1,4
04,001,CAPITAL,01484,047948,0,0,18,10,9,8,58,4,36,90,2,1,1,8
04,001,CAPITAL,01485,047949,0,0,12,15,10,16,49,0,52,101,2,1,0,7
04,001,CAPITAL,01485,047950,0,0,16,14,11,7,49,0,50,95,2,1,1,4
04,001,CAPITAL,01485,047951,0,0,1,6,13,15,65,1,36,96,2,3,0,9
04,001,CAPITAL,01485,047952,0,0,12,22,8,11,38,3,57,107,2,2,0,6
04,001,CAPITAL,01485,047953,0,0,1,11,11,14,43,1,53,95,3,1,0,10
04,001,CAPITAL,01485,047954,0,0,10,19,11,13,34,0,44,109,3,1,3,12
04,001,CAPITAL,01485,047955,0,0,8,13,10,7,49,3,40,116,5,2,1,8
04,001,CAPITAL,01485,047956,0,0,2,14,7,14,50,1,42,129,1,1,1,4
04,001,CAPITAL,01485,047957,0,0,8,16,11,17,48,1,48,97,2,2,1,1
04,001,CAPITAL,01485,047958,0,0,9,12,10,13,43,1,39,118,2,1,1,9
04,001,CAPITAL,01485,047959,0,0,10,14,9,15,51,1,39,113,2,0,0,9
04,001,CAPITAL,01485,047960,0,0,16,9,15,12,58,0,62,86,4,3,1,6
04,001,CAPITAL,01485,047961,0,0,20,9,11,13,58,1,45,102,1,4,1,7
04,001,CAPITAL,01485,047962,0,0,13,12,10,9,39,2,48,104,6,1,0,9
04,001,CAPITAL,01485,047963,0,0,10,20,15,14,40,2,53,98,1,1,0,4
04,001,CAPITAL,01485,047964,0,0,18,24,6,12,36,1,50,104,3,0,0,8
04,001,CAPITAL,01485,047965,0,0,0,17,17,10,44,2,43,102,1,1,0,5
04,001,CAPITAL,01485,047966,0,0,8,12,5,13,46,0,60,99,5,2,0,9
04,001,CAPITAL,01485,047967,0,0,6,10,7,13,36,0,43,118,0,1,0,7
04,001,CAPITAL,01485,047968,0,0,10,10,8,5,56,1,49,122,1,1,0,2
04,001,CAPITAL,01485,047969,0,0,10,13,6,8,40,1,47,111,4,3,3,4
04,001,CAPITAL,01485,047970,0,0,5,16,5,10,40,2,46,103,5,2,0,9
04,001,CAPITAL,01485,047971,0,0,6,14,13,15,35,1,44,102,4,0,1,5
04,001,CAPITAL,01485,047972,0,0,17,12,9,17,52,0,45,94,0,1,0,4
04,001,CAPITAL,01485,047973,0,0,16,15,7,20,39,1,41,98,2,2,0,3
04,001,CAPITAL,01485,047974,0,0,9,16,8,8,49,1,41,100,3,0,0,5
04,001,CAPITAL,01485,047975,0,0,15,11,8,8,51,1,44,108,0,0,0,4
04,001,CAPITAL,01485,047976,0,0,17,14,11,9,39,2,51,104,1,3,0,9
04,001,CAPITAL,01485,047977,0,0,3,0,18,11,34,0,55,98,2,0,1,5
04,001,CAPITAL,01485,047978,0,0,1,12,11,12,52,2,35,102,3,1,2,3
04,001,CAPITAL,01485,047979,0,0,0,16,17,15,43,1,44,97,1,1,1,5
04,001,CAPITAL,01485,047980,0,0,0,28,8,13,52,2,38,145,0,2,0,3
04,001,CAPITAL,01485,047981,0,0,0,10,13,0,58,0,50,106,1,0,0,8
04,001,CAPITAL,01485,047982,0,0,10,14,10,16,31,0,48,117,0,1,1,6
