codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0005,0038,0044,0048,0051,0059,0131,0132,0133,0134,0154,0309
08,Paraná                                  ,001,0002 ,0025,760,38,10,6,8,0,36,10,150,112,8,52,170,0,14
08,Paraná                                  ,001,0002 ,0026,760,0,0,2,10,2,14,14,200,128,12,40,116,0,10
08,Paraná                                  ,001,0002 ,0027,614,34,8,6,10,2,6,4,166,118,10,42,128,2,12
08,Paraná                                  ,001,0002 ,0028,614,6,4,10,6,2,22,8,192,100,10,52,138,2,12
08,Paraná                                  ,001,0002 ,0029,380,2,2,1,2,0,8,2,108,59,2,22,65,1,4
08,Paraná                                  ,001,0002 ,0030,380,15,5,0,3,1,8,5,98,51,3,27,62,4,3
08,Paraná                                  ,001,0002 ,0031,380,31,0,5,1,0,10,7,87,65,2,13,54,1,3
08,Paraná                                  ,001,0002 ,0032,380,10,0,2,6,0,5,4,93,70,3,27,58,0,5
08,Paraná                                  ,001,0002 ,0033,380,0,0,1,0,0,8,4,87,68,5,20,59,0,3
08,Paraná                                  ,001,0002 ,0034,360,11,9,2,4,1,5,2,93,69,2,16,58,1,7
08,Paraná                                  ,001,0003 ,0029,380,21,0,1,2,1,9,4,62,50,5,17,111,1,7
08,Paraná                                  ,001,0003 ,0030,380,0,0,0,4,1,7,6,74,51,3,26,88,1,4
08,Paraná                                  ,001,0003 ,0031,380,0,7,3,3,1,4,6,88,46,4,30,101,1,5
08,Paraná                                  ,001,0003 ,0032,380,1,7,0,2,0,9,8,67,38,4,24,92,1,3
08,Paraná                                  ,001,0003 ,0033,380,4,8,1,10,2,8,1,89,47,5,17,84,2,5
08,Paraná                                  ,001,0003 ,0034,380,32,2,0,3,1,8,3,77,43,5,17,100,0,2
08,Paraná                                  ,001,0003 ,0035,760,0,10,4,10,2,18,6,210,96,6,40,214,2,16
08,Paraná                                  ,001,0003 ,0036,760,17,6,2,6,2,14,12,188,92,10,54,224,2,16
08,Paraná                                  ,001,0003 ,0037,627,11,3,4,8,0,10,6,190,102,6,38,190,0,12
08,Paraná                                  ,001,0003 ,0038,627,33,3,2,10,2,16,10,166,96,4,48,174,2,12
08,Paraná                                  ,001,0003 ,0039,380,23,8,2,2,0,5,8,76,44,3,16,98,1,3
08,Paraná                                  ,001,0003 ,0040,380,14,5,2,1,0,5,1,99,35,3,25,95,1,7
08,Paraná                                  ,001,0003 ,0041,380,3,4,2,2,1,10,5,75,40,3,20,93,2,3
08,Paraná                                  ,001,0003 ,0042,380,14,1,1,1,0,7,4,63,66,3,18,104,1,4
08,Paraná                                  ,001,0003 ,0043,380,23,2,0,2,1,11,6,68,43,3,16,94,3,3
08,Paraná                                  ,001,0003 ,0044,380,13,8,4,2,1,7,6,75,43,1,21,107,1,4
08,Paraná                                  ,001,0003 ,0045,380,20,4,2,1,0,4,2,93,54,1,21,85,0,7
08,Paraná                                  ,001,0003 ,0046,216,7,2,0,2,1,5,4,60,31,1,7,54,0,1
08,Paraná                                  ,001,0004 ,0039,380,24,0,0,4,0,15,3,88,57,6,20,77,1,9
08,Paraná                                  ,001,0004 ,0040,380,0,0,2,7,0,13,3,93,61,3,17,58,1,3
08,Paraná                                  ,001,0004 ,0041,380,26,6,2,4,1,13,8,82,59,5,29,64,1,8
08,Paraná                                  ,001,0004 ,0042,380,24,1,1,3,1,14,2,97,61,4,25,53,1,14
08,Paraná                                  ,001,0004 ,0043,380,24,3,1,2,1,13,7,84,66,2,22,67,2,6
08,Paraná                                  ,001,0004 ,0044,380,17,5,1,2,0,12,8,81,85,4,23,48,0,3
08,Paraná                                  ,001,0004 ,0045,380,26,5,2,2,0,11,3,96,66,5,17,64,0,5
08,Paraná                                  ,001,0004 ,0046,380,26,9,5,2,0,10,4,85,64,3,26,73,3,4
08,Paraná                                  ,001,0004 ,0047,760,33,15,2,6,2,32,6,182,128,16,40,164,4,4
08,Paraná                                  ,001,0004 ,0048,760,40,7,4,8,0,20,14,210,126,16,56,152,2,12
08,Paraná                                  ,001,0004 ,0049,760,22,4,2,2,8,24,10,206,118,10,56,124,0,10
08,Paraná                                  ,001,0004 ,0050,760,48,5,4,6,4,32,8,218,122,12,46,128,4,16
08,Paraná                                  ,001,0004 ,0051,646,43,3,10,4,2,24,8,222,114,8,40,98,0,28
08,Paraná                                  ,001,0004 ,0052,647,36,5,4,8,0,28,8,192,112,8,48,122,2,14
08,Paraná                                  ,001,0004 ,0053,380,14,5,2,3,0,4,3,103,63,7,17,64,0,1
08,Paraná                                  ,001,0004 ,0054,380,17,5,0,5,0,6,7,91,58,1,18,70,0,6
08,Paraná                                  ,001,0004 ,0055,380,1,2,3,1,0,14,7,83,59,0,25,67,1,7
08,Paraná                                  ,001,0004 ,0056,380,2,0,2,2,0,8,2,97,49,3,21,67,2,6
08,Paraná                                  ,001,0004 ,0057,380,1,1,3,4,0,3,2,84,59,4,25,63,1,3
08,Paraná                                  ,001,0004 ,0058,380,19,2,0,4,0,11,3,91,73,2,19,71,0,0
08,Paraná                                  ,001,0004 ,0059,380,32,5,0,2,1,13,3,98,48,2,24,56,0,6
08,Paraná                                  ,001,0004 ,0060,380,0,0,1,2,2,11,7,113,57,4,11,60,0,1
08,Paraná                                  ,001,0004 ,0061,380,17,2,1,2,0,9,4,120,46,4,18,61,0,2
08,Paraná                                  ,001,0004 ,0062,380,27,0,4,3,0,9,4,93,76,1,23,49,1,4
08,Paraná                                  ,001,0004 ,0063,210,6,2,0,2,0,4,3,55,30,1,10,40,0,5
08,Paraná                                  ,001,0004 ,0064,210,16,2,2,0,0,7,2,44,40,2,6,41,1,0
08,Paraná                                  ,001,0005 ,0053,380,13,15,2,2,0,5,6,57,38,1,26,100,0,3
08,Paraná                                  ,001,0005 ,0054,380,19,4,0,6,0,7,3,0,35,5,33,126,2,1
08,Paraná                                  ,001,0005 ,0055,380,27,6,0,4,0,4,6,63,24,1,30,119,4,2
08,Paraná                                  ,001,0005 ,0056,380,0,0,1,6,0,5,6,65,43,2,19,102,3,6
08,Paraná                                  ,001,0005 ,0057,380,6,10,2,3,0,4,5,40,33,0,42,101,1,3
08,Paraná                                  ,001,0005 ,0058,380,0,0,0,8,0,4,2,36,35,4,38,120,4,3
08,Paraná                                  ,001,0005 ,0059,380,0,0,2,3,3,7,5,52,24,0,36,122,1,4
08,Paraná                                  ,001,0005 ,0060,380,0,0,1,2,1,4,6,55,31,2,21,123,3,4
08,Paraná                                  ,001,0005 ,0061,380,0,0,0,2,0,5,2,49,26,4,35,124,2,2
08,Paraná                                  ,001,0005 ,0062,380,0,0,2,1,0,5,6,59,32,2,30,117,0,2
08,Paraná                                  ,001,0005 ,0063,225,0,0,1,2,3,4,3,29,19,1,26,75,0,3
08,Paraná                                  ,001,0005 ,0065,380,0,0,4,1,0,5,4,56,30,0,1,135,2,1
08,Paraná                                  ,001,0005 ,0066,380,28,3,4,2,2,7,3,56,45,2,26,132,0,2
08,Paraná                                  ,001,0005 ,0067,380,0,0,0,5,1,5,7,55,30,0,31,140,1,2
08,Paraná                                  ,001,0005 ,0068,380,2,7,3,6,0,5,5,83,32,1,14,117,1,4
08,Paraná                                  ,001,0005 ,0069,380,17,10,0,3,0,5,1,38,28,2,19,161,1,5
08,Paraná                                  ,001,0005 ,0070,380,0,0,3,4,0,5,6,59,40,3,37,137,1,0
08,Paraná                                  ,001,0005 ,0071,380,0,0,1,0,1,4,1,60,43,1,1,125,1,1
08,Paraná                                  ,001,0005 ,0072,380,0,0,1,0,2,5,3,56,18,0,31,149,1,2
08,Paraná                                  ,001,0005 ,0073,380,14,0,0,3,0,2,2,59,34,1,33,140,3,5
08,Paraná                                  ,001,0005 ,0074,380,0,0,1,6,5,4,4,62,39,2,35,115,0,2
08,Paraná                                  ,001,0005 ,0075,280,0,0,0,1,0,3,4,38,25,0,18,99,0,0
08,Paraná                                  ,001,0005 ,0076,280,23,8,1,1,3,4,3,37,25,1,20,88,1,3
08,Paraná                                  ,001,0006 ,0064,380,0,0,1,2,0,9,5,49,46,2,32,139,4,0
08,Paraná                                  ,001,0006 ,0065,380,5,4,1,1,0,5,5,46,25,6,20,148,0,1
08,Paraná                                  ,001,0006 ,0066,380,11,8,2,2,0,5,4,39,27,0,22,149,4,0
08,Paraná                                  ,001,0006 ,0067,229,0,0,0,1,0,4,1,21,9,2,25,77,0,1
08,Paraná                                  ,001,0006 ,0068,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,Paraná                                  ,001,0006 ,0077,380,4,3,3,4,0,5,3,55,36,2,33,159,1,2
08,Paraná                                  ,001,0006 ,0078,380,0,0,0,1,0,2,2,52,31,1,18,195,1,2
08,Paraná                                  ,001,0006 ,0079,380,5,5,3,0,0,2,3,65,38,5,33,147,2,0
08,Paraná                                  ,001,0006 ,0080,279,5,5,2,0,0,3,1,37,26,2,20,103,0,3
08,Paraná                                  ,001,0006 ,0081,280,0,0,0,1,0,5,4,42,13,0,24,138,2,3
08,Paraná                                  ,001,0007 ,0069,380,22,8,2,3,0,0,2,60,25,3,26,146,2,0
08,Paraná                                  ,001,0007 ,0070,380,6,5,2,6,0,4,3,29,24,4,25,161,3,1
08,Paraná                                  ,001,0007 ,0071,191,7,1,0,3,0,1,1,17,17,1,12,90,3,1
08,Paraná                                  ,001,0007 ,0072,192,11,3,0,0,0,2,2,22,17,0,17,87,3,0
08,Paraná                                  ,001,0007 ,0082,380,6,7,1,1,0,2,4,48,23,1,28,189,3,0
08,Paraná                                  ,001,0007 ,0083,380,10,3,0,2,0,2,5,45,34,2,24,182,6,0
08,Paraná                                  ,001,0007 ,0084,228,0,6,0,1,0,2,6,32,20,0,11,101,3,0
08,Paraná                                  ,001,0007 ,0085,228,0,0,1,1,0,4,2,36,21,1,8,102,2,0
08,Paraná                                  ,001,0008 ,0073,380,23,7,1,3,0,6,3,55,42,2,24,128,0,4
08,Paraná                                  ,001,0008 ,0074,380,22,4,2,4,0,4,7,65,46,3,31,95,0,6
08,Paraná                                  ,001,0008 ,0075,380,1,5,2,5,1,7,7,71,47,6,19,121,3,4
08,Paraná                                  ,001,0008 ,0076,380,33,0,1,3,0,5,7,80,41,8,19,98,2,3
08,Paraná                                  ,001,0008 ,0077,380,0,0,2,2,0,8,6,65,40,4,27,106,0,1
08,Paraná                                  ,001,0008 ,0078,380,14,12,0,1,0,2,1,67,59,3,26,104,1,2
08,Paraná                                  ,001,0008 ,0079,380,28,5,6,2,0,8,6,61,57,4,29,101,3,1
08,Paraná                                  ,001,0008 ,0080,380,2,7,0,2,0,8,6,63,48,4,26,129,0,2
08,Paraná                                  ,001,0008 ,0081,380,7,5,2,4,0,3,6,63,56,9,17,102,2,2
08,Paraná                                  ,001,0008 ,0082,380,3,17,0,6,0,3,10,50,25,7,29,146,0,2
08,Paraná                                  ,001,0008 ,0083,380,20,6,6,4,0,4,8,71,37,1,28,116,4,4
08,Paraná                                  ,001,0008 ,0084,380,37,3,2,0,0,12,6,61,49,5,31,90,2,3
08,Paraná                                  ,001,0008 ,0085,380,0,0,3,4,0,7,6,69,55,3,23,106,0,0
08,Paraná                                  ,001,0008 ,0086,760,19,5,10,6,0,10,12,148,112,2,42,262,2,4
08,Paraná                                  ,001,0008 ,0087,760,25,19,0,6,2,10,10,120,100,4,58,256,2,8
08,Paraná                                  ,001,0008 ,0088,760,19,5,4,6,8,10,16,200,94,10,50,220,8,10
08,Paraná                                  ,001,0008 ,0089,760,28,9,0,10,4,14,16,140,108,4,64,252,4,12
08,Paraná                                  ,001,0008 ,0090,760,3,3,8,6,0,14,14,176,112,10,56,240,2,4
08,Paraná                                  ,001,0008 ,0091,760,6,7,2,2,2,14,6,164,114,4,62,230,2,4
08,Paraná                                  ,001,0008 ,0092,760,0,0,2,6,0,14,12,186,90,2,74,242,4,4
08,Paraná                                  ,001,0008 ,0093,760,9,17,2,8,0,6,8,132,100,10,86,242,4,12
08,Paraná                                  ,001,0008 ,0094,760,0,0,2,4,0,12,10,142,90,6,52,234,4,8
08,Paraná                                  ,001,0008 ,0095,760,43,11,4,8,2,6,20,168,86,8,46,274,2,6
08,Paraná                                  ,001,0008 ,0096,760,32,17,4,10,2,14,12,128,94,10,62,254,4,8
08,Paraná                                  ,001,0008 ,0097,584,26,7,4,6,0,10,10,100,56,8,52,330,4,2
08,Paraná                                  ,001,0008 ,0098,584,11,7,0,8,0,14,8,168,102,6,52,236,0,12
08,Paraná                                  ,001,0008 ,0099,380,2,10,5,5,0,4,3,61,47,1,28,107,1,5
08,Paraná                                  ,001,0008 ,0100,380,0,0,1,2,0,8,3,73,47,0,28,115,0,0
08,Paraná                                  ,001,0008 ,0101,380,12,4,1,2,0,3,7,75,40,1,18,125,1,3
08,Paraná                                  ,001,0008 ,0102,380,0,0,1,2,0,7,6,71,37,1,30,119,0,1
08,Paraná                                  ,001,0008 ,0103,380,4,4,4,3,0,2,2,69,46,2,28,117,2,0
08,Paraná                                  ,001,0008 ,0104,380,1,6,2,5,0,2,5,71,39,2,25,135,2,4
08,Paraná                                  ,001,0008 ,0105,380,3,5,2,4,0,4,2,76,35,0,25,126,0,2
08,Paraná                                  ,001,0008 ,0106,380,21,5,0,0,0,7,4,81,48,3,20,111,1,0
08,Paraná                                  ,001,0008 ,0107,380,0,6,1,4,0,1,5,71,43,3,28,125,0,3
08,Paraná                                  ,001,0008 ,0108,380,3,6,2,0,0,8,6,76,39,3,26,113,1,6
08,Paraná                                  ,001,0008 ,0109,380,16,3,3,2,0,6,1,77,42,1,28,128,0,5
08,Paraná                                  ,001,0008 ,0110,380,2,8,2,2,0,3,8,81,45,1,27,112,1,3
08,Paraná                                  ,001,0008 ,0111,380,3,5,0,3,0,4,4,81,46,3,25,117,1,0
08,Paraná                                  ,001,0008 ,0112,380,27,8,1,0,0,2,2,65,31,4,27,131,1,3
08,Paraná                                  ,001,0008 ,0113,312,22,0,1,6,0,11,3,61,37,2,21,96,3,2
08,Paraná                                  ,001,0009 ,0099,380,2,14,0,8,0,2,8,33,29,6,24,162,2,2
08,Paraná                                  ,001,0009 ,0100,380,0,0,3,2,0,1,0,28,24,8,23,173,3,5
08,Paraná                                  ,001,0009 ,0101,380,8,12,2,2,0,4,4,28,27,1,27,153,2,2
08,Paraná                                  ,001,0009 ,0102,380,0,0,0,2,0,3,0,31,37,1,33,161,1,1
08,Paraná                                  ,001,0009 ,0103,380,0,0,2,0,0,3,3,26,25,0,20,178,0,1
08,Paraná                                  ,001,0009 ,0104,208,1,1,0,2,0,3,1,15,18,2,9,101,2,0
08,Paraná                                  ,001,0009 ,0105,208,0,0,1,1,0,3,0,27,13,0,10,103,0,1
08,Paraná                                  ,001,0009 ,0114,380,6,9,2,1,0,0,2,30,29,2,28,185,1,4
08,Paraná                                  ,001,0009 ,0115,380,0,0,0,0,0,4,4,42,30,0,26,174,1,3
08,Paraná                                  ,001,0009 ,0116,380,3,1,0,0,0,2,6,51,29,3,35,172,1,5
08,Paraná                                  ,001,0009 ,0117,380,7,4,1,0,0,1,3,35,21,3,25,196,4,1
08,Paraná                                  ,001,0009 ,0118,380,13,5,1,3,0,1,1,29,29,0,28,198,2,3
08,Paraná                                  ,001,0009 ,0119,225,0,0,1,1,0,3,1,13,15,2,14,118,0,1
08,Paraná                                  ,001,0009 ,0120,226,0,0,1,1,0,2,3,18,15,0,16,104,1,1
08,Paraná                                  ,001,0010 ,0106,380,0,0,2,1,0,3,4,60,29,2,40,126,1,4
08,Paraná                                  ,001,0010 ,0107,380,14,4,0,4,0,4,4,59,25,2,42,134,0,1
08,Paraná                                  ,001,0010 ,0108,380,3,12,1,2,0,2,6,49,46,3,35,141,2,2
08,Paraná                                  ,001,0010 ,0109,380,0,0,2,3,0,4,3,36,28,6,36,133,1,1
08,Paraná                                  ,001,0010 ,0110,380,0,6,1,2,0,4,3,39,51,3,28,135,2,0
08,Paraná                                  ,001,0010 ,0111,380,19,9,0,4,0,4,7,45,32,7,35,130,1,1
08,Paraná                                  ,001,0010 ,0112,243,25,8,0,3,0,2,3,51,25,1,22,68,3,0
08,Paraná                                  ,001,0010 ,0113,244,4,5,2,1,0,4,1,40,21,1,17,91,0,2
08,Paraná                                  ,001,0010 ,0121,380,0,0,0,0,0,0,0,59,45,5,38,140,0,0
08,Paraná                                  ,001,0010 ,0122,380,0,0,0,1,0,2,2,77,41,0,28,133,5,1
08,Paraná                                  ,001,0010 ,0123,380,0,0,2,1,0,3,5,69,34,4,30,134,0,2
08,Paraná                                  ,001,0010 ,0124,380,33,0,0,3,0,0,4,70,41,4,29,129,0,2
08,Paraná                                  ,001,0010 ,0125,380,6,7,1,1,0,4,1,54,36,6,27,156,3,1
08,Paraná                                  ,001,0010 ,0126,380,0,0,0,1,0,1,0,61,36,0,39,142,6,5
08,Paraná                                  ,001,0010 ,0127,380,21,8,6,2,0,6,1,57,37,1,27,139,0,0
08,Paraná                                  ,001,0010 ,0128,264,11,5,0,3,0,2,0,50,21,2,23,88,2,0
08,Paraná                                  ,001,0010 ,0129,265,0,0,0,1,0,4,5,47,30,0,18,99,1,3
08,Paraná                                  ,001,0011 ,0114,380,0,0,2,4,0,4,4,39,21,3,23,169,2,5
08,Paraná                                  ,001,0011 ,0115,380,0,0,0,0,0,5,0,44,31,2,29,156,3,3
08,Paraná                                  ,001,0011 ,0116,380,21,6,0,7,0,1,7,39,34,2,18,143,0,2
08,Paraná                                  ,001,0011 ,0117,380,0,0,2,5,0,3,6,32,32,2,30,158,0,2
08,Paraná                                  ,001,0011 ,0118,380,4,3,0,3,0,3,4,41,53,3,17,142,4,1
08,Paraná                                  ,001,0011 ,0119,380,4,0,1,2,0,2,4,46,25,6,27,157,6,2
08,Paraná                                  ,001,0011 ,0120,380,0,0,2,2,0,1,0,34,25,2,30,154,4,3
08,Paraná                                  ,001,0011 ,0121,380,7,6,1,2,0,4,3,33,30,2,36,146,2,2
08,Paraná                                  ,001,0011 ,0122,380,0,0,0,0,0,3,2,38,37,8,20,150,2,2
08,Paraná                                  ,001,0011 ,0123,380,2,5,2,3,0,1,4,38,41,3,35,144,2,2
08,Paraná                                  ,001,0011 ,0124,380,0,0,2,4,0,2,3,31,30,2,39,155,1,0
08,Paraná                                  ,001,0011 ,0125,380,6,7,3,4,0,1,4,38,26,2,31,147,2,4
08,Paraná                                  ,001,0011 ,0126,380,0,0,3,0,0,5,2,30,37,2,31,142,3,0
08,Paraná                                  ,001,0011 ,0127,380,0,0,0,4,0,4,1,28,25,2,20,170,3,0
08,Paraná                                  ,001,0011 ,0128,233,0,0,0,2,0,1,4,21,16,2,16,90,1,3
08,Paraná                                  ,001,0011 ,0130,380,0,0,0,1,0,4,3,44,23,2,32,175,4,4
08,Paraná                                  ,001,0011 ,0131,380,2,2,2,1,0,1,2,34,43,0,25,169,2,3
08,Paraná                                  ,001,0011 ,0132,380,0,0,0,5,6,1,1,50,32,3,13,174,0,1
08,Paraná                                  ,001,0011 ,0133,380,0,0,0,2,0,2,6,57,22,0,0,163,5,1
08,Paraná                                  ,001,0011 ,0134,380,0,0,1,2,0,4,3,47,38,3,20,153,4,1
08,Paraná                                  ,001,0011 ,0135,380,9,3,2,2,0,1,2,55,24,2,42,158,1,2
08,Paraná                                  ,001,0011 ,0136,380,0,0,1,0,0,3,2,42,29,3,35,160,3,2
08,Paraná                                  ,001,0011 ,0137,380,4,6,0,4,0,2,1,47,28,2,24,181,1,2
08,Paraná                                  ,001,0011 ,0138,380,4,6,1,1,0,1,3,42,24,2,28,180,1,0
08,Paraná                                  ,001,0011 ,0139,380,15,4,3,1,0,2,3,55,19,1,15,177,3,1
08,Paraná                                  ,001,0011 ,0140,380,0,0,4,2,0,2,3,44,33,2,23,150,1,4
08,Paraná                                  ,001,0011 ,0141,380,0,0,2,1,0,3,7,4,26,0,31,169,2,1
08,Paraná                                  ,001,0011 ,0142,380,0,0,2,4,0,3,5,52,33,3,26,162,1,0
08,Paraná                                  ,001,0011 ,0143,380,0,0,2,0,0,7,6,43,32,1,14,163,4,1
08,Paraná                                  ,001,0011 ,0144,380,0,0,0,1,0,3,1,57,23,6,26,164,2,0
08,Paraná                                  ,001,0011 ,0145,256,4,6,0,3,0,0,0,37,20,0,0,24,3,1
08,Paraná                                  ,001,0012 ,0129,380,0,0,0,3,0,2,15,50,31,0,32,134,0,6
08,Paraná                                  ,001,0012 ,0130,380,21,7,2,3,0,6,7,42,37,2,24,122,1,2
08,Paraná                                  ,001,0012 ,0131,380,3,5,2,1,0,4,6,55,45,4,28,116,2,2
08,Paraná                                  ,001,0012 ,0132,380,24,4,1,4,0,7,13,51,42,0,21,128,3,0
08,Paraná                                  ,001,0012 ,0133,380,3,12,4,0,0,4,6,58,48,2,27,116,1,2
08,Paraná                                  ,001,0012 ,0134,380,27,9,0,4,0,3,12,56,51,4,27,101,0,3
08,Paraná                                  ,001,0012 ,0135,380,5,5,1,1,0,7,8,70,43,3,29,112,2,1
08,Paraná                                  ,001,0012 ,0136,380,0,0,4,2,0,2,6,57,49,4,31,108,2,4
08,Paraná                                  ,001,0012 ,0137,380,28,12,3,0,0,7,12,54,45,5,26,109,3,1
08,Paraná                                  ,001,0012 ,0138,380,21,2,3,3,0,6,3,57,35,1,32,129,2,2
08,Paraná                                  ,001,0012 ,0139,380,1,7,1,2,0,6,3,53,45,2,43,102,0,3
08,Paraná                                  ,001,0012 ,0140,380,37,0,0,3,0,6,3,52,45,4,0,112,0,4
08,Paraná                                  ,001,0012 ,0141,380,0,0,0,3,4,6,7,58,46,5,36,105,1,2
08,Paraná                                  ,001,0012 ,0142,380,18,3,4,3,1,6,7,56,38,2,32,123,2,3
08,Paraná                                  ,001,0012 ,0143,380,0,0,2,3,1,4,6,49,38,2,29,137,0,0
08,Paraná                                  ,001,0012 ,0144,380,1,10,0,2,6,5,3,54,41,3,25,132,1,5
08,Paraná                                  ,001,0012 ,0145,380,27,0,6,2,2,6,5,68,37,2,26,110,0,2
08,Paraná                                  ,001,0012 ,0146,760,3,6,6,6,2,10,12,118,104,10,78,254,4,6
08,Paraná                                  ,001,0012 ,0147,760,29,5,4,4,0,10,20,132,84,10,50,228,10,10
08,Paraná                                  ,001,0012 ,0148,760,18,7,6,12,4,10,12,132,78,8,64,274,4,2
08,Paraná                                  ,001,0012 ,0149,760,2,3,10,12,0,12,10,140,86,4,54,220,6,8
08,Paraná                                  ,001,0012 ,0150,760,0,0,4,6,0,10,28,152,84,12,60,252,2,4
08,Paraná                                  ,001,0012 ,0151,760,20,6,12,14,0,8,22,162,98,8,70,212,6,8
08,Paraná                                  ,001,0012 ,0152,760,7,6,8,4,0,16,30,138,96,10,66,232,4,4
08,Paraná                                  ,001,0012 ,0153,603,30,13,2,8,0,10,12,158,98,6,46,192,4,8
08,Paraná                                  ,001,0012 ,0154,380,18,3,1,5,0,2,4,54,0,0,116,28,3,0
08,Paraná                                  ,001,0012 ,0155,380,22,5,3,2,0,2,7,64,44,2,26,113,4,1
08,Paraná                                  ,001,0012 ,0156,380,5,7,0,3,0,3,11,50,47,1,26,123,3,2
08,Paraná                                  ,001,0012 ,0157,380,0,0,1,0,0,3,3,49,39,3,34,145,2,0
08,Paraná                                  ,001,0012 ,0158,380,6,7,0,4,3,4,13,56,41,2,27,115,4,4
08,Paraná                                  ,001,0012 ,0159,380,27,7,4,2,1,3,9,78,38,3,37,96,2,0
08,Paraná                                  ,001,0012 ,0160,380,0,0,1,4,0,4,4,66,38,2,31,130,1,1
08,Paraná                                  ,001,0012 ,0161,380,4,8,0,4,0,5,10,61,28,2,31,127,1,3
08,Paraná                                  ,001,0012 ,0162,380,3,3,0,5,0,6,10,71,30,2,26,128,1,1
08,Paraná                                  ,001,0012 ,0163,380,14,0,1,5,2,2,5,70,39,3,21,126,2,1
08,Paraná                                  ,001,0012 ,0164,380,0,0,3,3,1,7,9,71,32,1,22,116,5,0
08,Paraná                                  ,001,0012 ,0165,380,0,0,2,2,0,5,9,67,44,1,27,116,4,1
08,Paraná                                  ,001,0012 ,0166,380,1,8,1,1,2,1,8,77,43,5,28,101,1,3
08,Paraná                                  ,001,0012 ,0167,380,18,5,0,2,0,3,4,52,47,3,18,131,2,3
08,Paraná                                  ,001,0012 ,0168,380,0,0,4,3,1,3,11,69,36,4,22,128,1,2
08,Paraná                                  ,001,0012 ,0169,380,20,10,0,1,1,1,8,74,43,0,32,111,0,1
08,Paraná                                  ,001,0012 ,0170,380,3,11,5,5,0,3,6,67,43,5,33,93,4,3
08,Paraná                                  ,001,0012 ,0171,380,4,2,2,0,0,3,14,74,27,2,29,134,1,1
08,Paraná                                  ,001,0012 ,0172,380,12,6,3,2,0,2,5,52,31,4,22,147,4,2
08,Paraná                                  ,001,0012 ,0173,380,0,0,1,3,0,5,5,54,43,2,22,124,2,4
08,Paraná                                  ,001,0012 ,0174,270,9,5,1,4,0,4,10,54,31,4,19,89,2,3
