codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00008,00005,00011,00009,00059,00012,00013,00006,00018,00017,00058
02,003,ALMIRANTE BROWN,00189,008695,0,0,28,17,11,158,1,54,0,1,0,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008696,0,0,24,22,9,163,0,61,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008697,0,0,4,23,11,157,1,67,0,1,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008698,0,0,22,14,18,154,2,47,0,4,1,0,2,0,0
02,003,ALMIRANTE BROWN,00189,008699,0,0,22,14,9,149,0,58,0,1,0,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008700,0,0,24,15,12,196,0,45,0,4,0,2,0,1,0
02,003,ALMIRANTE BROWN,00189,008701,0,0,24,15,7,147,0,71,0,3,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008702,0,0,30,15,17,161,0,53,0,0,1,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008703,0,0,19,12,10,187,1,42,0,3,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008704,0,0,21,11,5,164,0,65,0,0,1,1,0,1,0
02,003,ALMIRANTE BROWN,00189,008705,0,0,15,20,12,160,0,55,0,1,0,0,2,0,0
02,003,ALMIRANTE BROWN,00189,008706,0,0,24,20,12,161,3,62,0,3,0,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008707,0,0,21,16,16,164,2,57,0,5,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008708,0,0,26,12,11,177,0,58,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008709,0,0,26,19,11,165,3,56,0,3,0,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008711,0,0,22,20,13,174,0,59,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008712,0,0,30,22,9,136,1,80,0,4,0,0,1,2,0
02,003,ALMIRANTE BROWN,00189,008713,0,0,23,4,8,170,2,60,0,5,2,0,1,0,0
02,003,ALMIRANTE BROWN,00189,008714,0,0,25,14,9,159,0,69,0,1,0,1,2,0,0
02,003,ALMIRANTE BROWN,00189,008715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008716,0,0,39,0,2,165,0,63,0,2,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008717,0,0,25,21,12,160,1,69,0,2,1,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008718,0,0,32,24,3,179,2,55,0,0,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008719,0,0,25,17,9,152,2,68,0,4,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008720,0,0,22,8,9,160,0,47,0,3,0,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008721,0,0,11,17,6,171,0,93,0,5,1,0,1,0,0
02,003,ALMIRANTE BROWN,00189,008722,0,0,26,8,12,169,1,62,0,3,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008723,0,0,19,16,17,160,2,51,0,4,0,2,1,0,0
02,003,ALMIRANTE BROWN,00189,008724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008725,0,0,27,21,6,177,0,49,0,1,0,2,0,0,0
02,003,ALMIRANTE BROWN,00189,008726,0,0,28,12,7,187,0,48,0,0,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008727,0,0,22,8,17,168,1,57,0,2,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008728,0,0,15,13,8,185,1,59,0,0,0,2,0,2,1
02,003,ALMIRANTE BROWN,00189,008729,0,0,29,11,12,170,1,55,0,2,0,2,0,1,1
02,003,ALMIRANTE BROWN,00189,008730,0,0,17,13,12,150,2,54,0,3,0,2,0,0,1
02,003,ALMIRANTE BROWN,00189,008731,0,0,16,18,7,148,0,65,0,7,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008732,0,0,11,11,13,150,0,68,0,5,0,0,0,1,1
02,003,ALMIRANTE BROWN,00189,008733,0,0,11,21,10,168,0,52,0,1,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008734,0,0,29,10,13,178,0,55,0,0,1,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008735,0,0,29,13,7,170,3,53,0,3,0,1,0,1,0
02,003,ALMIRANTE BROWN,00189,008736,0,0,30,16,15,145,1,62,0,3,0,0,1,0,0
02,003,ALMIRANTE BROWN,00189,008737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008739,0,0,24,12,9,151,0,75,0,4,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008740,0,0,25,20,17,157,1,67,0,1,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008741,0,0,28,21,11,163,1,57,0,1,0,2,1,1,0
02,003,ALMIRANTE BROWN,00189,008742,0,0,18,18,15,164,0,54,0,3,0,0,0,1,2
02,003,ALMIRANTE BROWN,00189,008743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008744,0,0,19,22,18,149,0,56,0,5,1,2,0,0,0
02,003,ALMIRANTE BROWN,00189,008745,0,0,26,18,6,175,1,70,0,0,1,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008746,0,0,25,11,7,167,0,57,0,4,0,1,0,0,1
02,003,ALMIRANTE BROWN,00189,008747,0,0,23,26,13,164,0,40,0,5,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008748,0,0,13,16,15,160,2,60,0,1,0,1,0,1,0
02,003,ALMIRANTE BROWN,00189,008749,0,0,11,24,5,182,2,38,0,2,0,3,0,0,0
02,003,ALMIRANTE BROWN,00189,008750,0,0,20,26,8,172,1,44,0,2,0,0,1,1,0
02,003,ALMIRANTE BROWN,00189,008751,0,0,4,6,13,146,4,66,0,1,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008752,0,0,28,20,13,163,1,54,0,1,0,0,0,1,1
02,003,ALMIRANTE BROWN,00189,008753,0,0,31,14,10,159,0,40,0,5,0,1,0,0,1
02,003,ALMIRANTE BROWN,00189,008754,0,0,30,21,13,173,0,51,0,2,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008755,0,0,29,19,10,167,0,43,0,1,1,1,1,0,0
02,003,ALMIRANTE BROWN,00189,008756,0,0,17,19,16,175,0,50,0,1,0,1,1,0,0
02,003,ALMIRANTE BROWN,00189,008757,0,0,21,8,9,163,1,66,0,5,1,3,0,0,0
02,003,ALMIRANTE BROWN,00189,008758,0,0,23,13,16,154,1,66,0,2,0,0,1,0,1
02,003,ALMIRANTE BROWN,00189,008759,0,0,20,20,16,140,2,56,0,2,1,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008760,0,0,26,18,14,139,1,61,0,2,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008761,0,0,22,13,11,165,0,57,0,51,0,0,1,0,0
02,003,ALMIRANTE BROWN,00189,008762,0,0,0,12,10,171,1,48,0,4,0,1,0,0,0
02,003,ALMIRANTE BROWN,00189,008763,0,0,11,17,6,175,0,73,0,3,0,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008764,0,0,23,15,9,163,0,60,0,1,1,0,0,0,1
02,003,ALMIRANTE BROWN,00189,008765,0,0,13,18,15,173,1,67,0,2,0,1,0,0,1
02,003,ALMIRANTE BROWN,00189,008766,0,0,17,12,12,181,0,58,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008767,0,0,6,14,12,165,1,58,0,4,0,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008768,0,0,2,25,11,159,1,57,0,4,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008769,0,0,2,17,12,161,1,67,0,1,1,3,0,0,1
02,003,ALMIRANTE BROWN,00189,008770,0,0,29,12,12,156,0,65,0,5,1,4,0,0,0
02,003,ALMIRANTE BROWN,00189,008771,0,0,32,22,10,166,0,52,0,3,0,0,0,2,1
02,003,ALMIRANTE BROWN,00189,008772,0,0,13,13,22,153,0,70,0,3,0,1,0,1,0
02,003,ALMIRANTE BROWN,00189,008773,0,0,10,18,8,189,2,45,0,4,0,2,0,0,0
02,003,ALMIRANTE BROWN,00189,008774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00189,008775,0,0,0,18,8,165,1,64,0,3,1,0,1,0,0
02,003,ALMIRANTE BROWN,00189,008776,0,0,35,12,5,176,2,51,0,10,0,0,0,1,0
02,003,ALMIRANTE BROWN,00189,008777,0,0,0,18,12,116,0,45,0,0,0,1,0,0,1
02,003,ALMIRANTE BROWN,00190,008781,0,0,29,16,7,172,0,53,0,1,0,0,1,0,0
02,003,ALMIRANTE BROWN,00190,008782,0,0,0,11,6,193,4,54,0,6,0,0,0,0,1
02,003,ALMIRANTE BROWN,00190,008783,0,0,23,24,20,171,0,51,0,2,0,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008784,0,0,19,12,10,203,0,35,0,3,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008785,0,0,28,23,11,164,2,69,0,1,1,1,1,1,0
02,003,ALMIRANTE BROWN,00190,008786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008787,0,0,26,17,6,166,0,64,0,2,1,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008788,0,0,18,22,19,165,0,64,0,3,0,1,0,0,1
02,003,ALMIRANTE BROWN,00190,008789,0,0,24,18,10,177,0,67,0,2,1,2,0,0,0
02,003,ALMIRANTE BROWN,00190,008790,0,0,26,15,6,190,1,31,0,4,1,1,0,1,0
02,003,ALMIRANTE BROWN,00190,008791,0,0,24,14,15,179,1,57,0,3,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008792,0,0,0,15,12,197,0,44,0,1,0,2,0,1,2
02,003,ALMIRANTE BROWN,00190,008793,0,0,0,11,3,198,0,47,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008794,0,0,17,19,13,168,1,64,0,1,0,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008795,0,0,12,13,16,212,1,41,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008796,0,0,29,15,10,180,0,50,0,2,0,0,0,0,1
02,003,ALMIRANTE BROWN,00190,008797,0,0,21,12,14,188,0,56,0,1,0,1,0,1,0
02,003,ALMIRANTE BROWN,00190,008798,0,0,22,11,18,185,0,45,0,2,0,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008799,0,0,21,13,9,198,0,45,0,2,0,2,0,0,0
02,003,ALMIRANTE BROWN,00190,008800,0,0,2,15,6,183,2,41,0,1,2,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008801,0,0,16,17,11,184,0,64,0,0,1,0,0,2,0
02,003,ALMIRANTE BROWN,00190,008802,0,0,19,25,12,156,0,57,0,0,1,1,0,1,0
02,003,ALMIRANTE BROWN,00190,008803,0,0,21,12,13,37,0,37,0,2,0,0,0,0,1
02,003,ALMIRANTE BROWN,00190,008804,0,0,24,18,9,176,1,50,0,0,0,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008805,0,0,12,10,12,175,0,62,0,3,1,0,0,1,0
02,003,ALMIRANTE BROWN,00190,008806,0,0,5,10,11,177,0,65,0,0,1,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008807,0,0,37,10,0,194,0,42,0,0,1,1,0,0,1
02,003,ALMIRANTE BROWN,00190,008808,0,0,20,18,8,168,2,50,0,5,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008809,0,0,1,25,10,181,1,46,0,0,0,0,1,0,0
02,003,ALMIRANTE BROWN,00190,008810,0,0,0,14,10,195,0,53,0,0,0,1,0,0,0
02,003,ALMIRANTE BROWN,00190,008811,0,0,24,13,16,180,2,41,0,2,1,0,0,1,0
02,003,ALMIRANTE BROWN,00190,008812,0,0,30,11,10,169,0,48,0,4,0,0,0,1,0
02,003,ALMIRANTE BROWN,00190,008813,0,0,23,16,12,176,0,49,0,4,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008814,0,0,19,16,6,176,5,48,0,2,0,1,2,0,0
02,003,ALMIRANTE BROWN,00190,008815,0,0,16,15,9,215,1,42,0,1,0,1,0,1,0
02,003,ALMIRANTE BROWN,00190,008816,0,0,19,18,12,179,2,51,0,2,0,1,1,0,0
02,003,ALMIRANTE BROWN,00190,008817,0,0,77,18,4,160,0,43,0,3,0,1,1,0,0
02,003,ALMIRANTE BROWN,00190,008818,0,0,26,13,17,179,0,51,0,0,0,2,0,0,0
02,003,ALMIRANTE BROWN,00190,008819,0,0,20,11,15,185,0,60,0,2,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008820,0,0,26,19,14,200,0,37,0,1,2,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008821,0,0,21,16,14,172,0,57,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008822,0,0,26,15,9,182,0,40,0,3,0,1,1,0,1
02,003,ALMIRANTE BROWN,00190,008823,0,0,30,19,13,163,0,49,1,2,1,2,1,0,1
02,003,ALMIRANTE BROWN,00190,008824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,003,ALMIRANTE BROWN,00190,008825,0,0,16,10,5,112,0,23,0,3,0,0,0,1,0
02,004,AVELLANEDA,00191,008826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00191,008827,0,0,13,21,18,121,0,99,0,5,1,0,1,0,0
02,004,AVELLANEDA,00191,008828,0,0,15,21,8,132,0,97,0,1,0,1,2,0,1
02,004,AVELLANEDA,00191,008829,0,0,20,21,16,120,0,107,0,6,0,0,2,0,0
02,004,AVELLANEDA,00191,008830,0,0,16,20,8,115,1,102,0,8,0,0,4,0,0
02,004,AVELLANEDA,00191,008831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00191,008832,0,0,7,11,8,122,1,121,0,1,0,0,0,0,0
02,004,AVELLANEDA,00191,008833,0,0,15,27,11,112,0,115,0,3,0,1,1,0,0
02,004,AVELLANEDA,00191,008834,0,0,16,24,11,103,2,124,0,4,0,1,1,0,0
02,004,AVELLANEDA,00191,008835,0,0,15,22,14,115,0,103,0,3,0,0,1,0,0
02,004,AVELLANEDA,00191,008836,0,0,15,32,12,101,1,112,0,6,0,1,0,2,0
02,004,AVELLANEDA,00191,008837,0,0,16,20,8,126,2,114,0,2,0,0,0,0,0
02,004,AVELLANEDA,00191,008838,0,0,14,21,12,115,0,106,0,2,0,0,1,0,0
02,004,AVELLANEDA,00191,008839,0,0,18,20,8,111,0,115,0,1,0,0,0,0,0
02,004,AVELLANEDA,00191,008840,0,0,13,19,14,111,0,101,0,4,0,0,1,0,0
02,004,AVELLANEDA,00191,008841,0,0,10,33,16,124,0,87,0,1,1,1,0,1,0
02,004,AVELLANEDA,00191,008842,0,0,11,18,18,115,0,109,0,3,0,0,0,0,0
02,004,AVELLANEDA,00191,008843,0,0,0,12,16,108,0,111,0,1,0,0,0,1,0
02,004,AVELLANEDA,00191,008844,0,0,6,25,13,104,0,105,0,2,0,0,0,1,0
02,004,AVELLANEDA,00191,008845,0,0,19,17,10,115,1,129,0,1,0,0,0,0,0
02,004,AVELLANEDA,00191,008846,0,0,6,29,13,114,2,104,0,3,0,0,0,0,0
02,004,AVELLANEDA,00191,008847,0,0,13,18,10,109,0,107,0,3,0,0,0,0,0
02,004,AVELLANEDA,00191,008848,0,0,18,16,13,106,0,124,0,3,1,1,1,0,0
02,004,AVELLANEDA,00191,008849,0,0,11,15,6,105,0,123,1,4,0,0,1,0,1
02,004,AVELLANEDA,00191,008850,0,0,13,20,17,110,0,106,0,1,0,0,1,0,0
02,004,AVELLANEDA,00191,008851,0,0,13,23,12,121,2,100,0,2,0,2,2,0,0
02,004,AVELLANEDA,00191,008852,0,0,10,25,3,132,1,101,0,2,0,1,0,0,0
02,004,AVELLANEDA,00191,008853,0,0,21,14,13,116,0,100,0,1,1,0,0,0,0
02,004,AVELLANEDA,00191,008854,0,0,12,22,14,121,0,100,0,2,0,0,2,0,0
02,004,AVELLANEDA,00191,008855,0,0,16,20,9,119,1,104,0,4,0,1,0,0,0
02,004,AVELLANEDA,00191,008856,0,0,54,0,21,105,2,105,0,2,0,1,1,1,1
02,004,AVELLANEDA,00191,008857,0,0,10,14,9,109,1,129,0,1,0,0,0,0,0
02,004,AVELLANEDA,00191,008858,0,0,18,17,10,116,0,102,0,2,0,1,0,0,0
02,004,AVELLANEDA,00191,008859,0,0,16,17,13,123,0,100,0,2,0,0,0,1,0
02,004,AVELLANEDA,00191,008860,0,0,29,19,17,106,0,99,0,3,1,1,1,0,0
02,004,AVELLANEDA,00191,008861,0,0,3,20,16,116,0,107,0,2,1,2,1,1,0
02,004,AVELLANEDA,00191,008862,0,0,12,26,16,91,0,121,0,6,1,0,0,0,0
02,004,AVELLANEDA,00191,008863,0,0,20,15,12,101,0,116,0,2,0,0,0,0,0
02,004,AVELLANEDA,00191,008864,0,0,10,22,9,122,2,102,0,2,0,0,1,1,0
02,004,AVELLANEDA,00191,008865,0,0,9,17,17,105,3,114,0,0,0,3,0,1,0
02,004,AVELLANEDA,00191,008866,0,0,3,10,1,10,0,37,0,2,0,1,0,0,0
02,004,AVELLANEDA,00192,008871,0,0,11,16,10,135,0,92,0,5,0,1,0,0,0
02,004,AVELLANEDA,00192,008872,0,0,12,18,17,131,0,91,0,6,0,0,0,0,0
02,004,AVELLANEDA,00192,008873,0,0,24,19,8,113,2,108,1,4,1,0,0,1,0
02,004,AVELLANEDA,00192,008874,0,0,13,17,13,124,0,98,0,1,0,1,3,0,0
02,004,AVELLANEDA,00192,008875,0,0,11,8,17,126,1,122,0,4,0,1,0,0,0
02,004,AVELLANEDA,00192,008876,0,0,22,21,9,121,0,100,0,3,0,0,0,0,0
02,004,AVELLANEDA,00192,008877,0,0,19,14,13,116,0,113,0,2,0,0,0,0,0
02,004,AVELLANEDA,00192,008878,0,0,11,18,9,116,1,114,0,3,0,0,0,0,1
02,004,AVELLANEDA,00192,008879,0,0,12,20,14,112,1,120,0,2,1,1,0,1,0
02,004,AVELLANEDA,00192,008880,0,0,12,22,16,119,1,107,1,4,0,1,1,0,0
02,004,AVELLANEDA,00192,008881,0,0,18,13,16,101,0,115,0,2,0,0,2,1,0
02,004,AVELLANEDA,00192,008882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00192,008883,0,0,15,18,8,122,0,108,0,3,0,1,1,0,0
02,004,AVELLANEDA,00192,008884,0,0,24,23,10,123,2,102,0,3,0,1,2,0,0
02,004,AVELLANEDA,00192,008885,0,0,19,22,14,118,1,100,0,2,0,1,1,0,0
02,004,AVELLANEDA,00192,008886,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00192,008887,0,0,17,13,16,131,2,86,0,3,0,2,1,0,0
02,004,AVELLANEDA,00192,008888,0,0,15,23,11,102,0,115,0,3,0,1,0,0,1
02,004,AVELLANEDA,00192,008889,0,0,21,13,12,123,0,100,0,4,0,1,0,0,0
02,004,AVELLANEDA,00192,008890,0,0,26,27,16,111,0,89,0,6,0,1,0,1,0
02,004,AVELLANEDA,00192,008891,0,0,9,26,10,133,0,88,0,5,2,0,0,0,1
02,004,AVELLANEDA,00192,008892,0,0,19,18,10,118,1,112,0,2,0,0,0,0,0
02,004,AVELLANEDA,00192,008893,0,0,10,12,7,129,2,106,0,2,0,0,0,0,0
02,004,AVELLANEDA,00192,008894,0,0,17,23,11,125,2,91,0,4,2,0,1,0,0
02,004,AVELLANEDA,00192,008895,0,0,11,18,11,118,0,95,0,3,1,1,0,0,0
02,004,AVELLANEDA,00192,008896,0,0,9,21,7,115,0,117,0,1,1,2,0,0,1
02,004,AVELLANEDA,00192,008897,0,0,16,17,12,123,2,98,1,3,2,1,0,0,0
02,004,AVELLANEDA,00192,008898,0,0,22,20,12,102,0,106,0,4,0,0,0,0,0
02,004,AVELLANEDA,00192,008899,0,0,14,14,14,104,1,112,0,0,0,2,1,0,0
02,004,AVELLANEDA,00192,008900,0,0,16,27,14,120,2,97,0,3,0,1,1,0,1
02,004,AVELLANEDA,00192,008901,0,0,4,10,3,36,0,33,0,2,0,0,0,0,0
02,004,AVELLANEDA,00193,008904,0,0,1,14,11,176,0,50,0,1,0,0,1,0,0
02,004,AVELLANEDA,00193,008905,0,0,21,20,7,169,2,51,0,2,0,0,0,1,0
02,004,AVELLANEDA,00193,008906,0,0,17,15,4,163,1,70,0,1,0,0,0,2,0
02,004,AVELLANEDA,00193,008907,0,0,21,22,7,131,0,72,0,2,0,2,0,0,0
02,004,AVELLANEDA,00193,008908,0,0,15,14,13,159,0,73,0,1,0,0,2,0,0
02,004,AVELLANEDA,00193,008909,0,0,18,13,15,151,0,66,0,2,0,1,0,0,0
02,004,AVELLANEDA,00193,008910,0,0,16,15,14,152,1,63,0,1,0,0,0,0,0
02,004,AVELLANEDA,00193,008911,0,0,11,21,8,149,0,68,0,6,0,1,1,1,0
02,004,AVELLANEDA,00193,008912,0,0,19,22,8,126,1,90,0,3,1,0,0,0,0
02,004,AVELLANEDA,00193,008913,0,0,18,11,11,179,2,52,0,2,1,0,2,0,0
02,004,AVELLANEDA,00193,008914,0,0,17,8,8,165,0,69,0,1,0,0,0,0,0
02,004,AVELLANEDA,00193,008915,0,0,12,15,7,159,0,77,0,0,0,0,0,2,1
02,004,AVELLANEDA,00193,008916,0,0,16,15,9,163,0,76,0,0,0,0,2,1,0
02,004,AVELLANEDA,00193,008917,0,0,20,8,8,155,0,63,1,2,2,3,0,0,0
02,004,AVELLANEDA,00193,008918,0,0,21,10,13,143,0,67,1,5,1,0,2,0,1
02,004,AVELLANEDA,00193,008919,0,0,17,13,12,159,5,63,0,3,0,0,2,0,0
02,004,AVELLANEDA,00193,008920,0,0,15,16,13,146,1,62,0,3,0,0,0,0,2
02,004,AVELLANEDA,00193,008921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00193,008922,0,0,15,20,13,153,1,65,0,4,0,0,0,0,1
02,004,AVELLANEDA,00193,008923,0,0,20,8,10,143,1,82,0,1,0,1,0,1,0
02,004,AVELLANEDA,00193,008924,0,0,14,10,9,143,0,83,0,0,0,0,3,0,0
02,004,AVELLANEDA,00193,008925,0,0,41,17,5,113,2,77,0,2,0,3,0,0,0
02,004,AVELLANEDA,00193,008926,0,0,5,21,7,151,1,71,0,2,0,0,0,0,1
02,004,AVELLANEDA,00193,008927,0,0,23,14,13,150,0,87,1,1,0,0,1,0,0
02,004,AVELLANEDA,00193,008928,0,0,11,13,14,151,2,58,0,3,0,0,0,0,0
02,004,AVELLANEDA,00193,008929,0,0,15,20,13,145,3,72,0,2,0,0,0,0,0
02,004,AVELLANEDA,00193,008930,0,0,13,17,8,158,0,72,0,1,0,1,0,0,0
02,004,AVELLANEDA,00193,008931,0,0,33,13,1,140,1,70,1,2,0,0,0,1,1
02,004,AVELLANEDA,00193,008932,0,0,16,14,10,153,2,77,0,2,0,0,0,0,0
02,004,AVELLANEDA,00193,008933,0,0,9,11,12,147,2,79,0,3,0,1,1,0,0
02,004,AVELLANEDA,00193,008934,0,0,13,8,10,167,1,56,0,5,0,1,1,0,0
02,004,AVELLANEDA,00193,008935,0,0,16,13,12,160,1,60,1,0,0,1,0,1,1
02,004,AVELLANEDA,00193,008936,0,0,9,8,8,76,1,46,0,2,0,0,1,0,0
02,004,AVELLANEDA,00194,008939,0,0,49,6,9,183,0,19,0,0,0,0,0,0,0
02,004,AVELLANEDA,00194,008940,0,0,18,5,3,209,0,25,0,1,0,0,0,0,0
02,004,AVELLANEDA,00194,008941,0,0,13,8,1,214,0,20,0,1,1,0,1,0,1
02,004,AVELLANEDA,00194,008942,0,0,14,4,3,197,1,25,0,0,0,1,0,1,0
02,004,AVELLANEDA,00194,008943,0,0,22,7,6,192,0,29,0,1,0,0,0,0,0
02,004,AVELLANEDA,00194,008944,0,0,6,8,2,233,0,33,0,1,0,0,0,0,0
02,004,AVELLANEDA,00194,008945,0,0,18,9,6,209,0,22,0,0,0,0,0,0,0
02,004,AVELLANEDA,00194,008946,0,0,17,10,7,210,0,20,0,0,0,0,1,0,0
02,004,AVELLANEDA,00194,008947,0,0,8,5,3,208,0,19,0,0,0,1,0,0,0
02,004,AVELLANEDA,00194,008948,0,0,19,3,2,222,1,12,1,1,0,0,0,0,1
02,004,AVELLANEDA,00194,008949,0,0,26,4,6,213,1,12,0,0,0,0,0,0,0
02,004,AVELLANEDA,00194,008950,0,0,27,6,5,203,1,13,0,0,1,0,1,1,0
02,004,AVELLANEDA,00194,008951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00194,008952,0,0,24,7,5,202,0,24,0,1,0,0,1,0,0
02,004,AVELLANEDA,00194,008953,0,0,25,4,2,196,0,27,0,1,0,0,1,0,1
02,004,AVELLANEDA,00194,008954,0,0,17,8,6,215,1,17,0,0,0,0,1,0,0
02,004,AVELLANEDA,00194,008955,0,0,13,2,3,131,0,20,0,1,0,1,0,0,0
02,004,AVELLANEDA,00195,008957,0,0,14,5,8,200,0,50,0,1,0,0,2,1,0
02,004,AVELLANEDA,00195,008958,0,0,29,13,11,180,0,46,0,3,0,0,0,0,0
02,004,AVELLANEDA,00195,008959,0,0,15,9,11,189,0,45,0,2,0,0,1,0,0
02,004,AVELLANEDA,00195,008960,0,0,25,7,4,157,0,75,0,1,0,2,0,1,0
02,004,AVELLANEDA,00195,008961,0,0,29,10,8,198,0,39,0,0,0,0,0,0,0
02,004,AVELLANEDA,00195,008962,0,0,9,9,9,201,1,44,0,1,1,0,0,0,0
02,004,AVELLANEDA,00195,008963,0,0,1,10,11,208,0,45,0,0,0,0,0,0,0
02,004,AVELLANEDA,00195,008964,0,0,0,12,12,185,0,53,0,2,0,0,1,0,0
02,004,AVELLANEDA,00195,008965,0,0,12,13,12,164,0,64,1,2,0,2,1,1,0
02,004,AVELLANEDA,00195,008966,0,0,15,12,8,200,1,45,0,1,0,0,1,0,0
02,004,AVELLANEDA,00195,008967,0,0,10,10,7,180,3,73,0,2,0,0,0,0,0
02,004,AVELLANEDA,00195,008968,0,0,0,9,5,183,0,65,0,5,0,0,0,0,0
02,004,AVELLANEDA,00195,008969,0,0,12,13,13,182,1,41,0,2,0,0,0,0,0
02,004,AVELLANEDA,00195,008970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,004,AVELLANEDA,00195,008971,0,0,21,11,12,173,0,49,0,2,0,0,3,0,1
02,004,AVELLANEDA,00195,008972,0,0,12,14,12,172,0,60,0,1,0,2,0,1,0
02,004,AVELLANEDA,00195,008973,0,0,20,18,5,175,0,49,0,1,0,2,0,0,1
02,004,AVELLANEDA,00195,008974,0,0,31,10,12,159,1,40,0,2,0,1,0,0,0
02,004,AVELLANEDA,00195,008975,0,0,16,18,8,184,2,38,0,2,0,1,1,2,0
02,004,AVELLANEDA,00195,008976,0,0,18,16,7,185,1,39,0,5,0,1,1,0,0
02,004,AVELLANEDA,00195,008977,0,0,15,9,9,215,1,29,0,1,0,0,0,1,0
02,004,AVELLANEDA,00195,008978,0,0,18,8,13,143,1,56,0,2,0,0,1,0,1
02,004,AVELLANEDA,00195,008979,0,0,18,13,8,180,1,31,2,3,0,0,0,0,1
