codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0047,0060,0163,0168,0169,0170,0171
06,San Fernando                            ,001,0001 ,0001,450,16,2,3,110,0,105,6,62,18,0
06,San Fernando                            ,001,0001 ,0002,450,21,1,3,131,1,98,2,67,9,0
06,San Fernando                            ,001,0001 ,0003,450,18,0,0,113,1,96,7,82,4,0
06,San Fernando                            ,001,0001 ,0004,450,23,2,2,134,0,105,5,78,11,0
06,San Fernando                            ,001,0001 ,0005,238,5,1,0,0,39,61,1,29,11,0
06,San Fernando                            ,001,0001 ,0006,239,10,5,0,55,0,74,3,52,4,1
06,San Fernando                            ,001,0001 ,1001,450,17,2,0,112,0,106,2,54,6,2
06,San Fernando                            ,001,0001 ,1002,450,16,0,0,124,1,102,5,61,16,0
06,San Fernando                            ,001,0001 ,1003,450,14,4,1,133,0,108,3,58,7,0
06,San Fernando                            ,001,0001 ,1004,450,1,0,5,133,0,94,0,51,19,0
06,San Fernando                            ,001,0001 ,1005,450,0,0,2,144,0,84,2,64,11,0
06,San Fernando                            ,001,0001 ,1006,450,13,3,2,116,0,105,1,60,18,0
06,San Fernando                            ,001,0001 ,1007,131,4,0,1,47,0,27,2,13,3,0
06,San Fernando                            ,001,0002 ,0007,450,28,3,5,117,2,106,4,61,12,2
06,San Fernando                            ,001,0002 ,0008,450,25,1,1,119,0,112,0,74,0,0
06,San Fernando                            ,001,0002 ,0009,450,15,1,1,105,2,118,6,68,9,0
06,San Fernando                            ,001,0002 ,0010,450,20,2,3,104,1,101,9,84,16,1
06,San Fernando                            ,001,0002 ,0011,334,17,2,1,16,1,80,5,38,9,0
06,San Fernando                            ,001,0002 ,1008,450,22,0,0,112,0,129,3,53,8,0
06,San Fernando                            ,001,0002 ,1009,450,11,3,3,128,0,98,5,64,11,0
06,San Fernando                            ,001,0002 ,1010,450,2,2,1,131,1,120,5,56,2,0
06,San Fernando                            ,001,0002 ,1011,450,17,1,5,100,0,147,4,51,8,0
06,San Fernando                            ,001,0002 ,1012,450,10,2,1,125,0,112,0,58,13,0
06,San Fernando                            ,001,0002 ,1013,427,18,2,0,129,0,95,0,54,7,0
06,San Fernando                            ,001,0003 ,0012,450,16,5,0,115,2,118,1,83,16,0
06,San Fernando                            ,001,0003 ,0013,450,21,3,5,111,1,109,1,65,16,0
06,San Fernando                            ,001,0003 ,0014,450,12,7,1,135,1,104,4,68,15,0
06,San Fernando                            ,001,0003 ,0015,450,24,0,1,117,1,108,2,64,15,0
06,San Fernando                            ,001,0003 ,0016,404,20,0,1,108,2,88,3,0,11,0
06,San Fernando                            ,001,0003 ,1014,450,16,2,2,127,0,111,2,71,14,0
06,San Fernando                            ,001,0003 ,1015,450,1,2,3,132,0,120,2,68,11,3
06,San Fernando                            ,001,0003 ,1016,450,20,1,1,129,0,93,1,63,8,0
06,San Fernando                            ,001,0003 ,1017,450,14,0,1,140,0,113,4,47,14,0
06,San Fernando                            ,001,0003 ,1018,450,12,4,1,141,0,113,0,62,9,0
