codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0023,0040,0153,0166,0183,0501,0505,0532,0533
15,Confluencia,001,0001 ,0001,340,5,6,2,14,110,12,4,19,24,60,7
15,Confluencia,001,0001 ,0002,342,2,13,5,11,125,7,3,21,18,53,4
15,Confluencia,001,0001 ,0003,340,7,5,2,9,100,8,1,27,9,67,8
15,Confluencia,001,0001 ,0004,343,5,9,9,14,97,6,1,19,19,71,10
15,Confluencia,001,0001 ,0005,343,11,6,8,15,97,6,3,14,23,75,4
15,Confluencia,001,0001 ,0006,343,13,9,6,10,101,6,2,23,18,74,7
15,Confluencia,001,0001 ,0007,344,8,1,3,12,112,5,3,21,19,58,10
15,Confluencia,001,0001 ,0008,343,7,4,2,13,104,2,1,18,23,66,7
15,Confluencia,001,0001 ,0009,341,8,10,7,16,101,4,5,24,23,58,6
15,Confluencia,001,0001 ,0010,341,9,13,5,12,91,11,3,24,10,85,5
15,Confluencia,001,0001 ,0011,343,5,5,8,11,93,4,3,29,16,80,3
15,Confluencia,001,0001 ,0012,343,7,12,1,14,101,9,4,23,14,78,6
15,Confluencia,001,0001 ,0013,342,11,6,6,13,94,6,3,19,12,73,8
15,Confluencia,001,0001 ,0014,341,10,1,5,14,80,7,4,32,16,68,10
15,Confluencia,001,0001 ,0015,341,7,6,5,7,99,4,3,19,18,75,11
15,Confluencia,001,0001 ,0016,341,4,4,7,16,101,12,3,18,17,78,5
15,Confluencia,001,0001 ,0017,343,7,7,4,12,99,13,2,24,14,72,10
15,Confluencia,001,0001 ,0018,342,7,2,8,10,119,10,1,19,18,62,8
15,Confluencia,001,0001 ,0019,343,7,5,2,11,104,3,2,15,24,60,9
15,Confluencia,001,0001 ,0020,340,11,3,3,10,115,5,1,18,17,56,2
15,Confluencia,001,0001 ,0021,342,5,6,10,11,112,5,3,36,14,64,11
15,Confluencia,001,0001 ,0022,342,7,7,7,15,85,10,5,24,19,68,14
15,Confluencia,001,0001 ,0023,342,4,11,8,14,102,4,1,22,24,63,10
15,Confluencia,001,0001 ,0024,342,7,6,14,19,95,11,5,22,15,54,4
15,Confluencia,001,0001 ,0025,344,15,10,10,18,103,10,5,17,23,61,6
15,Confluencia,001,0001 ,0026,343,4,2,5,7,123,3,3,20,21,65,5
15,Confluencia,001,0001 ,0027,341,5,5,3,14,107,5,5,18,20,64,14
15,Confluencia,001,0001 ,0028,345,5,3,5,12,96,4,2,27,17,75,7
15,Confluencia,001,0001 ,0029,342,3,5,6,14,99,7,8,39,18,56,7
15,Confluencia,001,0001 ,0030,341,9,7,8,9,106,10,7,27,10,59,8
15,Confluencia,001,0001 ,0031,343,8,5,5,10,112,9,1,19,23,65,7
15,Confluencia,001,0001 ,0032,341,3,5,9,9,119,9,8,14,19,54,7
15,Confluencia,001,0001 ,0033,340,3,5,6,9,111,6,3,17,19,65,14
15,Confluencia,001,0001 ,0034,343,12,8,7,11,103,9,4,27,12,63,6
15,Confluencia,001,0001 ,0035,341,6,4,12,15,85,7,4,24,22,61,8
15,Confluencia,001,0001 ,0036,342,7,13,10,14,84,7,7,18,16,79,7
15,Confluencia,001,0001A,0037,244,5,3,6,4,88,6,2,12,11,48,7
15,Confluencia,001,0001A,0038,241,9,7,3,11,71,4,1,10,14,42,4
15,Confluencia,001,0001A,0039,242,6,7,3,13,70,4,3,15,12,35,11
15,Confluencia,001,0001B,0040,342,8,14,6,15,92,5,2,19,21,72,5
15,Confluencia,001,0001B,0041,341,8,5,4,11,109,4,3,25,6,78,7
15,Confluencia,001,0001B,0042,342,7,3,7,13,112,7,0,14,10,79,8
15,Confluencia,001,0001B,0043,340,6,6,6,8,114,8,4,21,17,55,6
15,Confluencia,001,0001B,0044,341,3,2,2,14,112,8,2,17,12,69,4
15,Confluencia,001,0001B,0045,341,6,10,8,8,102,5,5,25,15,77,8
15,Confluencia,001,0001B,0046,340,4,4,11,14,115,5,4,17,17,62,7
15,Confluencia,001,0001B,0047,340,6,2,7,8,96,7,1,27,19,71,6
15,Confluencia,001,0001B,0048,341,5,2,7,12,96,5,5,18,20,73,6
15,Confluencia,001,0001B,0049,339,7,4,1,10,102,6,2,13,25,68,8
15,Confluencia,001,0001B,0050,341,6,7,3,15,111,6,5,22,23,48,2
15,Confluencia,001,0001B,0051,344,2,5,3,16,105,6,1,24,15,67,15
15,Confluencia,001,0001B,0052,342,5,6,6,8,113,11,7,23,16,72,8
15,Confluencia,001,0001B,0053,340,6,6,5,16,94,3,6,27,20,63,5
15,Confluencia,001,0001B,0054,340,3,5,2,9,107,7,2,25,17,73,6
15,Confluencia,001,0001B,0055,341,4,13,10,16,123,6,3,14,24,52,6
15,Confluencia,001,0001B,0056,341,9,10,5,14,114,3,3,19,24,67,6
15,Confluencia,001,0001B,0057,339,7,7,10,8,114,9,2,16,18,55,3
15,Confluencia,001,0001B,0058,340,10,6,7,21,101,5,1,18,19,63,10
15,Confluencia,001,0001B,0059,341,9,8,6,12,115,5,2,23,13,70,1
15,Confluencia,001,0001C,0060,347,11,4,7,13,155,7,4,19,22,24,6
15,Confluencia,001,0001C,0061,346,15,4,6,9,135,7,4,19,16,25,7
15,Confluencia,001,0001C,0062,346,6,5,6,7,168,5,0,19,18,34,17
15,Confluencia,001,0001C,0063,346,7,7,7,5,152,8,5,21,0,34,18
15,Confluencia,001,0001C,0064,345,9,6,7,8,136,9,3,15,17,44,15
15,Confluencia,001,0001C,0065,346,8,12,6,4,138,4,0,26,29,32,8
15,Confluencia,001,0001C,0066,346,8,8,7,9,138,5,4,18,20,47,4
15,Confluencia,001,0001C,0067,346,7,10,6,10,167,1,3,18,13,31,4
