codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0131,0135,0137,0177
23,Capital,001,0001 ,0001,334,22,2,26,167,23,20
23,Capital,001,0001 ,0002,335,21,0,34,178,11,24
23,Capital,001,0001 ,0003,334,23,0,38,193,10,13
23,Capital,001,0001 ,0004,334,0,0,31,183,18,20
23,Capital,001,0001 ,0005,336,18,2,29,182,22,12
23,Capital,001,0001 ,0006,334,8,0,24,175,17,24
23,Capital,001,0001 ,0007,334,13,0,38,184,14,20
23,Capital,001,0001 ,0008,336,23,1,38,178,16,12
23,Capital,001,0001 ,0009,334,13,4,39,176,16,14
23,Capital,001,0001 ,0010,333,20,1,29,177,10,20
23,Capital,001,0001 ,0011,336,22,2,37,174,17,12
23,Capital,001,0001 ,0012,333,10,2,34,174,12,17
23,Capital,001,0001 ,0013,334,9,0,41,175,15,13
23,Capital,001,0001 ,0014,334,18,2,29,194,10,16
23,Capital,001,0001 ,0015,334,10,1,37,181,14,14
23,Capital,001,0001 ,0016,334,25,1,34,162,18,23
23,Capital,001,0001 ,0017,334,11,3,25,178,13,17
23,Capital,001,0001 ,0018,334,20,1,25,171,12,23
23,Capital,001,0001 ,0019,335,18,2,25,180,18,16
23,Capital,001,0001A,0020,349,18,1,40,181,14,25
23,Capital,001,0001A,0021,348,16,2,38,186,13,20
23,Capital,001,0001A,0022,350,22,1,30,171,21,30
23,Capital,001,0001A,0023,349,50,0,45,169,8,0
23,Capital,001,0001A,0024,350,18,2,43,199,11,17
23,Capital,001,0001A,0025,351,21,0,33,188,16,20
23,Capital,001,0001A,0026,350,19,0,35,185,12,20
23,Capital,001,0001A,0027,351,25,1,31,177,10,24
23,Capital,001,0001A,0028,346,19,0,39,200,8,9
23,Capital,001,0001A,0029,350,3,23,39,182,17,22
23,Capital,001,0001A,0030,349,22,1,31,194,12,18
23,Capital,001,0001A,0031,354,27,2,28,184,11,23
23,Capital,001,0001A,0032,350,15,2,30,176,15,15
23,Capital,001,0001A,0033,350,20,3,39,166,24,21
23,Capital,001,0001A,0034,347,14,1,40,189,9,20
23,Capital,001,0002 ,0035,347,28,1,32,184,12,18
23,Capital,001,0002 ,0036,346,20,3,37,172,14,22
23,Capital,001,0002 ,0037,348,23,3,23,177,13,22
23,Capital,001,0002 ,0038,346,17,3,37,177,18,18
23,Capital,001,0002 ,0039,352,19,4,45,155,19,19
23,Capital,001,0002 ,0040,346,24,3,30,173,10,19
23,Capital,001,0002 ,0041,347,22,4,43,172,6,20
23,Capital,001,0002 ,0042,345,17,1,39,182,12,0
23,Capital,001,0002 ,0043,351,21,0,35,175,11,28
23,Capital,001,0002 ,0044,345,23,4,40,171,14,18
23,Capital,001,0002 ,0045,350,20,1,35,169,11,21
23,Capital,001,0002A,0046,325,27,1,36,151,17,20
23,Capital,001,0002A,0047,326,26,0,29,163,19,10
23,Capital,001,0002A,0048,330,30,1,23,157,13,30
23,Capital,001,0002A,0049,326,30,2,44,150,15,25
23,Capital,001,0002A,0050,327,11,0,41,165,15,17
23,Capital,001,0002A,0051,325,25,1,33,159,21,15
23,Capital,001,0002A,0052,326,17,1,33,181,11,18
23,Capital,001,0002A,0053,326,29,2,31,167,19,3
23,Capital,001,0002A,0054,325,16,2,38,163,26,16
23,Capital,001,0002A,0055,325,15,1,29,171,18,18
23,Capital,001,0002A,0056,324,20,3,29,176,19,19
23,Capital,001,0002A,0057,326,25,4,41,148,15,23
23,Capital,001,0002A,0058,327,16,5,28,177,12,14
23,Capital,001,0003 ,0059,354,28,1,50,168,16,29
23,Capital,001,0003 ,0060,349,24,3,47,181,17,20
23,Capital,001,0003 ,0061,349,27,1,43,179,18,18
23,Capital,001,0003 ,0062,350,11,0,32,187,14,24
23,Capital,001,0003 ,0063,349,23,1,37,165,20,17
23,Capital,001,0003 ,0064,349,23,3,37,184,15,15
23,Capital,001,0003 ,0065,346,22,1,48,184,12,25
23,Capital,001,0003 ,0066,348,21,1,40,169,17,24
23,Capital,001,0003 ,0067,350,16,1,42,187,18,17
23,Capital,001,0003 ,0068,348,22,0,38,168,16,23
23,Capital,001,0003 ,0069,346,33,0,32,186,11,16
23,Capital,001,0003 ,0070,348,17,2,41,184,28,19
23,Capital,001,0003 ,0071,349,29,1,26,191,6,26
23,Capital,001,0003 ,0072,347,25,1,33,73,15,30
23,Capital,001,0003 ,0073,347,21,0,40,184,18,26
23,Capital,001,0003 ,0074,350,20,1,42,171,14,17
23,Capital,001,0003 ,0075,347,31,2,42,167,23,22
23,Capital,001,0003 ,0076,349,22,0,36,183,16,19
23,Capital,001,0003 ,0077,349,18,0,47,175,22,24
23,Capital,001,0003 ,0078,348,23,0,43,172,19,18
23,Capital,001,0004 ,0079,347,27,2,34,176,15,21
23,Capital,001,0004 ,0080,352,30,2,44,150,21,27
23,Capital,001,0004 ,0081,348,24,1,54,171,19,18
23,Capital,001,0004 ,0082,349,23,1,39,192,9,22
23,Capital,001,0004 ,0083,348,56,1,39,169,20,20
23,Capital,001,0004 ,0084,350,18,1,38,161,29,25
23,Capital,001,0004 ,0085,350,14,0,44,169,29,22
23,Capital,001,0004 ,0086,350,29,1,38,189,15,19
23,Capital,001,0004 ,0087,348,32,1,37,153,23,29
23,Capital,001,0004 ,0088,349,24,2,47,173,12,22
23,Capital,001,0004 ,0089,348,25,0,37,168,27,27
23,Capital,001,0004 ,0090,349,33,3,33,177,21,24
23,Capital,001,0004 ,0091,351,34,1,45,160,20,26
23,Capital,001,0004 ,0092,350,18,0,38,180,18,25
23,Capital,001,0004 ,0093,349,20,1,40,172,12,24
23,Capital,001,0004 ,0094,349,29,2,54,171,13,19
23,Capital,001,0004 ,0095,348,20,2,40,183,15,25
23,Capital,001,0004 ,0096,348,30,1,50,156,14,29
23,Capital,001,0005 ,0097,346,0,1,39,192,10,15
23,Capital,001,0005 ,0098,345,22,0,28,208,8,16
23,Capital,001,0005 ,0099,345,0,0,36,198,13,12
23,Capital,001,0005 ,0100,345,18,1,24,212,10,8
23,Capital,001,0005 ,0101,345,11,0,30,225,12,15
23,Capital,001,0005 ,0102,346,17,1,26,202,12,17
23,Capital,001,0005 ,0103,344,17,2,14,217,15,14
23,Capital,001,0005 ,0104,344,18,2,20,210,9,17
23,Capital,001,0005 ,0105,346,21,1,19,209,9,15
23,Capital,001,0005 ,0106,344,25,2,19,207,16,7
23,Capital,001,0005 ,0107,346,22,2,34,211,15,13
23,Capital,001,0005 ,0108,346,16,0,28,218,10,13
23,Capital,001,0005 ,0109,347,20,0,29,198,10,21
23,Capital,001,0005 ,0110,347,6,1,22,222,17,10
23,Capital,001,0005 ,0111,344,14,0,28,202,11,11
23,Capital,001,0005 ,0112,343,18,1,32,204,11,9
23,Capital,001,0005 ,0113,345,12,1,26,217,10,13
23,Capital,001,0005 ,0114,345,11,1,25,219,11,17
23,Capital,001,0005 ,0115,344,15,1,32,217,6,7
23,Capital,001,0005 ,0116,348,0,0,21,204,7,15
23,Capital,001,0005 ,0117,343,16,0,27,193,15,18
23,Capital,001,0005 ,0118,343,31,4,24,208,8,2
23,Capital,001,0005 ,0119,346,12,0,20,227,4,13
23,Capital,001,0005 ,0120,344,22,5,33,202,17,14
23,Capital,001,0005 ,0121,343,23,1,27,193,9,18
23,Capital,001,0005 ,0122,344,16,0,23,225,13,5
23,Capital,001,0005 ,0123,345,24,1,30,205,9,14
23,Capital,001,0005 ,0124,345,19,3,35,207,6,15
23,Capital,001,0005 ,0125,342,17,1,18,208,15,12
23,Capital,001,0005 ,0126,349,30,0,23,189,15,23
23,Capital,001,0005 ,0127,347,21,0,24,187,8,17
23,Capital,001,0006 ,0128,340,20,2,39,176,18,13
23,Capital,001,0006 ,0129,339,15,0,36,186,13,14
23,Capital,001,0006 ,0130,340,21,1,38,177,11,37
23,Capital,001,0006 ,0131,339,31,0,30,181,17,11
23,Capital,001,0006 ,0132,338,10,0,45,154,14,33
23,Capital,001,0006 ,0133,337,17,1,40,179,9,18
23,Capital,001,0006 ,0134,339,27,2,25,190,19,19
23,Capital,001,0006 ,0135,339,17,0,40,184,7,18
23,Capital,001,0006 ,0136,338,21,1,29,175,14,16
23,Capital,001,0006 ,0137,336,19,1,38,186,13,0
23,Capital,001,0006 ,0138,338,34,0,32,192,8,19
23,Capital,001,0006 ,0139,338,23,0,35,165,17,25
23,Capital,001,0006 ,0140,338,17,1,33,174,16,21
23,Capital,001,0006 ,0141,338,26,0,25,186,12,16
23,Capital,001,0007 ,0142,348,49,2,37,137,16,32
23,Capital,001,0007 ,0143,348,2,5,47,162,11,36
23,Capital,001,0007 ,0144,347,35,0,47,161,13,29
23,Capital,001,0007 ,0145,346,35,1,44,150,17,22
23,Capital,001,0007 ,0146,345,32,6,52,156,10,14
23,Capital,001,0007 ,0147,345,22,1,56,137,13,32
23,Capital,001,0007 ,0148,346,40,5,52,143,12,18
23,Capital,001,0007 ,0149,350,52,0,49,160,8,15
23,Capital,001,0007 ,0150,348,37,4,50,178,12,14
23,Capital,001,0007 ,0151,346,53,0,45,141,11,21
23,Capital,001,0007 ,0152,347,27,1,51,161,15,35
23,Capital,001,0007 ,0153,347,44,1,54,139,16,29
23,Capital,001,0007 ,0154,346,41,1,40,159,17,13
23,Capital,001,0007 ,0155,349,23,2,60,141,21,36
23,Capital,001,0007A,0156,337,28,4,39,134,10,38
23,Capital,001,0007A,0157,340,37,3,71,136,7,27
23,Capital,001,0007A,0158,339,18,2,57,157,11,25
23,Capital,001,0007A,0159,340,33,3,44,152,9,28
23,Capital,001,0007A,0160,338,32,4,36,152,12,38
23,Capital,001,0007A,0161,340,41,0,43,145,13,31
23,Capital,001,0007A,0162,338,21,10,45,163,9,33
23,Capital,001,0007A,0163,341,23,1,45,164,10,26
23,Capital,001,0007A,0164,339,21,2,55,154,13,31
23,Capital,001,0007A,0165,339,48,0,42,140,8,22
