codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0106,0108,0109,0110,0112,0113,0114,0120,0121,0122,0123,0124,0142,0143,0145,0150,0181,0003,0005,0014,0022,0030,0038,0047,0050,0101,0102
01,Vélez Sarsfield                         ,001,0001 ,0001,433,1,8,1,0,0,14,10,0,5,0,0,3,1,0,1,4,1,0,1,7,1,1,5,2,5,76,7,68,94
01,Vélez Sarsfield                         ,001,0001 ,0002,433,5,5,0,4,1,8,12,0,5,0,0,3,2,0,0,1,0,0,0,7,0,3,6,2,10,81,9,76,96
01,Vélez Sarsfield                         ,001,0001 ,0003,433,2,5,2,0,0,14,9,0,5,0,0,3,1,0,1,1,3,2,0,6,0,3,4,3,6,66,22,56,113
01,Vélez Sarsfield                         ,001,0001 ,0004,433,10,12,1,0,1,8,5,0,5,0,0,0,0,0,0,1,3,0,1,5,2,2,2,0,5,77,13,66,95
01,Vélez Sarsfield                         ,001,0001 ,0005,433,10,0,0,1,0,3,10,0,7,1,0,2,1,0,2,1,2,0,0,12,4,2,1,4,3,90,6,73,89
01,Vélez Sarsfield                         ,001,0001 ,0006,433,1,0,1,2,1,7,10,0,5,0,1,4,1,0,1,0,2,0,1,5,1,4,4,0,9,90,10,73,84
01,Vélez Sarsfield                         ,001,0001 ,0007,433,6,7,0,5,1,8,6,1,6,0,0,1,2,0,0,0,4,1,0,8,1,2,5,1,2,67,8,81,94
01,Vélez Sarsfield                         ,001,0001 ,0008,433,2,13,2,1,0,10,12,1,7,1,0,3,0,0,0,1,2,0,0,5,1,1,5,0,5,89,9,80,84
01,Vélez Sarsfield                         ,001,0001 ,0009,433,24,0,0,3,0,4,9,0,2,1,1,3,4,0,0,3,1,1,1,10,3,2,3,0,10,84,11,58,103
01,Vélez Sarsfield                         ,001,0001 ,0010,433,15,16,0,3,2,9,9,9,6,0,0,4,1,1,0,3,0,0,0,6,0,1,1,1,11,78,0,60,102
01,Vélez Sarsfield                         ,001,0001 ,0011,433,9,5,2,0,0,17,10,0,9,2,0,3,3,1,1,0,0,0,1,11,0,1,3,2,6,83,13,62,79
01,Vélez Sarsfield                         ,001,0001 ,0012,432,5,9,0,1,1,8,9,1,3,0,0,2,1,0,0,1,0,1,1,8,2,2,3,1,8,72,11,62,103
01,Vélez Sarsfield                         ,001,0001 ,0013,432,8,9,0,2,0,6,17,0,7,0,0,1,2,0,0,0,3,0,0,9,1,2,2,0,8,81,19,68,72
01,Vélez Sarsfield                         ,001,0001 ,0014,432,8,11,0,2,1,6,3,0,10,0,0,3,2,0,0,1,3,0,2,7,1,0,7,1,10,75,16,60,87
