codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0023,0063,0131,0134,0135,0137,0614
10,General Belgrano,001,0001 ,0001,315,1,0,4,9,84,17,2,74,4
10,General Belgrano,001,0001 ,0002,317,74,1,1,7,85,13,11,55,3
10,General Belgrano,001,0001 ,0003,315,59,0,7,9,105,23,9,38,4
10,General Belgrano,001,0001 ,0004,315,48,9,1,24,92,15,8,54,5
10,General Belgrano,001,0001 ,0005,314,60,2,7,9,110,9,2,51,3
10,General Belgrano,001,0001 ,0006,318,73,1,4,5,85,14,4,52,8
10,General Belgrano,001,0001 ,0007,315,51,0,5,12,102,13,2,56,7
10,General Belgrano,001,0001 ,0008,317,56,4,8,3,82,15,8,57,3
10,General Belgrano,001,0001 ,0009,314,48,0,3,6,104,15,8,57,5
10,General Belgrano,001,0001 ,0010,315,44,4,3,8,103,10,5,69,6
10,General Belgrano,001,0001 ,0011,314,66,0,3,5,89,8,10,46,6
10,General Belgrano,001,0001 ,0012,315,53,1,8,10,80,15,4,59,7
10,General Belgrano,001,0001 ,0013,315,55,1,4,6,83,20,3,69,7
10,General Belgrano,001,0001 ,0014,317,0,0,6,5,107,10,3,58,4
10,General Belgrano,001,0001 ,0015,315,55,0,5,6,87,15,4,58,2
10,General Belgrano,001,0001 ,0016,313,55,5,5,5,103,13,6,50,9
10,General Belgrano,001,0001 ,0017,314,59,6,2,7,88,9,7,75,4
10,General Belgrano,001,0001 ,0018,316,46,0,2,6,112,17,8,40,6
10,General Belgrano,001,0001 ,0019,315,57,1,2,6,83,8,5,59,13
10,General Belgrano,001,0002 ,0020,311,47,0,9,9,39,25,7,0,93
10,General Belgrano,001,0002 ,0021,310,52,2,3,8,49,18,8,80,10
10,General Belgrano,001,0002 ,0022,313,32,4,16,5,43,25,9,93,7
10,General Belgrano,001,0002 ,0023,316,41,2,6,4,49,40,7,88,11
10,General Belgrano,001,0002 ,0024,313,37,1,5,8,41,31,8,85,5
10,General Belgrano,001,0002 ,0025,314,50,6,6,17,37,33,7,82,8
10,General Belgrano,001,0002 ,0026,313,44,3,5,7,43,30,7,72,10
10,General Belgrano,001,0002 ,0027,312,36,1,10,7,45,35,3,72,2
10,General Belgrano,001,0003 ,0028,291,47,1,4,6,30,19,10,86,6
10,General Belgrano,001,0003 ,0029,289,39,0,3,10,39,30,4,79,7
10,General Belgrano,001,0003 ,0030,289,44,2,7,5,31,33,8,86,6
10,General Belgrano,001,0003 ,0031,288,42,4,7,5,52,23,6,67,2
10,General Belgrano,001,0003 ,0032,286,40,1,5,11,43,24,6,66,8
10,General Belgrano,001,0003 ,0033,289,35,1,7,4,50,22,8,79,5
10,General Belgrano,001,0003 ,0034,288,38,0,9,11,39,29,3,82,2
10,General Belgrano,001,0003 ,0035,288,37,0,5,9,46,29,2,75,6
10,General Belgrano,001,0003 ,0036,289,34,0,3,5,43,24,4,81,6
10,General Belgrano,001,0003 ,0037,289,36,2,6,8,38,25,4,86,2
10,General Belgrano,001,0004 ,0038,316,57,0,1,8,112,11,6,46,8
10,General Belgrano,001,0004 ,0039,315,46,2,3,10,110,11,3,64,8
10,General Belgrano,001,0004 ,0040,313,45,1,0,6,118,16,4,68,5
10,General Belgrano,001,0004 ,0041,313,43,5,2,9,111,8,9,59,6
10,General Belgrano,001,0004 ,0042,314,55,6,2,6,95,13,12,51,5
10,General Belgrano,001,0004 ,0043,314,64,0,3,9,94,20,11,51,8
10,General Belgrano,001,0004 ,0044,313,47,1,2,4,99,12,6,65,5
10,General Belgrano,001,0004 ,0045,314,45,2,2,7,95,25,5,71,4
10,General Belgrano,001,0004 ,0046,315,62,1,1,6,111,12,6,54,3
10,General Belgrano,001,0004 ,0047,313,0,2,3,0,127,9,11,55,6
10,General Belgrano,001,0004 ,0048,313,37,6,2,5,110,14,10,56,4
10,General Belgrano,001,0004 ,0049,313,58,0,1,0,109,9,6,58,4
10,General Belgrano,001,0004 ,0050,317,2,3,1,0,116,10,5,46,8
10,General Belgrano,001,0004 ,0051,315,45,5,4,12,105,12,4,52,7
10,General Belgrano,001,0004 ,0052,314,46,3,4,7,112,13,7,49,5
10,General Belgrano,001,0004 ,0053,316,51,4,3,6,114,9,3,52,2
10,General Belgrano,001,0004 ,0054,313,0,0,2,8,99,12,10,74,4
10,General Belgrano,001,0004 ,0055,315,58,3,0,0,99,11,3,61,7
10,General Belgrano,001,0004 ,0056,314,0,1,6,10,85,10,5,70,5
10,General Belgrano,001,0005 ,0057,309,62,0,2,0,72,31,9,78,3
10,General Belgrano,001,0005 ,0058,308,58,2,5,8,67,18,4,75,4
10,General Belgrano,001,0005 ,0059,308,64,0,8,0,58,20,6,75,4
10,General Belgrano,001,0005 ,0060,310,47,0,5,9,88,16,6,65,3
10,General Belgrano,001,0005 ,0061,312,50,2,5,3,72,27,11,75,4
10,General Belgrano,001,0005 ,0062,308,54,0,9,3,57,25,5,82,6
10,General Belgrano,001,0005 ,0063,309,48,0,7,7,64,24,8,81,2
10,General Belgrano,001,0005 ,0064,310,110,2,3,5,0,26,4,85,4
10,General Belgrano,001,0005 ,0065,312,0,0,3,6,68,31,6,66,3
10,General Belgrano,001,0005 ,0066,310,0,0,4,0,51,20,9,84,5
10,General Belgrano,001,0005 ,0067,309,47,0,4,4,63,21,4,88,6
10,General Belgrano,001,0005 ,0068,307,45,0,3,10,66,20,8,88,4
10,General Belgrano,001,0005 ,0069,310,48,3,3,0,72,22,11,76,10
10,General Belgrano,001,0005 ,0070,309,0,0,2,10,80,17,7,77,5
10,General Belgrano,001,0006 ,0071,310,48,0,11,6,52,22,10,80,8
10,General Belgrano,001,0006 ,0072,316,57,2,5,9,68,22,12,65,5
10,General Belgrano,001,0006 ,0073,315,40,1,1,4,61,24,3,91,5
10,General Belgrano,001,0006 ,0074,315,51,3,8,4,54,47,10,80,3
10,General Belgrano,001,0006 ,0075,313,0,0,9,6,69,18,10,73,11
10,General Belgrano,001,0006 ,0076,313,44,5,4,6,73,28,6,79,7
10,General Belgrano,001,0006 ,0077,312,47,0,4,8,53,26,7,89,7
10,General Belgrano,001,0006 ,0078,315,46,2,14,6,60,28,5,77,5
10,General Belgrano,001,0006 ,0079,312,44,2,4,7,67,28,7,67,5
10,General Belgrano,001,0006 ,0080,311,57,1,9,0,52,0,0,84,5
10,General Belgrano,001,0006 ,0081,316,0,0,6,7,62,26,7,80,8
10,General Belgrano,001,0006 ,0082,313,58,3,4,4,74,15,5,73,5
10,General Belgrano,001,0006 ,0083,313,53,0,4,4,69,24,10,72,5
10,General Belgrano,001,0006 ,0084,313,60,3,4,4,53,23,7,74,10
10,General Belgrano,001,0006 ,0085,313,44,0,8,5,50,22,10,79,7
10,General Belgrano,001,0006 ,0086,314,0,0,6,13,53,27,5,81,4
10,General Belgrano,001,0006 ,0087,313,45,1,6,5,88,19,13,78,6
10,General Belgrano,001,0006 ,0088,315,0,0,7,9,66,25,10,63,2
10,General Belgrano,001,0006 ,0089,313,50,0,0,0,63,25,7,84,4
10,General Belgrano,001,0006 ,0090,313,44,2,6,6,74,17,12,70,5
10,General Belgrano,001,0006 ,0091,314,42,2,2,6,60,25,10,80,4
10,General Belgrano,001,0006 ,0092,313,51,3,4,6,59,33,5,69,6
10,General Belgrano,001,0007 ,0093,317,49,2,4,8,81,19,6,71,5
10,General Belgrano,001,0007 ,0094,317,57,1,2,4,99,23,11,73,6
10,General Belgrano,001,0007 ,0095,315,41,4,0,0,92,18,10,68,5
10,General Belgrano,001,0007 ,0096,316,0,0,4,0,96,8,12,68,8
10,General Belgrano,001,0007 ,0097,317,45,3,3,8,91,7,12,85,3
10,General Belgrano,001,0007 ,0098,316,29,0,3,0,116,10,12,78,3
10,General Belgrano,001,0007 ,0099,316,45,0,4,5,104,16,6,75,1
10,General Belgrano,001,0007 ,0100,320,35,4,1,14,82,17,7,62,5
10,General Belgrano,001,0007 ,0101,317,3,2,9,4,76,15,13,61,8
10,General Belgrano,001,0007 ,0102,318,0,0,2,6,72,18,5,79,5
10,General Belgrano,001,0007 ,0103,316,42,2,2,5,83,8,14,82,5
10,General Belgrano,001,0007 ,0104,315,159,159,1,0,0,12,9,56,8
10,General Belgrano,001,0007 ,0105,318,0,1,1,0,94,22,10,61,1
10,General Belgrano,001,0007 ,0106,316,0,0,1,10,91,7,8,83,4
10,General Belgrano,001,0007 ,0107,317,53,2,2,5,82,10,9,71,7
10,General Belgrano,001,0007 ,0108,316,44,4,2,6,86,13,7,83,7
10,General Belgrano,001,0007 ,0109,316,37,5,1,9,101,11,11,64,5
10,General Belgrano,001,0007 ,0110,318,64,1,3,11,99,0,11,69,6
10,General Belgrano,001,0007 ,0111,317,55,1,2,7,80,11,17,68,4
10,General Belgrano,001,0007 ,0112,315,43,4,2,1,99,14,9,69,8
10,General Belgrano,001,0007 ,0113,316,54,6,0,4,114,13,3,69,5
10,General Belgrano,001,0007 ,0114,319,49,1,2,7,91,10,8,70,10
10,General Belgrano,001,0007 ,0115,317,1,56,2,7,72,19,13,77,1
10,General Belgrano,001,0007 ,0116,316,40,0,2,7,99,12,8,74,8
10,General Belgrano,001,0007 ,0117,318,54,4,0,0,75,18,10,67,6
10,General Belgrano,001,0007 ,0118,319,52,1,1,9,82,27,10,76,4
10,General Belgrano,001,0007 ,0119,315,35,10,5,5,100,24,6,68,1
10,General Belgrano,001,0007 ,0120,317,47,0,2,7,88,15,12,69,5
10,General Belgrano,001,0007 ,0121,316,52,3,3,5,98,15,10,69,3
10,General Belgrano,001,0007 ,0122,319,54,5,5,6,79,13,10,80,5
10,General Belgrano,001,0007 ,0123,317,50,2,3,6,98,15,9,67,5
10,General Belgrano,001,0007 ,0124,318,45,0,3,7,109,11,12,53,11
10,General Belgrano,001,0007 ,0125,317,49,1,5,6,90,11,16,62,6
10,General Belgrano,001,0007 ,0126,317,49,0,3,8,114,8,7,66,4
10,General Belgrano,001,0007 ,0127,316,55,4,3,8,73,23,12,70,6
10,General Belgrano,001,0007 ,0128,317,58,2,0,2,91,14,6,69,5
10,General Belgrano,001,0007 ,0129,317,44,1,3,9,94,13,13,74,8
10,General Belgrano,001,0007 ,0130,315,42,4,7,7,92,17,7,64,7
10,General Belgrano,001,0007 ,0131,316,57,3,1,5,94,21,16,54,3
10,General Belgrano,001,0007 ,0132,315,42,2,4,5,78,16,8,83,4
10,General Belgrano,001,0007 ,0133,316,37,0,4,8,82,22,7,77,7
10,General Belgrano,001,0007 ,0134,315,52,1,2,4,99,15,11,65,5
10,General Belgrano,001,0007 ,0135,318,53,0,2,5,96,11,12,72,8
10,General Belgrano,001,0007 ,0136,315,41,1,1,8,111,13,12,61,6
10,General Belgrano,001,0007 ,0137,315,49,0,6,4,87,7,13,92,6
10,General Belgrano,001,0007 ,0138,316,64,0,4,4,80,18,18,53,6
10,General Belgrano,001,0007 ,0139,316,48,0,2,0,100,16,14,64,5
10,General Belgrano,001,0007 ,0140,316,55,3,4,9,96,17,7,57,4
10,General Belgrano,001,0007 ,0141,319,44,5,1,6,92,20,10,77,4
10,General Belgrano,001,0007 ,0142,317,54,3,0,2,102,14,10,78,6
10,General Belgrano,001,0007 ,0143,314,56,2,0,14,82,13,10,84,5
10,General Belgrano,001,0007 ,0144,315,70,1,1,4,99,15,9,56,4
10,General Belgrano,001,0007 ,0145,315,43,2,2,6,80,10,11,76,7
10,General Belgrano,001,0007 ,0146,316,49,3,1,3,104,13,13,63,5
10,General Belgrano,001,0007 ,0147,316,50,0,0,9,91,13,10,78,3
10,General Belgrano,001,0007 ,0148,315,50,2,1,6,107,17,7,68,7
10,General Belgrano,001,0007 ,0149,316,49,0,2,6,100,13,7,81,6
10,General Belgrano,001,0007 ,0150,316,59,1,2,9,84,17,4,82,2
10,General Belgrano,001,0007 ,0151,316,60,1,1,12,80,12,9,71,8
10,General Belgrano,001,0007 ,0152,316,48,1,2,9,84,24,2,74,4
10,General Belgrano,001,0007 ,0153,316,51,0,3,5,94,10,9,71,8
10,General Belgrano,001,0007 ,0154,316,50,2,2,13,94,19,6,63,11
