codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00008,00005,00057,00009,00002
20,001,DESEADO,04521,084693,0,0,58,2,90,9,43,1
20,001,DESEADO,04521,084694,0,0,81,8,82,7,39,0
20,001,DESEADO,04521,084695,0,0,74,6,96,0,37,4
20,001,DESEADO,04521,084696,0,0,43,9,105,11,28,0
20,001,DESEADO,04521,084697,0,0,44,7,104,11,37,0
20,001,DESEADO,04521,084698,0,0,57,8,92,14,33,2
20,001,DESEADO,04521,084699,0,0,43,9,100,21,29,1
20,001,DESEADO,04521,084700,0,0,45,4,84,10,46,0
20,001,DESEADO,04521,084701,0,0,82,7,80,10,30,0
20,001,DESEADO,04521,084702,0,0,68,6,74,13,43,0
20,001,DESEADO,04521,084703,0,0,79,6,80,10,30,0
20,001,DESEADO,04521,084704,0,0,72,6,71,9,45,0
20,001,DESEADO,04521,084705,0,0,89,7,82,11,27,0
20,001,DESEADO,04521,084706,0,0,63,5,87,12,36,1
20,001,DESEADO,04521,084707,0,0,63,5,92,7,32,1
20,001,DESEADO,04521,084708,0,0,60,6,99,6,39,1
20,001,DESEADO,04521,084709,0,0,71,0,83,10,36,2
20,001,DESEADO,04521,084710,0,0,69,4,91,15,26,0
20,001,DESEADO,04521,084711,0,0,62,9,71,7,39,1
20,001,DESEADO,04521,084712,0,0,87,8,63,9,35,0
20,001,DESEADO,04521,084713,0,0,58,0,104,10,35,0
20,001,DESEADO,04521,084714,0,0,67,5,88,8,49,1
20,001,DESEADO,04521,084715,0,0,72,7,94,8,29,1
20,001,DESEADO,04521,084716,0,0,67,5,93,13,31,2
20,001,DESEADO,04521,084717,0,0,85,15,99,0,28,0
20,001,DESEADO,04521,084718,0,0,67,11,89,14,37,3
20,001,DESEADO,04521,084719,0,0,61,11,95,5,37,1
20,001,DESEADO,04521,084720,0,0,68,0,77,16,46,0
20,001,DESEADO,04521,084721,0,0,41,0,110,13,46,0
20,001,DESEADO,04521,084722,0,0,65,7,104,7,32,0
20,001,DESEADO,04521,084723,0,0,41,0,110,13,46,0
