codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0014,0154,0501,0534
16,Adolfo Alsina,001,0001 ,0001,350,4,13,94,5,9,93,42
16,Adolfo Alsina,001,0001 ,0002,349,4,8,96,10,7,89,37
16,Adolfo Alsina,001,0001 ,0003,349,4,15,72,2,11,99,57
16,Adolfo Alsina,001,0001 ,0004,349,0,9,94,11,5,88,43
16,Adolfo Alsina,001,0001 ,0005,350,6,19,77,12,11,90,39
16,Adolfo Alsina,001,0001 ,0006,348,0,0,0,0,0,0,0
16,Adolfo Alsina,001,0001 ,0007,349,8,4,94,5,6,87,35
16,Adolfo Alsina,001,0001 ,0008,349,5,5,78,10,7,103,36
16,Adolfo Alsina,001,0001 ,0009,350,9,8,80,8,11,84,41
16,Adolfo Alsina,001,0001 ,0010,350,7,5,92,6,10,101,44
16,Adolfo Alsina,001,0001 ,0011,349,3,5,121,8,16,70,37
16,Adolfo Alsina,001,0001 ,0012,349,9,3,92,3,4,90,56
16,Adolfo Alsina,001,0001 ,0013,350,0,8,105,5,5,82,43
16,Adolfo Alsina,001,0001 ,0014,349,6,5,83,12,13,97,47
16,Adolfo Alsina,001,0001 ,0015,352,1,6,84,8,5,80,61
16,Adolfo Alsina,001,0001 ,0016,351,19,2,82,7,7,80,55
16,Adolfo Alsina,001,0001 ,0017,349,3,9,107,8,9,70,57
16,Adolfo Alsina,001,0001 ,0018,350,5,5,82,8,2,112,46
16,Adolfo Alsina,001,0001 ,0019,349,1,7,64,9,9,118,40
16,Adolfo Alsina,001,0001 ,0020,349,6,8,99,8,5,93,40
16,Adolfo Alsina,001,0001 ,0021,350,2,8,114,7,6,91,34
16,Adolfo Alsina,001,0001 ,0022,349,7,8,105,6,0,90,38
16,Adolfo Alsina,001,0001 ,0023,349,5,2,90,5,5,116,38
16,Adolfo Alsina,001,0001 ,0024,349,10,4,104,6,2,102,37
16,Adolfo Alsina,001,0001 ,0025,349,7,7,79,9,12,86,39
16,Adolfo Alsina,001,0001 ,0026,349,1,3,88,7,10,102,47
16,Adolfo Alsina,001,0001 ,0027,351,8,3,100,6,2,94,47
16,Adolfo Alsina,001,0001 ,0028,349,0,11,70,8,4,117,33
16,Adolfo Alsina,001,0001 ,0029,351,3,8,114,6,10,82,43
16,Adolfo Alsina,001,0001 ,0030,349,8,12,76,6,8,115,37
16,Adolfo Alsina,001,0001 ,0031,350,0,7,95,7,3,90,0
16,Adolfo Alsina,001,0001 ,0032,349,5,4,86,8,8,113,39
16,Adolfo Alsina,001,0001 ,0033,350,1,3,83,6,4,114,49
16,Adolfo Alsina,001,0001 ,0034,349,3,7,93,4,5,102,43
16,Adolfo Alsina,001,0001 ,0035,350,4,5,75,14,7,99,41
16,Adolfo Alsina,001,0001 ,0036,350,5,3,101,12,6,80,41
16,Adolfo Alsina,001,0001 ,0037,349,0,7,102,6,3,81,48
16,Adolfo Alsina,001,0001 ,0038,348,5,9,101,15,4,72,46
16,Adolfo Alsina,001,0001 ,0039,350,3,1,93,5,4,99,46
16,Adolfo Alsina,001,0001 ,0040,348,4,7,101,4,3,81,55
