codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0008,0022,0079,0083,0178,0185,0187,0262,0327,0503,0515,0525,0531,0567,0576,0580
01,Comuna 05,005,0062 ,2100,339,5,4,2,1,0,0,0,2,4,3,0,13,11,7,46,0,53,119
01,Comuna 05,005,0062 ,2101,339,4,0,0,1,1,0,0,0,9,0,0,19,6,5,28,3,71,119
01,Comuna 05,005,0062 ,2102,339,2,3,0,1,0,0,0,0,0,10,0,17,14,2,32,4,71,102
01,Comuna 05,005,0062 ,2103,340,3,1,0,0,1,1,0,2,14,1,0,9,11,2,34,2,75,113
01,Comuna 05,005,0062 ,2104,339,0,1,1,1,0,1,0,1,12,1,1,10,14,3,37,1,62,120
01,Comuna 05,005,0062 ,2105,339,2,3,0,2,1,1,1,0,7,1,0,13,9,3,31,0,57,126
01,Comuna 05,005,0062 ,2106,339,1,4,0,1,1,1,0,1,6,0,1,11,9,4,31,1,62,134
01,Comuna 05,005,0062 ,2107,339,4,6,1,1,1,0,0,1,15,1,0,9,7,3,33,2,59,114
01,Comuna 05,005,0062 ,2108,339,6,5,0,0,0,1,0,0,7,1,0,19,6,1,40,3,66,118
01,Comuna 05,005,0062 ,2109,339,2,0,1,4,0,1,0,3,8,0,0,19,2,0,37,2,71,108
01,Comuna 05,005,0062 ,2110,338,8,4,1,1,1,2,0,2,11,0,2,8,14,6,32,6,67,96
01,Comuna 05,005,0062 ,2111,338,2,7,1,1,0,1,0,0,9,0,1,13,13,1,40,1,70,112
01,Comuna 05,005,0062 ,2112,338,2,2,0,0,0,1,0,3,8,1,0,17,7,1,30,5,69,114
01,Comuna 05,005,0062 ,2113,338,1,4,0,1,0,1,2,2,16,1,1,11,10,3,33,2,54,117
01,Comuna 05,005,0062 ,2114,337,1,0,0,2,1,0,0,1,18,2,0,10,10,2,35,3,65,105
01,Comuna 05,005,0062 ,2115,338,2,4,0,1,0,0,1,1,17,0,2,8,13,6,26,4,46,139
01,Comuna 05,005,0062 ,2116,337,1,2,0,1,0,0,1,2,5,2,0,9,7,0,39,0,50,126
01,Comuna 05,005,0062 ,2117,338,0,1,0,1,1,1,1,2,10,0,1,8,14,3,38,1,55,119
01,Comuna 05,005,0062 ,2118,338,1,7,0,1,1,1,1,1,10,1,0,12,9,4,38,1,67,112
01,Comuna 05,005,0062 ,2119,338,1,2,0,1,2,0,1,2,10,1,0,13,14,3,27,2,73,116
01,Comuna 05,005,0062 ,2120,338,3,2,0,3,0,1,0,1,6,0,1,16,14,2,41,2,59,125
01,Comuna 05,005,0062 ,2121,338,1,0,0,3,1,0,1,0,7,2,0,10,26,0,34,4,66,102
01,Comuna 05,005,0062 ,2122,338,3,2,0,3,1,1,1,1,10,0,1,11,7,2,34,1,57,128
01,Comuna 05,005,0062 ,2123,338,2,6,0,4,1,1,0,1,11,1,0,8,6,3,45,3,66,105
01,Comuna 05,005,0062 ,2124,338,2,6,1,0,0,2,1,0,10,1,1,9,14,3,27,4,71,103
01,Comuna 05,005,0062 ,2125,338,6,5,2,2,0,0,0,2,7,1,1,16,10,3,26,2,64,116
01,Comuna 05,005,0063 ,2126,346,6,3,1,1,1,1,0,1,17,1,1,18,7,4,31,3,53,113
01,Comuna 05,005,0063 ,2127,346,2,0,0,1,0,0,0,0,17,2,0,21,17,3,30,4,58,116
01,Comuna 05,005,0063 ,2128,346,2,5,1,1,0,1,0,0,13,0,0,17,13,1,32,2,52,136
01,Comuna 05,005,0063 ,2129,346,3,1,0,3,3,1,0,0,16,0,1,11,11,1,37,4,57,117
01,Comuna 05,005,0063 ,2130,346,4,2,1,1,1,2,0,3,9,0,1,15,13,4,48,2,56,118
01,Comuna 05,005,0063 ,2131,346,5,5,0,4,2,0,0,1,8,2,1,11,10,6,30,1,61,122
01,Comuna 05,005,0063 ,2132,346,0,6,0,1,1,0,0,1,6,0,0,12,11,3,25,3,49,139
01,Comuna 05,005,0063 ,2133,346,4,4,1,0,0,1,0,0,6,4,0,10,11,4,34,6,52,130
01,Comuna 05,005,0063 ,2134,346,2,4,1,0,3,0,0,0,5,1,0,10,17,4,31,0,59,129
01,Comuna 05,005,0063 ,2135,346,3,1,0,0,1,0,1,0,10,0,0,14,15,4,36,1,46,120
01,Comuna 05,005,0063 ,2136,346,4,3,0,2,1,1,3,0,12,0,2,14,8,1,52,1,46,115
01,Comuna 05,005,0063 ,2137,346,1,2,0,0,1,1,2,0,7,0,1,12,8,7,28,1,71,120
01,Comuna 05,005,0063 ,2138,346,2,3,0,2,0,0,1,2,5,1,2,9,23,3,40,2,51,104
01,Comuna 05,005,0063 ,2139,346,0,1,0,4,2,0,0,1,6,0,0,13,16,4,33,4,59,119
01,Comuna 05,005,0063 ,2140,346,3,3,0,0,1,0,0,0,19,2,2,11,10,3,34,3,64,102
01,Comuna 05,005,0063 ,2141,345,2,3,0,1,1,1,0,0,11,1,0,17,14,3,31,4,53,128
01,Comuna 05,005,0063 ,2142,345,3,3,2,2,0,0,0,0,11,2,1,13,12,0,30,3,52,130
01,Comuna 05,005,0063 ,2143,344,4,8,0,0,2,2,2,3,14,1,0,12,4,6,26,4,52,110
01,Comuna 05,005,0063 ,2144,345,2,7,0,3,2,0,1,5,6,1,3,14,11,3,25,4,48,131
01,Comuna 05,005,0063 ,2145,345,1,4,1,0,0,0,1,0,14,0,0,6,12,4,28,4,51,138
01,Comuna 05,005,0063 ,2146,345,3,4,1,4,1,0,0,1,12,1,0,7,12,3,30,3,65,129
01,Comuna 05,005,0063 ,2147,345,1,4,0,6,0,0,0,0,23,1,0,18,7,2,39,2,61,94
01,Comuna 05,005,0063 ,2148,345,2,1,0,1,1,0,0,0,19,0,0,11,8,3,41,2,60,114
01,Comuna 05,005,0063 ,2149,345,5,4,0,0,0,1,0,1,11,0,0,11,3,2,33,2,66,127
01,Comuna 05,005,0063 ,2150,345,5,0,0,1,1,1,0,8,0,2,0,12,8,1,36,1,56,115
01,Comuna 05,005,0063 ,2151,345,3,3,0,1,1,0,0,1,10,0,1,10,9,2,34,2,66,104
01,Comuna 05,005,0063 ,2152,345,2,5,0,2,1,0,3,0,9,0,1,13,7,4,40,2,58,111
01,Comuna 05,005,0063 ,2153,345,1,4,1,0,1,0,0,0,9,0,0,19,11,3,33,1,53,114
01,Comuna 05,005,0063 ,2154,344,2,0,0,3,1,2,1,0,13,1,3,15,8,2,31,3,65,99
01,Comuna 05,005,0063 ,2155,345,3,7,0,1,0,1,0,0,11,0,0,10,9,4,44,5,56,113
01,Comuna 05,005,0063 ,2156,345,3,7,0,2,0,0,0,1,11,0,1,10,6,1,40,2,66,106
01,Comuna 05,005,0063 ,2157,345,5,4,0,4,0,1,1,0,9,0,0,12,5,4,34,0,55,119
01,Comuna 05,005,0063 ,2158,345,4,1,2,1,0,0,1,1,7,2,0,15,9,5,36,0,55,111
01,Comuna 05,005,0063 ,2159,345,3,4,0,0,0,0,1,1,15,2,0,13,8,2,38,4,53,112
01,Comuna 05,005,0063 ,2160,345,10,2,0,1,0,2,0,1,12,2,0,16,9,3,33,6,53,117
01,Comuna 05,005,0063 ,2161,345,1,4,0,1,1,0,1,0,15,3,0,18,8,3,36,1,41,125
01,Comuna 05,005,0063 ,2162,345,3,1,0,1,2,0,0,1,12,1,1,16,11,3,36,2,64,118
01,Comuna 05,005,0063 ,2163,345,2,4,0,1,1,0,0,1,16,2,0,13,8,4,24,6,77,102
01,Comuna 05,005,0063 ,2164,345,4,1,0,2,2,0,3,1,12,0,3,13,13,1,28,4,43,118
01,Comuna 05,005,0063 ,2165,345,5,2,0,2,0,2,0,0,7,0,0,13,13,1,32,3,59,123
01,Comuna 05,005,0063 ,2166,345,3,3,1,1,2,1,2,1,9,0,0,8,7,3,40,2,68,120
01,Comuna 05,005,0063 ,2167,345,1,3,0,4,1,0,1,0,11,0,1,12,6,4,39,3,59,123
01,Comuna 05,005,0063 ,2168,345,0,1,0,1,0,2,0,1,9,0,0,12,12,5,37,1,64,117
01,Comuna 05,005,0063 ,2169,345,0,5,0,1,0,2,1,0,12,0,1,11,8,0,35,3,51,115
01,Comuna 05,005,0063 ,2170,345,2,2,1,1,0,0,0,0,9,1,1,14,9,2,32,1,62,116
01,Comuna 05,005,0063 ,2171,345,2,2,0,0,0,0,0,2,11,3,1,14,8,1,30,4,60,121
01,Comuna 05,005,0063 ,2172,345,5,1,1,3,1,0,0,1,9,1,0,15,9,2,42,3,62,105
01,Comuna 05,005,0063 ,2173,345,3,1,0,3,1,1,0,3,11,1,2,11,5,3,45,2,55,114
01,Comuna 05,005,0063 ,2174,345,3,1,0,3,0,2,0,1,16,0,0,10,5,5,35,3,54,112
01,Comuna 05,005,0063 ,2175,345,2,2,1,1,0,1,0,0,14,0,0,9,6,0,46,2,45,127
01,Comuna 05,005,0063 ,2176,345,5,3,0,6,2,0,0,0,11,1,2,20,12,1,27,3,47,123
01,Comuna 05,005,0063 ,2177,345,4,2,0,2,1,0,0,1,12,2,0,8,15,2,36,0,63,121
01,Comuna 05,005,0063 ,2178,345,0,1,0,2,1,1,1,2,16,1,0,13,9,2,26,2,66,127
01,Comuna 05,005,0063 ,2179,345,3,0,1,2,0,0,0,1,12,1,1,7,12,1,26,0,59,141
01,Comuna 05,005,0063 ,2180,345,4,2,0,1,1,0,0,2,15,0,0,17,8,1,35,4,64,104
01,Comuna 05,005,0063 ,2181,345,3,2,0,1,1,0,0,1,15,1,0,9,12,2,26,4,53,124
01,Comuna 05,005,0063 ,2182,345,1,1,0,1,2,1,0,0,11,0,0,24,10,6,26,2,68,95
01,Comuna 05,005,0063 ,2183,345,3,1,0,1,3,1,0,0,7,0,1,9,13,0,39,3,57,110
01,Comuna 05,005,0063 ,2184,346,1,4,0,3,2,1,0,0,12,0,0,12,13,0,31,3,62,120
01,Comuna 05,005,0064 ,2185,350,3,0,0,3,2,0,0,0,12,0,0,14,12,4,36,3,63,112
01,Comuna 05,005,0064 ,2186,350,4,8,2,0,0,1,2,1,8,0,1,8,13,3,40,2,59,107
01,Comuna 05,005,0064 ,2187,350,3,8,0,4,0,0,1,1,7,1,1,13,12,2,48,2,45,111
01,Comuna 05,005,0064 ,2188,349,5,3,0,1,1,0,0,0,16,1,0,11,9,5,37,5,53,109
01,Comuna 05,005,0064 ,2189,349,0,4,0,0,2,2,0,1,10,0,1,9,8,3,30,3,66,107
01,Comuna 05,005,0064 ,2190,349,5,7,0,4,2,1,1,2,14,0,0,19,13,1,24,8,45,119
01,Comuna 05,005,0064 ,2191,349,3,1,0,1,0,0,0,0,8,2,0,12,10,3,45,3,56,115
01,Comuna 05,005,0064 ,2192,349,6,1,0,3,0,0,0,2,13,1,1,11,14,1,36,3,54,126
01,Comuna 05,005,0064 ,2193,349,2,3,0,0,1,1,0,2,11,0,0,15,15,4,31,1,77,104
01,Comuna 05,005,0064 ,2194,349,5,2,0,2,2,0,0,1,16,0,1,9,10,1,38,3,66,116
01,Comuna 05,005,0064 ,2195,349,0,1,1,2,0,2,0,0,12,2,2,13,10,6,35,1,73,114
01,Comuna 05,005,0064 ,2196,349,1,1,0,1,0,0,0,1,12,0,2,12,10,0,25,3,73,125
01,Comuna 05,005,0064 ,2197,349,3,4,1,3,1,1,0,1,5,0,0,14,10,4,33,4,61,118
01,Comuna 05,005,0064 ,2198,349,2,2,0,2,1,0,0,0,10,0,1,10,4,7,27,2,69,108
01,Comuna 05,005,0064 ,2199,349,2,5,0,1,2,0,0,1,5,1,0,11,9,3,39,1,65,124
01,Comuna 05,005,0064 ,2200,349,3,4,0,0,0,0,0,1,9,0,1,7,9,3,32,0,66,113
01,Comuna 05,005,0064 ,2201,349,14,3,1,0,0,0,0,0,23,0,0,10,7,1,33,1,64,114
01,Comuna 05,005,0064 ,2202,349,2,2,1,0,0,0,0,1,11,0,0,13,10,6,37,2,47,142
01,Comuna 05,005,0064 ,2203,349,5,2,0,2,0,0,0,0,6,1,0,7,10,5,30,2,79,103
01,Comuna 05,005,0064 ,2204,349,2,2,1,1,1,1,1,1,15,0,0,13,9,8,30,2,61,112
01,Comuna 05,005,0064 ,2205,349,1,2,0,1,1,0,0,0,12,3,0,9,12,3,43,2,57,118
01,Comuna 05,005,0064 ,2206,349,2,3,0,4,0,0,1,0,10,1,0,11,7,3,30,5,68,129
01,Comuna 05,005,0064 ,2207,349,3,0,0,0,1,0,0,1,8,1,1,11,11,4,36,2,61,110
01,Comuna 05,005,0064 ,2208,349,2,3,0,2,1,0,0,1,5,0,0,16,13,2,39,1,60,128
01,Comuna 05,005,0064 ,2209,349,7,0,0,2,1,1,0,1,21,0,0,8,12,3,31,5,67,92
01,Comuna 05,005,0064 ,2210,349,4,4,2,1,0,1,0,0,9,0,0,14,12,4,27,0,65,106
01,Comuna 05,005,0064 ,2211,349,2,8,0,2,1,1,1,1,13,1,0,16,15,2,30,1,62,100
01,Comuna 05,005,0064 ,2212,349,2,1,1,0,2,1,1,1,10,0,0,15,14,5,40,2,58,116
01,Comuna 05,005,0064 ,2213,349,1,2,0,2,0,1,0,1,11,1,1,18,9,1,33,2,75,96
01,Comuna 05,005,0064 ,2214,349,2,0,0,1,1,1,0,0,12,0,1,11,10,2,43,2,57,112
01,Comuna 05,005,0064 ,2215,349,3,5,1,2,2,1,1,1,12,0,0,14,12,0,45,2,45,93
01,Comuna 05,005,0064 ,2216,349,4,0,1,0,0,0,0,0,15,1,0,8,6,7,32,3,54,106
01,Comuna 05,005,0064 ,2217,349,6,2,1,0,2,0,0,0,10,0,1,10,10,0,37,0,50,128
01,Comuna 05,005,0064 ,2218,349,2,2,0,0,2,0,0,1,9,0,0,12,8,2,43,3,37,117
01,Comuna 05,005,0064 ,2219,349,2,2,0,2,1,1,1,2,16,0,0,10,11,6,29,1,71,101
01,Comuna 05,005,0064 ,2220,349,3,4,0,2,0,0,0,1,17,0,0,14,18,1,39,3,50,120
01,Comuna 05,005,0064 ,2221,349,0,6,0,1,1,3,0,0,10,0,1,19,8,3,29,6,49,126
01,Comuna 05,005,0064 ,2222,349,4,4,0,1,2,2,1,0,6,0,0,15,16,2,36,2,49,118
01,Comuna 05,005,0064 ,2223,349,2,6,0,0,0,0,1,1,8,0,0,20,13,2,33,0,76,98
01,Comuna 05,005,0064 ,2224,349,2,4,1,0,1,0,0,1,9,0,1,10,14,2,37,4,47,119
01,Comuna 05,005,0064 ,2225,349,3,2,0,0,2,0,0,0,10,0,0,10,4,3,33,5,65,109
01,Comuna 05,005,0064 ,2226,349,2,2,0,2,0,0,0,2,9,1,0,9,9,1,37,3,45,145
01,Comuna 05,005,0064 ,2227,349,4,0,1,0,1,1,0,1,9,0,0,9,16,2,27,3,68,116
01,Comuna 05,005,0064 ,2228,349,2,2,0,3,0,0,0,0,12,2,0,16,6,4,35,1,68,109
01,Comuna 05,005,0064 ,2229,349,0,3,0,2,0,0,0,1,16,0,0,6,9,4,23,3,70,124
01,Comuna 05,005,0064 ,2230,349,2,4,0,2,0,1,2,0,14,0,0,13,14,8,30,1,68,121
01,Comuna 05,005,0064 ,2231,349,2,3,1,1,0,0,0,0,23,0,0,10,12,2,34,4,51,118
01,Comuna 05,005,0064 ,2232,349,4,4,7,1,1,0,0,2,14,2,2,10,6,3,40,3,59,110
01,Comuna 05,005,0064 ,2233,349,0,4,0,1,1,2,0,0,16,0,2,12,9,3,41,7,59,114
01,Comuna 05,005,0064 ,2234,349,3,0,0,1,0,1,0,1,6,0,0,9,8,5,36,2,12,117
01,Comuna 05,005,0064 ,2235,349,2,5,0,0,0,0,0,2,6,1,0,9,12,0,41,3,47,118
01,Comuna 05,005,0064 ,2236,349,0,5,0,2,1,3,0,1,13,0,0,15,11,4,46,5,43,103
01,Comuna 05,005,0064 ,2237,349,5,4,0,1,0,2,0,1,9,1,1,11,9,3,42,3,58,118
01,Comuna 05,005,0064 ,2238,349,1,2,1,0,1,3,0,1,16,0,1,10,12,3,33,2,55,111
01,Comuna 05,005,0064 ,2239,349,1,1,0,0,0,0,0,2,10,0,0,19,13,2,29,1,56,105
01,Comuna 05,005,0064 ,2240,349,3,3,0,1,2,0,0,0,23,1,0,9,6,2,31,5,54,118
01,Comuna 05,005,0064 ,2241,349,6,3,0,0,0,0,0,0,11,1,0,18,10,4,26,5,50,124
01,Comuna 05,005,0064 ,2242,349,2,4,0,0,0,0,0,0,15,0,0,5,8,3,31,1,48,101
01,Comuna 05,005,0064 ,2243,349,0,0,1,2,1,0,0,0,14,0,1,16,7,5,32,0,69,110
01,Comuna 05,005,0064 ,2244,349,4,2,0,0,1,0,1,0,12,0,2,12,10,3,43,0,48,109
01,Comuna 05,005,0064 ,2245,349,3,5,0,2,1,1,0,0,12,0,1,9,17,2,31,5,66,107
01,Comuna 05,005,0064 ,2246,349,2,2,0,1,1,0,0,1,6,0,2,11,12,4,40,3,71,105
01,Comuna 05,005,0064 ,2247,349,1,9,0,2,1,0,0,1,19,1,0,8,5,1,24,3,59,108
01,Comuna 05,005,0064 ,2248,349,5,2,0,4,0,1,0,2,12,0,0,9,9,0,26,2,60,117
01,Comuna 05,005,0065 ,2249,349,1,1,1,3,0,0,0,1,5,0,2,10,12,2,40,1,57,129
01,Comuna 05,005,0065 ,2250,349,1,2,0,1,2,0,0,1,17,0,1,11,7,3,29,2,67,114
01,Comuna 05,005,0065 ,2251,349,3,4,2,1,0,2,0,1,10,0,2,10,4,4,39,3,73,117
01,Comuna 05,005,0065 ,2252,349,5,4,1,1,1,0,0,2,11,1,2,18,9,4,31,5,58,120
01,Comuna 05,005,0065 ,2253,348,2,1,0,0,0,1,0,1,11,0,1,15,10,3,44,1,54,107
01,Comuna 05,005,0065 ,2254,348,1,9,1,0,1,1,0,3,12,2,1,18,11,2,31,2,52,103
01,Comuna 05,005,0065 ,2255,348,0,1,2,0,0,0,0,0,15,1,1,9,12,1,41,5,66,100
01,Comuna 05,005,0065 ,2256,348,3,0,0,3,0,0,1,0,8,1,0,20,13,2,25,4,43,155
01,Comuna 05,005,0065 ,2257,348,1,1,1,1,2,0,0,2,12,1,0,12,11,2,43,1,51,106
01,Comuna 05,005,0065 ,2258,348,5,0,1,1,3,1,0,2,10,1,0,11,12,4,34,3,60,121
01,Comuna 05,005,0065 ,2259,348,2,4,0,2,1,1,0,0,13,0,0,14,12,6,31,3,53,121
01,Comuna 05,005,0065 ,2260,348,5,5,1,0,0,0,0,0,11,0,0,9,5,2,28,2,73,116
01,Comuna 05,005,0065 ,2261,348,2,3,2,1,2,0,0,1,8,2,0,8,1,3,36,3,77,127
01,Comuna 05,005,0065 ,2262,348,3,1,0,1,0,2,0,1,12,0,0,17,12,2,33,0,64,118
01,Comuna 05,005,0065 ,2263,348,3,2,1,2,1,1,0,1,8,1,1,23,4,3,32,3,47,128
01,Comuna 05,005,0065 ,2264,348,1,4,0,1,2,0,0,0,11,0,0,14,5,1,37,2,63,112
01,Comuna 05,005,0065 ,2265,348,4,5,0,2,0,0,0,0,17,2,1,11,6,0,30,1,57,136
01,Comuna 05,005,0065 ,2266,348,0,1,0,2,2,1,0,0,13,0,0,15,7,3,30,2,60,93
01,Comuna 05,005,0065 ,2267,348,4,2,1,1,0,1,1,0,17,1,0,8,5,1,30,3,65,111
01,Comuna 05,005,0065 ,2268,348,2,2,0,1,1,3,0,0,7,0,0,5,9,4,47,2,39,115
01,Comuna 05,005,0065 ,2269,348,2,2,0,4,1,1,0,0,15,1,0,9,5,2,34,3,64,114
01,Comuna 05,005,0065 ,2270,348,2,3,0,0,0,0,0,1,10,0,1,18,8,8,38,5,43,122
01,Comuna 05,005,0065 ,2271,348,0,0,1,1,1,0,0,1,13,1,0,9,12,3,39,2,55,125
01,Comuna 05,005,0065 ,2272,348,2,2,0,2,1,1,0,2,8,1,0,15,11,3,39,1,62,107
01,Comuna 05,005,0065 ,2273,348,3,3,0,1,2,0,0,1,14,0,0,9,6,1,32,1,66,113
01,Comuna 05,005,0065 ,2274,348,2,2,0,2,0,1,0,0,7,0,0,10,7,2,47,1,61,119
01,Comuna 05,005,0065 ,2275,348,5,5,0,3,0,1,1,2,13,1,3,6,13,0,29,2,64,113
01,Comuna 05,005,0065 ,2276,348,2,3,0,0,0,1,1,0,14,0,0,10,16,1,37,6,56,123
01,Comuna 05,005,0065 ,2277,348,5,1,0,3,2,1,0,1,12,1,0,17,12,2,28,1,69,109
01,Comuna 05,005,0065 ,2278,348,5,2,0,0,0,2,0,0,5,4,1,14,13,2,37,1,48,125
01,Comuna 05,005,0065 ,2279,348,2,2,0,4,0,1,0,0,11,0,0,11,12,2,32,3,56,122
01,Comuna 05,005,0065 ,2280,348,5,6,0,2,1,1,0,3,6,1,0,11,13,3,32,2,68,103
01,Comuna 05,005,0065 ,2281,348,0,3,0,0,0,2,0,0,10,0,0,16,6,1,33,2,55,121
01,Comuna 05,005,0065 ,2282,348,6,6,0,0,1,2,0,1,13,1,0,13,6,2,32,2,64,131
01,Comuna 05,005,0065 ,2283,348,2,1,1,0,0,1,1,2,14,0,1,9,7,1,40,1,49,123
01,Comuna 05,005,0065 ,2284,348,1,7,0,1,0,2,0,1,10,0,1,13,11,1,45,3,50,106
01,Comuna 05,005,0065 ,2285,348,1,3,0,1,0,0,1,5,12,0,0,16,9,4,27,1,64,116
01,Comuna 05,005,0065 ,2286,348,5,5,0,1,0,3,0,0,6,1,0,13,9,2,22,4,60,118
01,Comuna 05,005,0065 ,2287,348,1,4,0,1,2,0,1,1,9,0,0,14,8,5,29,2,61,107
01,Comuna 05,005,0065 ,2288,348,4,5,0,0,1,0,0,0,6,2,0,11,9,2,32,5,53,115
01,Comuna 05,005,0066 ,2289,342,0,1,0,2,1,0,0,0,6,0,1,15,10,3,34,1,50,130
01,Comuna 05,005,0066 ,2290,342,3,2,0,1,2,1,0,0,14,2,0,12,4,1,30,1,61,130
01,Comuna 05,005,0066 ,2291,342,4,5,0,0,1,0,1,2,17,0,0,9,14,10,30,4,53,99
01,Comuna 05,005,0066 ,2292,342,1,8,0,2,0,2,0,0,15,0,0,22,9,5,31,1,53,113
01,Comuna 05,005,0066 ,2293,342,0,0,1,0,0,0,0,0,10,0,0,8,13,2,20,2,57,123
01,Comuna 05,005,0066 ,2294,342,1,1,0,2,1,0,0,1,15,0,0,21,14,2,30,3,67,111
01,Comuna 05,005,0066 ,2295,342,3,1,1,1,0,2,0,0,11,1,0,17,12,5,32,1,50,121
01,Comuna 05,005,0066 ,2296,342,0,0,0,0,1,2,0,1,7,2,0,15,11,3,31,5,46,115
01,Comuna 05,005,0066 ,2297,342,1,1,1,2,0,0,1,1,12,1,2,11,12,7,38,2,69,95
01,Comuna 05,005,0066 ,2298,342,1,3,0,1,1,0,1,0,15,1,0,16,13,3,24,2,61,107
01,Comuna 05,005,0066 ,2299,342,3,2,0,1,0,1,2,1,9,1,1,12,15,1,40,1,52,118
01,Comuna 05,005,0066 ,2300,342,3,1,0,2,1,1,2,0,11,0,0,11,7,1,45,3,55,109
01,Comuna 05,005,0066 ,2301,342,2,2,3,1,0,0,0,1,10,0,0,9,10,3,29,4,65,120
01,Comuna 05,005,0066 ,2302,342,3,2,0,0,1,0,0,1,9,1,2,5,7,1,33,1,71,104
01,Comuna 05,005,0066 ,2303,342,1,1,0,0,1,0,1,0,15,0,1,8,16,6,36,1,40,129
01,Comuna 05,005,0066 ,2304,341,3,6,3,0,0,0,0,1,11,0,1,13,7,3,32,6,70,113
01,Comuna 05,005,0066 ,2305,342,1,2,0,2,0,2,0,0,15,0,0,15,9,4,33,0,67,117
01,Comuna 05,005,0066 ,2306,342,0,3,0,2,0,0,0,2,10,0,0,12,11,3,36,3,57,115
01,Comuna 05,005,0066 ,2307,342,0,1,0,0,0,0,0,0,23,0,0,9,9,3,38,2,48,105
01,Comuna 05,005,0066 ,2308,342,0,0,0,3,1,1,0,0,2,0,1,11,7,2,29,4,53,132
01,Comuna 05,005,0066 ,2309,342,3,3,0,1,0,0,0,0,11,1,0,19,13,1,35,4,62,103
01,Comuna 05,005,0066 ,2310,341,2,2,1,0,1,1,0,0,12,2,1,15,6,1,40,2,51,134
01,Comuna 05,005,0066 ,2311,341,2,4,0,2,2,2,0,1,10,2,0,6,14,2,45,3,63,119
01,Comuna 05,005,0066 ,2312,340,2,2,1,2,1,0,0,1,11,1,1,15,10,0,31,3,56,109
01,Comuna 05,005,0066 ,2313,341,3,1,0,4,0,0,0,0,13,1,0,13,13,2,42,1,55,119
01,Comuna 05,005,0066 ,2314,341,7,6,0,1,0,0,0,0,15,0,2,14,15,2,40,1,52,114
01,Comuna 05,005,0066 ,2315,340,3,1,0,1,0,0,0,1,15,3,0,19,19,2,34,0,51,122
01,Comuna 05,005,0066 ,2316,341,4,5,0,1,1,0,0,0,13,1,0,12,10,1,40,3,47,112
01,Comuna 05,005,0066 ,2317,341,2,2,1,0,0,0,0,1,18,0,0,20,12,5,40,0,48,101
01,Comuna 05,005,0066 ,2318,341,8,1,0,1,1,0,0,0,17,2,0,17,10,3,32,1,55,101
01,Comuna 05,005,0066 ,2319,341,3,4,2,0,3,0,0,1,15,1,0,13,5,8,27,3,57,108
01,Comuna 05,005,0066 ,2320,341,1,1,0,0,0,1,0,1,15,1,0,10,5,1,30,3,65,120
01,Comuna 05,005,0066 ,2321,341,2,4,0,2,1,0,0,0,17,0,1,12,10,2,40,1,54,126
01,Comuna 05,005,0066 ,2322,341,2,3,0,3,0,0,0,0,12,2,1,7,7,3,34,1,67,101
01,Comuna 05,005,0066 ,2323,341,1,1,2,2,1,0,0,0,12,0,1,10,9,1,30,0,44,112
01,Comuna 05,005,0066 ,2324,341,1,2,0,0,2,0,0,0,16,0,0,13,12,6,37,2,54,127
01,Comuna 05,005,0066 ,2325,341,3,4,0,1,0,0,0,1,16,0,0,7,8,3,47,3,64,111
01,Comuna 05,005,0066 ,2326,341,4,2,0,2,1,1,0,0,12,0,0,12,13,2,36,1,63,116
01,Comuna 05,005,0066 ,2327,341,4,4,0,1,0,0,0,0,10,0,0,10,17,4,15,2,56,135
01,Comuna 05,005,0067 ,2328,345,4,2,0,1,0,0,0,1,14,1,0,12,15,2,28,4,62,128
01,Comuna 05,005,0067 ,2329,345,2,0,1,2,2,0,0,0,18,0,0,14,10,3,38,2,58,117
01,Comuna 05,005,0067 ,2330,345,3,5,0,2,2,0,0,1,16,0,0,9,12,3,31,4,61,128
01,Comuna 05,005,0067 ,2331,345,2,1,0,1,0,1,0,1,13,0,1,10,8,5,37,2,67,109
01,Comuna 05,005,0067 ,2332,345,3,2,0,4,1,0,0,1,10,1,0,14,7,0,43,4,70,89
01,Comuna 05,005,0067 ,2333,345,7,6,1,1,1,0,0,1,6,0,2,18,9,0,35,2,49,126
01,Comuna 05,005,0067 ,2334,345,6,5,0,2,0,1,0,0,17,0,0,7,12,7,31,3,63,110
01,Comuna 05,005,0067 ,2335,345,6,1,0,0,0,0,0,1,10,0,1,11,11,3,21,2,52,132
01,Comuna 05,005,0067 ,2336,345,4,2,0,0,0,2,0,1,10,0,0,14,12,2,38,4,66,102
01,Comuna 05,005,0067 ,2337,345,0,2,0,0,0,0,1,1,11,2,0,12,9,2,36,4,73,121
01,Comuna 05,005,0067 ,2338,345,1,2,0,2,0,0,0,0,20,0,0,11,11,2,31,2,61,119
01,Comuna 05,005,0067 ,2339,345,2,2,1,1,0,0,0,2,15,0,0,11,5,1,44,2,50,112
01,Comuna 05,005,0067 ,2340,345,2,2,0,0,0,1,0,0,14,0,0,10,8,13,39,2,52,115
01,Comuna 05,005,0067 ,2341,345,3,4,1,2,1,1,0,0,15,0,1,18,6,4,51,1,66,97
01,Comuna 05,005,0067 ,2342,345,2,3,4,1,0,1,1,0,13,0,0,11,9,4,36,0,49,121
01,Comuna 05,005,0067 ,2343,345,2,6,0,1,0,1,0,0,13,1,3,16,15,2,35,3,55,116
