codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0008,0022,0079,0083,0178,0185,0187,0262,0327,0503,0515,0525,0531,0567,0576,0580
01,Comuna 07,007,0082 ,3114,345,1,3,1,0,1,1,0,1,11,0,0,7,12,1,39,1,56,119
01,Comuna 07,007,0082 ,3115,345,2,5,0,1,2,0,0,1,8,1,0,8,10,2,28,1,60,129
01,Comuna 07,007,0082 ,3116,345,2,2,1,2,1,0,0,1,12,0,0,8,18,5,34,5,54,119
01,Comuna 07,007,0082 ,3117,345,1,4,1,0,3,0,1,0,9,0,3,12,10,1,40,4,52,138
01,Comuna 07,007,0082 ,3118,345,1,2,1,2,1,1,0,0,9,0,1,7,14,4,27,1,58,121
01,Comuna 07,007,0082 ,3119,345,8,4,0,1,1,0,1,0,9,1,0,10,7,4,43,0,51,114
01,Comuna 07,007,0082 ,3120,345,2,8,1,2,0,1,0,1,13,0,0,11,15,4,24,0,48,123
01,Comuna 07,007,0082 ,3121,345,2,1,0,1,0,2,0,0,7,0,0,6,18,3,33,5,51,132
01,Comuna 07,007,0082 ,3122,346,3,2,0,0,0,1,1,0,7,0,1,7,11,3,36,5,56,119
01,Comuna 07,007,0082 ,3123,345,0,2,1,1,0,0,0,2,10,0,0,6,13,2,26,2,50,132
01,Comuna 07,007,0082 ,3124,345,3,2,0,0,0,0,0,0,12,0,0,12,10,7,40,0,51,122
01,Comuna 07,007,0082 ,3125,345,3,2,0,0,1,0,0,2,8,0,0,0,16,2,46,4,43,127
01,Comuna 07,007,0082 ,3126,345,9,3,2,1,1,2,0,0,11,0,0,12,15,1,38,4,55,109
01,Comuna 07,007,0082 ,3127,345,3,2,0,1,1,2,1,1,7,1,0,9,12,4,33,2,56,130
01,Comuna 07,007,0082 ,3128,345,3,5,1,0,0,0,1,0,12,0,0,9,15,3,29,1,63,114
01,Comuna 07,007,0082 ,3129,345,2,3,1,1,0,0,0,2,12,0,2,8,17,3,36,3,54,106
01,Comuna 07,007,0082 ,3130,345,2,0,0,0,0,0,2,1,11,0,0,5,13,4,39,4,51,131
01,Comuna 07,007,0082 ,3131,345,2,7,0,2,2,1,0,0,6,1,0,14,14,0,40,4,56,122
01,Comuna 07,007,0082 ,3132,345,0,3,0,1,1,0,0,1,16,0,1,17,16,4,34,0,44,118
01,Comuna 07,007,0082 ,3133,345,2,1,0,1,4,0,1,0,14,1,0,18,13,1,27,0,32,117
01,Comuna 07,007,0082 ,3134,345,0,4,0,2,0,0,0,3,12,0,4,10,8,3,32,3,35,133
01,Comuna 07,007,0082 ,3135,345,3,3,2,0,1,0,0,0,7,0,0,8,20,2,29,1,52,120
01,Comuna 07,007,0082 ,3136,345,2,0,0,2,3,0,0,0,12,0,1,5,14,2,39,0,15,121
01,Comuna 07,007,0082 ,3137,345,1,5,0,1,1,0,1,0,10,2,1,12,12,3,31,3,44,130
01,Comuna 07,007,0082 ,3138,345,5,3,0,2,0,0,0,0,13,1,1,7,13,7,45,0,54,106
01,Comuna 07,007,0082 ,3139,345,5,2,1,1,0,2,1,3,7,0,2,8,9,3,33,2,63,121
01,Comuna 07,007,0082 ,3140,345,2,7,1,0,2,0,0,0,7,1,0,9,14,2,30,0,57,125
01,Comuna 07,007,0082 ,3141,345,1,3,0,0,0,1,1,0,11,0,0,11,9,3,32,2,47,143
01,Comuna 07,007,0082 ,3142,345,3,6,0,1,1,0,0,1,11,2,0,9,16,4,42,2,54,113
01,Comuna 07,007,0082 ,3143,345,1,3,0,1,1,1,0,1,10,1,1,10,12,5,42,5,49,117
01,Comuna 07,007,0082 ,3144,345,1,2,0,1,1,0,0,0,21,0,0,8,11,1,36,3,47,127
01,Comuna 07,007,0082 ,3145,345,1,1,0,1,2,0,1,2,10,0,0,9,19,2,31,1,55,121
01,Comuna 07,007,0082 ,3146,345,4,3,0,2,0,0,0,1,12,1,0,6,13,3,35,0,45,125
01,Comuna 07,007,0082 ,3147,345,0,4,0,2,1,1,3,1,4,1,0,12,15,0,33,2,48,121
01,Comuna 07,007,0082 ,3148,345,3,1,0,0,0,1,1,1,6,1,1,14,11,5,28,1,60,118
01,Comuna 07,007,0082 ,3149,345,2,5,0,1,1,1,0,0,3,1,0,6,19,3,43,1,44,133
01,Comuna 07,007,0082 ,3150,344,4,1,2,1,1,0,0,0,10,1,0,13,7,6,33,1,49,125
01,Comuna 07,007,0082 ,3151,345,2,1,0,3,1,0,0,0,10,1,2,12,14,3,35,1,47,127
01,Comuna 07,007,0082 ,3152,345,4,3,0,3,0,0,0,1,7,3,2,6,13,6,41,0,56,121
01,Comuna 07,007,0082 ,3153,345,2,2,0,1,0,0,0,0,13,0,2,17,17,5,35,1,46,108
01,Comuna 07,007,0082 ,3154,345,3,0,0,3,0,1,2,0,9,0,0,11,12,4,51,3,60,103
01,Comuna 07,007,0082 ,3155,345,2,2,1,1,0,0,0,0,16,2,0,9,7,1,33,1,66,135
01,Comuna 07,007,0082 ,3156,344,2,2,0,0,2,3,0,0,9,0,0,9,14,4,30,1,48,105
01,Comuna 07,007,0083 ,3157,349,4,2,0,1,0,0,1,0,8,1,0,9,13,5,35,4,36,144
01,Comuna 07,007,0083 ,3158,349,2,1,0,2,1,0,2,0,5,1,0,8,10,2,42,2,49,144
01,Comuna 07,007,0083 ,3159,349,3,3,3,1,0,1,0,1,6,0,4,7,14,4,33,1,36,164
01,Comuna 07,007,0083 ,3160,349,3,5,0,0,1,0,0,1,10,0,1,7,10,4,39,0,55,144
01,Comuna 07,007,0083 ,3161,349,0,2,1,1,0,4,0,0,12,1,1,7,19,8,33,1,49,121
01,Comuna 07,007,0083 ,3162,349,2,2,0,1,0,1,0,0,12,0,1,7,8,2,44,2,36,160
01,Comuna 07,007,0083 ,3163,349,0,1,0,1,0,0,0,0,6,0,0,12,5,4,38,2,39,161
01,Comuna 07,007,0083 ,3164,349,1,0,0,1,1,0,0,0,7,0,1,4,6,1,33,3,42,153
01,Comuna 07,007,0083 ,3165,349,4,3,1,0,1,1,0,1,8,1,1,9,12,4,34,0,48,127
01,Comuna 07,007,0083 ,3166,349,1,1,0,0,1,0,0,3,10,0,0,10,9,1,22,0,42,149
01,Comuna 07,007,0083 ,3167,349,0,3,0,1,0,1,0,0,10,1,0,7,12,3,36,3,36,145
01,Comuna 07,007,0083 ,3168,349,3,5,0,0,0,0,0,2,11,0,1,14,12,1,37,1,40,141
01,Comuna 07,007,0083 ,3169,349,5,8,0,0,1,0,0,0,6,0,0,7,8,2,37,1,41,143
01,Comuna 07,007,0083 ,3170,349,1,0,0,1,0,1,0,0,10,0,1,7,10,6,37,2,43,129
01,Comuna 07,007,0083 ,3171,349,3,2,1,1,0,0,0,0,12,0,0,14,17,1,33,0,41,127
01,Comuna 07,007,0083 ,3172,349,1,0,0,1,0,0,0,3,11,1,2,3,6,8,39,2,42,150
01,Comuna 07,007,0083 ,3173,349,5,3,2,0,0,1,1,0,9,3,0,4,14,1,46,2,44,138
01,Comuna 07,007,0083 ,3174,349,0,0,0,2,0,0,0,1,13,0,1,11,9,1,43,0,49,138
01,Comuna 07,007,0083 ,3175,349,2,4,0,2,2,0,0,2,6,0,0,11,7,6,29,2,46,145
01,Comuna 07,007,0083 ,3176,349,6,3,0,2,0,0,1,1,9,1,0,10,11,3,34,3,39,144
01,Comuna 07,007,0083 ,3177,349,2,6,0,1,0,1,0,0,8,0,0,12,7,4,38,1,46,159
01,Comuna 07,007,0083 ,3178,349,5,4,0,1,0,0,0,1,7,0,0,10,11,2,36,0,47,144
01,Comuna 07,007,0083 ,3179,349,3,1,0,1,1,2,2,0,9,0,1,10,10,4,35,0,43,146
01,Comuna 07,007,0083 ,3180,349,0,0,0,1,2,0,1,0,12,0,0,5,9,1,34,0,49,162
01,Comuna 07,007,0083 ,3181,349,5,4,0,0,2,0,0,0,9,0,1,7,16,1,37,2,52,135
01,Comuna 07,007,0083 ,3182,349,1,5,0,0,0,0,0,1,18,0,0,8,11,3,37,1,43,144
01,Comuna 07,007,0083 ,3183,349,0,0,0,1,3,0,0,1,6,0,0,6,10,4,41,2,46,146
01,Comuna 07,007,0083 ,3184,349,1,5,0,0,0,1,0,0,9,0,0,13,12,0,32,1,48,140
01,Comuna 07,007,0083 ,3185,349,3,0,0,1,0,0,0,1,7,3,0,4,11,1,41,1,44,134
01,Comuna 07,007,0083 ,3186,349,1,1,1,0,1,1,2,0,4,0,0,4,9,0,30,1,34,163
01,Comuna 07,007,0083 ,3187,349,7,0,2,0,0,0,1,0,6,3,3,11,10,3,40,3,40,134
01,Comuna 07,007,0083 ,3188,349,2,1,1,2,0,1,1,1,11,1,1,12,10,1,31,1,40,133
01,Comuna 07,007,0083 ,3189,349,1,0,2,0,0,0,1,1,11,1,0,12,14,2,28,3,34,148
01,Comuna 07,007,0083 ,3190,349,2,5,1,1,1,3,0,0,12,0,1,9,10,4,38,0,45,137
01,Comuna 07,007,0083 ,3191,349,4,4,0,1,2,0,0,1,5,0,1,7,12,5,29,1,52,150
01,Comuna 07,007,0083 ,3192,349,1,5,0,1,2,0,0,0,9,0,0,10,10,3,40,1,41,154
01,Comuna 07,007,0083 ,3193,348,4,2,1,2,0,0,0,2,12,0,0,9,11,1,35,0,46,134
01,Comuna 07,007,0083 ,3194,349,1,3,1,1,1,0,0,1,4,1,0,10,10,2,29,6,44,148
01,Comuna 07,007,0083 ,3195,349,4,0,1,2,0,1,0,0,4,0,0,8,14,3,32,2,42,141
01,Comuna 07,007,0083 ,3196,349,7,3,0,2,0,0,0,0,11,0,2,8,14,0,30,1,54,145
01,Comuna 07,007,0083 ,3197,349,2,1,0,1,1,0,1,0,7,0,0,7,12,6,46,2,52,116
01,Comuna 07,007,0083 ,3198,349,3,3,0,1,3,0,0,1,12,0,1,15,14,1,32,2,41,136
01,Comuna 07,007,0083 ,3199,349,0,4,0,1,0,0,0,0,7,0,0,4,13,3,36,1,45,167
01,Comuna 07,007,0083 ,3200,350,1,1,0,0,2,1,0,0,7,0,0,7,9,4,30,2,42,162
01,Comuna 07,007,0083 ,3201,349,2,3,1,0,0,0,0,0,14,0,0,6,9,1,26,2,45,171
01,Comuna 07,007,0083 ,3202,349,2,2,0,1,1,1,0,0,13,0,1,9,10,5,31,1,45,137
01,Comuna 07,007,0083 ,3203,349,2,2,0,3,3,1,0,1,7,0,0,9,10,1,29,0,49,149
01,Comuna 07,007,0083 ,3204,349,2,2,2,0,2,0,1,1,8,0,0,12,11,1,26,2,49,150
01,Comuna 07,007,0083 ,3205,349,5,2,0,1,0,1,0,2,8,0,1,10,10,2,55,1,54,117
01,Comuna 07,007,0083 ,3206,349,2,0,0,0,0,1,0,1,8,2,0,7,11,2,30,2,47,137
01,Comuna 07,007,0083 ,3207,349,2,1,0,1,1,1,0,0,16,2,0,7,15,2,34,0,37,134
01,Comuna 07,007,0083 ,3208,349,4,4,0,1,0,2,1,1,9,0,0,7,14,0,45,2,51,124
01,Comuna 07,007,0083 ,3209,349,0,3,0,2,0,1,1,1,8,0,0,7,9,3,30,3,46,147
01,Comuna 07,007,0083 ,3210,349,6,2,0,2,0,0,0,1,5,1,2,7,10,4,35,2,52,138
01,Comuna 07,007,0083 ,3211,349,5,1,0,1,0,0,0,1,13,1,0,5,7,4,35,3,43,145
01,Comuna 07,007,0083 ,3212,349,1,1,0,1,1,0,0,0,12,0,0,11,5,3,30,1,35,155
01,Comuna 07,007,0083 ,3213,349,6,4,0,0,0,2,0,0,10,0,0,15,9,5,38,2,54,131
01,Comuna 07,007,0083 ,3214,349,0,4,0,1,0,1,0,0,8,2,2,9,10,2,40,0,51,126
01,Comuna 07,007,0083 ,3215,348,3,0,0,2,1,1,0,1,10,0,0,10,11,1,42,4,43,131
01,Comuna 07,007,0083 ,3216,348,1,1,0,1,0,1,0,0,6,1,0,12,15,2,36,1,52,129
01,Comuna 07,007,0083 ,3217,348,3,5,0,1,1,0,0,0,4,0,1,10,12,1,39,3,43,135
01,Comuna 07,007,0084 ,3218,341,2,2,0,1,0,2,1,1,15,0,0,11,9,5,40,7,46,116
01,Comuna 07,007,0084 ,3219,341,3,2,0,1,1,0,0,1,8,1,1,13,17,0,37,2,53,130
01,Comuna 07,007,0084 ,3220,341,2,4,0,0,1,1,1,0,11,0,0,10,12,6,36,2,51,132
01,Comuna 07,007,0084 ,3221,341,6,5,2,1,3,2,0,1,12,0,0,21,11,4,40,2,59,102
01,Comuna 07,007,0084 ,3222,341,3,8,1,1,1,0,0,1,9,1,0,13,9,10,45,1,65,109
01,Comuna 07,007,0084 ,3223,341,4,3,1,1,0,0,0,0,9,0,0,7,17,3,35,5,47,133
01,Comuna 07,007,0084 ,3224,341,1,3,0,2,0,1,0,1,11,0,0,9,13,2,46,7,73,100
01,Comuna 07,007,0084 ,3225,341,5,5,1,1,0,3,1,0,6,1,1,21,9,6,37,4,67,97
01,Comuna 07,007,0084 ,3226,341,5,5,0,3,0,1,0,1,6,3,1,8,8,4,41,4,59,113
01,Comuna 07,007,0084 ,3227,341,1,4,0,2,1,0,0,1,4,0,0,15,10,4,36,2,68,133
01,Comuna 07,007,0084 ,3228,341,12,2,2,0,3,0,0,4,0,1,1,9,9,1,48,3,79,100
01,Comuna 07,007,0084 ,3229,341,10,0,0,0,1,0,1,0,10,4,1,17,4,6,41,2,54,111
01,Comuna 07,007,0084 ,3230,341,0,4,0,3,0,0,0,0,9,1,2,8,13,1,32,4,67,119
01,Comuna 07,007,0084 ,3231,342,2,1,0,1,2,1,2,1,11,4,1,11,9,1,41,2,45,122
01,Comuna 07,007,0084 ,3232,341,2,3,1,3,2,1,0,0,6,0,2,13,12,4,47,5,54,108
01,Comuna 07,007,0084 ,3233,341,0,2,0,3,2,2,0,2,9,1,0,19,9,2,28,2,47,95
01,Comuna 07,007,0084 ,3234,341,0,1,0,0,2,0,1,1,10,0,0,11,13,5,50,1,51,118
01,Comuna 07,007,0084 ,3235,341,1,3,0,1,1,0,3,1,12,0,0,11,14,4,37,1,57,120
01,Comuna 07,007,0084 ,3236,341,7,4,0,1,2,0,0,2,11,1,2,13,12,3,49,4,59,87
01,Comuna 07,007,0084 ,3237,341,1,2,0,1,0,0,0,0,7,0,1,9,11,4,42,4,64,117
01,Comuna 07,007,0084 ,3238,341,3,5,0,2,0,0,0,0,8,0,0,13,16,1,32,3,55,121
01,Comuna 07,007,0084 ,3239,341,6,11,0,2,2,0,1,1,12,2,0,10,13,4,51,1,46,122
01,Comuna 07,007,0084 ,3240,341,2,0,1,1,2,2,1,0,16,1,0,11,11,5,41,2,59,101
01,Comuna 07,007,0084 ,3241,340,0,2,0,2,2,2,0,0,6,2,0,6,12,6,29,4,51,140
01,Comuna 07,007,0084 ,3242,342,1,2,0,3,1,0,0,0,9,1,0,8,16,4,37,4,52,116
01,Comuna 07,007,0084 ,3243,340,1,3,0,2,1,0,0,2,5,1,0,10,8,1,30,3,55,146
01,Comuna 07,007,0084 ,3244,340,2,3,1,1,1,0,0,0,15,1,1,10,12,10,39,6,41,110
01,Comuna 07,007,0084 ,3245,340,5,5,0,2,0,0,0,0,17,1,0,9,17,1,36,4,63,120
01,Comuna 07,007,0084 ,3246,340,2,4,0,3,0,0,0,1,12,2,1,17,4,3,23,1,49,142
01,Comuna 07,007,0084 ,3247,340,1,2,1,1,1,0,0,2,10,1,2,10,9,2,28,2,62,133
01,Comuna 07,007,0084 ,3248,340,1,1,2,2,2,1,1,1,12,2,0,8,11,4,32,1,67,133
01,Comuna 07,007,0084 ,3249,340,1,6,0,1,2,1,0,0,10,0,0,11,16,7,38,2,65,115
01,Comuna 07,007,0084 ,3250,340,2,2,0,4,1,0,0,1,13,1,1,15,13,5,33,0,47,140
01,Comuna 07,007,0085 ,3251,346,1,2,0,2,0,0,0,1,11,2,1,11,7,4,32,4,55,135
01,Comuna 07,007,0085 ,3252,346,1,1,0,1,0,0,0,0,15,0,0,4,11,2,35,1,57,123
01,Comuna 07,007,0085 ,3253,346,1,5,0,3,1,0,1,1,14,2,0,12,17,4,51,1,53,114
01,Comuna 07,007,0085 ,3254,346,2,3,0,4,0,1,0,1,11,0,1,10,4,0,44,3,54,145
01,Comuna 07,007,0085 ,3255,346,6,1,1,1,0,1,0,0,13,0,0,9,12,1,36,0,43,149
01,Comuna 07,007,0085 ,3256,346,3,3,0,2,0,3,0,1,13,0,0,9,11,2,36,3,54,138
01,Comuna 07,007,0085 ,3257,346,3,1,1,2,0,0,0,0,14,0,1,6,17,2,39,1,70,120
01,Comuna 07,007,0085 ,3258,346,4,6,0,1,0,1,1,0,10,0,0,5,13,2,36,1,58,143
01,Comuna 07,007,0085 ,3259,346,4,2,0,0,1,0,0,0,16,0,1,8,8,5,44,0,34,145
01,Comuna 07,007,0085 ,3260,346,2,8,0,2,2,2,0,0,14,1,1,11,11,5,38,2,47,134
01,Comuna 07,007,0085 ,3261,346,2,2,0,0,0,0,0,1,12,1,1,9,6,2,35,1,48,149
01,Comuna 07,007,0085 ,3262,346,3,3,0,0,1,1,1,1,6,0,0,8,15,4,33,3,45,136
01,Comuna 07,007,0085 ,3263,346,0,0,0,1,0,2,0,1,14,0,2,9,10,1,45,1,65,114
01,Comuna 07,007,0085 ,3264,346,1,1,0,3,1,0,0,0,6,1,0,12,14,6,50,2,63,127
01,Comuna 07,007,0085 ,3265,346,4,4,0,0,2,0,0,2,13,2,0,8,6,6,40,4,50,132
01,Comuna 07,007,0085 ,3266,346,3,3,0,0,0,0,0,0,10,1,1,12,6,3,47,2,47,137
01,Comuna 07,007,0085 ,3267,345,5,0,0,0,1,0,0,1,13,0,0,12,11,4,43,0,51,126
01,Comuna 07,007,0085 ,3268,345,2,4,1,0,1,0,0,2,17,0,1,13,15,4,26,3,50,130
01,Comuna 07,007,0085 ,3269,345,2,1,0,1,1,0,0,0,15,0,0,6,11,6,31,3,43,140
01,Comuna 07,007,0085 ,3270,345,0,2,0,1,1,0,0,1,12,1,0,10,17,1,37,0,42,148
01,Comuna 07,007,0085 ,3271,345,1,0,1,1,0,1,1,1,3,0,0,10,13,6,42,2,72,118
01,Comuna 07,007,0085 ,3272,345,5,1,0,1,2,0,1,0,21,0,0,9,10,1,42,0,46,141
01,Comuna 07,007,0085 ,3273,345,1,4,0,0,1,0,2,0,8,0,1,10,14,2,38,6,57,124
01,Comuna 07,007,0086 ,3274,346,3,4,0,1,1,1,0,0,7,0,0,15,7,8,27,6,89,73
01,Comuna 07,007,0086 ,3275,347,4,7,0,1,1,1,0,1,1,3,1,8,9,14,28,2,69,81
01,Comuna 07,007,0086 ,3276,346,2,5,1,1,2,1,0,0,13,0,4,13,14,6,27,8,71,84
01,Comuna 07,007,0086 ,3277,346,4,7,0,2,3,2,1,1,8,2,1,12,5,2,35,3,82,70
01,Comuna 07,007,0086 ,3278,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Comuna 07,007,0086 ,3279,345,1,8,1,4,2,2,1,0,9,0,0,14,7,6,42,4,66,92
01,Comuna 07,007,0086 ,3280,346,4,3,0,0,1,1,1,1,5,1,0,8,15,6,38,3,76,75
01,Comuna 07,007,0086 ,3281,345,4,7,2,1,1,2,0,0,7,1,0,10,9,3,30,6,84,80
01,Comuna 07,007,0086 ,3282,346,7,0,2,1,0,0,0,0,5,0,0,7,14,12,39,2,84,79
01,Comuna 07,007,0086 ,3283,346,6,4,0,2,3,0,0,2,8,0,2,10,9,6,23,7,73,101
01,Comuna 07,007,0086 ,3284,346,2,0,0,4,3,2,1,1,10,1,0,10,10,10,39,0,64,95
01,Comuna 07,007,0086 ,3285,346,9,5,1,1,1,2,1,0,6,1,1,20,7,31,43,3,72,63
01,Comuna 07,007,0086 ,3286,346,8,6,1,0,4,0,4,1,8,0,0,12,13,6,40,5,76,70
01,Comuna 07,007,0086 ,3287,346,5,0,0,2,2,1,1,2,6,1,0,11,19,5,29,0,72,92
01,Comuna 07,007,0086 ,3288,347,4,6,0,1,4,0,0,1,6,1,1,8,12,5,30,0,93,80
01,Comuna 07,007,0086 ,3289,346,5,8,2,1,2,0,3,3,9,4,0,15,11,5,33,0,67,72
01,Comuna 07,007,0086 ,3290,346,5,5,0,1,0,1,0,0,2,1,1,5,14,7,30,3,85,78
01,Comuna 07,007,0086 ,3291,346,3,0,0,0,0,1,0,1,5,0,0,13,20,4,28,3,72,69
01,Comuna 07,007,0086 ,3292,346,5,3,1,2,2,3,0,2,4,0,1,12,13,10,22,5,64,77
01,Comuna 07,007,0086 ,3293,346,6,11,1,2,2,0,0,0,3,2,0,15,12,11,35,6,57,63
01,Comuna 07,007,0086 ,3294,346,3,2,2,2,1,1,1,0,1,1,0,16,15,3,47,4,76,81
01,Comuna 07,007,0086 ,3295,346,3,4,1,1,5,0,0,2,8,1,1,4,11,4,31,5,56,112
01,Comuna 07,007,0086 ,3296,346,3,8,1,3,1,1,0,0,6,1,1,13,14,4,33,2,72,98
01,Comuna 07,007,0086 ,3297,346,10,3,1,1,4,1,1,3,5,1,0,9,6,6,40,6,76,83
01,Comuna 07,007,0086 ,3298,346,3,3,1,3,2,1,0,2,7,0,0,14,16,6,32,3,76,68
01,Comuna 07,007,0086 ,3299,346,4,3,1,12,2,1,0,1,3,4,2,16,13,4,25,5,79,97
01,Comuna 07,007,0086 ,3300,346,6,4,0,1,1,0,0,0,3,2,0,15,10,4,31,3,85,74
01,Comuna 07,007,0086 ,3301,346,4,5,0,3,1,2,0,0,7,3,1,10,19,4,45,7,70,69
01,Comuna 07,007,0086 ,3302,346,1,4,2,2,6,1,0,2,2,0,0,13,11,3,34,5,75,62
01,Comuna 07,007,0086 ,3303,346,5,4,1,2,0,0,0,1,8,3,2,9,9,9,26,3,85,95
01,Comuna 07,007,0086 ,3304,347,3,6,1,1,0,0,0,0,7,2,1,12,10,6,40,4,66,83
01,Comuna 07,007,0086 ,3305,346,3,1,2,1,3,0,1,0,12,1,0,7,10,6,41,8,82,88
01,Comuna 07,007,0086 ,3306,346,1,4,0,1,1,1,0,1,15,4,2,14,14,9,33,5,54,83
01,Comuna 07,007,0086 ,3307,347,2,6,0,3,2,1,1,1,4,1,0,15,14,5,28,3,77,72
01,Comuna 07,007,0086 ,3308,346,3,4,1,2,3,1,0,0,6,0,3,16,13,4,29,1,84,78
01,Comuna 07,007,0086 ,3309,346,5,6,1,3,6,1,0,0,12,1,0,5,17,6,27,3,74,79
01,Comuna 07,007,0086 ,3310,346,2,2,2,0,3,1,1,0,7,0,0,11,8,11,29,2,72,77
01,Comuna 07,007,0086 ,3311,346,3,9,1,0,0,1,2,0,6,0,0,17,9,4,37,8,52,62
01,Comuna 07,007,0086 ,3312,346,2,2,0,1,5,0,1,5,7,5,3,20,7,7,37,5,61,77
01,Comuna 07,007,0086 ,3313,345,2,2,0,1,2,2,0,2,4,0,1,13,13,5,36,4,57,99
01,Comuna 07,007,0086 ,3314,346,2,1,0,2,0,0,0,2,10,0,0,13,11,5,33,3,57,108
01,Comuna 07,007,0086 ,3315,346,3,5,2,0,4,1,2,0,8,0,1,12,7,4,36,2,78,91
01,Comuna 07,007,0086 ,3316,346,1,5,1,1,2,0,0,0,9,1,0,9,23,7,26,1,65,93
01,Comuna 07,007,0086 ,3317,346,3,4,2,1,1,1,1,0,2,1,0,13,13,6,33,1,72,76
01,Comuna 07,007,0086 ,3318,346,1,0,0,1,1,0,2,0,1,2,0,13,14,12,30,4,86,74
01,Comuna 07,007,0086 ,3319,346,5,2,1,0,0,0,1,2,6,2,0,15,13,6,2,9,71,68
01,Comuna 07,007,0086 ,3320,346,10,7,1,1,0,0,0,0,7,2,0,11,3,2,37,6,67,85
01,Comuna 07,007,0086 ,3321,346,1,3,1,0,3,0,1,2,6,2,1,16,11,5,40,5,64,77
01,Comuna 07,007,0086 ,3322,346,3,8,0,3,3,0,0,0,4,1,4,12,16,1,23,5,87,71
01,Comuna 07,007,0086 ,3323,346,1,3,0,1,3,0,0,0,2,1,0,18,3,10,24,2,74,94
01,Comuna 07,007,0086 ,3324,346,4,2,0,0,0,1,0,0,6,2,1,12,10,10,33,3,74,87
01,Comuna 07,007,0086 ,3325,346,6,2,0,1,3,0,0,0,2,0,0,15,13,7,34,1,76,90
01,Comuna 07,007,0086 ,3326,346,2,8,0,5,2,0,0,1,4,1,1,9,8,7,37,6,89,70
01,Comuna 07,007,0086 ,3327,346,7,6,1,2,0,1,2,0,6,0,0,8,10,7,41,5,82,63
01,Comuna 07,007,0086 ,3328,346,3,4,1,2,3,1,2,2,3,1,0,13,8,8,42,2,86,72
01,Comuna 07,007,0086 ,3329,346,2,5,0,1,2,1,0,0,8,0,0,5,12,3,29,2,71,89
01,Comuna 07,007,0086 ,3330,346,2,3,1,2,0,0,0,0,1,1,2,10,9,2,42,3,79,82
01,Comuna 07,007,0086 ,3331,346,4,7,0,1,2,1,0,2,4,0,0,8,8,5,40,2,86,85
01,Comuna 07,007,0086 ,3332,345,5,3,0,0,3,0,0,0,2,1,0,9,10,11,26,4,14,3
01,Comuna 07,007,0086 ,3333,346,0,11,1,1,3,1,3,1,7,0,2,7,12,6,23,2,68,91
01,Comuna 07,007,0086 ,3334,346,8,0,0,1,3,1,0,0,8,1,1,4,7,6,34,4,61,100
01,Comuna 07,007,0086 ,3335,346,2,4,1,1,0,0,0,0,6,1,3,19,9,7,32,5,77,64
01,Comuna 07,007,0086 ,3336,346,3,3,1,3,1,0,1,0,3,1,2,15,10,7,36,5,58,68
01,Comuna 07,007,0086 ,3337,346,6,4,1,2,1,1,0,0,5,1,0,8,17,6,20,5,90,86
01,Comuna 07,007,0086 ,3338,346,4,3,0,1,0,1,1,2,6,1,1,17,18,5,27,2,61,90
01,Comuna 07,007,0086 ,3339,346,6,7,0,1,2,1,0,0,5,2,0,5,16,4,37,4,91,67
01,Comuna 07,007,0086 ,3340,346,11,3,1,1,4,1,3,2,7,0,3,15,7,8,38,3,68,57
01,Comuna 07,007,0086 ,3341,345,3,10,1,0,2,2,0,1,9,1,0,5,15,4,30,4,70,85
01,Comuna 07,007,0086 ,3342,345,1,1,2,0,1,1,0,0,6,0,0,13,7,8,30,6,61,78
01,Comuna 07,007,0086 ,3343,345,4,6,2,0,4,0,0,1,11,0,0,9,12,2,36,3,57,94
01,Comuna 07,007,0086 ,3344,345,4,5,1,0,1,1,0,0,7,0,0,9,13,13,31,0,87,59
01,Comuna 07,007,0086 ,3345,345,5,4,0,1,3,3,1,2,6,2,0,15,11,11,28,4,60,83
01,Comuna 07,007,0086 ,3346,345,3,5,1,0,2,0,1,0,13,2,1,12,11,11,34,1,68,70
01,Comuna 07,007,0086 ,3347,345,2,5,0,2,1,2,3,1,13,1,0,13,10,7,34,0,78,97
01,Comuna 07,007,0086 ,3348,344,2,4,2,1,1,1,0,1,6,0,1,9,13,15,23,9,75,89
01,Comuna 07,007,0086 ,3349,345,7,4,0,1,2,3,1,0,5,0,0,14,7,2,30,6,74,87
01,Comuna 07,007,0086 ,3350,345,1,9,0,0,1,0,2,0,10,0,0,9,14,3,37,0,67,68
01,Comuna 07,007,0086 ,3351,345,1,7,2,1,1,0,0,0,6,0,0,13,6,8,42,7,72,64
01,Comuna 07,007,0086 ,3352,345,6,6,0,1,0,1,0,1,2,0,1,17,11,6,35,5,78,67
01,Comuna 07,007,0086 ,3353,345,7,6,1,2,2,1,0,0,5,2,0,18,7,3,38,2,63,99
01,Comuna 07,007,0086 ,3354,345,5,1,1,1,2,0,0,3,5,2,0,9,5,12,29,4,80,73
01,Comuna 07,007,0086 ,3355,345,3,4,1,4,4,1,0,0,8,1,0,12,10,8,38,2,40,92
01,Comuna 07,007,0086 ,3356,345,4,6,2,2,1,0,0,0,3,3,5,11,16,4,26,5,71,77
01,Comuna 08,008,0087 ,3357,350,5,1,1,4,2,0,0,2,4,1,1,9,8,9,32,4,104,62
