codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0135,0138,0533
22,Capital,001,0001 ,0001,348,49,0,108,42,86
22,Capital,001,0001 ,0002,352,25,2,118,60,69
22,Capital,001,0001 ,0003,349,23,1,109,49,82
22,Capital,001,0001 ,0004,347,46,0,89,47,97
22,Capital,001,0001 ,0005,351,32,1,96,40,109
22,Capital,001,0001 ,0006,353,17,0,109,58,85
22,Capital,001,0001 ,0007,347,31,1,114,42,77
22,Capital,001,0001 ,0008,350,32,2,88,49,109
22,Capital,001,0001 ,0009,350,36,0,108,42,93
22,Capital,001,0001 ,0010,147,16,1,37,22,41
22,Capital,001,0002 ,0011,351,20,3,90,46,105
22,Capital,001,0002 ,0012,350,38,0,64,51,110
22,Capital,001,0002 ,0013,348,27,1,91,69,93
22,Capital,001,0002 ,0014,352,15,0,114,58,89
22,Capital,001,0002 ,0015,350,0,0,87,62,107
22,Capital,001,0002 ,0016,351,23,1,86,66,105
22,Capital,001,0002 ,0017,348,35,1,81,60,89
22,Capital,001,0002 ,0018,349,34,1,80,53,105
22,Capital,001,0002 ,0019,350,34,1,96,62,86
22,Capital,001,0002 ,0020,350,19,0,84,60,124
22,Capital,001,0002 ,0021,347,14,0,88,65,116
22,Capital,001,0002 ,0022,349,0,2,97,51,91
22,Capital,001,0002 ,0023,104,6,0,30,14,41
22,Capital,001,0002A,0024,350,28,2,43,54,169
22,Capital,001,0002A,0025,351,29,1,45,67,154
22,Capital,001,0002A,0026,350,36,0,31,84,147
22,Capital,001,0002A,0027,351,39,0,41,76,145
22,Capital,001,0002A,0028,349,25,0,62,66,137
22,Capital,001,0002A,0029,349,0,2,41,80,149
22,Capital,001,0002A,0030,351,35,0,52,55,162
22,Capital,001,0002A,0031,352,23,0,49,68,154
22,Capital,001,0002A,0032,353,35,0,40,45,174
22,Capital,001,0002A,0033,350,37,1,48,60,141
22,Capital,001,0002A,0034,349,24,0,44,52,169
22,Capital,001,0002A,0035,350,25,2,51,85,137
22,Capital,001,0002A,0036,352,41,0,61,59,128
22,Capital,001,0002A,0037,353,21,2,49,67,147
22,Capital,001,0002A,0038,350,37,1,30,40,163
22,Capital,001,0002A,0039,351,28,0,47,51,161
22,Capital,001,0002A,0040,355,28,0,53,58,158
22,Capital,001,0002A,0041,351,28,1,54,45,163
22,Capital,001,0002A,0042,352,23,2,39,62,173
22,Capital,001,0002A,0043,351,25,0,37,69,167
22,Capital,001,0002A,0044,351,27,1,29,56,181
22,Capital,001,0002A,0045,352,22,6,62,56,133
22,Capital,001,0002A,0046,350,31,2,54,65,146
22,Capital,001,0002A,0047,351,26,0,57,63,148
22,Capital,001,0002A,0048,353,34,2,48,46,177
22,Capital,001,0002A,0049,353,19,2,33,52,191
22,Capital,001,0002A,0050,352,37,1,38,67,173
22,Capital,001,0002A,0051,351,42,3,56,52,148
22,Capital,001,0002A,0052,351,32,1,51,50,149
22,Capital,001,0002A,0053,351,14,3,65,59,149
22,Capital,001,0002A,0054,351,27,1,54,81,142
22,Capital,001,0002A,0055,349,27,1,47,65,158
22,Capital,001,0002A,0056,351,37,0,45,64,145
22,Capital,001,0002A,0057,352,33,2,51,58,158
22,Capital,001,0002A,0058,351,21,2,42,49,173
22,Capital,001,0002A,0059,352,28,2,61,78,131
22,Capital,001,0002A,0060,70,6,1,12,16,28
22,Capital,001,0003 ,0061,351,25,0,74,50,102
22,Capital,001,0003 ,0062,349,26,2,65,60,113
22,Capital,001,0003 ,0063,351,37,2,0,65,96
22,Capital,001,0003 ,0064,351,29,0,79,66,102
22,Capital,001,0003 ,0065,349,46,0,76,60,101
22,Capital,001,0003 ,0066,347,35,0,63,62,120
22,Capital,001,0003 ,0067,353,35,1,65,52,114
22,Capital,001,0003 ,0068,350,42,1,81,56,99
22,Capital,001,0003 ,0069,350,45,4,79,42,108
22,Capital,001,0003 ,0070,351,27,1,52,49,127
22,Capital,001,0003 ,0071,350,32,0,69,62,132
22,Capital,001,0003 ,0072,352,38,4,74,54,89
22,Capital,001,0003 ,0073,348,34,4,68,62,103
22,Capital,001,0003 ,0074,350,33,2,83,68,87
22,Capital,001,0003 ,0075,348,35,0,79,60,96
22,Capital,001,0003 ,0076,351,30,0,68,63,124
22,Capital,001,0003 ,0077,348,18,3,61,47,109
22,Capital,001,0003 ,0078,349,35,0,68,66,97
22,Capital,001,0003 ,0079,346,22,3,66,50,114
22,Capital,001,0003 ,0080,350,38,2,66,61,97
22,Capital,001,0003 ,0081,352,24,0,78,58,102
22,Capital,001,0003 ,0082,351,25,4,63,59,117
22,Capital,001,0003 ,0083,347,40,1,64,60,102
22,Capital,001,0003 ,0084,325,28,3,66,50,110
22,Capital,001,0003A,0085,352,23,4,67,84,109
22,Capital,001,0003A,0086,351,31,0,86,68,107
22,Capital,001,0003A,0087,350,37,3,46,64,132
22,Capital,001,0003A,0088,353,39,1,48,83,124
22,Capital,001,0003A,0089,350,21,0,63,65,125
22,Capital,001,0003A,0090,350,0,0,65,65,124
22,Capital,001,0003A,0091,350,0,0,77,55,121
22,Capital,001,0003A,0092,352,26,1,61,74,130
22,Capital,001,0003A,0093,351,1,3,70,68,117
22,Capital,001,0003A,0094,351,28,2,72,54,122
22,Capital,001,0003A,0095,351,23,0,70,65,120
22,Capital,001,0003A,0096,352,34,1,70,67,107
22,Capital,001,0003A,0097,350,37,0,74,66,100
22,Capital,001,0003A,0098,350,30,0,77,81,108
22,Capital,001,0003A,0099,351,27,0,63,69,115
22,Capital,001,0003A,0100,349,32,3,75,64,115
22,Capital,001,0003A,0101,351,36,1,54,73,111
22,Capital,001,0003A,0102,352,28,3,72,61,115
22,Capital,001,0003A,0103,351,34,0,56,67,118
22,Capital,001,0003A,0104,343,30,1,67,74,113
22,Capital,001,0004 ,0105,350,32,0,34,64,167
22,Capital,001,0004 ,0106,351,23,0,24,53,190
22,Capital,001,0004 ,0107,353,25,3,19,49,208
22,Capital,001,0004 ,0108,352,31,2,25,60,190
22,Capital,001,0004 ,0109,354,32,0,22,42,210
22,Capital,001,0004 ,0110,349,27,0,23,48,211
22,Capital,001,0004 ,0111,352,25,4,33,46,193
