codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0061,0324,0501,0514,0540,0541
22,Capital,001,0001 ,0001,351,28,2,9,2,5,101,36,75
22,Capital,001,0001 ,0002,350,42,4,16,5,4,83,31,51
22,Capital,001,0001 ,0003,348,20,4,11,5,15,87,44,81
22,Capital,001,0001 ,0004,351,31,1,16,3,8,96,62,57
22,Capital,001,0001 ,0005,350,20,0,15,3,18,84,52,68
22,Capital,001,0001 ,0006,350,16,1,6,5,5,107,33,82
22,Capital,001,0001 ,0007,350,22,3,16,7,6,87,39,84
22,Capital,001,0001 ,0008,350,20,3,5,5,4,90,57,71
22,Capital,001,0001 ,0009,351,22,7,15,3,8,79,41,85
22,Capital,001,0001 ,0010,188,10,0,3,1,4,51,23,35
22,Capital,001,0001 ,0011,190,3,1,5,1,4,49,26,45
22,Capital,001,0002 ,0012,350,29,4,14,3,11,79,34,99
22,Capital,001,0002 ,0013,350,25,4,11,3,10,79,52,90
22,Capital,001,0002 ,0014,347,17,6,5,2,4,93,36,102
22,Capital,001,0002 ,0015,350,27,2,13,6,11,94,44,63
22,Capital,001,0002 ,0016,348,19,7,13,3,10,92,51,87
22,Capital,001,0002 ,0017,350,33,0,14,3,9,80,40,84
22,Capital,001,0002 ,0018,349,24,3,12,2,11,84,46,90
22,Capital,001,0002 ,0019,352,23,3,14,5,10,75,41,87
22,Capital,001,0002 ,0020,350,20,7,11,4,11,88,37,79
22,Capital,001,0002 ,0021,350,28,0,20,2,12,78,55,87
22,Capital,001,0002 ,0022,350,6,1,10,2,5,100,30,92
22,Capital,001,0002 ,0023,349,14,0,11,2,11,90,63,90
22,Capital,001,0002 ,0024,351,19,5,15,4,6,87,47,78
22,Capital,001,0002 ,0025,67,1,0,6,0,2,20,11,18
22,Capital,001,0002A,0026,350,5,2,16,2,7,27,76,86
22,Capital,001,0002A,0027,350,36,1,14,1,8,41,57,130
22,Capital,001,0002A,0028,352,16,6,14,7,4,39,65,134
22,Capital,001,0002A,0029,350,21,3,14,7,6,59,70,104
22,Capital,001,0002A,0030,350,33,1,11,2,10,62,81,94
22,Capital,001,0002A,0031,354,18,4,22,4,7,63,59,107
22,Capital,001,0002A,0032,350,17,7,16,0,11,54,78,102
22,Capital,001,0002A,0033,352,30,0,15,2,6,41,62,126
22,Capital,001,0002A,0034,352,23,0,15,3,12,65,68,116
22,Capital,001,0002A,0035,350,21,0,7,6,6,58,61,120
22,Capital,001,0002A,0036,349,20,2,16,7,10,74,58,100
22,Capital,001,0002A,0037,350,17,2,17,6,8,42,78,114
22,Capital,001,0002A,0038,348,32,2,19,4,4,59,69,103
22,Capital,001,0002A,0039,349,24,2,10,2,12,55,63,98
22,Capital,001,0002A,0040,351,22,2,9,3,8,56,46,118
22,Capital,001,0002A,0041,351,44,2,10,5,8,47,50,107
22,Capital,001,0002A,0042,350,26,0,19,4,14,43,66,108
22,Capital,001,0002A,0043,352,31,7,6,8,6,42,74,115
22,Capital,001,0002A,0044,353,13,4,8,1,6,49,51,195
22,Capital,001,0002A,0045,351,27,0,8,6,3,58,83,110
22,Capital,001,0002A,0046,354,26,3,8,4,11,55,57,121
22,Capital,001,0002A,0047,352,23,3,8,1,7,38,58,150
22,Capital,001,0002A,0048,348,12,0,16,3,8,51,32,132
22,Capital,001,0002A,0049,352,2,3,29,2,7,92,29,102
22,Capital,001,0002A,0050,351,23,7,8,9,13,61,37,123
22,Capital,001,0002A,0051,350,14,4,12,3,9,67,74,103
22,Capital,001,0002A,0052,350,22,1,13,6,9,47,82,113
22,Capital,001,0002A,0053,351,36,2,9,3,13,51,71,109
22,Capital,001,0002A,0054,353,0,0,0,0,0,0,0,0
22,Capital,001,0002A,0055,349,24,1,16,1,4,66,47,116
22,Capital,001,0002A,0056,350,22,6,12,2,7,52,65,116
22,Capital,001,0002A,0057,350,21,1,14,10,6,61,54,120
22,Capital,001,0002A,0058,353,26,3,9,2,9,61,59,122
22,Capital,001,0002A,0059,351,22,0,12,10,10,53,60,110
22,Capital,001,0002A,0060,348,30,2,14,6,8,49,78,91
22,Capital,001,0002A,0061,350,29,1,18,3,3,32,74,99
22,Capital,001,0002A,0062,350,39,2,8,6,15,41,56,118
22,Capital,001,0002A,0063,350,36,3,13,4,6,50,71,91
22,Capital,001,0002A,0064,77,6,0,3,0,2,12,16,19
22,Capital,001,0003 ,0065,352,8,8,9,3,11,60,38,95
22,Capital,001,0003 ,0066,353,44,1,18,2,9,63,39,116
22,Capital,001,0003 ,0067,349,31,1,10,2,8,73,42,80
22,Capital,001,0003 ,0068,350,24,1,12,4,13,73,39,88
22,Capital,001,0003 ,0069,351,16,6,22,6,4,80,30,104
