codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0013,0131,0132,0134,0135,0136,0137,0138,0151
15,Confluencia,001,0001 ,0001,348,28,2,0,41,9,5,103,1,17,17,34
15,Confluencia,001,0001 ,0002,346,28,5,0,32,17,4,92,2,19,24,31
15,Confluencia,001,0001 ,0003,347,24,3,1,49,16,4,103,5,13,13,26
15,Confluencia,001,0001 ,0004,347,32,7,2,52,9,2,0,2,16,19,27
15,Confluencia,001,0001 ,0005,346,31,1,2,39,16,4,95,5,21,13,30
15,Confluencia,001,0001 ,0006,347,31,3,1,47,17,2,92,3,29,15,33
15,Confluencia,001,0001 ,0007,346,23,3,0,40,10,2,103,5,17,14,28
15,Confluencia,001,0001 ,0008,347,37,1,1,36,15,1,102,2,26,13,36
15,Confluencia,001,0001 ,0009,348,26,6,2,42,17,1,89,3,20,24,34
15,Confluencia,001,0001 ,0010,348,37,8,0,45,8,1,106,5,22,14,30
15,Confluencia,001,0001 ,0011,347,26,10,3,46,10,3,93,4,28,20,26
15,Confluencia,001,0001 ,0012,348,46,3,1,42,9,3,96,2,11,19,32
15,Confluencia,001,0001 ,0013,347,37,6,1,59,13,3,111,4,14,7,31
15,Confluencia,001,0001 ,0014,347,22,4,2,43,9,6,115,0,23,10,30
15,Confluencia,001,0001 ,0015,347,25,3,3,55,3,0,96,3,18,12,35
15,Confluencia,001,0001 ,0016,346,35,3,2,49,9,0,117,3,22,17,20
15,Confluencia,001,0001 ,0017,348,22,8,2,54,14,2,87,1,21,33,31
15,Confluencia,001,0001 ,0018,346,26,3,1,40,12,4,99,1,22,25,39
15,Confluencia,001,0001 ,0019,347,29,5,2,36,12,2,99,1,20,18,36
15,Confluencia,001,0001 ,0020,347,22,0,4,38,18,1,103,1,23,19,46
15,Confluencia,001,0001 ,0021,347,22,6,1,41,17,4,109,4,14,22,25
15,Confluencia,001,0001 ,0022,348,28,2,3,45,12,1,95,4,27,21,27
15,Confluencia,001,0001 ,0023,349,30,4,1,49,17,3,96,1,22,21,22
15,Confluencia,001,0001 ,0024,347,32,4,2,42,19,2,95,0,20,28,21
15,Confluencia,001,0001 ,0025,349,39,1,0,51,10,1,99,1,15,17,38
15,Confluencia,001,0001 ,0026,345,39,2,0,54,12,2,88,2,17,17,38
15,Confluencia,001,0001 ,0027,346,24,1,0,46,7,1,112,2,17,20,30
15,Confluencia,001,0001 ,0028,344,19,7,1,47,14,0,69,8,30,0,31
15,Confluencia,001,0001 ,0029,345,25,7,3,43,9,1,125,1,22,9,37
15,Confluencia,001,0001 ,0030,344,20,8,2,66,13,4,94,4,23,22,20
15,Confluencia,001,0001 ,0031,346,28,3,2,43,19,3,110,2,9,24,27
15,Confluencia,001,0001 ,0032,345,44,3,1,35,14,5,97,2,26,20,28
15,Confluencia,001,0001 ,0033,345,33,4,0,36,22,0,106,4,13,24,28
15,Confluencia,001,0001 ,0034,345,35,1,1,41,13,4,92,1,23,20,34
15,Confluencia,001,0001 ,0035,345,26,3,2,40,15,3,107,3,12,22,31
15,Confluencia,001,0001 ,0036,346,35,0,0,48,14,1,97,2,19,14,34
15,Confluencia,001,0001 ,0037,345,21,5,0,44,18,1,105,3,15,16,18
15,Confluencia,001,0001A,0038,252,23,11,3,28,11,0,57,0,13,16,21
15,Confluencia,001,0001A,0039,252,30,5,1,25,4,1,65,0,13,15,21
15,Confluencia,001,0001A,0040,251,11,21,0,29,9,4,56,1,10,26,20
15,Confluencia,001,0001B,0041,342,30,9,2,31,8,2,114,1,16,12,28
15,Confluencia,001,0001B,0042,342,0,0,0,37,0,3,103,2,14,17,45
15,Confluencia,001,0001B,0043,342,29,4,1,33,9,3,117,1,19,12,39
15,Confluencia,001,0001B,0044,344,0,0,3,40,12,1,85,1,16,24,35
15,Confluencia,001,0001B,0045,341,24,6,2,38,12,4,111,2,14,12,37
15,Confluencia,001,0001B,0046,342,31,4,3,38,19,0,98,0,13,35,40
15,Confluencia,001,0001B,0047,343,72,2,3,44,9,3,100,4,15,14,38
15,Confluencia,001,0001B,0048,340,23,3,1,44,13,2,93,3,22,12,35
15,Confluencia,001,0001B,0049,342,31,0,1,33,18,2,105,4,9,8,33
15,Confluencia,001,0001B,0050,342,28,6,1,31,15,2,91,3,25,15,27
15,Confluencia,001,0001B,0051,341,30,6,3,47,13,2,78,0,20,17,33
15,Confluencia,001,0001B,0052,342,18,7,1,48,10,3,117,6,15,10,24
15,Confluencia,001,0001B,0053,342,30,8,0,41,13,1,101,1,23,13,32
15,Confluencia,001,0001B,0054,342,39,9,3,49,11,3,94,3,18,13,22
15,Confluencia,001,0001B,0055,342,38,0,1,43,18,2,87,1,17,8,35
15,Confluencia,001,0001B,0056,342,33,1,1,39,16,3,99,3,22,19,32
15,Confluencia,001,0001B,0057,342,31,4,1,31,17,2,93,0,26,16,39
15,Confluencia,001,0001B,0058,343,21,7,1,43,9,0,97,0,20,16,40
15,Confluencia,001,0001B,0059,342,34,4,0,42,10,1,96,2,16,16,34
15,Confluencia,001,0001B,0060,342,20,3,2,49,12,2,100,1,19,16,35
15,Confluencia,001,0001C,0061,337,34,9,1,55,9,4,36,0,38,25,47
15,Confluencia,001,0001C,0062,338,38,6,2,53,6,1,59,1,21,22,50
15,Confluencia,001,0001C,0063,336,38,15,0,62,6,2,43,2,21,20,65
15,Confluencia,001,0001C,0064,335,29,9,1,65,6,1,50,2,14,26,53
15,Confluencia,001,0001C,0065,337,32,5,0,46,9,6,56,2,6,33,48
15,Confluencia,001,0001C,0066,334,41,12,1,39,4,3,54,6,25,19,56
15,Confluencia,001,0001C,0067,335,46,12,0,37,7,2,62,1,18,15,40
15,Confluencia,001,0001C,0068,335,39,7,3,48,2,1,45,0,20,24,66
15,Confluencia,001,0001C,0069,336,36,9,3,62,7,2,44,1,23,22,51
