codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00005,00100,00009,00097,00099,00098
24,001,USHUAIA,05620,099674,0,0,41,62,22,40,8,21,17
24,001,USHUAIA,05620,099675,0,0,31,65,16,50,13,19,16
24,001,USHUAIA,05620,099676,0,0,38,65,15,35,15,29,19
24,001,USHUAIA,05620,099677,0,0,34,54,18,52,12,20,31
24,001,USHUAIA,05620,099678,0,0,40,59,7,47,9,23,21
24,001,USHUAIA,05620,099679,0,0,42,74,15,39,6,12,23
24,001,USHUAIA,05620,099680,0,0,39,67,12,53,15,24,19
24,001,USHUAIA,05620,099681,0,0,34,54,15,36,11,25,23
24,001,USHUAIA,05620,099682,0,0,21,82,18,43,11,21,15
24,001,USHUAIA,05620,099683,0,0,44,70,20,38,11,15,30
24,001,USHUAIA,05620,099684,0,0,28,75,18,57,8,19,16
24,001,USHUAIA,05620,099685,0,0,45,70,12,39,14,17,20
24,001,USHUAIA,05620,099686,0,0,28,71,10,54,12,21,23
24,001,USHUAIA,05620,099687,0,0,35,75,20,38,16,21,15
24,001,USHUAIA,05620,099688,0,0,12,27,5,9,1,10,8
24,001,USHUAIA,05621,099689,0,0,42,82,13,39,10,10,19
24,001,USHUAIA,05621,099690,0,0,35,72,14,32,10,21,21
24,001,USHUAIA,05621,099691,0,0,0,0,0,0,0,0,0
24,001,USHUAIA,05621,099692,0,0,35,69,9,37,6,21,19
24,001,USHUAIA,05621,099693,0,0,40,64,12,45,13,19,11
24,001,USHUAIA,05621,099694,0,0,38,73,18,27,7,11,21
24,001,USHUAIA,05621,099695,0,0,52,84,18,38,9,14,14
24,001,USHUAIA,05621,099696,0,0,43,65,13,36,7,13,18
24,001,USHUAIA,05621,099697,0,0,61,66,9,39,10,11,24
24,001,USHUAIA,05621,099698,0,0,11,59,23,53,6,18,21
24,001,USHUAIA,05621,099699,0,0,41,56,14,47,8,14,23
24,001,USHUAIA,05621,099700,0,0,29,66,6,47,7,21,13
24,001,USHUAIA,05621,099701,0,0,39,61,19,56,3,18,16
24,001,USHUAIA,05621,099702,0,0,40,73,16,43,3,9,25
24,001,USHUAIA,05621,099703,0,0,16,54,5,29,5,12,15
24,001,USHUAIA,05622,099704,0,0,48,78,20,41,10,18,16
24,001,USHUAIA,05622,099705,0,0,39,84,13,35,9,20,17
24,001,USHUAIA,05622,099706,0,0,36,80,16,40,11,13,24
24,001,USHUAIA,05622,099707,0,0,43,72,22,33,10,11,25
24,001,USHUAIA,05622,099708,0,0,41,77,13,28,9,21,18
24,001,USHUAIA,05622,099709,0,0,47,66,18,30,9,17,22
24,001,USHUAIA,05622,099710,0,0,39,68,7,39,20,13,20
24,001,USHUAIA,05622,099711,0,0,30,76,16,48,10,12,12
24,001,USHUAIA,05622,099712,0,0,30,68,12,40,7,11,25
24,001,USHUAIA,05622,099713,0,0,44,74,12,29,3,12,24
24,001,USHUAIA,05622,099714,0,0,39,71,19,40,17,8,18
24,001,USHUAIA,05622,099715,0,0,35,75,20,43,7,14,17
24,001,USHUAIA,05622,099716,0,0,35,78,17,46,5,14,12
24,001,USHUAIA,05622,099717,0,0,39,79,15,27,6,16,23
24,001,USHUAIA,05622,099718,0,0,13,71,19,48,16,12,22
24,001,USHUAIA,05622,099719,0,0,47,90,20,23,11,6,15
24,001,USHUAIA,05622,099720,0,0,32,81,21,37,11,17,21
24,001,USHUAIA,05622,099721,0,0,43,74,10,34,9,16,15
24,001,USHUAIA,05622,099722,0,0,21,91,15,33,13,16,17
24,001,USHUAIA,05622,099723,0,0,51,60,16,34,9,14,28
24,001,USHUAIA,05622,099724,0,0,15,32,6,12,3,2,11
24,001,USHUAIA,05623,099725,0,0,32,67,24,46,9,12,15
24,001,USHUAIA,05623,099726,0,0,39,75,17,44,9,9,19
24,001,USHUAIA,05623,099727,0,0,44,76,8,43,10,18,22
24,001,USHUAIA,05623,099728,0,0,38,67,10,49,12,10,18
24,001,USHUAIA,05623,099729,0,0,43,69,15,55,10,8,16
24,001,USHUAIA,05623,099730,0,0,44,76,14,39,9,15,14
24,001,USHUAIA,05623,099731,0,0,27,57,16,44,14,12,27
24,001,USHUAIA,05623,099732,0,0,36,65,16,48,11,11,20
24,001,USHUAIA,05623,099733,0,0,26,68,14,37,6,26,15
24,001,USHUAIA,05623,099734,0,0,33,81,14,38,5,6,23
24,001,USHUAIA,05623,099735,0,0,0,0,0,0,0,0,0
24,001,USHUAIA,05623,099736,0,0,45,82,12,46,10,12,4
