codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0131,0135,0138
08,Paraná,001,0001 ,0001,350,40,0,70,123,49
08,Paraná,001,0001 ,0002,350,47,4,55,134,52
08,Paraná,001,0001 ,0003,350,55,1,56,138,33
08,Paraná,001,0001 ,0004,350,59,1,63,126,39
08,Paraná,001,0001 ,0005,350,39,1,58,148,48
08,Paraná,001,0001 ,0006,349,61,0,71,112,35
08,Paraná,001,0001 ,0007,350,42,1,84,125,37
08,Paraná,001,0001 ,0008,350,61,2,79,112,39
08,Paraná,001,0001 ,0009,350,40,8,66,116,44
08,Paraná,001,0001 ,0010,350,51,1,49,154,36
08,Paraná,001,0001 ,0011,350,1,4,77,107,36
08,Paraná,001,0001 ,0012,350,59,0,80,108,37
08,Paraná,001,0001 ,0013,350,1,2,47,136,31
08,Paraná,001,0001 ,0014,350,47,0,59,131,40
08,Paraná,001,0001 ,0015,350,0,3,99,96,39
08,Paraná,001,0001 ,0016,349,43,0,72,128,39
08,Paraná,001,0001 ,0017,349,64,2,77,105,37
08,Paraná,001,0001 ,0018,350,43,1,66,133,35
08,Paraná,001,0001 ,0019,350,61,4,56,128,28
08,Paraná,001,0001 ,0020,350,56,0,63,135,31
08,Paraná,001,0001 ,0021,350,62,1,65,105,40
08,Paraná,001,0001 ,0022,350,0,0,0,0,0
08,Paraná,001,0001 ,0023,350,48,0,87,115,31
08,Paraná,001,0001 ,0024,348,49,1,85,97,41
08,Paraná,001,0001 ,0025,350,59,1,72,110,28
08,Paraná,001,0001 ,0026,349,63,0,63,124,39
08,Paraná,001,0001 ,0027,350,0,0,42,134,42
08,Paraná,001,0001 ,0028,350,61,1,80,103,37
08,Paraná,001,0001 ,0029,350,43,0,82,133,26
08,Paraná,001,0001 ,0030,350,59,2,82,99,37
08,Paraná,001,0001 ,0031,350,59,2,42,141,40
08,Paraná,001,0001 ,0032,350,60,1,77,117,42
08,Paraná,001,0001 ,0033,350,42,2,64,137,32
08,Paraná,001,0001 ,0034,349,43,0,65,138,29
08,Paraná,001,0001 ,0035,350,0,0,0,0,0
08,Paraná,001,0001 ,0036,344,49,0,60,144,31
08,Paraná,001,0002 ,0037,349,0,0,0,0,0
08,Paraná,001,0002 ,0038,350,45,3,46,155,38
08,Paraná,001,0002 ,0039,350,50,1,63,135,33
08,Paraná,001,0002 ,0040,350,0,0,0,0,0
08,Paraná,001,0002 ,0041,350,60,4,42,163,25
08,Paraná,001,0002 ,0042,350,47,4,64,105,51
08,Paraná,001,0002 ,0043,350,51,1,49,126,42
08,Paraná,001,0002 ,0044,350,60,0,55,137,31
08,Paraná,001,0002 ,0045,349,43,0,54,131,40
08,Paraná,001,0002 ,0046,350,45,5,68,124,30
08,Paraná,001,0002 ,0047,350,52,3,37,136,36
08,Paraná,001,0002 ,0048,349,0,0,0,0,0
08,Paraná,001,0002 ,0049,350,49,1,58,136,48
08,Paraná,001,0002 ,0050,350,50,0,50,147,36
08,Paraná,001,0002 ,0051,350,54,1,49,146,26
08,Paraná,001,0002 ,0052,350,57,0,62,122,43
08,Paraná,001,0002 ,0053,349,57,1,65,125,34
08,Paraná,001,0002 ,0054,350,53,2,54,136,38
08,Paraná,001,0002 ,0055,350,45,0,46,152,26
08,Paraná,001,0002 ,0056,350,54,2,64,117,44
08,Paraná,001,0002 ,0057,350,49,1,58,146,27
08,Paraná,001,0002 ,0058,350,61,0,48,146,32
08,Paraná,001,0002 ,0059,348,62,2,59,136,33
08,Paraná,001,0002 ,0060,350,0,0,0,0,0
08,Paraná,001,0002 ,0061,349,49,0,49,128,42
08,Paraná,001,0002 ,0062,350,40,1,53,149,42
08,Paraná,001,0002 ,0063,350,48,7,46,153,0
08,Paraná,001,0002 ,0064,350,64,1,56,116,40
08,Paraná,001,0002 ,0065,350,0,0,0,0,0
08,Paraná,001,0002 ,0066,183,37,0,17,75,24
08,Paraná,001,0003 ,0067,350,44,4,96,107,40
08,Paraná,001,0003 ,0068,350,52,2,85,128,32
08,Paraná,001,0003 ,0069,350,67,2,78,103,24
08,Paraná,001,0003 ,0070,349,59,1,73,115,34
08,Paraná,001,0003 ,0071,350,0,0,0,0,0
08,Paraná,001,0003 ,0072,350,58,1,63,124,35
08,Paraná,001,0003 ,0073,350,49,3,62,132,37
08,Paraná,001,0003 ,0074,350,42,1,81,124,38
08,Paraná,001,0003 ,0075,350,34,2,79,125,42
08,Paraná,001,0003 ,0076,350,55,0,66,135,31
08,Paraná,001,0003 ,0077,350,49,0,73,136,27
08,Paraná,001,0003 ,0078,350,0,0,0,0,0
08,Paraná,001,0003 ,0079,350,52,9,75,122,35
08,Paraná,001,0003 ,0080,350,64,7,0,0,0
08,Paraná,001,0003 ,0081,350,56,1,68,129,39
08,Paraná,001,0003 ,0082,350,58,2,85,115,36
08,Paraná,001,0003 ,0083,350,43,3,75,134,45
08,Paraná,001,0003 ,0084,350,57,1,77,96,34
08,Paraná,001,0003 ,0085,350,62,0,90,100,29
08,Paraná,001,0003 ,0086,350,0,0,0,0,0
08,Paraná,001,0003 ,0087,350,46,4,58,142,36
08,Paraná,001,0003 ,0088,349,0,0,0,0,0
08,Paraná,001,0003 ,0089,257,0,0,0,0,0
08,Paraná,001,0004 ,0090,350,0,0,0,0,0
08,Paraná,001,0004 ,0091,350,45,0,60,147,27
08,Paraná,001,0004 ,0092,350,69,1,64,136,17
08,Paraná,001,0004 ,0093,350,58,0,69,144,27
08,Paraná,001,0004 ,0094,350,42,1,42,173,32
08,Paraná,001,0004 ,0095,350,38,1,65,139,33
08,Paraná,001,0004 ,0096,350,66,0,55,125,31
08,Paraná,001,0004 ,0097,350,56,1,63,141,26
08,Paraná,001,0004 ,0098,349,54,2,50,159,30
08,Paraná,001,0004 ,0099,350,45,0,42,162,22
08,Paraná,001,0004 ,0100,350,53,1,43,165,36
08,Paraná,001,0004 ,0101,350,59,1,69,139,24
08,Paraná,001,0004 ,0102,350,42,0,64,151,27
08,Paraná,001,0004 ,0103,350,33,1,52,134,27
08,Paraná,001,0004 ,0104,350,45,1,77,124,41
08,Paraná,001,0004 ,0105,350,39,2,50,157,26
08,Paraná,001,0004 ,0106,350,50,0,37,155,35
08,Paraná,001,0004 ,0107,350,43,5,58,140,28
08,Paraná,001,0004 ,0108,351,40,0,63,150,20
08,Paraná,001,0004 ,0109,350,52,0,68,135,30
08,Paraná,001,0004 ,0110,350,48,0,64,147,23
08,Paraná,001,0004 ,0111,350,62,1,57,144,25
08,Paraná,001,0004 ,0112,349,48,1,64,137,35
08,Paraná,001,0004 ,0113,350,48,3,57,164,29
08,Paraná,001,0004 ,0114,350,46,2,62,141,36
08,Paraná,001,0004 ,0115,349,52,3,63,142,28
08,Paraná,001,0004 ,0116,350,56,1,51,154,32
08,Paraná,001,0004 ,0117,350,52,1,51,162,22
08,Paraná,001,0004 ,0118,350,48,1,50,152,30
08,Paraná,001,0004 ,0119,349,37,0,65,145,30
08,Paraná,001,0004 ,0120,350,48,0,61,148,30
08,Paraná,001,0004 ,0121,350,44,1,46,162,41
08,Paraná,001,0004 ,0122,180,19,0,30,69,14
08,Paraná,001,0005 ,0123,350,42,1,107,94,47
08,Paraná,001,0005 ,0124,350,0,0,0,0,0
08,Paraná,001,0005 ,0125,350,0,1,88,107,41
08,Paraná,001,0005 ,0126,350,0,0,0,0,0
