codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0022,0038,0045,0101,0111,0281,0505,0506,0507
10,General Belgrano                        ,001,0001 ,0001,381,0,0,6,5,6,1,97,4,3,35,19,67
10,General Belgrano                        ,001,0001 ,0002,381,0,0,5,3,5,3,107,3,1,18,30,83
10,General Belgrano                        ,001,0001 ,0003,380,0,0,9,10,4,6,98,1,2,35,14,68
10,General Belgrano                        ,001,0001 ,0004,380,4,5,5,5,2,3,105,2,3,20,13,68
10,General Belgrano                        ,001,0001 ,0005,380,4,11,1,3,3,4,93,1,0,38,22,68
10,General Belgrano                        ,001,0001 ,0006,380,4,10,0,9,6,3,100,5,2,26,13,71
10,General Belgrano                        ,001,0001 ,0007,380,29,0,2,8,4,3,103,1,1,23,24,70
10,General Belgrano                        ,001,0001 ,0582,393,14,4,7,7,12,4,93,6,0,23,15,74
10,General Belgrano                        ,001,0001 ,0583,393,27,10,3,5,5,4,95,4,3,24,18,64
10,General Belgrano                        ,001,0001 ,0584,393,0,0,6,9,8,4,87,3,1,29,11,62
10,General Belgrano                        ,001,0001 ,0585,393,29,6,6,5,5,3,94,1,1,25,15,65
10,General Belgrano                        ,001,0001 ,0586,393,21,3,5,4,2,3,110,1,2,22,17,74
10,General Belgrano                        ,001,0001 ,0587,393,23,11,3,5,9,2,98,2,0,15,18,64
10,General Belgrano                        ,001,0002 ,0008,361,22,9,1,5,2,3,44,1,6,53,15,72
10,General Belgrano                        ,001,0002 ,0009,361,33,5,2,8,3,1,38,0,5,35,16,91
10,General Belgrano                        ,001,0002 ,0010,361,8,4,4,5,2,2,61,1,4,42,9,61
10,General Belgrano                        ,001,0002 ,0011,360,33,9,1,7,3,3,55,2,5,34,15,75
10,General Belgrano                        ,001,0002 ,0588,389,23,7,4,4,3,0,57,4,2,43,22,73
10,General Belgrano                        ,001,0002 ,0589,389,9,9,3,5,4,3,55,4,4,51,15,68
10,General Belgrano                        ,001,0002 ,0590,389,22,3,5,5,3,0,57,1,1,50,34,59
10,General Belgrano                        ,001,0003 ,0012,335,4,7,0,5,3,2,51,4,1,45,11,62
10,General Belgrano                        ,001,0003 ,0013,335,0,0,3,4,0,0,52,2,2,57,20,62
10,General Belgrano                        ,001,0003 ,0014,334,6,9,2,11,2,2,43,2,4,45,15,64
10,General Belgrano                        ,001,0003 ,0015,334,0,0,0,6,0,2,45,5,3,48,20,68
10,General Belgrano                        ,001,0003 ,0016,334,7,4,5,6,1,1,51,1,1,52,12,75
10,General Belgrano                        ,001,0003 ,0591,331,19,9,5,4,5,2,55,3,4,42,14,56
10,General Belgrano                        ,001,0003 ,0592,331,23,2,4,5,0,2,55,5,1,38,11,61
10,General Belgrano                        ,001,0003 ,0593,331,0,0,1,4,3,3,57,4,2,44,14,49
10,General Belgrano                        ,001,0003 ,0594,330,0,0,1,4,2,2,53,1,1,33,20,60
10,General Belgrano                        ,001,0004 ,0017,396,0,0,1,7,1,3,110,1,1,25,13,97
10,General Belgrano                        ,001,0004 ,0018,396,0,0,5,7,4,5,132,4,1,10,18,91
10,General Belgrano                        ,001,0004 ,0019,396,0,0,2,7,1,5,139,2,1,12,22,100
10,General Belgrano                        ,001,0004 ,0020,396,0,0,2,4,5,0,129,3,1,11,13,83
10,General Belgrano                        ,001,0004 ,0021,396,4,2,9,10,7,4,121,2,1,20,11,76
10,General Belgrano                        ,001,0004 ,0022,396,0,0,7,6,5,3,123,1,7,20,21,89
10,General Belgrano                        ,001,0004 ,0023,396,0,0,6,3,5,7,126,2,1,8,16,101
10,General Belgrano                        ,001,0004 ,0595,372,4,5,5,4,4,5,105,5,1,11,9,56
10,General Belgrano                        ,001,0004 ,0596,372,0,0,6,5,3,4,104,5,0,8,16,55
10,General Belgrano                        ,001,0004 ,0597,372,29,4,2,12,3,5,89,1,2,12,12,81
10,General Belgrano                        ,001,0004 ,0598,372,27,6,5,9,3,2,94,7,2,13,11,62
10,General Belgrano                        ,001,0004 ,0599,371,0,0,5,5,5,5,105,1,3,9,14,58
10,General Belgrano                        ,001,0004 ,0600,371,32,10,3,4,3,3,98,3,3,7,10,57
10,General Belgrano                        ,001,0004 ,0601,371,24,0,7,5,6,3,94,0,1,5,16,66
10,General Belgrano                        ,001,0005 ,0024,400,11,5,5,1,8,4,87,6,0,41,11,82
10,General Belgrano                        ,001,0005 ,0025,399,43,4,6,10,2,2,93,6,1,42,12,75
10,General Belgrano                        ,001,0005 ,0026,399,0,0,1,6,3,3,82,7,4,48,15,72
10,General Belgrano                        ,001,0005 ,0027,399,0,0,3,2,3,1,81,4,4,40,18,94
10,General Belgrano                        ,001,0005 ,0028,399,0,0,7,10,4,0,94,2,5,40,44,94
10,General Belgrano                        ,001,0005 ,0602,365,7,5,4,4,5,4,82,4,3,35,14,57
10,General Belgrano                        ,001,0005 ,0603,365,0,0,4,3,4,0,86,1,4,30,18,64
10,General Belgrano                        ,001,0005 ,0604,364,0,0,2,12,4,4,78,4,2,42,15,65
10,General Belgrano                        ,001,0005 ,0605,364,0,0,3,5,4,1,63,6,6,41,18,62
10,General Belgrano                        ,001,0005 ,0606,364,0,0,9,4,3,2,87,4,3,37,20,56
10,General Belgrano                        ,001,0006 ,0029,387,31,5,8,7,4,5,80,5,2,45,29,84
10,General Belgrano                        ,001,0006 ,0030,387,0,0,5,9,2,3,81,3,4,42,20,64
10,General Belgrano                        ,001,0006 ,0031,387,32,4,2,10,12,5,88,2,0,31,28,81
10,General Belgrano                        ,001,0006 ,0032,387,0,0,3,12,3,1,75,6,3,46,25,60
10,General Belgrano                        ,001,0006 ,0033,387,0,0,2,4,8,2,84,7,3,49,14,90
10,General Belgrano                        ,001,0006 ,0034,387,33,0,1,11,0,3,74,3,2,37,29,80
10,General Belgrano                        ,001,0006 ,0035,386,29,6,2,5,0,3,99,1,4,49,15,53
10,General Belgrano                        ,001,0006 ,0036,386,29,8,2,9,3,2,80,3,1,38,19,79
10,General Belgrano                        ,001,0006 ,0037,386,19,7,4,6,6,1,79,3,3,43,14,76
