codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0005,0012,0014,0017,0038,0050,0056,0060,0175,0187,0209,0210,0211,0212,0213,0442
22,Capital                                 ,001,0003 ,0024,450,4,2,13,17,0,3,0,3,13,1,1,14,15,89,10,13,26,13,2
22,Capital                                 ,001,0003 ,0025,450,23,6,1,15,0,1,0,6,16,0,1,11,7,108,9,5,28,11,3
22,Capital                                 ,001,0003 ,0026,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Capital                                 ,001,0003 ,0027,900,17,2,28,56,2,4,0,8,26,2,4,14,28,262,14,26,94,36,10
22,Capital                                 ,001,0003 ,0028,900,4,5,32,58,0,2,0,16,20,6,0,8,18,260,18,18,72,40,8
22,Capital                                 ,001,0003 ,0029,900,29,5,36,52,0,2,0,6,44,4,0,16,44,246,44,22,62,36,8
22,Capital                                 ,001,0003 ,0030,900,0,0,26,68,2,2,0,4,30,4,2,14,30,232,30,20,78,46,6
22,Capital                                 ,001,0003 ,0031,900,0,0,22,48,0,4,0,18,32,2,2,34,16,272,20,26,56,42,6
22,Capital                                 ,001,0003 ,0032,734,8,6,12,36,0,2,0,8,16,4,2,16,36,292,14,16,66,36,8
22,Capital                                 ,001,0003 ,0033,450,1,0,8,14,2,0,0,3,20,2,0,4,8,132,13,11,38,18,1
22,Capital                                 ,001,0003 ,0034,450,0,0,17,12,1,2,0,3,16,2,0,5,14,116,12,7,38,18,3
22,Capital                                 ,001,0003 ,0035,450,0,0,14,13,0,4,0,4,23,2,0,5,9,139,8,21,29,13,4
22,Capital                                 ,001,0003 ,0036,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Capital                                 ,001,0003 ,0037,363,2,2,9,15,0,1,0,1,8,4,0,10,11,121,6,7,23,9,5
22,Capital                                 ,001,0003A,0033,450,3,5,11,17,1,1,0,1,10,2,0,9,11,120,7,7,25,19,6
22,Capital                                 ,001,0003A,0034,450,0,0,10,18,1,0,0,6,11,2,0,11,7,127,5,19,16,23,11
22,Capital                                 ,001,0003A,0035,450,0,0,8,25,1,3,0,6,0,0,0,10,12,118,7,7,13,12,1
22,Capital                                 ,001,0003A,0036,450,4,4,12,27,1,2,0,3,5,1,0,7,6,132,8,9,20,25,1
22,Capital                                 ,001,0003A,0037,450,0,0,9,11,0,1,0,5,16,1,0,13,8,115,5,16,22,28,1
22,Capital                                 ,001,0003A,0038,900,3,2,14,36,0,8,0,10,50,10,4,32,16,246,30,34,52,42,6
22,Capital                                 ,001,0003A,0039,900,6,4,18,32,4,6,0,10,24,4,2,12,22,300,18,30,46,30,16
22,Capital                                 ,001,0003A,0040,515,3,4,36,56,2,2,0,16,32,2,2,22,26,244,24,28,34,40,4
22,Capital                                 ,001,0003A,0041,450,0,3,10,27,0,1,0,6,9,3,0,14,13,132,6,12,21,28,4
22,Capital                                 ,001,0003A,0042,450,0,5,12,14,1,1,0,8,24,2,1,7,19,145,7,9,27,22,3
22,Capital                                 ,001,0003A,0043,450,4,9,6,31,0,0,2,1,10,2,0,12,18,31,9,10,36,16,5
22,Capital                                 ,001,0003A,0044,450,3,3,6,19,0,0,0,5,11,2,1,4,8,163,11,7,19,17,5
22,Capital                                 ,001,0003A,0045,450,17,6,8,38,3,0,0,7,0,2,0,5,8,151,8,0,29,33,2
22,Capital                                 ,001,0003A,0046,425,2,2,7,16,2,2,0,5,16,2,0,10,14,114,13,13,19,20,6
22,Capital                                 ,001,0004 ,0041,450,0,0,4,14,0,3,0,3,6,1,5,9,17,141,5,9,21,28,3
22,Capital                                 ,001,0004 ,0042,450,0,0,15,14,1,1,0,8,8,1,0,16,14,121,6,12,31,24,6
22,Capital                                 ,001,0004 ,0043,450,7,7,5,10,2,1,0,6,0,0,0,7,11,169,0,6,20,16,5
22,Capital                                 ,001,0004 ,0044,450,0,0,0,0,0,1,0,3,0,2,0,7,14,131,4,14,14,35,6
22,Capital                                 ,001,0004 ,0045,450,0,0,4,15,1,1,0,8,7,1,0,8,10,131,4,8,23,38,1
22,Capital                                 ,001,0004 ,0046,450,0,0,0,3,0,2,0,4,3,1,1,12,9,153,2,11,29,24,1
22,Capital                                 ,001,0004 ,0047,900,0,0,8,20,2,4,0,14,12,6,2,30,34,330,16,24,84,60,10
22,Capital                                 ,001,0004 ,0048,900,7,7,16,18,2,0,0,26,20,8,4,18,30,332,10,30,44,52,6
22,Capital                                 ,001,0004 ,0049,900,6,0,14,20,4,2,0,18,14,4,4,30,36,290,2,66,54,346,4
22,Capital                                 ,001,0004 ,0050,900,26,6,12,30,2,4,0,14,26,2,2,32,18,392,16,40,60,62,10
22,Capital                                 ,001,0004 ,0051,900,21,11,8,16,2,2,0,24,14,2,0,36,32,330,14,30,44,74,6
22,Capital                                 ,001,0004 ,0052,900,21,5,16,20,0,4,0,26,12,0,2,30,30,296,8,32,78,70,10
22,Capital                                 ,001,0004 ,0053,900,6,10,6,40,6,2,0,16,16,4,2,28,28,330,14,40,68,48,12
22,Capital                                 ,001,0004 ,0054,900,14,0,22,32,2,2,0,20,20,6,6,26,22,348,10,20,52,72,8
22,Capital                                 ,001,0004 ,0055,900,33,2,10,20,2,4,0,16,6,0,2,10,20,324,10,40,68,88,14
22,Capital                                 ,001,0004 ,0056,900,4,7,10,22,2,8,0,18,26,8,2,20,28,320,18,20,66,92,4
22,Capital                                 ,001,0004 ,0057,900,4,4,12,30,0,0,0,10,18,6,4,18,28,306,12,30,70,68,4
22,Capital                                 ,001,0004 ,0058,900,0,0,22,26,6,8,0,18,10,8,0,38,16,360,12,28,46,84,8
22,Capital                                 ,001,0004 ,0059,900,3,2,12,16,2,2,0,16,16,4,2,28,22,322,8,26,66,68,8
22,Capital                                 ,001,0004 ,0060,900,6,3,6,30,0,2,0,18,22,2,2,32,18,316,10,10,60,62,8
22,Capital                                 ,001,0004 ,0061,900,5,4,16,22,0,2,0,22,16,6,0,32,24,318,2,38,72,86,14
22,Capital                                 ,001,0004 ,0062,900,4,4,10,4,0,6,0,22,36,4,2,44,30,322,10,38,48,68,6
22,Capital                                 ,001,0004 ,0063,900,20,7,14,16,0,4,0,22,12,4,0,20,30,332,10,20,48,70,10
22,Capital                                 ,001,0004 ,0064,900,6,4,8,24,0,4,0,12,12,4,0,14,14,0,4,18,46,64,2
22,Capital                                 ,001,0004 ,0065,900,0,0,18,26,4,4,0,12,28,6,2,32,16,320,10,34,42,78,12
22,Capital                                 ,001,0004 ,0066,900,3,0,24,22,4,2,0,18,12,4,2,28,14,344,8,40,62,72,10
22,Capital                                 ,001,0004 ,0067,900,0,0,12,22,0,2,0,16,18,4,2,14,30,360,10,28,46,76,12
22,Capital                                 ,001,0004 ,0068,900,0,0,20,28,0,4,0,18,20,10,0,16,30,324,8,24,76,62,8
22,Capital                                 ,001,0004 ,0069,900,0,0,10,16,2,2,0,16,16,4,0,28,20,324,8,24,54,76,8
22,Capital                                 ,001,0004 ,0070,790,10,4,10,20,0,6,0,20,22,4,2,20,24,364,14,42,40,48,4
22,Capital                                 ,001,0004 ,0071,450,3,1,8,9,0,0,0,5,7,3,0,12,20,184,3,9,18,29,3
22,Capital                                 ,001,0004 ,0072,450,0,0,7,9,0,1,0,7,8,2,1,16,12,156,2,10,31,40,3
22,Capital                                 ,001,0004 ,0073,450,0,0,3,1,0,2,0,4,11,2,0,9,11,176,8,18,30,31,3
22,Capital                                 ,001,0004 ,0074,450,4,0,6,10,1,1,0,4,13,1,1,7,9,179,8,8,26,24,3
22,Capital                                 ,001,0004 ,0075,450,19,2,8,5,0,1,0,11,14,4,1,2,10,164,3,18,24,28,2
22,Capital                                 ,001,0004 ,0076,450,0,0,5,8,0,2,0,6,12,4,0,9,16,172,2,16,26,25,1
22,Capital                                 ,001,0004 ,0077,450,0,0,8,5,1,0,0,10,15,1,0,10,17,153,1,11,20,31,5
22,Capital                                 ,001,0004 ,0078,450,0,3,8,17,0,4,0,11,0,0,0,5,9,183,4,16,25,35,1
22,Capital                                 ,001,0004 ,0079,253,0,0,3,5,0,0,0,5,6,1,0,7,3,104,1,9,16,19,3
22,Capital                                 ,001,0005 ,0071,450,0,0,9,36,0,0,0,3,12,1,2,0,17,73,22,10,38,9,10
22,Capital                                 ,001,0005 ,0072,450,28,2,7,33,1,0,0,4,27,0,1,1,8,87,25,3,32,7,5
22,Capital                                 ,001,0005 ,0073,450,1,4,18,37,1,2,0,2,21,1,0,6,11,82,29,4,25,4,5
22,Capital                                 ,001,0005 ,0074,450,36,5,11,30,1,3,0,5,21,1,0,4,11,75,33,5,18,6,9
22,Capital                                 ,001,0005 ,0075,269,16,0,6,18,0,0,0,3,8,0,0,1,6,47,20,3,23,12,8
22,Capital                                 ,001,0005 ,0080,450,35,8,11,39,0,2,0,2,26,1,0,2,12,95,27,5,26,11,4
22,Capital                                 ,001,0005 ,0081,450,2,3,10,40,1,0,0,1,25,0,0,7,14,89,31,2,26,7,4
22,Capital                                 ,001,0005 ,0082,450,0,3,17,34,1,0,0,5,20,4,1,11,6,90,18,9,22,18,1
22,Capital                                 ,001,0005 ,0083,450,3,0,23,35,2,1,0,5,28,3,0,4,13,82,20,5,18,9,5
22,Capital                                 ,001,0005 ,0084,450,1,2,15,35,0,1,0,1,35,3,0,4,13,84,20,8,21,12,10
22,Capital                                 ,001,0005 ,0085,386,9,0,16,32,2,1,0,1,22,2,0,2,17,78,12,6,23,0,4
22,Capital                                 ,001,0006 ,0076,450,22,1,12,19,0,1,0,4,18,1,1,9,10,107,21,8,15,21,2
22,Capital                                 ,001,0006 ,0077,450,0,0,13,21,1,1,0,4,25,3,0,4,10,132,16,6,20,9,1
22,Capital                                 ,001,0006 ,0078,450,4,5,6,5,1,2,0,2,15,3,0,4,14,117,7,9,40,22,3
22,Capital                                 ,001,0006 ,0079,450,7,2,7,30,0,3,0,2,0,2,0,28,18,127,5,7,17,17,6
22,Capital                                 ,001,0006 ,0080,450,20,1,11,23,0,0,0,4,9,4,0,7,7,98,8,5,28,28,1
22,Capital                                 ,001,0006 ,0081,450,27,2,11,17,0,1,0,7,9,2,3,11,11,139,9,10,20,16,4
22,Capital                                 ,001,0006 ,0082,450,14,5,10,24,0,0,0,5,11,0,0,3,20,107,25,7,31,8,3
22,Capital                                 ,001,0006 ,0083,450,3,2,10,22,1,2,0,0,19,2,2,10,5,118,8,6,17,14,6
22,Capital                                 ,001,0006 ,0084,450,33,3,10,25,0,4,0,2,12,0,1,3,13,127,15,6,13,18,6
22,Capital                                 ,001,0006 ,0085,450,0,0,9,19,3,3,0,5,8,2,0,15,9,113,10,5,36,22,5
22,Capital                                 ,001,0006 ,0086,900,5,2,30,40,4,2,0,10,38,2,2,8,26,302,28,20,48,50,12
22,Capital                                 ,001,0006 ,0087,531,25,3,32,56,0,2,0,2,24,4,0,16,24,254,20,18,58,42,6
22,Capital                                 ,001,0006 ,0088,450,2,3,10,25,0,0,0,3,12,1,0,14,10,133,12,14,26,24,1
22,Capital                                 ,001,0006 ,0089,450,3,0,5,23,0,3,0,2,9,0,0,4,11,143,8,11,12,25,1
22,Capital                                 ,001,0006 ,0090,450,19,3,11,20,0,2,0,4,20,1,0,15,17,101,11,16,30,18,6
22,Capital                                 ,001,0006 ,0091,450,15,7,12,22,0,2,0,3,13,0,1,6,11,110,6,11,29,27,6
22,Capital                                 ,001,0006 ,0092,450,4,0,9,11,1,4,0,3,18,1,0,4,18,128,9,8,22,29,1
22,Capital                                 ,001,0006 ,0093,450,26,1,15,20,1,1,0,5,12,1,0,5,9,149,12,3,15,18,2
22,Capital                                 ,001,0006 ,0094,450,0,0,0,33,0,1,0,0,9,3,0,8,12,139,22,6,22,18,0
22,Capital                                 ,001,0006 ,0095,450,14,2,6,25,0,1,0,1,12,3,2,8,10,146,5,17,15,12,3
22,Capital                                 ,001,0006 ,0096,450,1,4,3,30,0,4,0,2,22,1,0,10,8,139,8,12,23,19,3
22,Capital                                 ,001,0006 ,0097,450,0,0,12,23,2,0,0,0,14,1,0,6,15,129,6,12,26,9,4
22,Capital                                 ,001,0006 ,0098,450,0,0,9,20,2,1,0,1,20,0,0,6,9,147,12,20,22,14,3
22,Capital                                 ,001,0006 ,0099,104,3,2,2,6,0,1,0,0,3,0,0,2,5,31,1,1,6,4,0
22,Capital                                 ,001,0007 ,0088,450,0,0,8,14,2,2,0,6,10,4,2,12,5,138,3,18,13,32,3
22,Capital                                 ,001,0007 ,0089,450,2,3,7,18,0,2,0,0,11,1,0,4,8,146,9,8,14,28,5
22,Capital                                 ,001,0007 ,0090,450,7,6,8,16,0,1,0,7,110,1,2,7,4,128,8,12,27,25,8
22,Capital                                 ,001,0007 ,0091,450,0,0,8,11,2,2,0,1,16,0,0,5,7,184,3,10,14,17,4
22,Capital                                 ,001,0007 ,0092,450,5,4,6,17,1,2,0,7,4,4,3,10,11,124,4,14,20,32,10
22,Capital                                 ,001,0007 ,0093,450,0,0,8,13,0,1,0,5,11,2,1,13,13,134,7,15,17,32,2
22,Capital                                 ,001,0007 ,0094,450,4,4,3,0,1,0,0,4,17,2,0,9,19,152,8,11,18,30,3
22,Capital                                 ,001,0007 ,0095,450,0,0,6,11,0,2,0,7,5,1,1,6,9,152,15,8,13,26,3
22,Capital                                 ,001,0007 ,0096,450,0,0,10,14,6,2,0,2,8,0,1,10,9,140,9,10,14,20,5
22,Capital                                 ,001,0007 ,0097,450,4,5,7,6,1,1,0,3,18,1,0,7,13,130,9,13,19,36,0
22,Capital                                 ,001,0007 ,0098,450,5,4,11,17,0,2,0,2,7,3,0,6,7,144,4,0,13,31,4
22,Capital                                 ,001,0007 ,0099,450,3,2,3,7,0,1,0,1,7,3,2,4,8,163,8,14,18,18,5
22,Capital                                 ,001,0007 ,0100,900,4,2,28,22,0,2,0,4,30,2,2,18,16,366,12,40,38,60,12
22,Capital                                 ,001,0007 ,0101,900,0,0,18,28,2,10,0,4,30,6,2,28,12,350,20,24,50,62,6
22,Capital                                 ,001,0007 ,0102,900,2,3,14,44,0,4,0,8,26,6,4,20,16,310,14,42,40,58,8
22,Capital                                 ,001,0007 ,0103,900,18,6,30,54,6,4,0,10,0,2,0,20,20,286,14,28,48,52,12
22,Capital                                 ,001,0007 ,0104,900,16,4,16,30,2,0,0,8,24,4,2,20,44,328,20,24,44,68,8
22,Capital                                 ,001,0007 ,0105,900,1,7,40,32,2,10,0,12,26,4,2,12,16,300,20,30,40,70,10
22,Capital                                 ,001,0007 ,0106,900,14,6,14,16,2,2,0,10,20,2,6,26,18,316,14,72,52,88,8
22,Capital                                 ,001,0007 ,0107,900,0,0,26,42,0,2,0,10,20,4,4,20,24,468,16,38,58,64,16
22,Capital                                 ,001,0007 ,0108,900,3,0,18,28,4,12,0,6,0,2,4,16,36,366,10,32,42,68,10
22,Capital                                 ,001,0007 ,0109,900,4,9,24,40,0,4,0,12,12,2,0,18,26,286,4,28,70,68,16
22,Capital                                 ,001,0007 ,0110,900,5,3,22,18,2,2,0,10,32,2,2,22,40,304,10,32,48,68,12
22,Capital                                 ,001,0007 ,0111,900,6,1,18,40,2,2,0,4,26,6,0,12,26,310,26,42,36,92,4
22,Capital                                 ,001,0007 ,0112,846,10,8,16,46,4,4,0,12,24,2,0,16,20,320,14,32,50,64,2
22,Capital                                 ,001,0007 ,0113,450,4,4,3,13,0,2,0,3,0,1,2,5,7,176,6,12,32,25,5
22,Capital                                 ,001,0007 ,0114,450,0,0,0,10,1,2,0,6,0,2,1,9,7,175,5,15,23,34,4
22,Capital                                 ,001,0007 ,0115,450,5,0,1,17,0,0,0,5,7,1,1,4,7,169,6,13,25,28,2
22,Capital                                 ,001,0007 ,0116,450,0,0,8,0,0,1,0,5,29,1,0,9,12,154,5,18,16,39,3
22,Capital                                 ,001,0007 ,0117,450,2,4,7,8,1,1,0,3,0,0,0,6,6,156,9,13,24,37,3
22,Capital                                 ,001,0007 ,0118,450,4,8,8,20,0,1,0,6,8,2,2,5,9,167,6,19,15,31,0
22,Capital                                 ,001,0007 ,0119,450,14,2,5,11,1,1,0,0,10,2,0,4,12,182,11,9,23,26,7
22,Capital                                 ,001,0007 ,0120,450,0,0,15,1,0,0,0,3,1,1,0,9,13,184,10,14,16,29,0
22,Capital                                 ,001,0007 ,0121,450,7,5,7,17,0,2,0,2,9,3,2,9,14,176,5,8,17,24,3
22,Capital                                 ,001,0007 ,0122,450,0,0,5,15,0,2,0,0,22,0,0,12,0,137,10,14,20,27,9
22,Capital                                 ,001,0007 ,0123,450,25,6,7,17,0,1,0,7,11,1,1,7,12,142,8,14,21,41,2
22,Capital                                 ,001,0007 ,0124,450,5,2,6,13,0,1,0,4,20,2,0,6,18,161,8,24,22,27,5
22,Capital                                 ,001,0007 ,0125,450,0,0,9,18,1,1,0,3,15,5,0,11,6,173,5,12,19,40,1
22,Capital                                 ,001,0007 ,0126,450,0,0,1,11,0,2,0,1,15,3,1,9,4,163,9,0,0,27,5
22,Capital                                 ,001,0007 ,0127,450,0,0,8,18,0,3,0,1,5,1,1,9,12,148,10,24,28,33,3
22,Capital                                 ,001,0007 ,0128,406,3,4,7,8,2,1,0,2,9,3,1,13,7,145,10,12,23,39,2
22,Capital                                 ,001,0007A,0113,450,5,2,10,3,0,0,0,6,29,0,2,12,10,123,17,6,19,29,7
22,Capital                                 ,001,0007A,0114,450,6,4,11,3,0,2,0,3,20,1,0,10,15,113,12,12,18,26,8
22,Capital                                 ,001,0007A,0115,450,5,5,8,10,0,1,0,3,14,1,0,3,9,139,7,6,16,22,4
22,Capital                                 ,001,0007A,0116,450,0,0,13,20,0,1,0,2,11,1,0,4,12,124,13,12,13,16,9
22,Capital                                 ,001,0007A,0117,450,8,1,8,15,1,1,0,1,9,1,1,13,4,140,7,11,18,25,5
22,Capital                                 ,001,0007A,0118,450,0,0,8,16,0,0,0,2,7,2,1,8,8,126,14,18,18,20,7
22,Capital                                 ,001,0007A,0119,450,0,0,9,21,0,1,0,0,8,2,0,9,8,134,14,3,24,22,3
22,Capital                                 ,001,0007A,0120,450,6,7,10,3,0,0,0,4,7,0,0,5,14,112,9,8,19,37,7
22,Capital                                 ,001,0007A,0121,450,0,0,0,20,0,0,0,3,14,3,2,10,4,16,10,9,28,25,1
22,Capital                                 ,001,0007A,0122,450,13,0,10,0,0,1,0,5,21,4,0,7,10,124,10,10,19,26,3
22,Capital                                 ,001,0007A,0123,247,2,1,6,11,1,1,0,6,16,0,2,2,6,67,6,7,14,13,3
22,Capital                                 ,001,0007A,0124,248,1,0,4,10,0,1,0,2,6,0,1,1,4,73,4,9,7,10,6
22,Capital                                 ,001,0007A,0129,450,0,0,5,15,2,0,0,6,17,0,0,9,11,169,8,10,13,33,5
22,Capital                                 ,001,0007A,0130,450,0,0,7,20,0,1,0,3,15,0,2,9,19,142,10,13,21,19,6
22,Capital                                 ,001,0007A,0131,450,1,1,10,29,0,0,0,8,13,1,0,7,9,147,5,11,26,27,6
22,Capital                                 ,001,0007A,0132,450,2,3,11,21,0,0,0,2,7,1,1,10,9,155,11,13,22,43,9
22,Capital                                 ,001,0007A,0133,450,0,0,14,16,0,1,0,2,17,4,1,3,14,154,4,16,20,25,6
22,Capital                                 ,001,0007A,0134,450,0,0,5,20,0,0,0,4,14,1,0,12,8,151,8,13,22,21,6
22,Capital                                 ,001,0007A,0135,450,4,0,11,29,0,2,0,6,14,1,0,13,9,145,7,10,18,13,12
22,Capital                                 ,001,0007A,0136,450,5,5,12,30,0,0,0,3,14,2,1,10,8,162,7,9,22,12,0
22,Capital                                 ,001,0007A,0137,450,0,0,13,21,2,1,0,4,6,1,1,6,9,162,9,16,10,20,7
22,Capital                                 ,001,0007A,0138,450,7,3,5,32,1,1,0,6,8,1,1,4,9,144,8,11,17,22,3
22,Capital                                 ,001,0007A,0139,450,0,9,7,21,0,3,0,1,12,3,0,9,9,148,7,10,18,29,9
22,Capital                                 ,001,0007A,0140,450,3,5,9,22,1,1,0,5,21,3,1,14,8,148,10,5,14,30,3
22,Capital                                 ,001,0007A,0141,283,4,3,10,7,0,2,0,0,11,1,0,5,11,96,6,4,11,9,9
22,Capital                                 ,001,0007B,0125,450,4,11,11,11,1,2,0,7,15,2,1,4,16,134,11,7,23,24,7
22,Capital                                 ,001,0007B,0126,450,0,0,6,7,1,0,0,5,22,0,4,17,16,153,0,12,18,16,0
22,Capital                                 ,001,0007B,0127,450,2,4,8,11,0,2,0,4,14,0,1,8,4,148,14,8,19,30,2
22,Capital                                 ,001,0007B,0128,450,2,0,7,28,0,2,0,3,13,1,0,4,12,133,14,10,19,19,8
22,Capital                                 ,001,0007B,0129,450,11,3,7,15,1,2,0,2,17,2,0,13,16,133,10,14,17,25,6
22,Capital                                 ,001,0007B,0130,450,4,1,3,17,0,0,2,1,11,3,1,16,7,7,9,11,20,142,16
22,Capital                                 ,001,0007B,0131,450,3,2,7,14,1,0,0,4,10,2,0,5,8,137,13,6,10,48,9
22,Capital                                 ,001,0007B,0132,450,4,7,3,7,1,4,0,4,6,0,0,25,10,158,5,16,11,40,2
22,Capital                                 ,001,0007B,0133,450,0,0,4,11,1,3,0,9,6,1,0,8,18,132,8,10,18,25,6
22,Capital                                 ,001,0007B,0134,450,0,0,8,16,0,1,0,7,8,2,1,8,10,153,9,11,19,29,2
22,Capital                                 ,001,0007B,0135,450,18,5,9,12,1,2,0,6,6,1,1,14,13,118,6,10,14,34,10
22,Capital                                 ,001,0007B,0136,450,3,0,7,11,0,0,0,4,13,1,0,6,6,153,8,8,20,31,10
22,Capital                                 ,001,0007B,0137,450,0,0,9,1,2,2,0,4,11,2,1,12,11,132,7,20,25,36,6
22,Capital                                 ,001,0007B,0138,450,0,0,13,9,4,3,0,1,11,1,1,10,7,127,6,14,23,24,6
22,Capital                                 ,001,0007B,0139,450,0,0,10,7,0,0,0,4,5,1,2,14,9,142,9,12,14,31,8
22,Capital                                 ,001,0007B,0140,450,0,0,8,14,1,3,0,3,6,0,1,16,16,129,7,7,17,31,6
22,Capital                                 ,001,0007B,0141,450,6,1,7,9,1,1,0,1,4,6,0,13,5,138,9,9,23,39,6
22,Capital                                 ,001,0007B,0142,900,0,0,22,30,0,4,0,10,30,2,2,24,26,288,26,22,40,76,8
22,Capital                                 ,001,0007B,0143,900,6,3,24,30,0,0,0,12,44,0,0,22,24,288,28,36,38,74,8
22,Capital                                 ,001,0007B,0144,900,0,0,20,40,2,2,0,2,32,2,4,14,16,292,10,30,32,96,30
22,Capital                                 ,001,0007B,0145,900,3,0,16,46,0,2,0,10,36,6,2,30,22,350,16,26,42,66,20
22,Capital                                 ,001,0007B,0146,900,0,0,10,16,2,2,0,6,36,4,0,28,22,320,22,28,46,56,20
22,Capital                                 ,001,0007B,0147,900,0,3,22,76,0,2,0,10,20,2,0,18,18,310,20,28,40,70,14
22,Capital                                 ,001,0007B,0148,900,0,0,20,40,2,4,0,6,26,4,4,16,20,338,28,18,42,78,16
22,Capital                                 ,001,0007B,0149,900,0,0,14,16,6,2,0,6,40,4,0,22,22,320,18,24,28,64,16
22,Capital                                 ,001,0007B,0150,900,4,7,0,28,0,6,0,14,8,2,4,30,22,352,10,42,34,72,18
22,Capital                                 ,001,0007B,0151,900,0,0,12,32,0,4,0,6,34,4,2,26,24,310,20,32,60,84,18
22,Capital                                 ,001,0007B,0152,900,4,3,24,34,2,2,0,14,30,6,2,36,30,330,26,40,32,86,8
22,Capital                                 ,001,0007B,0153,900,20,3,10,38,0,4,0,2,30,4,4,28,26,312,6,22,50,112,18
22,Capital                                 ,001,0007B,0154,900,0,0,18,28,0,6,0,10,30,6,2,20,32,310,26,26,44,78,12
22,Capital                                 ,001,0007B,0155,628,14,1,14,22,0,2,0,12,22,4,4,30,24,310,16,24,40,102,18
22,Capital                                 ,001,0007B,0156,450,13,2,14,10,0,0,0,2,7,1,0,16,18,153,11,14,22,43,5
22,Capital                                 ,001,0007B,0157,450,22,2,8,18,1,1,0,5,12,2,0,7,16,135,3,17,20,37,6
22,Capital                                 ,001,0007B,0158,450,2,1,2,14,2,3,0,6,9,2,0,10,17,147,8,17,21,39,6
