codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0002,0003,0005,0008,0009,0012,0019,0020,0023,0033,0036,0044,0047,0048,0050,0055,0056,0059,0134,0163,0182,0284,0285,0286,0287,0288
05,Capital                                 ,001,0001 ,0001,450,1,13,2,11,34,3,0,3,5,0,14,1,0,3,3,91,2,26,4,0,52,8,10,11,14,3,2,18,16
05,Capital                                 ,001,0001 ,0002,450,46,5,7,11,36,4,3,3,1,2,11,1,0,3,8,31,1,24,12,1,43,5,17,4,10,10,0,6,4
05,Capital                                 ,001,0001 ,0003,450,29,3,0,11,25,3,4,1,5,0,11,3,0,3,2,31,8,18,12,0,73,7,8,4,19,5,1,14,10
05,Capital                                 ,001,0001 ,0004,450,27,3,2,26,29,1,11,4,1,0,17,1,0,2,4,22,1,68,10,0,13,4,15,2,7,4,2,2,9
05,Capital                                 ,001,0001 ,0005,450,133,6,4,15,30,1,0,1,2,0,12,1,0,4,0,32,3,21,22,3,61,8,7,4,12,21,2,3,7
05,Capital                                 ,001,0001 ,0006,450,2,3,5,14,33,1,2,1,2,0,14,0,0,1,4,41,5,27,11,0,49,8,9,5,12,2,1,6,15
05,Capital                                 ,001,0001 ,0007,450,0,0,4,17,32,1,5,2,1,2,12,2,0,2,4,39,1,20,12,6,58,7,8,10,12,10,0,2,11
05,Capital                                 ,001,0001 ,0008,450,1,3,0,21,32,1,8,0,3,0,13,0,0,1,5,38,3,15,5,1,66,7,31,2,19,7,0,3,8
05,Capital                                 ,001,0001 ,0009,450,33,2,11,28,26,2,3,5,3,1,7,0,0,4,0,40,3,28,18,1,46,12,7,4,14,5,4,5,14
05,Capital                                 ,001,0001 ,0010,450,0,0,8,24,1,3,1,3,20,1,0,0,0,2,7,26,4,36,9,1,70,7,10,6,6,10,3,5,12
05,Capital                                 ,001,0001 ,0011,450,1,5,1,10,31,3,2,4,2,1,10,0,0,3,1,38,0,46,12,1,50,7,8,3,16,6,0,16,15
05,Capital                                 ,001,0001 ,0012,437,52,8,5,19,29,3,2,3,1,0,8,2,0,3,5,18,2,31,6,4,63,0,3,4,18,5,1,6,9
05,Capital                                 ,001,0001 ,0832,450,27,3,1,23,39,3,8,2,6,0,26,1,0,1,5,50,3,19,14,2,36,5,17,12,7,9,3,0,12
05,Capital                                 ,001,0001 ,0833,450,0,0,4,29,53,2,3,3,1,3,17,1,0,4,3,27,3,19,16,1,41,11,10,12,10,5,2,7,6
05,Capital                                 ,001,0001 ,0834,450,4,5,8,21,24,6,4,13,3,0,14,3,0,11,5,40,3,14,9,0,0,0,0,4,2,3,2,8,15
05,Capital                                 ,001,0001 ,0835,450,4,5,3,23,36,3,8,4,5,0,6,6,0,6,3,18,4,41,9,0,49,8,10,6,6,6,2,3,8
05,Capital                                 ,001,0001 ,0836,450,36,5,2,15,44,1,1,8,3,1,26,1,0,0,5,30,5,19,2,1,37,8,19,9,6,13,3,1,15
05,Capital                                 ,001,0001 ,0837,450,49,6,5,23,30,2,1,3,5,0,19,0,0,3,6,21,1,23,12,1,53,6,6,3,3,13,2,4,14
05,Capital                                 ,001,0001 ,0838,450,0,5,2,13,46,2,1,4,3,0,17,2,0,3,0,39,4,22,4,3,17,11,0,2,11,5,0,4,9
05,Capital                                 ,001,0001 ,0839,450,53,5,4,19,28,1,4,5,4,0,12,4,0,4,0,15,3,37,6,2,41,4,19,4,8,8,4,0,5
05,Capital                                 ,001,0001 ,0840,356,0,0,6,23,25,5,1,1,4,0,11,2,0,0,9,40,2,15,7,2,31,2,4,1,9,5,0,0,16
05,Capital                                 ,001,0001 ,0841,357,25,3,7,23,35,0,5,4,3,0,7,1,0,9,6,22,7,20,12,1,39,8,10,1,10,2,2,2,8
05,Capital                                 ,001,0002 ,0013,450,25,8,5,38,25,1,1,8,1,0,7,3,0,1,9,16,0,23,6,2,61,11,10,14,23,6,3,6,26
05,Capital                                 ,001,0002 ,0014,450,5,9,3,32,38,7,2,5,2,4,9,4,0,6,5,33,1,27,4,4,38,8,30,7,9,12,2,4,10
05,Capital                                 ,001,0002 ,0015,450,0,0,6,39,16,1,3,5,4,0,10,3,0,1,10,45,1,6,9,2,45,16,22,8,8,14,1,6,21
05,Capital                                 ,001,0002 ,0016,450,22,12,1,36,25,3,5,3,5,0,5,2,0,2,3,2,0,20,10,3,44,8,9,10,30,9,3,5,22
05,Capital                                 ,001,0002 ,0017,450,23,7,4,51,23,1,1,3,3,0,7,5,0,1,2,22,0,22,1,5,65,11,28,20,11,7,0,2,12
05,Capital                                 ,001,0002 ,0018,450,4,8,0,43,26,4,4,2,2,0,9,5,0,3,0,21,1,31,7,3,28,11,67,12,7,1,1,2,31
05,Capital                                 ,001,0002 ,0019,450,29,11,2,39,26,0,3,5,1,0,15,2,0,1,2,29,1,28,7,8,41,15,19,3,16,15,1,2,11
05,Capital                                 ,001,0002 ,0020,450,0,0,1,52,18,3,2,2,4,0,3,2,0,4,0,47,1,13,0,5,113,17,33,20,16,4,0,3,26
05,Capital                                 ,001,0002 ,0021,450,49,11,4,36,22,1,2,4,3,0,10,7,0,6,10,25,0,18,11,3,57,11,16,5,25,5,0,2,16
05,Capital                                 ,001,0002 ,0022,450,31,6,10,34,19,1,4,5,4,0,6,1,0,5,9,24,3,20,0,1,50,11,18,7,19,9,0,1,19
05,Capital                                 ,001,0002 ,0023,450,98,5,4,24,12,3,11,1,14,0,6,3,0,1,2,25,0,27,4,3,81,25,20,14,0,6,0,11,19
