codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0014,0022,0045,0048,0145,0161,0201,0202,0203,0214,0616,0617,0618
04,Capital                                 ,001,0004 ,3104,417,13,14,0,3,2,8,24,1,6,74,2,12,0,36,13,51
04,Capital                                 ,001,0004 ,3105,417,8,15,1,1,0,5,31,2,9,72,2,16,0,38,24,59
04,Capital                                 ,001,0004 ,3106,417,9,8,1,5,4,6,24,1,3,69,2,14,0,45,6,47
04,Capital                                 ,001,0004 ,3107,417,4,8,1,2,2,4,24,3,10,82,3,21,0,35,20,49
04,Capital                                 ,001,0004 ,3108,417,8,9,0,3,5,3,30,3,9,60,4,18,2,37,20,36
04,Capital                                 ,001,0004 ,3109,417,12,0,0,1,2,4,29,1,9,62,5,12,0,37,11,49
04,Capital                                 ,001,0004 ,3110,417,12,12,2,3,2,4,30,1,6,89,4,21,0,27,20,46
04,Capital                                 ,001,0004 ,3111,417,12,14,0,2,2,5,34,1,7,81,2,10,0,40,9,48
04,Capital                                 ,001,0004A,0077,436,4,19,2,3,3,3,5,1,19,120,2,7,2,82,8,49
04,Capital                                 ,001,0004A,0078,436,7,16,0,2,5,6,5,2,12,96,5,15,0,78,15,43
04,Capital                                 ,001,0004A,0079,436,5,7,1,5,8,4,8,2,46,125,4,18,0,66,13,45
04,Capital                                 ,001,0004A,0080,436,10,12,0,6,6,3,6,1,8,112,2,11,4,63,13,42
04,Capital                                 ,001,0004A,0081,436,14,0,1,5,7,11,3,3,21,111,2,15,1,51,8,47
04,Capital                                 ,001,0004A,0082,436,10,13,2,1,3,3,6,2,13,116,1,8,0,54,19,46
04,Capital                                 ,001,0004A,0083,436,10,13,0,4,3,6,8,3,17,125,3,14,0,47,16,43
04,Capital                                 ,001,0004A,0084,436,2,12,2,2,7,9,5,3,10,116,2,10,1,85,16,45
04,Capital                                 ,001,0004A,0085,436,8,7,3,5,6,4,6,2,11,104,2,12,1,65,17,48
04,Capital                                 ,001,0004A,0086,436,4,8,0,1,4,4,2,3,13,117,1,11,1,62,8,46
04,Capital                                 ,001,0004A,0087,436,7,19,0,6,5,5,4,1,13,96,4,16,0,68,13,45
04,Capital                                 ,001,0004A,0088,436,6,8,0,1,5,4,3,2,15,109,1,11,0,65,14,53
04,Capital                                 ,001,0004A,0089,436,10,12,0,1,3,6,4,5,17,104,3,10,0,61,17,40
04,Capital                                 ,001,0004A,0090,435,5,12,0,4,11,7,2,1,14,103,2,9,0,74,20,38
04,Capital                                 ,001,0004A,0091,435,3,3,2,4,6,8,2,1,13,118,0,9,0,70,23,41
04,Capital                                 ,001,0004A,0092,435,3,13,2,8,7,6,6,5,16,108,0,11,0,61,16,53
04,Capital                                 ,001,0004A,0093,435,5,14,1,0,7,7,6,3,13,133,3,8,0,61,16,38
04,Capital                                 ,001,0004A,0094,435,6,6,0,7,3,2,5,2,11,111,0,10,1,69,19,32
04,Capital                                 ,001,0004A,3112,420,7,12,2,5,0,3,1,2,11,97,3,5,0,28,6,47
04,Capital                                 ,001,0004A,3113,420,4,15,2,9,4,4,11,1,18,117,2,11,0,51,10,34
04,Capital                                 ,001,0004A,3114,420,9,24,0,3,6,4,8,3,10,126,2,8,1,50,8,36
04,Capital                                 ,001,0004A,3115,420,7,14,3,3,5,4,5,2,19,107,0,10,0,54,9,41
04,Capital                                 ,001,0004A,3116,420,4,14,3,2,6,3,3,2,22,101,3,8,0,49,10,37
04,Capital                                 ,001,0004A,3117,420,14,12,2,3,4,5,4,1,15,106,1,3,2,49,17,36
04,Capital                                 ,001,0004A,3118,420,8,11,3,4,4,10,2,1,13,110,1,6,0,54,14,35
04,Capital                                 ,001,0004A,3119,420,13,11,2,5,3,2,3,3,19,103,1,7,1,75,12,42
04,Capital                                 ,001,0004A,3120,420,4,11,2,7,2,6,8,0,10,114,0,9,1,61,12,41
04,Capital                                 ,001,0004A,3121,420,4,10,1,9,2,8,2,0,19,103,0,9,0,49,12,40
04,Capital                                 ,001,0004A,3122,420,4,6,0,9,2,1,6,3,11,119,0,6,0,75,9,42
04,Capital                                 ,001,0004A,3123,419,5,9,0,7,3,4,4,2,14,119,1,7,0,55,10,39
04,Capital                                 ,001,0004A,3124,419,1,20,2,7,8,3,4,4,19,108,4,7,0,64,12,27
04,Capital                                 ,001,0004A,3125,419,7,7,3,6,5,5,10,3,20,104,1,7,0,56,11,31
04,Capital                                 ,001,0004A,3126,419,7,16,1,5,5,6,7,0,16,102,1,1,0,44,8,51
04,Capital                                 ,001,0004A,3127,419,9,14,0,4,4,5,3,4,12,103,2,7,0,52,11,41
04,Capital                                 ,001,0004A,3128,419,5,15,2,7,0,4,7,0,13,108,2,17,0,53,13,40
04,Capital                                 ,001,0004B,0095,418,8,11,0,0,3,3,13,0,17,78,1,12,3,56,10,55
04,Capital                                 ,001,0004B,0096,418,8,15,1,2,4,4,21,1,11,80,1,13,1,54,13,42
04,Capital                                 ,001,0004B,0097,418,11,10,1,2,7,8,22,3,13,76,2,15,0,43,19,48
04,Capital                                 ,001,0004B,0098,418,5,10,1,3,1,6,11,0,15,84,1,18,0,67,14,54
04,Capital                                 ,001,0004B,0099,418,11,7,1,2,3,6,20,1,11,77,3,15,1,54,21,46
04,Capital                                 ,001,0004B,0100,418,2,14,1,1,1,5,17,2,11,82,2,12,1,38,16,76
04,Capital                                 ,001,0004B,0101,418,4,16,0,1,1,5,20,1,10,99,2,14,1,43,9,63
04,Capital                                 ,001,0004B,0102,417,3,7,4,4,1,2,20,1,13,88,2,20,4,54,16,49
04,Capital                                 ,001,0004B,0103,417,6,13,0,2,3,7,16,1,11,89,0,7,0,54,11,45
04,Capital                                 ,001,0004B,0104,417,4,16,1,2,4,4,9,2,12,85,1,10,2,57,13,44
04,Capital                                 ,001,0004B,0105,417,9,15,3,2,2,3,11,6,14,82,0,16,0,54,13,48
04,Capital                                 ,001,0004B,0106,417,12,20,0,4,3,4,13,3,12,90,3,12,0,62,10,38
04,Capital                                 ,001,0004B,0107,417,7,16,2,4,5,2,15,2,7,104,4,13,1,51,11,50
04,Capital                                 ,001,0004B,0108,417,8,20,1,5,2,5,13,2,15,80,2,12,0,64,4,48
04,Capital                                 ,001,0004B,0109,417,6,16,0,5,5,6,16,1,9,76,1,11,1,46,19,47
04,Capital                                 ,001,0004B,0110,417,7,16,1,2,6,3,27,4,10,83,3,9,1,45,19,43
04,Capital                                 ,001,0004B,0111,417,9,21,2,2,1,2,13,2,19,79,0,11,1,51,16,53
04,Capital                                 ,001,0004B,0112,417,6,25,2,2,5,2,17,1,8,86,2,16,0,46,15,43
04,Capital                                 ,001,0004B,3129,440,11,16,2,5,3,3,20,4,10,86,0,9,3,57,13,44
04,Capital                                 ,001,0004B,3130,440,18,18,0,3,2,6,22,2,10,86,2,14,2,56,16,63
04,Capital                                 ,001,0004B,3131,439,11,12,1,9,2,3,20,0,11,101,4,12,2,45,14,44
04,Capital                                 ,001,0004B,3132,439,6,20,1,4,0,5,16,2,7,100,0,11,0,44,8,46
04,Capital                                 ,001,0004B,3133,439,19,14,1,6,3,9,24,2,18,80,2,15,0,40,15,45
04,Capital                                 ,001,0004B,3134,439,12,16,1,3,2,2,22,2,8,79,0,6,0,49,23,66
04,Capital                                 ,001,0004B,3135,439,10,9,0,3,4,5,11,9,15,119,1,10,1,54,14,37
04,Capital                                 ,001,0004B,3136,439,10,10,2,12,2,7,8,2,11,91,1,13,2,56,8,52
04,Capital                                 ,001,0004B,3137,439,8,20,0,4,0,3,23,2,20,108,0,13,1,50,15,47
04,Capital                                 ,001,0004B,3138,439,7,17,1,6,4,3,32,3,12,100,2,9,1,44,17,43
04,Capital                                 ,001,0004B,3139,439,6,8,3,4,2,6,16,1,12,93,0,10,0,57,10,48
04,Capital                                 ,001,0004B,3140,439,7,15,0,5,5,7,12,2,18,89,1,11,0,43,9,46
04,Capital                                 ,001,0004B,3141,439,12,8,1,8,7,7,15,2,12,88,2,7,2,52,20,49
04,Capital                                 ,001,0004B,3142,439,13,17,1,1,4,4,19,0,16,92,0,9,0,59,12,40
04,Capital                                 ,001,0004B,3143,439,11,16,0,4,5,6,19,0,12,105,4,10,1,33,15,49
04,Capital                                 ,001,0004C,0113,372,5,14,0,5,0,5,8,3,11,78,0,11,1,88,16,37
04,Capital                                 ,001,0004C,0114,372,6,10,1,4,3,5,7,2,12,65,0,7,1,85,16,34
04,Capital                                 ,001,0004C,0115,371,3,6,2,4,3,7,4,2,10,74,0,5,2,80,29,30
04,Capital                                 ,001,0004C,0116,371,6,7,0,4,1,4,3,1,15,77,1,3,0,74,17,38
04,Capital                                 ,001,0004C,0117,371,3,7,0,3,4,6,7,1,9,74,1,9,0,79,17,4
04,Capital                                 ,001,0004C,3144,390,5,10,1,6,6,4,10,3,5,76,3,8,1,71,14,40
04,Capital                                 ,001,0004C,3145,390,6,12,0,3,5,4,17,1,5,78,2,2,0,61,10,32
04,Capital                                 ,001,0004C,3146,390,6,10,3,0,2,6,7,0,9,87,0,5,1,53,15,23
04,Capital                                 ,001,0004C,3147,390,5,2,0,3,2,6,1,3,11,86,0,5,0,83,10,34
04,Capital                                 ,001,0004C,3148,389,9,10,0,2,3,3,4,1,6,84,1,2,0,68,13,39
04,Capital                                 ,001,0004D,0118,231,6,3,1,3,1,3,5,0,3,50,0,6,0,34,7,22
04,Capital                                 ,001,0004D,0119,230,1,8,2,2,4,5,5,3,5,50,0,1,0,35,3,20
04,Capital                                 ,001,0004D,3149,356,11,8,0,2,3,3,7,2,7,89,0,6,0,48,7,34
04,Capital                                 ,001,0005 ,0120,418,2,11,0,6,1,4,4,3,3,100,1,10,0,69,17,33
04,Capital                                 ,001,0005 ,0121,418,4,19,1,5,2,5,3,2,14,98,0,11,0,63,7,32
04,Capital                                 ,001,0005 ,0122,418,0,0,0,5,4,2,8,1,7,88,0,5,0,76,8,37
04,Capital                                 ,001,0005 ,0123,418,8,11,1,6,3,6,0,2,7,91,2,6,0,87,14,31
04,Capital                                 ,001,0005 ,0124,417,8,6,1,2,5,6,3,4,14,114,1,4,0,65,7,37
04,Capital                                 ,001,0005 ,0125,417,4,15,0,5,4,4,0,1,10,99,1,6,0,60,12,39
04,Capital                                 ,001,0005 ,0126,417,5,9,1,1,6,9,2,3,8,98,1,8,1,59,11,48
04,Capital                                 ,001,0005 ,0127,417,4,12,0,9,2,5,3,1,12,115,0,8,1,69,14,34
04,Capital                                 ,001,0005 ,0128,417,0,0,0,0,5,8,5,4,6,113,2,8,0,60,18,28
04,Capital                                 ,001,0005 ,0129,417,0,0,2,1,3,8,1,6,5,104,1,8,0,69,12,43
04,Capital                                 ,001,0005 ,0130,417,8,12,2,5,3,4,3,0,10,108,1,7,0,69,13,33
04,Capital                                 ,001,0005 ,0131,417,3,16,0,3,8,6,2,1,14,122,1,5,1,65,14,32
04,Capital                                 ,001,0005 ,0132,417,5,10,1,4,5,1,2,2,13,111,1,8,0,74,14,28
04,Capital                                 ,001,0005 ,0133,417,7,4,2,3,1,5,1,1,17,95,1,5,0,67,13,45
04,Capital                                 ,001,0005 ,0134,417,2,12,2,1,3,3,6,2,11,123,0,7,0,57,13,32
04,Capital                                 ,001,0005 ,0135,417,9,16,1,0,3,2,1,2,12,107,1,4,0,61,12,34
04,Capital                                 ,001,0005 ,3150,438,9,17,5,5,5,3,1,6,14,106,1,3,0,63,10,31
04,Capital                                 ,001,0005 ,3151,438,7,21,3,2,10,2,5,1,8,107,5,7,2,77,10,38
04,Capital                                 ,001,0005 ,3152,438,12,10,0,2,2,4,3,2,6,117,0,7,1,71,11,32
04,Capital                                 ,001,0005 ,3153,438,11,14,3,11,0,7,2,8,7,100,0,4,1,63,13,27
04,Capital                                 ,001,0005 ,3154,438,9,9,1,2,1,1,3,2,15,116,0,5,1,65,11,38
04,Capital                                 ,001,0005 ,3155,438,9,0,1,9,3,5,2,4,16,120,5,5,0,70,8,28
04,Capital                                 ,001,0005 ,3156,438,7,22,2,6,5,5,2,3,10,115,1,5,1,60,14,29
04,Capital                                 ,001,0005 ,3157,438,21,0,2,5,4,4,2,2,13,126,0,7,0,54,11,44
04,Capital                                 ,001,0005 ,3158,438,5,8,3,10,5,10,1,5,10,100,3,6,1,74,12,37
04,Capital                                 ,001,0005 ,3159,438,10,11,0,7,2,5,2,3,13,126,0,7,2,58,13,28
04,Capital                                 ,001,0005 ,3160,438,10,15,3,4,2,5,4,5,13,102,1,6,0,68,10,31
04,Capital                                 ,001,0005 ,3161,438,7,18,1,3,5,2,0,4,11,103,2,2,0,82,12,26
04,Capital                                 ,001,0005 ,3162,437,13,18,0,8,0,4,3,2,8,97,1,8,0,64,9,44
04,Capital                                 ,001,0005 ,3163,437,8,12,3,6,7,3,5,1,16,108,3,3,1,59,10,23
04,Capital                                 ,001,0005A,0136,425,8,7,1,3,6,2,2,2,2,129,0,1,0,122,9,23
04,Capital                                 ,001,0005A,0137,425,7,16,2,2,3,4,1,5,7,88,1,1,0,125,16,18
04,Capital                                 ,001,0005A,0138,425,3,10,0,5,1,2,0,10,6,115,2,0,0,131,7,18
04,Capital                                 ,001,0005A,0139,425,4,11,1,3,1,2,1,3,4,103,0,3,0,123,6,30
04,Capital                                 ,001,0005A,0140,424,5,13,2,6,0,3,0,2,4,111,1,4,0,114,12,19
04,Capital                                 ,001,0005A,0141,424,11,9,1,5,4,5,0,4,4,103,0,4,1,115,6,24
04,Capital                                 ,001,0005A,3164,422,4,13,0,8,0,4,0,0,7,92,0,1,0,93,10,11
04,Capital                                 ,001,0005A,3165,422,11,9,1,5,4,2,1,4,8,88,0,1,0,97,10,18
04,Capital                                 ,001,0005A,3166,422,7,8,0,5,0,0,1,2,7,90,0,3,1,104,5,21
04,Capital                                 ,001,0005A,3167,421,9,13,1,2,1,2,2,8,7,76,2,1,0,72,9,22
