codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00067,00005,00066
05,001,CAPITAL,02035,054456,0,0,25,25,128,62,4
05,001,CAPITAL,02035,054457,0,0,3,26,115,80,19
05,001,CAPITAL,02035,054458,0,0,1,16,120,4,8
05,001,CAPITAL,02035,054459,0,0,22,22,91,103,17
05,001,CAPITAL,02035,054460,0,0,5,17,65,86,11
05,001,CAPITAL,02035,054461,0,0,26,16,111,79,9
05,001,CAPITAL,02035,054462,0,0,3,28,108,93,1
05,001,CAPITAL,02035,054463,0,0,6,18,102,110,12
05,001,CAPITAL,02035,054464,0,0,0,17,103,99,1
05,001,CAPITAL,02035,054465,0,0,15,10,52,43,6
05,001,CAPITAL,02035,054466,0,0,0,9,61,51,1
05,001,CAPITAL,02036,054467,0,0,0,29,110,82,14
05,001,CAPITAL,02036,054468,0,0,39,18,117,75,6
05,001,CAPITAL,02036,054469,0,0,0,15,108,69,20
05,001,CAPITAL,02036,054470,0,0,1,11,120,69,15
05,001,CAPITAL,02036,054471,0,0,33,26,124,69,15
05,001,CAPITAL,02036,054472,0,0,37,22,83,77,12
05,001,CAPITAL,02036,054473,0,0,0,17,115,64,12
05,001,CAPITAL,02036,054474,0,0,37,7,140,69,3
05,001,CAPITAL,02036,054475,0,0,3,17,127,55,13
05,001,CAPITAL,02036,054476,0,0,1,22,112,72,15
05,001,CAPITAL,02036,054477,0,0,43,18,104,82,0
05,001,CAPITAL,02036,054478,0,0,0,13,127,69,14
05,001,CAPITAL,02036,054479,0,0,0,22,107,71,10
05,001,CAPITAL,02036,054480,0,0,36,13,148,63,10
05,001,CAPITAL,02036,054481,0,0,2,20,114,82,8
05,001,CAPITAL,02036,054482,0,0,0,15,117,77,13
05,001,CAPITAL,02036,054483,0,0,5,18,109,73,13
05,001,CAPITAL,02036,054484,0,0,9,13,112,85,20
05,001,CAPITAL,02036,054485,0,0,50,21,101,70,0
05,001,CAPITAL,02036,054486,0,0,20,26,105,82,7
05,001,CAPITAL,02036,054487,0,0,28,17,96,90,16
05,001,CAPITAL,02036,054488,0,0,1,21,95,91,21
05,001,CAPITAL,02036,054489,0,0,4,22,208,51,14
05,001,CAPITAL,02036,054490,0,0,25,15,115,75,14
05,001,CAPITAL,02036,054491,0,0,22,29,133,60,6
05,001,CAPITAL,02036,054492,0,0,26,26,103,77,11
05,001,CAPITAL,02036,054493,0,0,1,16,114,58,16
05,001,CAPITAL,02036,054494,0,0,33,12,115,91,17
05,001,CAPITAL,02036,054495,0,0,35,12,135,59,11
05,001,CAPITAL,02036,054496,0,0,34,16,117,76,16
05,001,CAPITAL,02036,054497,0,0,29,20,98,88,12
05,001,CAPITAL,02036,054498,0,0,37,12,113,90,9
05,001,CAPITAL,02036,054499,0,0,34,18,147,78,23
05,001,CAPITAL,02036,054500,0,0,30,15,113,83,9
05,001,CAPITAL,02036,054501,0,0,38,16,111,83,17
05,001,CAPITAL,02036,054502,0,0,24,16,109,102,5
05,001,CAPITAL,02036,054503,0,0,26,19,108,77,12
05,001,CAPITAL,02036,054504,0,0,0,20,92,94,18
05,001,CAPITAL,02036,054505,0,0,49,15,116,80,14
05,001,CAPITAL,02036,054506,0,0,5,18,96,78,20
05,001,CAPITAL,02036,054507,0,0,28,12,120,85,7
05,001,CAPITAL,02036,054508,0,0,0,21,99,69,20
05,001,CAPITAL,02036,054509,0,0,21,23,124,81,20
05,001,CAPITAL,02036,054510,0,0,27,9,121,85,17
05,001,CAPITAL,02036,054511,0,0,28,16,114,91,9
05,001,CAPITAL,02036,054512,0,0,33,13,139,83,11
05,001,CAPITAL,02036,054513,0,0,14,15,122,61,7
05,001,CAPITAL,02037,054514,0,0,3,18,78,107,22
05,001,CAPITAL,02037,054515,0,0,2,14,95,110,26
05,001,CAPITAL,02037,054516,0,0,20,16,86,125,14
05,001,CAPITAL,02037,054517,0,0,23,20,94,117,5
05,001,CAPITAL,02037,054518,0,0,21,12,89,104,20
05,001,CAPITAL,02037,054519,0,0,0,10,0,119,0
05,001,CAPITAL,02037,054520,0,0,2,20,71,123,18
05,001,CAPITAL,02037,054521,0,0,3,11,106,108,19
05,001,CAPITAL,02037,054522,0,0,3,18,91,115,16
05,001,CAPITAL,02037,054523,0,0,28,15,95,110,17
05,001,CAPITAL,02037,054524,0,0,24,20,108,87,9
05,001,CAPITAL,02037,054525,0,0,1,16,79,114,12
05,001,CAPITAL,02037,054526,0,0,24,19,69,115,11
05,001,CAPITAL,02037,054527,0,0,26,7,101,108,12
05,001,CAPITAL,02037,054528,0,0,21,8,84,126,15
05,001,CAPITAL,02037,054529,0,0,29,14,86,105,19
05,001,CAPITAL,02037,054530,0,0,5,8,72,146,15
05,001,CAPITAL,02037,054531,0,0,0,13,84,124,15
05,001,CAPITAL,02037,054532,0,0,3,21,75,120,17
05,001,CAPITAL,02037,054533,0,0,1,7,83,133,23
05,001,CAPITAL,02037,054534,0,0,38,9,96,112,11
05,001,CAPITAL,02037,054535,0,0,29,0,111,99,15
05,001,CAPITAL,02037,054536,0,0,5,16,101,105,12
05,001,CAPITAL,02037,054537,0,0,23,11,91,124,11
05,001,CAPITAL,02037,054538,0,0,24,19,99,119,14
05,001,CAPITAL,02037,054539,0,0,23,10,82,18,23
05,001,CAPITAL,02037,054540,0,0,2,14,89,121,16
05,001,CAPITAL,02037,054541,0,0,2,20,91,107,10
05,001,CAPITAL,02037,054542,0,0,1,17,87,130,14
05,001,CAPITAL,02037,054543,0,0,15,20,74,128,13
05,001,CAPITAL,02037,054544,0,0,1,11,89,122,13
05,001,CAPITAL,02037,054545,0,0,1,9,94,120,12
05,001,CAPITAL,02037,054546,0,0,21,23,77,108,7
05,001,CAPITAL,02037,054547,0,0,1,22,106,100,11
05,001,CAPITAL,02037,054548,0,0,18,23,82,10,16
05,001,CAPITAL,02037,054549,0,0,22,16,70,145,15
05,001,CAPITAL,02037,054550,0,0,0,13,68,112,25
05,001,CAPITAL,02037,054551,0,0,3,4,103,128,22
05,001,CAPITAL,02037,054552,0,0,0,0,110,90,14
05,001,CAPITAL,02037,054553,0,0,19,21,95,107,12
05,001,CAPITAL,02037,054554,0,0,23,9,90,123,11
05,001,CAPITAL,02037,054555,0,0,16,18,88,121,25
05,001,CAPITAL,02037,054556,0,0,25,12,106,87,8
05,001,CAPITAL,02037,054557,0,0,23,12,80,117,18
05,001,CAPITAL,02037,054558,0,0,22,8,108,102,13
05,001,CAPITAL,02037,054559,0,0,18,18,77,106,12
05,001,CAPITAL,02037,054560,0,0,0,12,85,62,30
05,001,CAPITAL,02038,054561,0,0,34,21,62,125,17
05,001,CAPITAL,02038,054562,0,0,3,22,94,120,9
05,001,CAPITAL,02038,054563,0,0,28,20,88,119,8
05,001,CAPITAL,02038,054564,0,0,30,17,79,131,12
05,001,CAPITAL,02038,054565,0,0,27,19,88,111,20
05,001,CAPITAL,02038,054566,0,0,0,11,100,113,11
