codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00090,00036,00037,00019
13,001,Capital,00001,000001,339,9,0,9,8,48,173
13,001,Capital,00001,000010,338,4,2,11,7,63,166
13,001,Capital,00001,000011,337,4,0,14,17,72,175
13,001,Capital,00001,000012,339,5,1,14,14,59,167
13,001,Capital,00001,000002,338,8,1,13,12,56,181
13,001,Capital,00001,000003,338,7,0,9,9,56,181
13,001,Capital,00001,000004,338,4,3,13,12,58,173
13,001,Capital,00001,000005,339,1,1,15,13,66,172
13,001,Capital,00001,000006,340,6,3,15,8,45,171
13,001,Capital,00001,000007,338,12,2,12,10,48,177
13,001,Capital,00001,000008,337,3,4,13,9,64,173
13,001,Capital,00001,000009,338,3,1,11,14,83,167
13,001,Capital,00002,000013,340,4,1,18,7,51,185
13,001,Capital,00002,000014,340,4,3,10,6,64,170
13,001,Capital,00002,000015,337,1,3,22,3,35,188
13,001,Capital,00002,000016,337,1,3,15,5,49,198
13,001,Capital,00002,000017,337,4,3,12,18,57,173
13,001,Capital,00002,000018,340,6,3,18,9,44,172
13,001,Capital,00003,000019,308,4,2,10,5,39,161
13,001,Capital,00003,000020,310,4,3,6,9,37,180
13,001,Capital,00003,000021,310,5,7,11,12,38,159
13,001,Capital,00003,000022,307,8,1,5,9,40,169
13,001,Capital,00003,000023,309,9,1,6,11,40,177
13,001,Capital,00004,000024,344,3,1,11,8,46,199
13,001,Capital,00004,000025,345,5,1,6,9,32,194
13,001,Capital,00004,000026,346,4,2,12,5,37,194
13,001,Capital,00004,000027,347,4,2,7,7,58,197
13,001,Capital,00004,000028,346,7,2,9,5,44,198
13,001,Capital,00004,000029,346,9,5,10,7,42,189
13,001,Capital,00004,000030,348,8,3,4,8,30,193
13,001,Capital,00005,000031,345,7,3,15,8,41,190
13,001,Capital,00005,000032,345,6,1,13,10,33,193
13,001,Capital,00005,000033,344,2,2,11,3,47,192
13,001,Capital,00005,000034,344,4,1,16,6,47,181
13,001,Capital,00005,000035,343,4,2,10,9,43,192
13,001,Capital,00005,000036,345,3,1,6,8,41,215
13,001,Capital,00005,000037,343,6,4,11,7,42,191
13,001,Capital,00005,000038,343,6,1,16,6,41,198
13,001,Capital,00005,000039,378,5,2,14,5,54,223
13,001,Capital,00006,000040,336,4,1,8,9,33,217
13,001,Capital,00006,000041,338,3,0,10,5,33,210
13,001,Capital,00006,000042,336,7,2,15,3,33,205
13,001,Capital,00006,000043,337,3,0,12,5,41,194
13,001,Capital,00006,000044,337,6,2,15,6,52,186
13,001,Capital,00006,000045,336,4,1,8,7,40,195
13,001,Capital,00006,000046,355,6,1,5,7,30,220
13,001,Capital,00006,000047,337,1,1,9,5,36,211
13,001,Capital,00006,000048,337,4,2,10,9,51,184
13,001,Capital,00006,000049,335,6,2,13,7,35,207
13,001,Capital,00006,000050,335,3,0,10,8,31,215
13,001,Capital,00006,000051,336,3,0,13,4,55,200
13,001,Capital,00006,000052,344,4,0,9,8,38,204
13,001,Capital,00007,000053,315,4,2,13,10,44,187
13,001,Capital,00007,000054,313,4,0,11,5,35,195
13,001,Capital,00007,000055,313,9,0,19,3,43,175
13,001,Capital,00007,000056,315,7,2,8,8,44,172
13,001,Capital,00007,000057,318,4,2,15,6,29,194
13,001,Capital,00007,000058,317,8,1,12,9,36,195
13,001,Capital,00007,000059,316,3,1,17,5,38,195
13,001,Capital,00007,000060,316,9,6,16,7,43,170
13,001,Capital,00007,000061,319,10,0,16,6,42,193
13,001,Capital,00008,000062,319,3,1,13,7,50,166
13,001,Capital,00008,000063,317,4,2,10,8,59,155
13,001,Capital,00008,000064,318,2,0,19,6,50,165
13,001,Capital,00008,000065,319,6,4,8,9,50,181
13,001,Capital,00008,000066,318,4,1,11,11,45,192
13,001,Capital,00008,000067,318,3,4,6,12,44,161
13,001,Capital,00008,000068,323,6,0,11,6,50,176
13,001,Capital,00009,000069,338,6,0,18,1,43,185
13,001,Capital,00009,000070,338,5,0,7,4,56,187
13,001,Capital,00009,000071,338,8,0,12,6,49,179
13,001,Capital,00009,000072,338,4,1,12,8,60,162
13,001,Capital,00009,000073,337,7,1,11,13,58,160
13,001,Capital,00009,000074,340,3,4,7,11,52,175
13,001,Capital,00010,000075,317,9,0,12,8,68,137
13,001,Capital,00010,000076,316,2,4,10,8,57,160
13,001,Capital,00010,000077,319,5,0,11,18,48,163
13,001,Capital,00010,000078,316,5,2,17,9,61,157
13,001,Capital,00010,000079,318,8,2,20,11,62,161
13,001,Capital,00011,000080,289,17,3,8,8,46,121
13,001,Capital,00011,000081,288,6,3,12,7,62,126
13,001,Capital,00011,000082,290,11,6,9,4,65,123
13,001,Capital,00012,000083,330,10,1,16,11,70,151
13,001,Capital,00012,000084,331,8,2,19,13,53,170
13,001,Capital,00012,000085,330,13,1,20,9,64,150
13,001,Capital,00012,000086,333,7,2,21,5,74,170
13,001,Capital,00013,000087,343,11,1,16,15,69,150
13,001,Capital,00013,000088,344,11,5,15,10,58,165
13,001,Capital,00013,000089,344,11,6,13,12,83,147
13,001,Capital,00013,000090,345,9,5,18,8,64,156
13,001,Capital,00013,000091,345,8,3,25,8,62,158
13,001,Capital,00014,000100,347,11,4,15,9,76,163
13,001,Capital,00014,000101,348,2,4,26,10,61,166
13,001,Capital,00014,000102,346,11,6,20,5,78,156
13,001,Capital,00014,000103,344,11,3,22,5,68,153
13,001,Capital,00014,000104,345,9,10,24,8,71,149
13,001,Capital,00014,000105,345,6,3,20,6,64,166
13,001,Capital,00014,000106,346,10,7,11,2,71,183
13,001,Capital,00014,000107,348,14,2,24,9,74,157
13,001,Capital,00014,000092,347,5,5,13,8,78,161
13,001,Capital,00014,000093,348,2,6,9,3,75,184
13,001,Capital,00014,000094,346,8,7,11,9,74,159
13,001,Capital,00014,000095,347,6,1,23,14,78,159
13,001,Capital,00014,000096,347,7,6,23,14,68,138
13,001,Capital,00014,000097,348,7,7,19,9,92,133
13,001,Capital,00014,000098,347,12,4,13,11,69,170
13,001,Capital,00014,000099,349,6,2,19,10,63,182
13,001,Capital,00015,000108,301,6,3,9,8,43,172
13,001,Capital,00015,000109,300,9,2,16,11,57,143
13,001,Capital,00015,000110,300,5,4,10,4,47,168
13,001,Capital,00015,000111,299,8,0,8,11,59,149
13,001,Capital,00015,000112,300,7,2,15,7,55,143
13,001,Capital,00015,000113,301,3,2,16,6,63,154
13,001,Capital,00016,000114,340,10,3,16,8,41,180
13,001,Capital,00016,000115,340,12,3,14,12,51,186
13,001,Capital,00016,000116,341,6,3,17,6,54,190
13,001,Capital,00016,000117,345,2,2,15,7,67,189
13,001,Capital,00017,000118,333,7,2,10,13,65,186
13,001,Capital,00017,000119,333,3,3,21,15,57,186
13,001,Capital,00017,000120,333,4,0,7,4,59,210
13,001,Capital,00017,000121,334,2,2,19,11,58,164
13,001,Capital,00017,000122,334,6,3,11,3,57,199
13,001,Capital,00017,000123,334,1,4,17,8,69,183
13,001,Capital,00017,000124,336,3,2,16,6,63,180
13,001,Capital,00017,000125,333,3,0,20,9,60,187
13,001,Capital,00017,000126,333,6,1,10,7,54,181
13,001,Capital,00017,000127,334,8,2,11,12,60,192
13,001,Capital,00017,000128,334,10,0,17,8,41,193
13,001,Capital,00017,000129,334,4,3,13,6,54,189
13,001,Capital,00017,000130,333,8,3,20,9,61,167
13,001,Capital,00017,000131,332,7,4,15,11,67,165
13,001,Capital,00017,000132,332,2,0,10,12,85,174
13,001,Capital,00017,000133,333,4,1,16,16,50,188
13,001,Capital,00017,000134,334,15,6,24,8,53,164
13,001,Capital,00018,000135,340,3,2,16,19,47,192
13,001,Capital,00018,000136,342,8,1,11,9,61,194
13,001,Capital,00018,000137,343,3,0,14,13,55,181
13,001,Capital,00018,000138,342,4,1,20,4,40,205
13,001,Capital,00018,000139,344,5,0,7,6,41,217
13,001,Capital,00018,000140,343,6,2,12,11,50,200
13,001,Capital,00018,000141,343,5,4,14,14,61,177
13,001,Capital,00018,000142,342,18,2,13,12,47,186
13,001,Capital,00018,000143,348,10,2,10,10,53,201
13,001,Capital,00018,000144,342,10,2,14,8,45,202
13,001,Capital,00018,000145,344,9,1,23,9,62,174
13,001,Capital,00018,000146,343,12,6,16,9,63,182
13,001,Capital,00018,000147,343,5,3,13,10,79,168
13,001,Capital,00018,000148,342,10,3,21,8,47,183
13,001,Capital,00018,000149,341,10,0,19,8,48,190
13,001,Capital,00018,000150,342,6,1,11,9,49,208
13,001,Capital,00018,000151,345,11,5,16,9,58,167
13,001,Capital,0018A,000152,346,7,4,16,14,139,98
13,001,Capital,0018A,000153,345,10,5,23,16,96,125
13,001,Capital,0018A,000154,347,14,3,24,7,151,87
