codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0061,0501,0504,0548,0549
12,Capital,001,0001A,0001,303,4,5,6,53,1,137,8
12,Capital,001,0001A,0002,302,21,4,8,41,6,135,14
12,Capital,001,0001A,0003,305,3,4,9,49,2,126,4
12,Capital,001,0001A,0004,306,14,5,10,44,3,142,11
12,Capital,001,0001A,0005,304,12,2,14,41,4,142,5
12,Capital,001,0001A,0006,306,3,0,11,33,2,148,11
12,Capital,001,0001A,0007,302,15,5,6,46,4,141,9
12,Capital,001,0001A,0008,303,11,4,12,37,4,136,5
12,Capital,001,0001A,0009,305,13,0,12,46,9,131,11
12,Capital,001,0001A,0010,305,15,4,12,141,2,130,13
12,Capital,001,0001A,0840,404,0,0,0,0,0,0,0
12,Capital,001,0001B,0011,296,21,0,8,65,7,131,5
12,Capital,001,0001B,0012,296,11,4,14,47,5,150,6
12,Capital,001,0001B,0013,296,20,0,8,54,7,137,9
12,Capital,001,0001B,0014,292,34,3,5,49,5,139,4
12,Capital,001,0001B,0015,295,15,2,5,58,6,136,2
12,Capital,001,0001B,0016,295,9,3,8,61,1,140,5
12,Capital,001,0001B,0017,293,12,3,9,55,11,125,7
12,Capital,001,0001B,0018,295,19,0,10,76,9,118,9
12,Capital,001,0001C,0019,325,20,7,7,77,5,146,15
12,Capital,001,0001C,0020,324,25,3,13,68,5,149,6
12,Capital,001,0001C,0021,323,23,0,8,55,4,160,9
12,Capital,001,0001C,0022,324,18,8,11,67,5,139,10
12,Capital,001,0001C,0023,320,28,5,9,67,2,132,10
12,Capital,001,0001C,0024,321,28,2,6,69,5,135,7
12,Capital,001,0001C,0025,318,17,5,3,68,5,154,12
12,Capital,001,0001C,0026,323,21,7,8,66,1,145,7
12,Capital,001,0001C,0027,320,0,0,6,68,3,145,9
12,Capital,001,0001C,0028,318,0,0,0,73,1,142,8
12,Capital,001,0001C,0029,323,0,0,4,82,4,144,7
12,Capital,001,0001C,0030,321,2,12,9,78,5,127,7
12,Capital,001,0001C,0031,320,16,3,7,69,4,148,9
12,Capital,001,0001C,0032,326,0,0,12,73,9,142,10
12,Capital,001,0001C,0033,323,22,6,11,69,8,149,3
12,Capital,001,0001D,0034,336,18,9,6,109,1,116,5
12,Capital,001,0001D,0035,334,4,17,7,96,0,119,17
12,Capital,001,0001D,0036,330,7,21,6,117,6,111,10
12,Capital,001,0001D,0037,331,30,23,8,98,1,104,10
12,Capital,001,0001D,0038,328,14,0,7,116,3,97,8
12,Capital,001,0001D,0039,329,0,0,7,110,5,117,10
12,Capital,001,0001D,0040,330,23,5,15,97,2,114,8
12,Capital,001,0001D,0041,336,3,5,7,120,3,105,8
12,Capital,001,0001D,0042,331,3,6,2,100,3,119,7
12,Capital,001,0001D,0043,330,15,5,7,125,6,113,6
12,Capital,001,0001D,0044,330,5,5,5,116,6,114,1
12,Capital,001,0001D,0045,332,22,2,10,100,5,116,12
12,Capital,001,0001D,0046,330,17,5,6,121,8,110,1
