codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0012,0063,0501,0502
12,Capital,001,0001A,0001,335,36,0,6,9,43,153
12,Capital,001,0001A,0002,335,53,0,11,15,37,144
12,Capital,001,0001A,0003,334,0,1,9,14,42,124
12,Capital,001,0001A,0004,334,37,0,11,21,41,139
12,Capital,001,0001A,0005,334,34,0,6,13,33,156
12,Capital,001,0001A,0006,334,29,2,13,14,39,136
12,Capital,001,0001A,0007,334,31,3,11,11,45,145
12,Capital,001,0001A,0008,334,39,1,12,15,39,129
12,Capital,001,0001B,0009,308,23,2,11,10,52,140
12,Capital,001,0001B,0010,308,34,1,9,17,49,140
12,Capital,001,0001B,0011,308,43,1,3,8,48,145
12,Capital,001,0001B,0012,308,31,1,9,12,43,145
12,Capital,001,0001B,0013,308,30,3,11,11,48,141
12,Capital,001,0001B,0014,307,23,1,14,11,61,133
12,Capital,001,0001B,0015,307,33,2,5,13,63,134
12,Capital,001,0001C,0016,338,47,2,5,6,95,122
12,Capital,001,0001C,0017,338,40,1,16,10,70,149
12,Capital,001,0001C,0018,338,38,1,6,9,72,139
12,Capital,001,0001C,0019,338,41,0,8,16,85,112
12,Capital,001,0001C,0020,338,18,0,7,19,70,150
12,Capital,001,0001C,0021,338,28,0,11,4,97,122
12,Capital,001,0001C,0022,338,43,3,18,13,82,113
12,Capital,001,0001C,0023,338,39,3,8,15,62,137
12,Capital,001,0001C,0024,338,29,2,8,9,75,143
12,Capital,001,0001C,0025,338,43,0,5,12,69,128
12,Capital,001,0001C,0026,337,36,0,8,13,79,127
12,Capital,001,0001C,0027,337,44,0,12,13,92,100
12,Capital,001,0001C,0028,337,60,0,9,14,79,125
12,Capital,001,0001C,0029,337,83,3,4,16,79,78
12,Capital,001,0001D,0030,333,50,0,9,7,112,85
12,Capital,001,0001D,0031,332,50,1,5,11,90,102
12,Capital,001,0001D,0032,332,38,6,3,6,127,90
12,Capital,001,0001D,0033,332,0,6,6,8,94,101
12,Capital,001,0001D,0034,332,42,3,7,6,99,111
12,Capital,001,0001D,0035,332,46,0,7,15,116,87
12,Capital,001,0001D,0036,332,8,8,8,8,86,125
12,Capital,001,0001D,0037,332,39,0,10,9,97,91
12,Capital,001,0001D,0038,332,30,6,7,3,117,111
12,Capital,001,0001D,0039,332,36,2,7,7,108,108
12,Capital,001,0001D,0040,332,5,6,13,13,110,82
12,Capital,001,0001D,0041,332,52,0,7,8,93,102
12,Capital,001,0001D,0042,332,45,1,12,5,114,86
12,Capital,001,0001D,0043,332,37,0,6,8,111,104
12,Capital,001,0001E,0044,296,29,0,11,8,46,144
12,Capital,001,0001E,0045,296,0,0,14,6,32,140
12,Capital,001,0001E,0046,296,46,2,11,5,40,128
12,Capital,001,0001E,0047,296,105,0,11,11,31,137
12,Capital,001,0001E,0048,295,24,5,5,11,49,134
12,Capital,001,0001E,0049,295,34,1,6,8,46,137
12,Capital,001,0001F,0050,294,27,0,7,13,42,118
12,Capital,001,0001F,0051,293,25,1,13,7,31,129
12,Capital,001,0001F,0052,293,23,0,9,7,36,125
