codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0501,0548
09,Pilcomayo,003,0032 ,0276,432,12,11,194,57
09,Pilcomayo,003,0032 ,0277,432,26,4,213,68
09,Pilcomayo,003,0032 ,0278,432,0,0,0,0
09,Pilcomayo,003,0032 ,0279,432,20,2,192,82
09,Pilcomayo,003,0032 ,0280,432,20,9,196,74
09,Pilcomayo,003,0032 ,0281,432,12,0,202,61
09,Pilcomayo,003,0032 ,0282,432,15,3,201,85
09,Pilcomayo,003,0032 ,0283,432,28,1,204,69
09,Pilcomayo,003,0032 ,0284,432,6,2,193,84
09,Pilcomayo,003,0032 ,0285,432,20,8,207,78
09,Pilcomayo,003,0032 ,0286,432,9,5,210,66
09,Pilcomayo,003,0032 ,0287,432,17,9,203,62
09,Pilcomayo,003,0032 ,0747,433,14,4,157,97
09,Pilcomayo,003,0032 ,0748,433,29,0,191,63
09,Pilcomayo,003,0032 ,0749,433,15,8,176,71
09,Pilcomayo,003,0032 ,0750,433,20,0,187,72
09,Pilcomayo,003,0032 ,0751,433,4,6,195,75
09,Pilcomayo,003,0032 ,0752,433,74,5,168,76
09,Pilcomayo,003,0032 ,0753,433,3,7,198,72
09,Pilcomayo,003,0032 ,0754,433,14,4,176,82
09,Pilcomayo,003,0032 ,0755,433,17,5,173,68
09,Pilcomayo,003,0032 ,0756,433,22,0,150,87
09,Pilcomayo,003,0032 ,0757,433,15,3,166,81
09,Pilcomayo,003,0032 ,0758,433,31,0,188,73
09,Pilcomayo,003,0032 ,0759,433,18,2,174,97
09,Pilcomayo,003,0032 ,0760,433,13,7,196,54
09,Pilcomayo,003,0032 ,0761,433,14,3,164,90
09,Pilcomayo,003,0032 ,0762,433,24,0,168,74
09,Pilcomayo,003,0032 ,0763,433,9,3,189,69
09,Pilcomayo,003,0032 ,0764,433,15,0,188,66
09,Pilcomayo,003,0032 ,0765,433,15,1,166,88
09,Pilcomayo,003,0032 ,0766,433,18,6,179,79
09,Pilcomayo,003,0032 ,0767,433,16,3,185,64
09,Pilcomayo,003,0032 ,0768,433,7,1,151,94
09,Pilcomayo,003,0032 ,0769,433,18,0,203,75
09,Pilcomayo,003,0032 ,0770,433,13,3,166,88
09,Pilcomayo,003,0032 ,0771,433,32,0,172,69
09,Pilcomayo,003,0032 ,0772,433,19,4,171,80
09,Pilcomayo,003,0032 ,0773,433,18,3,189,71
09,Pilcomayo,003,0032 ,0774,433,20,0,178,77
09,Pilcomayo,003,0032 ,0775,433,22,1,184,74
09,Pilcomayo,003,0032 ,0776,433,18,2,174,74
09,Pilcomayo,003,0032 ,0777,433,17,1,193,75
09,Pilcomayo,003,0032 ,0778,433,11,8,177,76
09,Pilcomayo,003,0032 ,0779,433,14,5,168,74
09,Pilcomayo,003,0032 ,0780,433,20,2,187,68
09,Pilcomayo,003,0032 ,0781,433,0,0,0,0
09,Pilcomayo,003,0032 ,0782,433,11,3,175,85
09,Pilcomayo,003,0032 ,0783,433,13,5,204,83
09,Pilcomayo,003,0032 ,0784,432,10,16,170,73
09,Pilcomayo,003,0032 ,0785,432,18,4,151,83
09,Pilcomayo,003,0032A,0288,86,5,0,21,11
09,Pilcomayo,003,0032A,0786,91,3,0,40,12
09,Pilcomayo,003,0032B,0289,230,5,0,106,49
09,Pilcomayo,003,0032B,0787,250,7,0,75,87
09,Pirané,004,0034 ,0290,432,11,1,172,117
09,Pirané,004,0034 ,0291,432,11,7,174,115
09,Pirané,004,0034 ,0292,432,8,5,166,127
09,Pirané,004,0034 ,0293,431,4,2,172,108
09,Pirané,004,0034 ,0294,431,7,8,198,100
09,Pirané,004,0034 ,0295,431,11,4,194,91
09,Pirané,004,0034 ,0296,431,6,7,196,72
09,Pirané,004,0034 ,0297,431,13,5,162,127
09,Pirané,004,0034 ,0298,431,1,4,0,0
09,Pirané,004,0034 ,0299,431,13,3,174,119
09,Pirané,004,0034 ,0300,431,13,4,171,125
09,Pirané,004,0034 ,0301,431,9,4,178,107
09,Pirané,004,0034 ,0302,431,14,8,156,118
09,Pirané,004,0034 ,0303,431,3,4,172,109
09,Pirané,004,0034 ,0304,431,3,6,207,92
09,Pirané,004,0034 ,0788,411,9,0,152,94
09,Pirané,004,0034 ,0789,411,13,0,138,103
09,Pirané,004,0034 ,0790,411,19,2,126,118
09,Pirané,004,0034 ,0791,411,4,7,130,125
09,Pirané,004,0034 ,0792,411,6,0,157,93
09,Pirané,004,0034 ,0793,411,13,5,150,99
09,Pirané,004,0034 ,0794,411,10,2,155,98
09,Pirané,004,0034 ,0795,411,13,0,150,102
09,Pirané,004,0034 ,0796,411,23,5,122,104
09,Pirané,004,0034 ,0797,411,11,1,154,92
09,Pirané,004,0034 ,0798,411,0,9,135,123
09,Pirané,004,0034 ,0799,411,12,2,151,99
09,Pirané,004,0034 ,0800,411,20,0,148,93
09,Pirané,004,0034 ,0801,411,5,6,153,101
09,Pirané,004,0034 ,0802,410,2,1,166,78
09,Pirané,004,0034A,0305,187,2,0,59,36
09,Pirané,004,0034A,0803,227,3,0,55,40
09,Pirané,004,0034B,0306,65,0,0,8,6
09,Pirané,004,0034C,0307,25,0,0,6,1
09,Pirané,004,0035 ,0308,365,3,2,86,100
09,Pirané,004,0035 ,0806,285,3,1,66,61
09,Pirané,004,0035 ,0807,285,4,0,59,65
09,Pirané,004,0035A,0309,193,4,0,36,45
09,Pirané,004,0035A,0808,256,2,0,48,55
09,Pirané,004,0035B,0310,150,6,0,36,30
09,Pirané,004,0035B,0809,241,6,2,42,47
09,Pirané,004,0036 ,0311,392,14,1,157,116
09,Pirané,004,0036 ,0312,392,5,0,0,0
09,Pirané,004,0036 ,0313,392,5,1,170,133
09,Pirané,004,0036 ,0314,392,0,0,153,136
09,Pirané,004,0036 ,0315,392,6,1,180,121
09,Pirané,004,0036 ,0316,392,11,1,164,126
09,Pirané,004,0036 ,0317,391,0,0,163,94
09,Pirané,004,0036 ,0810,428,12,2,174,107
09,Pirané,004,0036 ,0811,428,12,2,145,141
09,Pirané,004,0036 ,0812,428,5,1,168,110
09,Pirané,004,0036 ,0813,428,8,4,181,113
09,Pirané,004,0036 ,0814,428,4,0,155,134
09,Pirané,004,0036 ,0815,428,5,3,176,116
09,Pirané,004,0036 ,0816,427,1,4,179,107
09,Pirané,004,0036A,0318,66,0,0,9,20
09,Pirané,004,0036A,0817,71,1,0,17,23
09,Pirané,004,0036B,0319,116,1,0,29,21
09,Pirané,004,0036C,0320,76,0,0,6,15
09,Pirané,004,0037 ,0321,63,0,0,7,4
09,Pirané,004,0037 ,0820,119,1,0,23,16
09,Pirané,004,0037A,0322,71,2,2,19,21
09,Pirané,004,0037A,0821,72,3,0,19,23
09,Pirané,004,0037B,0323,415,3,2,173,156
09,Pirané,004,0037B,0324,415,10,6,175,140
09,Pirané,004,0037B,0325,415,5,3,153,156
09,Pirané,004,0037B,0326,415,6,3,177,142
09,Pirané,004,0037B,0327,415,12,4,173,144
09,Pirané,004,0037B,0328,415,1,2,162,150
09,Pirané,004,0037B,0822,403,10,1,138,130
09,Pirané,004,0037B,0823,403,5,1,150,136
09,Pirané,004,0037B,0824,403,7,2,155,112
09,Pirané,004,0037B,0825,403,5,4,131,132
09,Pirané,004,0037B,0826,403,8,0,159,134
09,Pirané,004,0037B,0827,403,8,2,161,121
09,Pirané,004,0037B,0828,402,6,1,140,136
09,Pirané,004,0037C,0329,421,10,0,180,120
09,Pirané,004,0037C,0330,421,16,6,201,96
09,Pirané,004,0037C,0331,420,15,4,187,108
09,Pirané,004,0037C,0332,420,8,5,212,96
09,Pirané,004,0037C,0333,420,14,1,177,127
09,Pirané,004,0037C,0334,420,11,2,186,110
09,Pirané,004,0037C,0335,420,13,2,211,91
09,Pirané,004,0037C,0336,420,14,0,221,88
09,Pirané,004,0037C,0337,420,12,3,202,113
09,Pirané,004,0037C,0338,420,4,2,188,134
09,Pirané,004,0037C,0339,420,21,4,173,132
09,Pirané,004,0037C,0340,420,15,2,202,109
09,Pirané,004,0037C,0829,411,14,3,142,112
09,Pirané,004,0037C,0830,411,10,0,176,117
09,Pirané,004,0037C,0831,411,25,0,157,113
09,Pirané,004,0037C,0832,411,15,4,173,98
09,Pirané,004,0037C,0833,410,1,1,171,95
09,Pirané,004,0037C,0834,410,4,5,159,112
09,Pirané,004,0037C,0835,410,17,1,187,89
09,Pirané,004,0037C,0836,410,12,3,206,76
09,Pirané,004,0037C,0837,410,21,2,168,92
09,Pirané,004,0037C,0838,410,17,2,167,100
09,Pirané,004,0037C,0839,410,20,1,173,109
09,Pirané,004,0037C,0840,410,11,4,212,76
09,Pirané,004,0037D,0341,175,2,3,52,48
09,Pirané,004,0037D,0841,231,2,0,51,63
09,Pirané,004,0037E,0342,93,1,0,26,23
09,Pirané,004,0037F,0343,114,5,2,22,33
09,Pirané,004,0037F,0843,163,1,1,35,50
09,Pirané,004,0037G,0344,146,6,0,34,42
09,Pirané,004,0037G,0844,167,0,0,48,46
09,Pirané,004,0038 ,0345,49,0,0,1,3
09,Pirané,004,0038A,0346,318,7,0,110,57
09,Pirané,004,0038A,0846,421,8,6,107,91
09,Pirané,004,0039 ,0347,385,0,4,249,31
09,Pirané,004,0039 ,0348,385,7,43,237,43
09,Pirané,004,0039 ,0349,384,15,0,217,36
09,Pirané,004,0039 ,0350,384,1,2,234,35
09,Pirané,004,0039 ,0351,384,2,0,211,54
09,Pirané,004,0039 ,0352,384,5,0,226,39
09,Pirané,004,0039 ,0353,384,3,1,238,33
09,Pirané,004,0039 ,0847,421,1,0,231,50
09,Pirané,004,0039 ,0848,421,5,0,217,31
09,Pirané,004,0039 ,0849,421,9,0,251,35
09,Pirané,004,0039 ,0850,421,2,0,239,48
09,Pirané,004,0039 ,0851,421,3,4,239,50
09,Pirané,004,0039 ,0852,420,1,3,230,40
09,Pirané,004,0039 ,0853,420,17,2,230,36
09,Pirané,004,0039A,0354,53,0,0,24,6
09,Pirané,004,0040 ,0355,66,0,1,12,14
09,Pirané,004,0040 ,0855,80,1,0,25,26
09,Pirané,004,0041 ,0356,106,0,0,30,14
09,Pirané,004,0041 ,0856,132,2,0,23,33
09,Pirané,004,0041A,0357,381,4,1,160,52
09,Pirané,004,0041A,0857,431,9,0,140,78
09,Pirané,004,0042 ,0358,76,0,0,4,12
09,Pilagas,005,0043 ,0359,427,2,1,46,5
09,Pilagas,005,0043 ,0360,427,3,4,240,57
09,Pilagas,005,0043 ,0361,427,2,1,224,75
09,Pilagas,005,0043 ,0362,427,1,2,254,71
09,Pilagas,005,0043 ,0363,427,4,0,234,66
09,Pilagas,005,0043 ,0859,398,5,2,166,82
09,Pilagas,005,0043 ,0860,398,6,3,205,61
09,Pilagas,005,0043 ,0861,397,10,2,189,66
09,Pilagas,005,0043 ,0862,397,2,4,192,74
09,Pilagas,005,0043 ,0863,397,8,2,189,73
09,Pilagas,005,0043 ,0864,397,9,1,208,46
09,Pilagas,005,0043A,0364,336,15,1,209,56
09,Pilagas,005,0043A,0365,336,11,0,223,32
09,Pilagas,005,0043A,0366,335,1,0,216,42
09,Pilagas,005,0043A,0865,423,5,0,279,61
09,Pilagas,005,0043A,0866,423,20,0,276,39
09,Pilagas,005,0043A,0867,423,14,1,262,46
09,Pilagas,005,0043B,0367,100,1,2,13,20
09,Pilagas,005,0043B,0868,144,2,1,14,45
09,Pilagas,005,0043C,0368,434,0,0,309,45
09,Pilagas,005,0043C,0369,434,0,0,187,66
09,Pilagas,005,0043C,0370,434,5,0,283,53
09,Pilagas,005,0043C,0869,352,2,0,231,35
09,Pilagas,005,0043C,0870,352,1,0,225,41
09,Pilagas,005,0043C,0871,352,3,1,201,39
09,Pilagas,005,0043C,0872,351,1,1,220,48
09,Pilagas,005,0043D,0371,81,0,0,13,6
09,Pilagas,005,0043E,0372,64,1,0,19,8
09,Pilagas,005,0043E,0874,86,1,2,17,7
09,Pilagas,005,0043F,0373,99,0,0,6,15
09,Pilagas,005,0044 ,0374,423,1,1,260,47
09,Pilagas,005,0044 ,0375,423,11,1,293,31
09,Pilagas,005,0044 ,0376,422,4,4,238,75
09,Pilagas,005,0044 ,0876,363,3,2,209,38
09,Pilagas,005,0044 ,0877,363,5,1,209,39
09,Pilagas,005,0044 ,0878,362,20,0,200,34
09,Pilagas,005,0044 ,0879,362,2,1,198,62
09,Pilagas,005,0044A,0377,147,2,0,41,27
09,Pilagas,005,0044A,0880,159,1,2,29,15
09,Pilagas,005,0045 ,0378,183,2,1,52,25
09,Pilagas,005,0045 ,0881,227,6,1,73,38
09,Patiño,006,0047 ,0379,54,0,0,3,2
09,Patiño,006,0047A,0380,20,0,0,4,0
09,Patiño,006,0048 ,0381,61,0,0,10,2
09,Patiño,006,0049 ,0382,125,0,0,11,12
09,Patiño,006,0050 ,0383,434,1,0,218,84
09,Patiño,006,0050 ,0384,433,0,1,209,78
09,Patiño,006,0050 ,0385,433,3,0,199,94
09,Patiño,006,0050 ,0386,433,0,6,208,84
09,Patiño,006,0050 ,0387,433,2,1,202,115
09,Patiño,006,0050 ,0388,433,20,5,201,74
09,Patiño,006,0050 ,0886,422,16,2,172,92
09,Patiño,006,0050 ,0887,421,17,2,173,88
09,Patiño,006,0050 ,0888,421,3,2,170,72
09,Patiño,006,0050 ,0889,421,1,8,168,102
09,Patiño,006,0050 ,0890,421,14,0,182,91
09,Patiño,006,0050 ,0891,421,17,2,190,83
09,Patiño,006,0050A,0389,66,1,2,23,14
09,Patiño,006,0050B,0390,232,3,2,45,18
09,Patiño,006,0050B,0391,231,0,0,38,46
09,Patiño,006,0050B,0893,255,0,8,120,77
09,Patiño,006,0050B,0894,254,4,1,142,72
09,Patiño,006,0051 ,0392,152,0,0,12,13
09,Patiño,006,0051A,0393,364,0,2,185,74
09,Patiño,006,0051A,0394,364,11,0,157,81
09,Patiño,006,0051A,0395,364,13,0,164,181
09,Patiño,006,0051A,0396,363,5,1,178,87
09,Patiño,006,0051A,0397,363,2,0,179,86
09,Patiño,006,0051A,0398,363,0,0,166,73
09,Patiño,006,0051A,0896,414,5,1,182,73
09,Patiño,006,0051A,0897,414,3,3,192,68
09,Patiño,006,0051A,0898,414,4,0,187,87
09,Patiño,006,0051A,0899,414,2,3,196,70
09,Patiño,006,0051A,0900,413,11,3,197,65
09,Patiño,006,0051A,0901,413,4,0,164,39
09,Patiño,006,0051B,0399,47,1,0,8,7
09,Patiño,006,0052 ,0400,51,0,0,2,2
09,Patiño,006,0053 ,0401,54,0,0,1,4
09,Patiño,006,0054 ,0402,391,6,1,169,103
09,Patiño,006,0054 ,0403,391,5,1,194,99
09,Patiño,006,0054 ,0404,391,6,2,188,100
09,Patiño,006,0054 ,0405,390,5,0,185,110
09,Patiño,006,0054 ,0905,422,6,0,185,107
09,Patiño,006,0054 ,0906,422,3,3,171,113
09,Patiño,006,0054 ,0907,422,1,0,157,140
09,Patiño,006,0054 ,0908,422,7,2,195,105
09,Patiño,006,0054A,0406,83,1,0,19,23
09,Patiño,006,0054A,0909,88,0,0,18,23
09,Patiño,006,0055 ,0407,76,0,0,2,1
09,Patiño,006,0056 ,0408,422,3,0,237,96
09,Patiño,006,0056 ,0409,422,10,4,222,84
09,Patiño,006,0056 ,0410,422,5,2,221,92
09,Patiño,006,0056 ,0411,422,9,5,204,98
09,Patiño,006,0056 ,0412,422,8,1,200,111
09,Patiño,006,0056 ,0413,421,7,2,189,113
09,Patiño,006,0056 ,0414,421,6,2,218,90
09,Patiño,006,0056 ,0415,421,8,1,228,89
09,Patiño,006,0056 ,0911,415,7,3,204,78
09,Patiño,006,0056 ,0912,415,9,3,205,60
09,Patiño,006,0056 ,0913,415,6,2,204,90
09,Patiño,006,0056 ,0914,415,7,0,191,101
09,Patiño,006,0056 ,0915,415,6,1,194,90
09,Patiño,006,0056 ,0916,414,10,3,210,79
09,Patiño,006,0056 ,0917,414,8,3,190,84
09,Patiño,006,0056 ,0918,414,6,2,192,87
09,Patiño,006,0056A,0416,400,7,2,36,0
09,Patiño,006,0056A,0919,288,7,2,91,76
09,Patiño,006,0056A,0920,287,10,5,0,1
09,Patiño,006,0057 ,0417,83,3,2,19,18
09,Patiño,006,0057 ,0921,155,1,1,41,30
09,Patiño,006,0058 ,0418,79,0,0,5,25
09,Patiño,006,0058A,0419,59,0,0,4,2
09,Patiño,006,0059 ,0420,65,3,2,22,10
09,Patiño,006,0059A,0421,79,3,1,4,4
09,Patiño,006,0060 ,0422,372,2,2,192,93
09,Patiño,006,0060 ,0423,372,4,0,204,69
09,Patiño,006,0060 ,0424,372,3,2,217,70
09,Patiño,006,0060 ,0425,372,1,2,219,76
09,Patiño,006,0060 ,0426,371,6,1,208,63
09,Patiño,006,0060 ,0926,414,8,2,185,92
09,Patiño,006,0060 ,0927,414,15,3,216,45
09,Patiño,006,0060 ,0928,414,9,2,191,92
09,Patiño,006,0060 ,0929,414,3,2,193,69
09,Patiño,006,0060 ,0930,414,15,2,194,79
09,Patiño,006,0060A,0427,102,0,1,14,10
09,Patiño,006,0061 ,0428,61,0,0,10,2
09,Patiño,006,0061 ,0932,130,2,1,23,9
09,Patiño,006,0062 ,0429,99,0,0,11,5
09,Patiño,006,0062 ,0933,100,1,0,14,12
09,Patiño,006,0063 ,0430,41,0,0,0,0
09,Patiño,006,0063A,0431,100,0,0,3,9
09,Patiño,006,0064 ,0432,352,2,0,229,40
09,Patiño,006,0064 ,0433,352,5,1,228,43
09,Patiño,006,0064 ,0936,415,3,0,248,43
09,Patiño,006,0064 ,0937,414,2,0,254,63
09,Patiño,006,0064A,0434,366,0,1,181,79
09,Patiño,006,0064A,0435,366,1,1,179,64
09,Patiño,006,0064A,0436,365,4,0,191,68
09,Patiño,006,0064A,0437,365,0,1,194,71
09,Patiño,006,0064A,0938,418,3,0,200,89
09,Patiño,006,0064A,0939,418,3,2,186,86
09,Patiño,006,0064A,0940,417,7,0,197,86
09,Patiño,006,0064A,0941,417,4,0,206,82
09,Patiño,006,0064B,0438,13,0,0,9,4
09,Patiño,006,0065 ,0439,183,3,0,87,29
09,Patiño,006,0065 ,0943,261,3,0,108,61
09,Patiño,006,0065A,0440,38,0,0,7,2
09,Patiño,006,0065B,0441,66,1,1,32,7
09,Patiño,006,0066 ,0442,107,0,0,6,0
09,Patiño,006,0066A,0443,93,0,0,9,2
09,Patiño,006,0066B,0444,59,0,0,8,3
09,Patiño,006,0067 ,0445,429,18,12,236,40
09,Patiño,006,0067 ,0446,429,2,12,222,34
09,Patiño,006,0067 ,0447,429,3,4,224,54
09,Patiño,006,0067 ,0448,429,3,4,214,45
09,Patiño,006,0067 ,0449,429,4,2,241,56
09,Patiño,006,0067 ,0450,429,4,6,217,47
09,Patiño,006,0067 ,0451,428,2,6,227,57
09,Patiño,006,0067 ,0452,428,4,5,219,46
09,Patiño,006,0067 ,0453,428,4,9,221,43
09,Patiño,006,0067 ,0454,428,3,6,232,48
09,Patiño,006,0067 ,0949,436,3,8,201,59
09,Patiño,006,0067 ,0950,436,5,3,197,36
09,Patiño,006,0067 ,0951,435,5,2,209,40
09,Patiño,006,0067 ,0952,435,1,10,228,31
09,Patiño,006,0067 ,0953,435,8,3,221,50
09,Patiño,006,0067 ,0954,435,10,4,190,41
09,Patiño,006,0067 ,0955,435,2,7,182,64
09,Patiño,006,0067 ,0956,435,5,10,210,39
09,Patiño,006,0067 ,0957,435,5,0,124,30
09,Patiño,006,0067 ,0958,435,32,10,200,34
09,Patiño,006,0067A,0455,76,0,0,9,2
09,Patiño,006,0068 ,0456,125,0,0,63,10
09,Patiño,006,0068 ,0960,176,3,0,66,19
09,Patiño,006,0069 ,0457,88,1,1,3,5
09,Patiño,006,0070 ,0458,340,9,0,171,68
09,Patiño,006,0070 ,0459,339,7,0,162,86
09,Patiño,006,0070 ,0962,428,11,0,188,118
09,Patiño,006,0070 ,0963,428,9,1,165,125
09,Patiño,006,0070A,0460,32,2,0,8,15
09,Patiño,006,0071 ,0461,377,0,3,168,82
09,Patiño,006,0071 ,0462,377,3,0,157,93
09,Patiño,006,0071 ,0463,376,3,0,148,97
09,Patiño,006,0071 ,0464,376,4,1,151,92
09,Patiño,006,0071 ,0465,376,5,3,148,96
09,Patiño,006,0071 ,0965,392,13,0,160,77
09,Patiño,006,0071 ,0966,392,3,3,128,83
09,Patiño,006,0071 ,0967,392,6,0,130,79
09,Patiño,006,0071 ,0968,391,6,1,146,74
09,Patiño,006,0071 ,0969,391,10,1,139,79
09,Patiño,006,0071A,0466,197,7,0,66,22
09,Patiño,006,0071A,0970,248,3,0,66,36
09,Bermejo,007,0072 ,0467,170,1,1,57,35
09,Bermejo,007,0072 ,0971,245,2,0,76,72
09,Bermejo,007,0072A,0468,110,0,0,11,5
09,Bermejo,007,0072B,0469,63,2,0,11,6
09,Bermejo,007,0072B,0973,112,0,0,12,27
09,Bermejo,007,0073 ,0470,272,3,4,137,25
09,Bermejo,007,0073 ,0974,369,3,5,148,26
09,Bermejo,007,0074 ,0471,83,8,1,24,3
09,Bermejo,007,0074 ,0975,133,3,2,44,6
09,Bermejo,007,0075 ,0472,436,7,0,236,87
09,Bermejo,007,0075 ,0473,435,3,1,236,87
09,Bermejo,007,0075 ,0474,435,7,0,243,98
09,Bermejo,007,0075 ,0976,397,2,0,188,90
09,Bermejo,007,0075 ,0977,397,10,3,178,83
09,Bermejo,007,0075 ,0978,396,7,2,198,72
09,Bermejo,007,0075 ,0979,396,3,3,190,75
09,Bermejo,007,0076 ,0475,123,1,0,31,17
09,Bermejo,007,0076 ,0980,173,3,0,42,20
09,Bermejo,007,0076A,0476,89,0,0,12,10
09,Bermejo,007,0076A,0981,146,1,0,15,38
09,Bermejo,007,0077 ,0477,180,2,0,69,24
09,Bermejo,007,0077 ,0982,347,3,1,99,42
09,Bermejo,007,0078 ,0478,121,0,0,44,17
09,Bermejo,007,0078 ,0983,162,0,0,49,36
09,Bermejo,007,0079 ,0479,111,0,0,5,0
09,Bermejo,007,0080 ,0480,302,1,0,226,3
09,Bermejo,007,0080 ,0481,301,2,0,221,2
09,Bermejo,007,0080 ,0985,336,3,1,233,2
09,Bermejo,007,0080 ,0986,335,0,0,0,0
09,Bermejo,007,0080A,0482,180,5,0,40,0
09,Bermejo,007,0080A,0987,215,2,0,46,6
09,Bermejo,007,0080B,0483,124,2,0,34,8
09,Bermejo,007,0080B,0988,122,4,0,12,16
09,Bermejo,007,0081 ,0484,283,1,0,46,43
09,Bermejo,007,0081 ,0485,282,0,0,44,9
09,Bermejo,007,0081 ,0989,356,6,0,178,57
09,Bermejo,007,0081 ,0990,355,2,0,180,60
09,Bermejo,007,0081A,0486,29,0,0,1,0
09,Matacos,008,0082 ,0487,420,5,3,264,28
09,Matacos,008,0082 ,0488,420,6,0,147,22
09,Matacos,008,0082 ,0489,420,4,2,238,34
09,Matacos,008,0082 ,0490,419,4,0,253,25
09,Matacos,008,0082 ,0491,419,3,2,243,35
09,Matacos,008,0082 ,0492,419,0,2,263,34
09,Matacos,008,0082 ,0493,419,7,2,251,37
09,Matacos,008,0082 ,0494,419,4,5,245,35
09,Matacos,008,0082 ,0495,419,4,0,297,30
09,Matacos,008,0082 ,0496,419,0,2,253,49
09,Matacos,008,0082 ,0992,436,8,12,216,29
09,Matacos,008,0082 ,0993,436,5,3,209,25
09,Matacos,008,0082 ,0994,436,9,2,179,41
09,Matacos,008,0082 ,0995,436,4,3,222,25
09,Matacos,008,0082 ,0996,435,5,0,191,34
09,Matacos,008,0082 ,0997,435,9,1,219,20
09,Matacos,008,0082 ,0998,435,6,1,221,39
09,Matacos,008,0082 ,0999,435,15,0,207,30
09,Matacos,008,0082 ,1000,435,1,0,221,31
09,Matacos,008,0082 ,1001,435,10,0,216,30
09,Matacos,008,0082A,0497,74,0,0,7,1
09,Matacos,008,0082A,1002,100,0,0,22,3
09,Matacos,008,0082B,0498,70,1,2,22,7
09,Ramón Lista,009,0083 ,0499,342,1,1,257,9
09,Ramón Lista,009,0083 ,0500,341,8,0,253,8
09,Ramón Lista,009,0083 ,1004,393,0,0,266,10
09,Ramón Lista,009,0083 ,1005,393,1,1,67,6
09,Ramón Lista,009,0083A,0501,333,1,3,181,20
09,Ramón Lista,009,0083A,0502,333,2,1,186,15
09,Ramón Lista,009,0083A,0503,332,0,1,212,11
09,Ramón Lista,009,0083A,0504,332,1,0,189,15
09,Ramón Lista,009,0083A,1006,331,9,0,160,16
09,Ramón Lista,009,0083A,1007,331,0,4,172,22
09,Ramón Lista,009,0083A,1008,331,4,1,175,21
09,Ramón Lista,009,0083A,1009,331,4,0,164,20
09,Ramón Lista,009,0083B,0505,270,2,0,132,3
09,Ramón Lista,009,0083B,1010,293,5,1,103,11
09,Ramón Lista,009,0083C,0506,75,0,0,11,1
09,Ramón Lista,009,0083C,1011,72,1,0,26,8
09,Ramón Lista,009,0084 ,0507,222,2,3,40,0
09,Ramón Lista,009,0084 ,1012,282,12,0,102,26
09,Ramón Lista,009,0084A,0508,228,4,0,84,11
09,Ramón Lista,009,0084A,1013,258,6,0,92,11
09,Ramón Lista,009,0084B,0509,255,3,0,71,10
09,Ramón Lista,009,0084B,1014,256,5,0,72,9
09,Ramón Lista,009,0084C,0510,179,7,0,65,17
09,Ramón Lista,009,0084C,1015,174,2,0,53,17
