02,Adolfo Alsina                           ,001,0003 ,0013,390,20,0,162,30,0,5,0,0,0,9,3,61,1,2,2,0,0,2,5,0,0,6,0,0,0,1,2
02,Adolfo Alsina                           ,001,0003 ,0014,390,27,0,121,23,0,6,3,0,1,16,0,93,9,0,1,0,0,1,7,0,0,2,0,0,0,0,2
02,Adolfo Alsina                           ,001,0003 ,0015,195,11,0,52,17,0,2,1,0,0,6,1,36,7,2,1,0,0,0,6,1,0,1,0,0,0,0,1
02,Adolfo Alsina                           ,001,0003 ,0016,196,15,0,68,12,0,0,1,0,0,9,0,30,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0
02,Adolfo Alsina                           ,001,0003 ,5013,390,0,0,152,34,0,2,1,0,1,10,0,72,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0
02,Adolfo Alsina                           ,001,0003 ,5014,390,15,4,153,29,0,1,4,0,1,10,1,69,4,1,3,0,0,1,4,2,0,2,0,0,0,0,2
02,Adolfo Alsina                           ,001,0003 ,5015,390,7,2,134,27,0,1,2,0,2,16,2,80,3,4,1,0,0,1,4,1,0,0,0,0,0,0,1
02,Adolfo Alsina                           ,001,0003 ,5016,299,6,2,112,26,0,1,2,0,1,12,0,53,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0
02,Adolfo Alsina                           ,001,0004 ,0017,113,1,1,31,10,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0004 ,5017,36,1,0,9,3,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0005 ,0018,390,118,4,98,63,0,1,4,0,1,12,3,76,5,2,0,0,0,1,6,2,0,3,0,0,0,4,2
02,Adolfo Alsina                           ,001,0005 ,0019,300,9,6,80,24,0,3,0,0,1,6,2,68,10,1,1,0,0,1,3,0,0,1,0,0,0,0,1
02,Adolfo Alsina                           ,001,0005 ,5018,390,22,0,113,54,0,0,2,0,1,10,0,76,7,1,3,0,0,0,3,2,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0005 ,5019,297,12,0,100,37,0,0,0,0,1,15,0,42,8,0,2,0,0,0,4,0,0,1,0,0,0,1,3
02,Adolfo Alsina                           ,001,0006 ,0020,91,0,0,32,17,0,0,1,0,0,1,0,17,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0006 ,5020,60,1,0,24,11,0,0,2,0,0,1,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0007 ,0021,200,15,0,46,40,0,4,3,0,0,3,1,26,7,2,3,0,0,0,2,0,0,2,0,0,0,2,0
02,Adolfo Alsina                           ,001,0007 ,0022,201,16,0,55,28,0,2,0,0,2,6,1,22,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0
02,Adolfo Alsina                           ,001,0007 ,5021,312,20,0,87,62,0,1,4,0,0,13,0,43,4,1,1,0,0,0,3,2,0,0,0,0,0,1,0
02,Alberti                                 ,002,0010 ,0001,390,57,0,6,86,0,1,1,0,0,5,4,137,9,1,1,0,0,2,0,0,0,0,2,0,0,2,5
02,Alberti                                 ,002,0010 ,0002,390,49,0,28,96,0,1,0,0,0,10,1,113,16,2,2,0,0,1,3,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0010 ,0003,390,43,0,31,81,0,3,1,1,2,9,0,143,4,11,0,0,0,1,5,0,0,1,1,0,0,0,0
02,Alberti                                 ,002,0010 ,0004,390,37,0,24,94,1,2,1,1,2,5,0,133,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0
02,Alberti                                 ,002,0010 ,0005,390,33,0,36,82,0,3,3,4,1,12,2,127,10,2,1,0,0,0,6,0,0,0,2,0,0,2,0
02,Alberti                                 ,002,0010 ,0006,390,29,0,23,84,3,2,2,2,1,12,3,136,8,2,3,0,0,1,7,0,0,0,1,0,0,1,2
02,Alberti                                 ,002,0010 ,0007,390,49,0,34,87,0,1,0,2,1,15,0,122,8,0,2,0,0,0,7,0,0,1,2,0,0,1,2
02,Alberti                                 ,002,0010 ,0008,260,26,0,25,53,2,1,1,0,0,7,0,80,14,1,2,0,0,0,4,0,0,0,0,0,0,1,4
02,Alberti                                 ,002,0010 ,5001,390,33,0,25,110,0,1,3,0,0,12,1,116,9,3,2,0,0,0,6,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0010 ,5002,390,43,5,24,88,1,1,2,0,0,17,1,119,7,0,3,0,0,0,4,0,0,0,1,0,0,0,2
02,Alberti                                 ,002,0010 ,5003,390,54,0,0,102,0,0,0,0,1,14,1,131,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0
02,Alberti                                 ,002,0010 ,5004,390,33,0,18,97,1,0,1,1,0,7,0,138,12,0,2,0,0,0,3,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0010 ,5005,390,48,0,32,87,0,0,4,0,0,19,0,120,9,2,0,0,0,0,2,0,0,0,0,0,0,1,0
02,Alberti                                 ,002,0010 ,5006,390,30,0,39,111,0,0,1,0,1,10,0,127,7,0,5,0,0,1,0,0,0,0,1,0,0,1,0
02,Alberti                                 ,002,0010 ,5007,390,32,5,27,91,1,0,2,1,1,10,2,130,10,2,2,0,0,2,6,0,0,0,0,0,0,0,1
02,Alberti                                 ,002,0010 ,5008,390,59,0,28,85,0,0,0,1,0,0,0,145,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0010 ,5009,285,34,0,16,73,0,2,0,0,1,0,5,103,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1
02,Alberti                                 ,002,0011 ,0009,180,6,0,26,28,0,0,0,0,0,6,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0011 ,5010,233,15,5,41,24,0,1,1,0,1,5,0,101,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0
02,Alberti                                 ,002,0012 ,0010,215,16,0,15,33,0,1,0,2,2,4,2,84,9,1,1,0,0,1,1,0,0,0,1,0,0,0,1
02,Alberti                                 ,002,0012 ,5011,199,19,2,13,24,0,0,0,0,0,2,1,80,7,1,1,0,0,0,4,0,0,0,0,0,0,2,3
02,Alberti                                 ,002,0013 ,0011,100,8,0,5,31,0,0,0,0,0,1,0,28,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0013 ,5012,92,5,0,5,29,0,0,0,0,0,0,0,26,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0014 ,0012,195,21,0,3,51,0,0,0,0,0,6,1,76,1,0,3,0,0,1,4,0,0,0,3,0,0,0,0
02,Alberti                                 ,002,0014 ,0013,196,28,2,0,48,0,0,1,0,0,2,0,74,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0
02,Alberti                                 ,002,0014 ,5013,388,44,1,0,87,0,1,1,6,1,4,1,148,4,1,1,0,0,1,2,0,0,0,0,0,0,0,3
02,Alberti                                 ,002,0015 ,0014,59,4,1,2,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
02,Alberti                                 ,002,0015 ,5014,66,4,0,1,10,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
02,Almirante Brown                         ,003,0017 ,0001,390,0,0,30,12,3,3,4,0,2,40,1,70,85,11,3,0,0,2,7,1,0,2,0,0,0,4,0
02,Almirante Brown                         ,003,0017 ,0002,390,0,0,43,16,1,5,2,0,6,40,2,68,77,3,11,0,0,1,6,3,0,5,1,0,0,4,0
02,Almirante Brown                         ,003,0017 ,0003,390,14,14,28,9,1,5,4,0,7,39,3,69,69,9,9,0,0,2,10,0,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,0004,390,8,6,26,24,0,6,4,0,10,37,8,77,73,7,9,0,0,1,9,4,0,1,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,0005,390,12,9,35,18,0,3,5,0,6,45,0,66,72,4,4,0,0,1,12,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0006,390,4,7,35,16,0,8,6,0,5,34,0,77,79,5,5,0,0,0,3,0,0,0,0,0,0,4,0
02,Almirante Brown                         ,003,0017 ,0007,390,10,6,33,11,0,8,6,0,4,37,1,69,79,13,6,0,0,0,14,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0008,390,15,10,17,15,1,8,5,0,7,37,0,76,82,3,2,0,0,0,10,2,1,0,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,0009,390,10,7,21,20,0,3,6,0,4,42,1,53,95,10,0,0,0,1,16,2,0,0,2,0,0,5,0
02,Almirante Brown                         ,003,0017 ,0010,390,10,12,31,16,2,1,6,0,3,36,0,68,78,8,2,0,0,0,10,1,0,1,0,0,0,5,0
02,Almirante Brown                         ,003,0017 ,0011,390,17,13,28,24,2,2,5,0,4,41,2,53,72,16,2,0,0,2,8,2,1,1,1,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0012,390,16,10,37,15,3,9,9,0,3,36,1,60,73,11,0,0,0,0,12,3,0,2,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0013,390,22,0,30,13,1,2,6,0,7,40,1,73,77,10,9,0,0,0,0,2,0,1,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,0014,390,15,6,34,11,0,6,8,0,6,34,0,73,77,7,2,0,0,2,9,0,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,0015,390,12,13,39,9,0,4,3,0,7,37,0,76,67,11,5,0,0,0,11,3,0,0,1,0,0,3,0
02,Almirante Brown                         ,003,0017 ,0016,390,26,0,24,19,0,8,5,0,3,47,3,69,71,10,9,0,0,2,9,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0017,390,19,0,38,19,3,3,8,0,10,37,0,67,78,8,5,0,0,0,7,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0018,390,21,6,40,17,1,7,6,0,8,25,4,70,70,10,12,0,1,0,11,2,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0019,390,18,18,28,8,1,7,3,0,7,37,3,64,0,9,6,0,0,4,7,0,1,0,0,0,0,3,1
02,Almirante Brown                         ,003,0017 ,0020,390,14,4,31,15,3,7,5,0,8,46,2,79,56,3,2,0,0,2,14,1,0,2,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0021,390,9,10,33,14,1,4,2,0,5,43,1,67,78,11,9,0,0,3,7,1,0,1,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,0022,390,18,3,29,16,0,6,8,0,5,31,0,75,81,2,6,1,0,3,9,1,1,1,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0023,390,3,14,31,10,2,5,11,0,6,31,1,76,81,4,6,0,0,0,8,1,0,0,0,0,3,2,0
02,Almirante Brown                         ,003,0017 ,0024,390,15,13,27,15,1,4,10,0,8,41,0,68,81,4,4,0,0,3,11,1,0,1,2,0,6,6,0
02,Almirante Brown                         ,003,0017 ,0025,390,5,7,33,18,2,6,2,0,2,35,2,71,90,8,9,0,0,3,9,0,0,2,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,0026,390,0,0,20,17,3,6,8,0,6,36,0,94,60,6,1,0,0,1,13,2,0,3,1,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0027,390,12,0,25,10,0,1,5,0,7,47,1,71,92,6,7,0,0,0,8,1,0,0,1,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0028,390,0,0,35,20,0,4,6,0,3,45,0,76,63,9,5,0,0,1,9,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0029,390,9,7,23,13,0,8,10,0,3,31,1,59,87,10,9,0,0,0,12,2,0,1,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0030,390,11,13,33,18,0,7,5,0,10,35,2,76,66,5,12,0,0,2,16,3,0,1,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,0031,390,15,8,30,14,3,5,9,0,6,35,4,78,63,9,4,0,0,1,13,2,0,2,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,0032,171,9,5,7,4,0,6,1,0,6,16,0,37,27,4,3,0,0,0,2,0,0,0,1,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5001,390,27,7,26,18,0,1,3,0,4,48,0,75,84,4,8,0,0,1,9,1,0,1,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5002,390,11,14,29,16,0,1,12,0,6,47,0,78,74,3,4,0,0,0,8,0,0,5,1,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5003,390,18,0,16,20,0,6,5,0,3,50,0,66,78,1,4,0,0,2,12,1,0,2,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5004,390,16,6,25,14,3,3,6,0,7,53,0,75,76,12,0,0,0,0,6,3,0,1,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5005,390,29,9,22,17,2,2,8,0,4,54,4,57,88,8,2,0,0,1,6,0,1,1,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5006,390,27,10,22,6,0,4,11,0,7,45,1,78,69,6,3,0,0,3,13,2,0,0,1,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5007,390,8,10,32,5,2,2,9,0,6,60,0,67,68,11,0,0,0,3,12,1,0,2,0,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5008,390,13,11,34,12,1,4,18,0,8,43,1,68,65,9,3,0,0,1,9,3,0,1,0,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5009,390,3,4,26,10,0,2,9,1,5,55,2,88,79,7,5,0,0,1,12,1,0,1,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5010,390,6,8,29,16,0,5,10,0,10,67,1,53,72,11,6,0,0,0,8,3,1,0,1,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5011,390,9,2,23,13,1,3,4,0,4,55,0,79,79,7,2,0,0,0,9,0,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5012,390,8,13,24,13,0,3,10,0,3,46,3,64,80,5,9,0,0,2,11,0,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5013,390,11,16,27,17,1,3,2,0,2,57,0,78,77,4,2,0,0,0,6,0,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5014,390,8,11,28,18,1,3,9,0,7,43,1,63,77,5,0,0,0,3,19,0,0,1,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5015,390,13,0,33,8,1,2,8,1,4,52,1,64,79,7,6,0,0,1,9,2,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5016,390,8,6,23,11,1,3,8,0,7,54,0,68,79,7,3,0,0,2,9,1,0,2,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5017,390,10,0,37,18,0,4,16,0,7,50,0,70,61,8,5,0,0,0,6,0,0,1,1,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5018,390,0,15,25,6,4,4,13,0,4,45,1,75,80,10,7,0,0,0,7,1,0,1,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5019,390,6,10,28,17,1,2,10,1,6,63,0,60,67,7,2,0,0,0,7,1,0,0,0,0,0,5,0
02,Almirante Brown                         ,003,0017 ,5020,390,12,9,39,19,1,5,7,0,8,41,1,71,60,11,2,0,1,1,8,0,0,0,0,0,0,4,1
02,Almirante Brown                         ,003,0017 ,5021,390,5,9,32,13,0,6,12,1,3,46,2,69,65,9,2,0,0,5,6,5,0,0,1,0,0,4,0
02,Almirante Brown                         ,003,0017 ,5022,390,8,17,23,17,2,0,2,0,6,47,0,65,84,5,5,0,0,0,11,2,0,1,0,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5023,390,12,3,25,16,0,0,10,0,2,60,0,66,78,4,2,0,0,3,7,2,0,2,2,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5024,390,6,7,28,18,2,5,4,0,9,63,0,68,88,2,5,0,0,1,7,2,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5025,390,4,9,28,11,4,6,13,0,8,49,1,56,67,12,2,0,0,1,10,2,0,0,1,0,0,5,0
02,Almirante Brown                         ,003,0017 ,5026,390,4,10,32,10,0,6,13,0,9,46,0,65,80,6,5,0,0,1,9,0,0,1,2,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5027,390,12,13,24,22,0,0,12,0,8,58,2,71,65,6,8,0,0,1,9,0,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5028,390,3,13,24,12,3,3,6,0,7,54,1,68,64,9,7,0,0,1,25,3,0,0,0,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5029,390,19,5,31,20,2,0,8,0,7,35,1,90,61,7,4,0,0,2,7,2,0,1,1,0,0,5,0
02,Almirante Brown                         ,003,0017 ,5030,390,2,15,27,8,0,2,7,0,3,50,1,63,85,11,5,0,0,2,13,0,0,0,2,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5031,390,4,8,23,23,1,3,7,0,6,53,0,68,60,7,10,0,0,3,21,1,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0017 ,5032,390,11,0,31,13,1,1,14,0,2,55,4,69,80,7,4,0,2,0,11,1,0,0,0,0,0,0,0
02,Almirante Brown                         ,003,0017 ,5033,390,11,7,29,10,0,1,7,0,7,32,2,79,94,3,6,0,0,1,9,0,0,0,2,0,0,2,0
02,Almirante Brown                         ,003,0017 ,5034,390,8,11,29,12,2,8,7,0,7,44,0,69,68,5,9,0,0,1,15,1,0,0,0,0,0,1,0
02,Almirante Brown                         ,003,0017 ,5035,390,5,8,15,17,1,4,11,0,3,50,3,73,66,2,6,0,0,4,11,0,0,0,0,0,0,2,1
02,Almirante Brown                         ,003,0017 ,5036,202,6,4,12,8,1,1,7,0,2,29,1,39,40,2,4,0,0,0,6,0,0,1,0,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0033,390,30,0,55,11,4,3,3,0,11,18,2,119,42,7,0,0,0,3,13,1,0,1,0,0,0,1,0
02,Almirante Brown                         ,003,0018 ,0034,390,30,0,55,17,0,5,6,0,3,29,1,112,27,10,3,0,0,0,13,1,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0035,390,0,0,68,6,1,9,6,0,11,25,3,105,19,6,5,0,0,0,11,3,0,2,0,0,0,1,0
02,Almirante Brown                         ,003,0018 ,0036,390,0,7,39,20,1,4,5,0,6,35,2,108,49,2,0,0,0,2,11,1,0,4,0,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0037,390,0,0,46,7,1,9,8,0,6,37,0,98,23,13,3,0,0,4,16,3,0,2,1,0,0,1,0
02,Almirante Brown                         ,003,0018 ,0038,390,4,9,63,4,2,3,2,0,7,52,0,130,24,3,6,0,0,3,5,2,0,1,4,0,0,4,0
02,Almirante Brown                         ,003,0018 ,0039,390,25,0,49,13,1,7,7,0,8,19,5,104,45,7,5,0,0,0,7,1,0,2,0,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0040,390,17,9,39,9,3,8,8,0,6,17,0,109,25,2,16,0,0,3,19,2,0,2,1,0,0,1,0
02,Almirante Brown                         ,003,0018 ,0041,390,8,0,50,10,0,2,8,0,3,26,1,116,39,2,2,0,0,1,12,2,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0042,390,16,0,51,15,0,4,7,0,7,26,4,131,31,8,5,0,0,0,8,2,0,2,0,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0043,390,16,0,56,9,0,4,7,0,2,23,3,112,35,2,6,0,0,3,10,1,0,1,1,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0044,390,12,0,62,16,0,8,3,0,4,13,1,121,23,5,7,0,0,1,9,3,0,0,0,0,0,4,0
02,Almirante Brown                         ,003,0018 ,0045,390,12,11,51,16,1,3,9,0,5,20,0,125,23,7,2,0,0,1,9,4,0,0,1,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0046,390,0,10,67,10,0,7,8,0,10,19,1,108,26,8,4,0,0,3,12,0,0,1,1,0,0,0,0
02,Almirante Brown                         ,003,0018 ,0047,390,28,18,39,15,0,6,8,0,0,30,1,111,34,2,5,0,0,3,12,7,0,0,0,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0048,390,4,9,55,13,2,10,4,0,10,17,0,139,26,4,4,0,0,0,16,0,0,0,0,0,0,16,0
02,Almirante Brown                         ,003,0018 ,0049,390,18,12,61,7,1,3,2,0,3,15,1,119,32,13,0,0,0,3,18,1,0,1,2,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0050,390,12,0,34,8,1,9,9,0,7,32,3,119,34,14,5,0,0,0,14,2,0,0,2,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0051,390,17,0,67,7,5,3,8,0,9,23,2,118,27,0,0,0,0,4,5,1,0,0,0,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0052,390,11,8,0,14,1,8,5,0,2,19,1,128,19,0,1,0,1,0,0,0,0,1,2,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0053,390,10,3,51,7,0,5,5,0,11,18,3,140,25,8,4,1,1,1,17,0,0,1,0,1,1,4,0
02,Almirante Brown                         ,003,0018 ,0054,390,15,9,59,11,1,7,7,0,8,27,2,119,25,4,4,0,0,3,15,0,0,1,2,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0055,390,6,2,39,10,6,7,4,1,7,23,1,112,36,7,7,0,0,4,6,0,0,1,0,0,0,0,0
02,Almirante Brown                         ,003,0018 ,0056,390,5,9,54,12,1,2,1,1,7,24,3,122,33,6,1,0,1,4,6,3,0,0,0,0,0,6,1
02,Almirante Brown                         ,003,0018 ,0057,390,22,0,66,9,1,5,4,0,6,27,1,101,25,3,6,0,0,4,18,1,0,3,1,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0058,390,0,0,62,17,2,7,7,0,2,15,1,120,20,4,0,0,0,3,14,2,0,3,2,0,0,2,0
02,Almirante Brown                         ,003,0018 ,0059,390,23,0,51,12,4,9,5,0,6,30,2,117,23,10,0,0,0,3,24,2,0,1,0,0,0,3,0
02,Almirante Brown                         ,003,0018 ,0060,390,19,5,45,18,0,0,14,0,6,14,1,120,38,9,9,0,1,1,10,1,0,5,0,0,0,4,0
02,Almirante Brown                         ,003,0018 ,0061,390,31,6,47,12,1,8,3,0,6,33,2,114,18,3,10,0,0,2,9,3,0,1,0,0,0,6,0
02,Almirante Brown                         ,003,0018 ,0062,390,13,0,63,6,2,7,6,0,5,16,1,112,28,6,5,0,0,2,9,2,0,0,1,0,0,1,0
02,Almirante Brown                         ,003,0018 ,0063,283,16,2,30,11,0,5,1,0,1,17,3,92,21,8,8,0,0,0,5,0,0,0,0,0,0,0,0
02,Almirante Brown                         ,003,0018 ,5037,390,34,7,59,11,1,3,5,5,5,37,0,107,22,5,0,0,0,0,23,0,0,0,0,0,0,0,0
02,Almirante Brown                         ,003,0018 ,5038,390,8,19,59,6,0,7,13,9,4,28,0,117,30,5,0,0,0,3,7,3,0,1,0,0,0,0,0
02,Almirante Brown                         ,003,0018 ,5039,390,5,23,67,9,1,2,7,0,3,36,1,107,24,4,2,0,0,2,11,0,0,0,3,0,0,5,0
02,Almirante Brown                         ,003,0018 ,5040,390,6,0,68,16,1,2,7,0,4,43,2,96,29,3,1,0,0,2,21,0,0,0,1,0,0,4,0
02,Almirante Brown                         ,003,0018 ,5041,390,13,4,54,26,0,6,3,0,0,43,0,110,34,5,0,0,0,0,10,0,0,0,0,0,0,1,0
