codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00008,00005,00009,00002,00085
15,001,CONFLUENCIA,03605,075581,0,0,32,17,16,88,74,0,40
15,001,CONFLUENCIA,03605,075582,0,0,40,18,15,85,73,0,41
15,001,CONFLUENCIA,03605,075583,0,0,32,10,22,88,68,1,58
15,001,CONFLUENCIA,03605,075584,0,0,28,18,18,76,81,2,41
15,001,CONFLUENCIA,03605,075585,0,0,35,17,15,89,77,4,42
15,001,CONFLUENCIA,03605,075586,0,0,26,20,20,68,90,0,52
15,001,CONFLUENCIA,03605,075587,0,0,22,14,14,69,87,1,50
15,001,CONFLUENCIA,03605,075588,0,0,32,14,11,92,68,4,41
15,001,CONFLUENCIA,03605,075589,0,0,16,17,13,91,67,2,52
15,001,CONFLUENCIA,03605,075590,0,0,17,21,14,81,77,7,48
15,001,CONFLUENCIA,03605,075591,0,0,33,9,18,92,73,2,40
15,001,CONFLUENCIA,03605,075592,0,0,39,13,12,87,70,2,52
15,001,CONFLUENCIA,03605,075593,0,0,37,19,16,78,70,3,47
15,001,CONFLUENCIA,03605,075594,0,0,30,9,15,83,64,4,69
15,001,CONFLUENCIA,03605,075595,0,0,21,17,26,60,81,3,44
15,001,CONFLUENCIA,03605,075596,0,0,29,14,18,86,79,8,50
15,001,CONFLUENCIA,03605,075597,0,0,29,14,13,114,60,1,44
15,001,CONFLUENCIA,03605,075598,0,0,44,19,26,86,50,3,47
15,001,CONFLUENCIA,03605,075599,0,0,32,18,27,92,69,4,41
15,001,CONFLUENCIA,03605,075600,0,0,27,8,19,103,61,4,50
15,001,CONFLUENCIA,03605,075601,0,0,32,10,11,102,78,2,37
15,001,CONFLUENCIA,03605,075602,0,0,36,11,25,73,75,4,57
15,001,CONFLUENCIA,03605,075603,0,0,26,10,12,88,56,7,57
15,001,CONFLUENCIA,03605,075604,0,0,39,6,20,78,82,7,49
15,001,CONFLUENCIA,03605,075605,0,0,32,18,20,109,58,0,35
15,001,CONFLUENCIA,03605,075606,0,0,34,14,30,83,73,6,45
15,001,CONFLUENCIA,03605,075607,0,0,34,8,16,85,74,3,48
15,001,CONFLUENCIA,03605,075608,0,0,24,12,17,97,76,3,44
15,001,CONFLUENCIA,03605,075609,0,0,23,18,24,96,64,3,49
15,001,CONFLUENCIA,03605,075610,0,0,27,17,15,99,64,0,55
15,001,CONFLUENCIA,03605,075611,0,0,50,10,25,80,72,8,44
15,001,CONFLUENCIA,03606,075612,0,0,31,21,24,80,66,1,40
15,001,CONFLUENCIA,03606,075613,0,0,25,14,18,77,76,2,45
15,001,CONFLUENCIA,03606,075614,0,0,29,19,20,75,67,4,45
15,001,CONFLUENCIA,03606,075615,0,0,20,20,19,71,70,4,45
15,001,CONFLUENCIA,03606,075616,0,0,25,10,18,85,74,6,45
15,001,CONFLUENCIA,03606,075617,0,0,27,17,22,86,56,2,45
15,001,CONFLUENCIA,03606,075618,0,0,26,16,17,69,77,3,45
15,001,CONFLUENCIA,03606,075619,0,0,18,14,15,63,86,7,44
15,001,CONFLUENCIA,03606,075620,0,0,27,11,20,69,78,4,43
15,001,CONFLUENCIA,03606,075621,0,0,19,13,13,83,74,5,49
15,001,CONFLUENCIA,03606,075622,0,0,24,14,18,89,78,3,42
15,001,CONFLUENCIA,03606,075623,0,0,0,12,18,83,78,5,43
15,001,CONFLUENCIA,03606,075624,0,0,0,0,0,0,0,0,0
15,001,CONFLUENCIA,03606,075625,0,0,22,0,18,101,66,2,46
15,001,CONFLUENCIA,03606,075626,0,0,30,6,12,90,72,4,42
15,001,CONFLUENCIA,03606,075627,0,0,28,14,15,86,75,2,42
15,001,CONFLUENCIA,03606,075628,0,0,31,11,21,86,63,3,48
15,001,CONFLUENCIA,03606,075629,0,0,30,18,22,71,63,5,40
15,001,CONFLUENCIA,03606,075630,0,0,26,12,17,76,73,6,50
15,001,CONFLUENCIA,03606,075631,0,0,39,5,18,70,77,6,52
15,001,CONFLUENCIA,03607,075632,0,0,17,15,19,78,88,3,48
15,001,CONFLUENCIA,03607,075633,0,0,24,17,19,60,99,3,38
15,001,CONFLUENCIA,03607,075634,0,0,21,19,22,69,83,3,65
15,001,CONFLUENCIA,03607,075635,0,0,31,14,15,79,82,6,42
15,001,CONFLUENCIA,03607,075636,0,0,22,20,17,66,93,2,46
15,001,CONFLUENCIA,03607,075637,0,0,26,8,16,61,98,2,52
15,001,CONFLUENCIA,03607,075638,0,0,27,11,15,79,86,1,48
15,001,CONFLUENCIA,03607,075639,0,0,21,9,15,85,80,1,45
15,001,CONFLUENCIA,03607,075640,0,0,23,17,12,86,57,4,39
15,001,CONFLUENCIA,03607,075641,0,0,26,10,14,57,99,6,43
15,001,CONFLUENCIA,03607,075642,0,0,26,17,15,90,78,4,34
15,001,CONFLUENCIA,03607,075643,0,0,28,17,20,56,90,4,45
15,001,CONFLUENCIA,03607,075644,0,0,30,20,24,66,78,7,46
15,001,CONFLUENCIA,03607,075645,0,0,26,13,13,62,89,2,48
15,001,CONFLUENCIA,03607,075646,0,0,24,16,18,65,107,6,40
15,001,CONFLUENCIA,03607,075647,0,0,21,16,16,94,76,6,42
15,001,CONFLUENCIA,03607,075648,0,0,19,14,25,88,78,1,54
15,001,CONFLUENCIA,03607,075649,0,0,23,15,17,55,90,2,49
15,001,CONFLUENCIA,03607,075650,0,0,24,13,17,72,80,4,41
15,001,CONFLUENCIA,03607,075651,0,0,20,14,13,73,103,2,43
15,001,CONFLUENCIA,03607,075652,0,0,21,22,17,67,99,1,52
15,001,CONFLUENCIA,03607,075653,0,0,32,17,23,63,81,0,36
15,001,CONFLUENCIA,03607,075654,0,0,17,12,21,82,80,4,58
15,001,CONFLUENCIA,03607,075655,0,0,29,12,26,69,75,1,51
15,001,CONFLUENCIA,03607,075656,0,0,18,17,25,73,79,5,46
15,001,CONFLUENCIA,03607,075657,0,0,27,12,20,54,93,2,62
15,001,CONFLUENCIA,03607,075658,0,0,27,12,15,70,95,2,52
15,001,CONFLUENCIA,03607,075659,0,0,25,12,14,62,83,2,53
15,001,CONFLUENCIA,03607,075660,0,0,13,14,16,74,87,5,50
15,001,CONFLUENCIA,03607,075661,0,0,39,18,17,61,79,5,56
15,001,CONFLUENCIA,03607,075662,0,0,0,14,11,70,79,0,54
15,001,CONFLUENCIA,03607,075663,0,0,23,20,17,64,96,0,40
15,001,CONFLUENCIA,03607,075664,0,0,21,16,17,70,90,1,42
15,001,CONFLUENCIA,03607,075665,0,0,10,19,25,60,90,3,43
15,001,CONFLUENCIA,03607,075666,0,0,28,13,30,58,86,5,48
15,001,CONFLUENCIA,03607,075667,0,0,21,19,20,76,76,2,38
15,001,CONFLUENCIA,03607,075668,0,0,0,11,19,64,79,5,51
15,001,CONFLUENCIA,03608,075669,0,0,10,5,13,39,72,5,34
15,001,CONFLUENCIA,03608,075670,0,0,2,12,8,37,67,1,29
15,001,CONFLUENCIA,03608,075671,0,0,0,14,8,44,78,3,30
15,001,CONFLUENCIA,03609,075672,0,0,19,10,23,74,86,3,36
15,001,CONFLUENCIA,03609,075673,0,0,32,10,8,87,80,5,45
15,001,CONFLUENCIA,03609,075674,0,0,18,11,13,108,58,2,40
15,001,CONFLUENCIA,03609,075675,0,0,37,8,17,66,73,0,47
15,001,CONFLUENCIA,03609,075676,0,0,31,12,17,73,73,1,40
15,001,CONFLUENCIA,03609,075677,0,0,26,16,12,100,53,0,40
15,001,CONFLUENCIA,03609,075678,0,0,25,13,19,75,83,3,34
15,001,CONFLUENCIA,03609,075679,0,0,31,13,14,62,85,4,46
15,001,CONFLUENCIA,03609,075680,0,0,18,10,20,68,85,1,59
15,001,CONFLUENCIA,03609,075681,0,0,24,15,15,104,58,1,34
15,001,CONFLUENCIA,03610,075682,0,0,25,8,12,56,120,1,44
15,001,CONFLUENCIA,03610,075683,0,0,23,13,22,73,105,6,32
15,001,CONFLUENCIA,03610,075684,0,0,22,16,21,72,101,2,49
15,001,CONFLUENCIA,03610,075685,0,0,29,13,24,65,92,1,45
15,001,CONFLUENCIA,03610,075686,0,0,22,19,18,90,84,2,42
15,001,CONFLUENCIA,03610,075687,0,0,15,17,16,94,80,3,46
15,001,CONFLUENCIA,03610,075688,0,0,17,13,12,67,117,5,40
15,001,CONFLUENCIA,03610,075689,0,0,22,12,16,80,90,4,52
15,001,CONFLUENCIA,03610,075690,0,0,23,14,13,60,107,5,56
15,001,CONFLUENCIA,03610,075691,0,0,42,13,13,72,94,4,33
15,001,CONFLUENCIA,03610,075692,0,0,35,10,12,71,115,4,43
15,001,CONFLUENCIA,03610,075693,0,0,27,7,24,68,89,2,53
15,001,CONFLUENCIA,03610,075694,0,0,20,18,17,68,90,3,54
15,001,CONFLUENCIA,03610,075695,0,0,31,6,13,69,95,5,55
15,001,CONFLUENCIA,03610,075696,0,0,24,16,22,73,94,6,40
15,001,CONFLUENCIA,03610,075697,0,0,22,22,20,77,86,5,42
15,001,CONFLUENCIA,03610,075698,0,0,27,14,20,72,75,2,58
15,001,CONFLUENCIA,03610,075699,0,0,20,8,14,65,87,3,58
15,001,CONFLUENCIA,03610,075700,0,0,27,20,12,82,93,3,37
15,001,CONFLUENCIA,03610,075701,0,0,26,18,19,81,79,6,41
15,001,CONFLUENCIA,03610,075702,0,0,29,11,20,64,87,8,56
15,001,CONFLUENCIA,03610,075703,0,0,21,13,13,73,106,3,46
15,001,CONFLUENCIA,03610,075704,0,0,29,14,21,70,84,6,57
15,001,CONFLUENCIA,03610,075705,0,0,27,19,18,84,99,1,31
15,001,CONFLUENCIA,03610,075706,0,0,16,15,19,63,95,3,66
15,001,CONFLUENCIA,03610,075707,0,0,27,9,20,64,98,3,35
15,001,CONFLUENCIA,03610,075708,0,0,30,17,15,64,64,1,66
15,001,CONFLUENCIA,03610,075709,0,0,25,14,15,79,90,4,37
15,001,CONFLUENCIA,03611,075710,0,0,14,19,17,57,105,4,30
15,001,CONFLUENCIA,03611,075711,0,0,16,14,19,56,122,1,38
15,001,CONFLUENCIA,03611,075712,0,0,21,18,14,57,116,3,33
15,001,CONFLUENCIA,03611,075713,0,0,12,19,12,69,108,3,28
15,001,CONFLUENCIA,03611,075714,0,0,23,25,12,40,115,4,29
15,001,CONFLUENCIA,03611,075715,0,0,17,10,13,61,112,5,48
15,001,CONFLUENCIA,03611,075716,0,0,21,15,17,41,124,4,35
15,001,CONFLUENCIA,03611,075717,0,0,15,21,11,52,115,1,36
15,001,CONFLUENCIA,03611,075718,0,0,15,11,22,63,98,4,45
15,001,CONFLUENCIA,03611,075719,0,0,21,12,12,42,123,0,40
15,001,CONFLUENCIA,03611,075720,0,0,17,11,8,60,134,2,36
15,001,CONFLUENCIA,03611,075721,0,0,21,16,15,56,109,1,39
15,001,CONFLUENCIA,03611,075722,0,0,20,16,10,41,145,2,29
15,001,CONFLUENCIA,03611,075723,0,0,10,18,14,52,119,3,33
15,001,CONFLUENCIA,03611,075724,0,0,18,8,18,53,124,2,37
15,001,CONFLUENCIA,03611,075725,0,0,17,8,16,56,133,7,27
15,001,CONFLUENCIA,03611,075726,0,0,21,9,10,59,139,2,25
15,001,CONFLUENCIA,03611,075727,0,0,12,19,17,60,112,4,39
15,001,CONFLUENCIA,03611,075728,0,0,20,12,9,56,127,6,35
15,001,CONFLUENCIA,03611,075729,0,0,23,18,13,48,112,5,30
15,001,CONFLUENCIA,03611,075730,0,0,17,10,16,51,128,1,42
15,001,CONFLUENCIA,03611,075731,0,0,14,17,14,62,118,2,38
15,001,CONFLUENCIA,03611,075732,0,0,13,18,17,51,122,3,32
15,001,CONFLUENCIA,03611,075733,0,0,22,15,15,62,120,5,29
