codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0009,0014,0019,0020,0026,0030,0036,0037,0038,0044,0045,0050,0132,0134,0136,0154,0189,0190,0191,0192
21,Nueve de Julio                          ,012,0285B,1398,56,1,2,3,2,0,0,4,0,0,2,0,0,0,0,4,0,19,3,2,1,0,0,1
21,Nueve de Julio                          ,012,0286 ,1321,57,1,0,8,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,3,0,0,0
21,Nueve de Julio                          ,012,0286 ,1399,36,3,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,3,0,0,0
21,Nueve de Julio                          ,012,0287 ,1322,247,0,0,19,9,0,1,6,0,0,0,2,1,1,1,17,1,24,3,1,19,0,0,0
21,Nueve de Julio                          ,012,0287 ,1323,248,15,2,21,14,0,0,9,0,0,0,1,0,0,3,26,3,28,0,0,20,1,1,0
21,Nueve de Julio                          ,012,0287 ,1400,360,19,0,36,11,2,2,10,4,1,0,1,0,0,0,51,0,42,2,0,24,0,0,3
21,Nueve de Julio                          ,012,0289 ,1324,450,24,0,27,25,1,1,4,0,2,3,0,5,1,1,43,1,85,3,3,21,0,0,1
21,Nueve de Julio                          ,012,0289 ,1325,450,18,0,12,13,0,0,7,2,1,0,0,0,5,2,44,3,75,4,1,18,1,1,2
21,Nueve de Julio                          ,012,0289 ,1326,63,1,0,3,2,0,0,1,0,0,0,0,0,0,1,6,0,7,4,0,3,0,0,0
21,Nueve de Julio                          ,012,0289 ,1401,450,18,0,35,12,0,0,10,0,0,1,1,2,0,0,60,0,111,3,0,21,2,1,2
21,Nueve de Julio                          ,012,0289 ,1402,335,10,1,16,10,0,0,3,1,1,1,0,0,0,0,39,5,63,1,0,26,1,0,1
21,Nueve de Julio                          ,012,0290 ,1327,141,6,2,8,1,0,0,5,0,0,0,0,0,0,2,21,0,21,0,0,6,0,0,4
21,Nueve de Julio                          ,012,0290 ,1403,96,0,0,5,7,0,0,6,1,0,1,0,0,0,1,7,0,18,1,0,4,0,1,0
21,Nueve de Julio                          ,012,0291 ,1328,450,12,0,46,40,5,0,19,0,4,1,3,0,0,1,54,1,0,6,0,14,2,0,1
21,Nueve de Julio                          ,012,0291 ,1329,450,10,0,51,21,1,0,10,0,1,0,2,0,0,5,83,1,61,2,5,30,4,1,1
21,Nueve de Julio                          ,012,0291 ,1330,450,39,0,38,21,4,1,29,1,1,0,3,2,2,1,57,2,53,5,0,54,3,0,2
21,Nueve de Julio                          ,012,0291 ,1331,450,18,0,52,28,2,0,11,0,7,2,1,2,0,3,66,5,68,5,1,11,5,2,1
21,Nueve de Julio                          ,012,0291 ,1332,193,16,0,19,19,0,0,7,0,3,1,0,1,0,1,31,1,29,3,0,1,0,1,0
21,Nueve de Julio                          ,012,0291 ,1404,450,0,0,32,21,2,1,13,1,1,0,3,1,0,0,85,7,55,8,0,29,3,1,4
21,Nueve de Julio                          ,012,0291 ,1405,450,0,0,23,16,5,1,5,0,1,0,1,1,0,0,73,1,82,3,0,0,0,2,1
21,Nueve de Julio                          ,012,0291 ,1406,450,47,0,42,36,1,3,20,4,1,1,2,1,0,0,61,1,75,4,0,12,1,1,0
21,Nueve de Julio                          ,012,0291 ,1407,241,0,0,15,12,0,0,14,4,0,0,3,0,1,1,56,0,37,1,0,9,0,0,2
21,Nueve de Julio                          ,012,0291 ,1408,241,22,0,20,13,1,0,9,1,0,0,0,0,0,0,36,0,47,0,0,14,0,0,0
21,Nueve de Julio                          ,012,0292 ,1333,450,16,0,20,14,6,0,8,1,0,1,2,2,1,5,35,3,0,3,2,15,1,0,2
21,Nueve de Julio                          ,012,0292 ,1334,117,0,0,2,2,0,0,0,3,0,0,4,0,1,0,10,1,29,1,1,1,0,1,0
21,Nueve de Julio                          ,012,0292 ,1409,429,0,0,5,19,0,3,4,2,0,0,1,1,0,1,0,3,165,1,1,11,1,0,0
21,Nueve de Julio                          ,012,0293 ,1335,418,4,0,49,14,1,2,14,4,3,0,0,1,0,1,63,0,59,2,2,13,4,0,3
21,Nueve de Julio                          ,012,0293 ,1410,395,11,1,20,45,7,0,9,3,8,2,10,2,0,2,73,0,64,8,0,16,1,0,4
21,Nueve de Julio                          ,012,0294 ,1336,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
21,Nueve de Julio                          ,012,0294 ,1411,12,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,Rosario                                 ,013,0301 ,1337,450,20,4,15,20,0,0,10,1,45,0,0,1,0,0,172,1,39,18,0,14,1,2,0
21,Rosario                                 ,013,0301 ,1338,450,14,5,15,25,1,1,20,0,21,0,0,1,0,0,183,1,34,14,0,19,1,0,1
21,Rosario                                 ,013,0301 ,1339,450,18,1,15,14,0,0,14,3,35,1,0,1,0,1,194,1,33,13,0,10,1,0,0
21,Rosario                                 ,013,0301 ,1340,450,17,2,16,32,1,0,18,0,34,0,2,1,0,1,163,1,43,20,0,14,0,1,0
21,Rosario                                 ,013,0301 ,1341,252,7,0,8,17,0,0,5,0,17,0,2,1,0,0,87,0,19,9,0,6,0,0,0
21,Rosario                                 ,013,0301 ,1342,252,9,4,15,9,0,0,8,1,11,0,1,0,0,0,94,0,25,8,1,1,0,0,0
21,Rosario                                 ,013,0301 ,1412,450,6,0,8,13,1,0,4,0,39,1,3,3,0,1,195,1,30,14,0,8,1,0,0
21,Rosario                                 ,013,0301 ,1413,450,12,0,21,18,1,0,8,0,27,1,0,2,0,1,181,0,46,9,0,2,0,0,1
21,Rosario                                 ,013,0301 ,1414,450,5,0,15,19,0,0,6,0,35,0,0,0,0,0,185,0,45,9,0,5,0,0,0
21,Rosario                                 ,013,0301 ,1415,450,12,3,12,9,0,0,12,0,36,0,0,2,0,0,188,2,27,11,0,14,0,0,0
21,Rosario                                 ,013,0301 ,1416,450,2,0,1,28,0,0,3,0,26,0,1,3,0,0,195,0,0,0,0,16,4,0,0
21,Rosario                                 ,013,0301 ,1417,450,14,0,11,11,1,0,6,0,28,1,0,1,0,0,208,1,41,12,0,9,1,0,0
21,Rosario                                 ,013,0301 ,1418,214,6,0,2,6,0,0,9,2,7,0,0,0,0,0,96,0,19,6,0,5,0,0,0
21,Rosario                                 ,013,0302 ,1343,450,18,0,20,29,0,0,19,0,27,2,3,4,0,0,142,0,36,15,0,10,0,0,0
21,Rosario                                 ,013,0302 ,1344,450,4,17,16,33,1,0,10,1,30,1,3,0,0,0,162,1,44,16,0,17,0,0,0
21,Rosario                                 ,013,0302 ,1345,450,10,4,7,32,0,1,13,1,21,0,1,2,1,2,173,0,43,17,0,15,2,1,0
21,Rosario                                 ,013,0302 ,1346,450,29,5,7,15,2,0,2,0,33,0,1,2,1,2,153,1,46,11,0,16,2,0,0
21,Rosario                                 ,013,0302 ,1347,450,18,11,21,13,2,0,14,0,25,0,3,2,0,0,156,0,51,12,0,14,4,0,0
21,Rosario                                 ,013,0302 ,1348,450,25,0,16,27,1,0,14,0,22,1,1,2,0,2,145,1,52,12,0,9,1,1,0
21,Rosario                                 ,013,0302 ,1349,148,6,1,6,6,1,0,3,0,11,0,0,0,0,0,66,1,8,4,0,5,1,0,0
21,Rosario                                 ,013,0302 ,1419,450,8,4,4,15,1,9,0,0,22,1,1,4,0,1,194,1,36,5,0,20,1,1,0
21,Rosario                                 ,013,0302 ,1420,450,8,5,10,10,1,0,5,0,28,0,3,2,1,0,189,1,33,8,0,21,2,0,0
21,Rosario                                 ,013,0302 ,1421,450,0,0,7,16,1,0,12,0,29,0,3,1,2,2,178,1,49,8,0,10,3,0,0
21,Rosario                                 ,013,0302 ,1422,450,17,2,7,16,0,0,9,0,20,0,0,1,0,1,191,1,42,7,0,13,0,0,0
21,Rosario                                 ,013,0302 ,1423,450,5,4,9,28,10,0,6,1,25,0,1,1,1,0,186,0,48,5,0,11,1,0,0
21,Rosario                                 ,013,0302 ,1424,450,20,6,5,23,1,0,11,0,19,0,2,6,0,3,172,0,39,10,1,10,0,0,1
21,Rosario                                 ,013,0302 ,1425,450,13,0,1,18,1,0,12,0,23,0,1,0,1,0,182,0,39,9,0,5,0,0,0
21,Rosario                                 ,013,0302 ,1426,450,10,2,7,16,1,0,7,0,19,0,0,1,1,1,191,2,38,7,0,13,2,0,0
21,Rosario                                 ,013,0302 ,1427,423,11,4,9,20,1,0,7,0,21,0,2,2,0,2,174,0,35,3,0,12,2,0,0
21,Rosario                                 ,013,0303 ,1350,450,18,1,23,29,0,0,11,0,91,0,1,0,0,1,162,0,39,17,0,13,0,0,0
21,Rosario                                 ,013,0303 ,1351,450,11,2,13,21,0,0,14,0,31,0,1,4,0,0,167,2,32,30,0,16,4,0,0
21,Rosario                                 ,013,0303 ,1352,450,25,0,21,25,1,0,15,1,25,0,0,2,0,0,166,0,41,23,0,8,1,0,0
21,Rosario                                 ,013,0303 ,1353,196,10,2,7,15,1,0,8,0,7,0,1,0,2,0,79,1,18,5,0,3,0,0,0
21,Rosario                                 ,013,0303 ,1428,450,15,1,30,6,0,0,5,1,24,0,0,3,0,1,200,1,33,15,1,7,1,0,1
21,Rosario                                 ,013,0303 ,1429,450,10,2,17,17,0,1,10,0,28,0,3,0,0,0,193,2,35,17,0,15,0,0,1
21,Rosario                                 ,013,0303 ,1430,450,12,5,16,16,1,0,9,0,23,0,3,1,0,0,200,1,18,10,0,14,0,0,1
21,Rosario                                 ,013,0303 ,1431,450,23,0,19,13,0,0,10,1,20,0,1,0,0,0,199,1,41,11,0,4,2,0,0
21,Rosario                                 ,013,0303 ,1432,301,7,4,6,4,0,0,3,2,16,0,1,4,0,1,109,2,26,17,0,10,0,0,0
21,Rosario                                 ,013,0304 ,1354,450,25,6,4,33,1,0,16,0,24,0,0,1,0,0,155,0,56,12,0,20,3,1,1
21,Rosario                                 ,013,0304 ,1355,450,25,3,12,14,2,0,9,0,35,0,0,2,0,0,177,0,49,15,0,8,3,1,0
21,Rosario                                 ,013,0304 ,1356,450,17,0,15,14,0,1,7,0,44,0,1,1,0,3,147,1,49,11,0,24,1,0,1
21,Rosario                                 ,013,0304 ,1357,450,15,3,8,26,0,0,9,0,31,0,1,3,0,0,171,0,34,14,1,17,3,0,0
21,Rosario                                 ,013,0304 ,1358,185,6,2,5,15,0,1,6,1,13,0,0,0,0,0,70,0,21,5,0,4,0,0,0
21,Rosario                                 ,013,0304 ,1433,450,9,5,15,16,0,0,16,0,24,0,0,3,0,0,171,0,47,6,0,19,0,0,0
21,Rosario                                 ,013,0304 ,1434,450,11,3,13,16,2,0,9,4,33,0,2,3,1,0,187,1,39,8,0,13,0,0,0
21,Rosario                                 ,013,0304 ,1435,450,13,8,6,20,0,0,9,0,22,0,1,0,0,2,171,1,54,4,0,12,0,1,0
21,Rosario                                 ,013,0304 ,1436,450,20,4,12,8,1,0,19,2,36,0,0,1,1,2,160,0,41,6,0,16,1,0,1
21,Rosario                                 ,013,0304 ,1437,450,12,2,8,13,2,0,17,0,27,0,1,5,0,1,191,0,38,2,0,11,1,0,0
21,Rosario                                 ,013,0304 ,1438,450,11,3,2,10,2,1,11,0,35,0,0,1,1,0,183,1,29,10,0,9,4,0,0
21,Rosario                                 ,013,0304 ,1439,115,2,5,5,3,0,0,2,0,6,0,0,0,0,0,53,1,9,2,0,4,0,0,0
21,Rosario                                 ,013,0305 ,1359,450,24,0,17,29,2,0,12,1,29,0,0,1,0,0,170,1,32,26,1,12,1,2,0
21,Rosario                                 ,013,0305 ,1360,450,20,1,16,25,1,0,18,0,27,1,0,2,1,0,152,1,28,30,0,16,1,0,0
21,Rosario                                 ,013,0305 ,1361,450,18,0,6,22,1,0,9,0,27,0,0,2,1,0,170,1,27,28,0,19,1,0,0
21,Rosario                                 ,013,0305 ,1362,450,7,2,9,24,2,1,18,1,18,0,3,1,0,1,138,0,36,27,0,14,4,0,0
21,Rosario                                 ,013,0305 ,1363,220,14,0,5,9,1,0,8,0,8,0,0,4,0,0,80,0,15,14,2,9,0,1,1
21,Rosario                                 ,013,0305 ,1440,450,15,3,12,17,1,0,6,0,20,0,2,3,0,0,157,0,29,13,0,22,3,0,0
21,Rosario                                 ,013,0305 ,1441,450,4,0,20,17,1,0,19,1,26,0,2,0,1,0,136,2,32,18,0,6,0,0,1
21,Rosario                                 ,013,0305 ,1442,450,11,3,13,15,1,1,9,0,23,1,0,1,1,0,187,0,33,12,0,8,0,0,1
21,Rosario                                 ,013,0305 ,1443,450,11,6,16,25,2,0,18,0,25,1,1,2,1,0,171,1,25,19,0,5,0,0,1
21,Rosario                                 ,013,0305 ,1444,450,18,8,9,22,0,1,15,0,13,0,0,1,0,0,181,0,34,14,0,5,0,0,0
21,Rosario                                 ,013,0305 ,1445,450,10,2,13,20,0,0,9,1,23,0,1,5,0,0,176,1,40,10,0,10,0,1,0
21,Rosario                                 ,013,0305 ,1446,144,4,1,5,4,0,0,8,0,4,0,0,1,0,0,60,1,12,4,0,2,1,0,0
21,Rosario                                 ,013,0306 ,1364,450,10,4,23,23,1,0,14,0,26,0,3,2,1,0,153,0,34,27,0,11,0,0,0
21,Rosario                                 ,013,0306 ,1365,450,18,2,18,19,0,0,0,0,20,0,4,2,0,2,172,1,39,18,1,3,0,0,1
21,Rosario                                 ,013,0306 ,1366,450,19,0,11,12,0,1,16,0,17,0,0,2,0,0,164,0,46,26,0,11,2,1,0
21,Rosario                                 ,013,0306 ,1367,357,29,2,13,18,0,0,11,1,30,0,1,0,0,0,123,1,8,17,0,13,2,0,0
21,Rosario                                 ,013,0306 ,1447,450,5,0,8,20,0,0,10,0,33,0,1,1,0,0,185,0,25,21,0,8,0,1,1
21,Rosario                                 ,013,0306 ,1448,450,11,3,14,23,1,0,9,0,25,0,3,0,0,0,185,3,26,16,0,2,0,1,1
21,Rosario                                 ,013,0306 ,1449,450,13,0,15,12,2,1,8,0,22,0,2,1,0,1,176,0,38,13,0,5,1,0,0
21,Rosario                                 ,013,0306 ,1450,450,2,0,14,15,2,0,19,0,19,0,1,0,0,1,194,0,39,13,0,9,3,0,0
21,Rosario                                 ,013,0306 ,1451,450,12,2,13,10,0,0,8,0,18,0,1,4,0,0,193,0,39,11,0,6,0,0,1
21,Rosario                                 ,013,0306 ,1452,135,0,0,5,9,0,0,1,0,13,0,0,0,0,0,63,0,8,2,0,2,0,0,0
21,Rosario                                 ,013,0307 ,1368,450,16,0,14,20,0,0,8,0,23,0,2,1,0,2,163,0,51,19,0,10,2,0,1
21,Rosario                                 ,013,0307 ,1369,450,17,0,20,26,0,0,13,1,29,0,1,1,0,0,171,0,37,19,0,0,3,1,1
21,Rosario                                 ,013,0307 ,1370,450,13,1,23,17,0,0,9,1,33,1,0,2,0,0,168,0,23,22,0,9,1,1,0
21,Rosario                                 ,013,0307 ,1371,450,17,8,9,29,0,1,11,0,19,0,3,2,0,1,146,0,44,33,0,12,1,0,0
21,Rosario                                 ,013,0307 ,1372,450,12,0,24,22,0,1,14,2,28,0,0,0,0,1,162,2,43,13,0,3,1,0,0
21,Rosario                                 ,013,0307 ,1373,231,8,6,3,17,1,0,3,0,15,0,5,0,0,0,80,1,19,13,0,5,1,1,0
21,Rosario                                 ,013,0307 ,1374,232,15,0,12,13,0,1,5,1,22,0,0,1,0,0,89,1,27,8,0,0,0,0,1
21,Rosario                                 ,013,0307 ,1453,450,16,1,5,13,1,0,8,0,31,0,2,0,1,1,179,0,32,14,0,10,0,0,0
21,Rosario                                 ,013,0307 ,1454,450,17,2,2,17,1,0,12,0,19,1,2,0,0,0,197,1,22,13,0,1,0,0,0
21,Rosario                                 ,013,0307 ,1455,450,15,4,9,23,0,0,15,0,26,0,1,0,0,2,176,1,27,10,0,5,2,0,0
21,Rosario                                 ,013,0307 ,1456,450,12,1,10,14,0,1,5,0,22,0,3,6,1,0,187,0,23,11,0,20,1,0,0
21,Rosario                                 ,013,0307 ,1457,450,2,2,15,21,1,1,12,0,24,15,2,2,0,0,169,2,32,4,1,4,3,0,0
21,Rosario                                 ,013,0307 ,1458,450,12,3,15,15,0,1,10,1,28,0,0,0,0,0,181,0,33,9,1,7,0,0,0
21,Rosario                                 ,013,0307 ,1459,450,18,2,4,27,2,0,13,0,28,0,1,4,0,0,171,0,29,12,0,0,1,1,0
21,Rosario                                 ,013,0307 ,1460,450,5,2,8,16,0,2,5,0,35,0,1,2,1,2,197,0,32,11,0,8,0,1,0
21,Rosario                                 ,013,0307 ,1461,328,0,2,12,15,0,0,8,0,16,0,1,2,1,0,136,0,19,6,1,10,1,0,0
21,Rosario                                 ,013,0308 ,1375,450,19,4,12,31,2,0,15,0,31,1,1,2,0,1,152,0,36,23,0,15,2,1,0
21,Rosario                                 ,013,0308 ,1376,450,20,0,8,19,0,1,11,2,31,2,2,3,1,2,55,0,36,0,0,0,0,0,0
21,Rosario                                 ,013,0308 ,1377,450,19,5,18,26,0,1,15,0,21,0,2,1,0,1,150,0,37,25,0,11,2,0,0
21,Rosario                                 ,013,0308 ,1378,122,3,1,2,4,1,0,1,1,4,0,0,1,0,0,53,0,12,10,0,3,1,0,0
21,Rosario                                 ,013,0308 ,1462,450,16,2,8,10,1,0,12,0,21,0,4,2,1,0,199,1,38,10,0,14,2,1,0
21,Rosario                                 ,013,0308 ,1463,450,9,2,5,16,1,0,10,1,27,0,0,1,0,3,198,0,31,21,0,7,2,0,0
21,Rosario                                 ,013,0308 ,1464,450,7,9,8,13,1,1,10,1,24,0,1,2,0,0,195,0,33,17,0,6,2,0,2
21,Rosario                                 ,013,0308 ,1465,450,19,0,13,25,0,2,12,0,21,0,3,5,1,1,177,0,35,25,0,11,1,1,1
21,Rosario                                 ,013,0308 ,1466,228,4,0,7,7,1,0,7,0,17,0,0,3,0,0,104,1,8,4,0,7,1,1,0
21,Rosario                                 ,013,0309 ,1379,450,25,1,15,27,3,1,12,1,24,1,1,2,0,0,139,3,37,20,0,7,2,0,0
21,Rosario                                 ,013,0309 ,1380,450,4,0,36,34,2,1,20,2,18,0,2,7,1,1,136,0,27,33,0,3,1,0,0
21,Rosario                                 ,013,0309 ,1381,290,22,0,9,14,3,0,2,2,18,0,1,0,0,0,102,1,29,24,0,12,0,0,0
21,Rosario                                 ,013,0309 ,1467,450,16,2,11,13,2,0,12,2,22,0,2,2,0,0,152,1,36,12,0,13,0,0,0
21,Rosario                                 ,013,0309 ,1468,450,2,2,10,17,1,0,11,0,16,0,1,0,0,0,167,0,19,22,1,9,1,0,0
21,Rosario                                 ,013,0309 ,1469,450,10,4,6,22,1,0,9,1,22,0,1,1,0,1,162,0,38,11,0,6,0,0,0
21,Rosario                                 ,013,0309 ,1470,339,9,0,11,13,1,1,7,0,21,0,0,1,1,0,133,0,21,9,1,4,0,0,1
21,Rosario                                 ,013,0310 ,1382,450,18,0,11,10,10,0,12,0,20,0,0,0,0,0,188,0,34,10,0,15,0,0,0
21,Rosario                                 ,013,0310 ,1383,383,23,0,11,20,1,0,14,1,19,0,1,3,0,0,144,0,32,11,0,6,1,0,0
21,Rosario                                 ,013,0310 ,1471,450,12,6,7,17,2,0,13,0,25,0,1,3,0,0,180,0,27,3,0,9,1,1,0
21,Rosario                                 ,013,0310 ,1472,450,12,0,22,15,1,0,14,0,23,0,1,0,0,0,169,0,37,12,0,2,3,1,1
21,Rosario                                 ,013,0310 ,1473,407,6,0,15,8,1,1,7,0,14,1,0,0,0,0,193,0,24,9,0,6,2,0,0
21,Rosario                                 ,013,0311 ,1384,450,14,4,10,17,1,0,19,0,27,1,3,2,1,1,142,0,37,22,0,15,2,0,0
21,Rosario                                 ,013,0311 ,1385,230,12,0,12,9,0,0,0,0,9,0,0,0,0,1,88,0,20,7,0,6,0,1,0
21,Rosario                                 ,013,0311 ,1386,230,11,0,13,6,0,0,4,1,12,0,0,3,0,0,67,0,27,8,0,8,0,0,0
21,Rosario                                 ,013,0311 ,1474,450,9,3,18,19,0,1,8,0,20,0,2,3,0,1,178,0,36,5,0,9,1,2,0
21,Rosario                                 ,013,0311 ,1475,450,7,0,21,19,2,0,7,1,25,1,4,1,0,1,183,0,30,6,0,13,0,1,0
21,Rosario                                 ,013,0311 ,1476,369,2,0,9,12,0,0,11,1,0,0,0,0,0,0,153,0,29,10,0,5,0,0,0
21,Rosario                                 ,013,0312 ,1387,450,23,0,9,21,3,0,15,1,28,0,0,2,0,3,145,0,53,14,0,12,1,1,1
21,Rosario                                 ,013,0312 ,1388,450,30,4,7,20,0,0,8,0,24,0,1,1,0,1,145,0,48,10,0,23,1,0,0
21,Rosario                                 ,013,0312 ,1389,450,24,0,12,23,2,0,22,0,30,0,2,5,0,1,154,1,42,12,0,16,3,0,0
21,Rosario                                 ,013,0312 ,1390,247,6,0,14,15,1,0,7,0,18,1,0,0,0,0,78,1,28,9,0,4,0,2,0
21,Rosario                                 ,013,0312 ,1391,248,7,0,2,8,0,0,2,0,19,0,0,1,0,0,78,0,27,6,0,12,1,0,0
21,Rosario                                 ,013,0312 ,1477,450,20,1,5,17,0,0,6,0,21,0,1,2,3,0,167,1,43,9,0,8,2,0,0
21,Rosario                                 ,013,0312 ,1478,450,15,0,11,18,1,1,10,0,15,0,1,0,1,0,172,0,42,9,0,6,1,0,0
21,Rosario                                 ,013,0312 ,1479,450,8,12,12,19,1,1,2,0,32,1,1,5,0,0,172,0,33,2,0,10,0,0,0
21,Rosario                                 ,013,0312 ,1480,450,4,0,10,16,2,0,20,0,26,0,2,1,0,0,157,0,43,6,0,18,1,0,0
21,Rosario                                 ,013,0312 ,1481,450,22,7,12,18,1,0,9,0,22,0,0,1,1,0,178,2,37,0,1,9,0,0,0
21,Rosario                                 ,013,0312 ,1482,450,0,0,17,24,0,1,9,0,28,1,1,3,0,0,169,0,38,5,1,8,0,0,0
21,Rosario                                 ,013,0312 ,1483,85,3,0,5,1,0,0,2,0,2,0,0,1,0,0,37,0,9,0,0,5,0,0,0
21,Rosario                                 ,013,0313 ,1392,450,0,0,14,29,1,0,11,0,32,0,1,3,0,1,156,3,36,16,0,15,0,0,0
21,Rosario                                 ,013,0313 ,1393,450,0,0,15,23,14,1,8,2,25,0,4,6,1,0,181,0,45,7,0,13,0,1,0
21,Rosario                                 ,013,0313 ,1394,450,25,0,14,51,0,0,11,0,29,0,3,2,0,2,157,1,55,20,0,7,0,0,0
21,Rosario                                 ,013,0313 ,1395,450,17,4,22,15,4,0,8,0,32,0,1,3,1,0,153,0,50,8,0,8,2,1,1
21,Rosario                                 ,013,0313 ,1396,137,0,0,9,3,0,0,4,0,13,0,1,0,0,0,56,0,17,4,0,6,0,0,0
21,Rosario                                 ,013,0313 ,1484,450,3,0,10,20,1,0,8,0,33,1,0,4,1,1,176,0,0,15,0,11,0,0,0
21,Rosario                                 ,013,0313 ,1485,450,2,0,6,6,1,0,8,1,30,0,0,3,0,0,183,0,34,9,0,11,0,1,1
21,Rosario                                 ,013,0313 ,1486,450,2,5,17,20,0,0,11,0,16,0,0,1,1,0,196,1,41,9,1,9,0,0,0
21,Rosario                                 ,013,0313 ,1487,450,11,4,13,18,0,0,10,0,21,1,1,6,0,1,186,0,39,7,0,4,1,0,0
21,Rosario                                 ,013,0313 ,1488,450,2,4,13,16,0,0,10,0,19,0,2,0,0,0,170,1,49,7,1,10,3,0,1
21,Rosario                                 ,013,0313 ,1489,450,10,6,6,21,4,0,3,0,24,0,0,2,0,0,188,0,34,6,0,11,0,0,0
21,Rosario                                 ,013,0313 ,1490,111,2,0,2,5,1,0,1,0,8,0,0,0,0,0,44,0,12,0,0,3,0,0,0
21,Rosario                                 ,013,0314 ,1397,450,14,8,15,25,2,0,20,0,23,0,5,4,1,1,154,0,45,15,0,7,1,1,0
21,Rosario                                 ,013,0314 ,1398,450,17,5,11,26,2,0,17,1,29,0,1,2,0,1,159,1,37,12,0,11,3,2,0
21,Rosario                                 ,013,0314 ,1399,450,12,5,7,31,0,0,15,0,43,2,6,4,0,0,157,0,33,14,0,4,0,1,0
21,Rosario                                 ,013,0314 ,1400,383,15,2,12,21,2,1,10,0,27,1,7,0,0,1,130,3,24,21,1,8,5,0,0
21,Rosario                                 ,013,0314 ,1491,450,46,4,12,20,2,0,10,0,28,0,1,2,0,1,183,1,35,17,0,6,3,0,0
21,Rosario                                 ,013,0314 ,1492,450,8,2,23,19,3,1,4,0,26,0,3,3,0,1,204,0,24,4,0,9,0,1,0
21,Rosario                                 ,013,0314 ,1493,450,1,6,18,16,0,0,12,1,27,0,6,1,0,1,183,1,34,16,0,3,1,0,0
21,Rosario                                 ,013,0314 ,1494,450,3,0,17,14,0,0,13,1,21,0,2,3,0,1,203,0,47,12,0,8,0,1,0
21,Rosario                                 ,013,0314 ,1495,450,10,5,16,11,0,0,12,0,23,0,5,2,1,0,197,1,26,12,0,9,0,1,1
21,Rosario                                 ,013,0314 ,1496,160,7,0,8,11,0,0,2,1,7,0,1,0,0,1,67,0,6,1,0,7,0,0,0
21,Rosario                                 ,013,0315 ,1401,450,33,3,29,25,3,0,20,0,24,0,2,3,0,0,147,2,29,29,0,3,0,0,1
21,Rosario                                 ,013,0315 ,1402,450,33,1,3,30,1,1,10,0,32,0,4,1,0,0,158,0,40,19,3,12,1,0,0
21,Rosario                                 ,013,0315 ,1403,359,0,5,15,26,1,1,4,0,32,1,1,3,2,0,142,0,32,12,0,5,1,0,1
21,Rosario                                 ,013,0315 ,1497,450,16,0,12,22,3,0,16,1,25,0,3,3,0,1,181,0,36,13,0,5,0,0,0
21,Rosario                                 ,013,0315 ,1498,450,7,2,16,7,0,0,9,0,39,0,1,2,0,1,191,0,29,14,0,16,0,0,0
21,Rosario                                 ,013,0315 ,1499,450,11,2,15,16,1,1,9,0,29,0,0,4,1,2,176,0,35,13,0,0,1,1,0
21,Rosario                                 ,013,0315 ,1500,380,10,1,9,22,2,0,5,0,20,0,2,2,0,0,151,0,42,11,0,7,0,0,0
21,Rosario                                 ,013,0316 ,1404,450,17,6,14,33,1,0,9,0,36,0,0,3,0,0,174,0,41,14,0,6,3,0,0
21,Rosario                                 ,013,0316 ,1405,450,19,2,24,21,2,1,9,0,33,1,2,3,0,0,178,1,51,19,0,7,0,0,0
21,Rosario                                 ,013,0316 ,1406,450,10,0,21,28,1,2,11,1,27,0,0,4,0,3,160,0,40,11,0,10,2,0,1
21,Rosario                                 ,013,0316 ,1407,450,17,6,10,17,2,1,12,3,36,1,2,8,0,1,175,1,44,15,0,4,1,0,0
21,Rosario                                 ,013,0316 ,1408,315,11,0,9,10,0,0,5,0,18,1,0,0,0,1,129,0,28,9,1,14,2,0,0
21,Rosario                                 ,013,0316 ,1501,450,13,2,8,20,0,0,7,1,30,0,0,2,0,2,182,1,45,14,0,15,0,0,0
21,Rosario                                 ,013,0316 ,1502,450,9,0,11,10,1,0,7,0,29,0,1,2,0,0,210,0,18,5,1,12,0,0,0
21,Rosario                                 ,013,0316 ,1503,450,8,0,10,12,1,0,14,1,39,0,0,2,0,1,191,0,0,6,0,12,0,1,0
21,Rosario                                 ,013,0316 ,1504,450,17,1,5,24,0,0,8,0,32,0,1,3,0,0,191,0,41,6,0,10,1,0,0
21,Rosario                                 ,013,0316 ,1505,450,8,3,4,12,0,0,10,0,26,0,0,2,0,3,202,1,36,8,0,18,0,0,0
21,Rosario                                 ,013,0316 ,1506,450,16,4,23,22,1,0,8,0,28,1,2,5,0,0,183,0,43,6,0,4,2,0,0
21,Rosario                                 ,013,0316 ,1507,71,0,0,2,3,0,0,1,0,4,0,0,0,0,0,32,0,7,3,0,5,0,0,0
21,Rosario                                 ,013,0317 ,1409,450,33,3,18,30,1,0,8,1,29,1,1,3,1,1,146,0,41,0,0,11,1,0,1
21,Rosario                                 ,013,0317 ,1410,450,18,2,12,38,2,0,4,2,36,0,0,3,1,0,169,0,46,15,0,7,0,0,0
