codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0009,0014,0019,0020,0026,0030,0036,0037,0038,0044,0045,0050,0132,0134,0136,0154,0189,0190,0191,0192
21,Iriondo                                 ,008,0410 ,0779,450,25,0,18,12,1,0,7,0,8,0,0,1,1,1,143,2,137,2,0,11,1,1,0
21,Iriondo                                 ,008,0410 ,0780,450,23,0,15,18,0,0,12,1,5,0,1,0,2,0,119,0,169,2,0,5,0,0,0
21,Iriondo                                 ,008,0410 ,0781,450,30,0,16,25,3,1,14,0,7,1,1,1,3,1,138,0,119,1,0,6,1,0,1
21,Iriondo                                 ,008,0410 ,0782,450,16,0,13,25,2,2,13,0,9,0,0,3,1,1,126,139,0,3,0,8,2,0,0
21,Iriondo                                 ,008,0410 ,0783,429,29,0,11,16,2,0,16,1,3,1,1,0,0,0,123,0,128,2,0,15,1,0,1
21,Iriondo                                 ,008,0411A,0762,450,32,0,75,15,3,0,12,7,43,4,0,0,3,0,59,0,102,6,0,5,0,3,0
21,Iriondo                                 ,008,0411A,0763,448,35,0,49,17,1,1,18,1,81,0,3,2,0,0,95,0,107,3,1,12,0,0,2
21,Iriondo                                 ,008,0411A,0784,450,26,0,34,21,2,0,9,1,40,4,0,2,2,1,86,2,120,0,0,0,1,0,0
21,Iriondo                                 ,008,0411A,0785,228,16,0,24,14,2,1,8,2,15,1,0,0,2,1,37,1,61,0,0,2,0,0,0
21,Iriondo                                 ,008,0411A,0786,228,15,0,27,19,0,0,7,1,12,0,0,0,0,0,56,0,56,2,0,2,0,0,0
21,Iriondo                                 ,008,0411B,0764,206,6,0,8,6,1,2,11,0,2,0,0,0,1,1,34,0,71,1,0,10,3,2,0
21,Iriondo                                 ,008,0411B,0787,189,20,0,12,6,1,0,9,1,2,0,1,0,1,2,34,0,64,2,0,2,0,0,0
21,Iriondo                                 ,008,0412 ,0765,450,27,0,5,18,3,11,11,0,11,0,0,1,0,1,107,0,103,1,1,18,6,1,1
21,Iriondo                                 ,008,0412 ,0766,450,25,0,10,26,0,0,15,0,14,1,0,3,0,1,114,0,96,1,0,15,0,0,1
21,Iriondo                                 ,008,0412 ,0767,450,20,0,19,22,0,2,14,3,15,0,0,3,0,0,107,2,134,3,0,8,0,0,0
21,Iriondo                                 ,008,0412 ,0768,407,21,0,3,21,0,0,5,2,11,1,1,0,1,2,99,1,111,4,3,10,1,0,1
21,Iriondo                                 ,008,0412 ,0788,450,29,0,8,14,2,0,15,0,9,1,2,1,0,0,143,0,102,3,0,6,0,0,0
21,Iriondo                                 ,008,0412 ,0789,450,31,4,16,20,0,0,12,0,14,3,0,2,2,0,140,0,105,2,1,1,0,0,0
21,Iriondo                                 ,008,0412 ,0790,450,10,0,10,16,0,0,13,0,13,2,2,2,1,2,133,1,87,3,0,17,0,1,1
21,Iriondo                                 ,008,0412 ,0791,175,0,0,2,11,0,0,3,0,3,1,0,0,0,0,52,0,51,2,0,2,0,0,0
21,Iriondo                                 ,008,0413A,0769,450,40,0,13,40,1,2,11,0,6,1,2,0,0,0,102,1,114,7,1,18,1,0,0
21,Iriondo                                 ,008,0413A,0770,450,42,0,34,39,4,1,17,4,8,0,4,0,2,4,72,2,127,5,0,11,0,1,0
21,Iriondo                                 ,008,0413A,0771,450,43,9,46,22,2,1,23,3,9,0,1,0,1,1,105,0,94,8,0,8,1,0,1
21,Iriondo                                 ,008,0413A,0772,450,65,0,24,25,4,2,17,0,10,0,0,1,0,3,99,4,93,3,1,17,2,0,2
21,Iriondo                                 ,008,0413A,0773,450,64,0,16,11,0,0,21,1,4,1,5,3,3,3,77,0,119,4,1,29,3,0,2
21,Iriondo                                 ,008,0413A,0774,450,44,1,21,36,1,1,20,0,5,0,0,1,1,2,82,1,118,7,0,12,4,0,0
21,Iriondo                                 ,008,0413A,0775,450,52,0,44,13,1,2,18,1,10,2,0,0,0,0,114,0,94,3,1,7,1,1,2
21,Iriondo                                 ,008,0413A,0776,450,49,11,33,25,4,1,22,2,8,1,3,4,2,1,109,1,80,3,0,17,3,4,0
21,Iriondo                                 ,008,0413A,0777,321,40,0,14,20,5,2,9,0,8,0,2,1,2,2,70,0,68,9,3,8,3,0,2
21,Iriondo                                 ,008,0413A,0792,450,24,12,34,19,1,1,15,1,7,0,0,1,2,1,108,0,107,2,0,8,3,1,1
21,Iriondo                                 ,008,0413A,0793,450,27,14,24,26,0,0,16,0,10,0,0,0,0,2,119,1,98,0,0,19,0,0,0
21,Iriondo                                 ,008,0413A,0794,450,0,0,18,15,0,3,10,1,20,0,0,0,1,2,118,2,96,5,1,21,1,1,0
21,Iriondo                                 ,008,0413A,0795,450,33,8,31,24,1,0,16,3,12,0,1,0,0,2,92,0,110,5,0,11,1,3,0
21,Iriondo                                 ,008,0413A,0796,450,41,6,15,17,1,0,22,2,12,0,0,0,0,1,88,2,115,1,0,20,3,1,1
21,Iriondo                                 ,008,0413A,0797,450,28,8,10,15,0,0,23,2,8,1,1,1,0,0,120,1,114,5,0,25,1,1,0
21,Iriondo                                 ,008,0413A,0798,450,43,13,11,11,0,0,10,0,12,0,1,0,1,2,123,2,107,4,0,20,1,0,2
21,Iriondo                                 ,008,0413A,0799,450,30,0,10,24,1,0,30,0,12,0,2,2,0,1,117,4,110,2,1,19,5,3,2
21,Iriondo                                 ,008,0413A,0800,356,23,11,16,27,1,1,10,4,8,1,1,0,1,2,96,0,98,0,0,5,1,0,1
21,Iriondo                                 ,008,0413B,0778,276,21,0,8,27,2,0,24,0,1,0,0,0,3,4,65,0,63,4,0,15,0,0,1
21,Iriondo                                 ,008,0413B,0801,264,2,0,3,29,0,1,10,0,2,0,1,1,1,0,81,0,73,2,0,3,1,0,0
21,Iriondo                                 ,008,0413C,0779,36,4,1,1,4,1,0,0,0,0,2,0,0,0,0,1,0,14,0,0,1,1,0,0
21,Iriondo                                 ,008,0413C,0802,24,4,0,1,2,0,0,0,0,1,0,1,0,0,0,4,0,7,0,0,1,0,0,0
21,Iriondo                                 ,008,0414 ,0780,450,30,0,8,33,1,0,14,0,16,7,0,1,2,0,120,1,123,2,13,9,0,0,3
21,Iriondo                                 ,008,0414 ,0781,450,34,0,5,42,0,0,5,2,8,0,2,1,5,2,102,0,144,3,4,12,2,0,0
21,Iriondo                                 ,008,0414 ,0782,450,31,0,5,37,4,3,20,1,7,1,2,2,0,1,100,2,140,1,0,7,2,2,0
21,Iriondo                                 ,008,0414 ,0783,62,3,0,1,3,1,0,4,0,2,0,0,1,0,0,13,0,22,0,0,1,0,0,0
21,Iriondo                                 ,008,0414 ,0803,450,136,0,4,30,0,1,12,2,7,0,2,0,2,1,1,1,162,3,0,2,2,0,1
21,Iriondo                                 ,008,0414 ,0804,450,32,0,7,31,4,0,7,1,4,0,1,2,0,1,128,0,0,0,0,7,0,0,1
21,Iriondo                                 ,008,0414 ,0805,235,12,0,5,26,0,1,5,0,0,1,0,0,0,1,56,1,74,2,0,3,0,0,1
21,Iriondo                                 ,008,0414 ,0806,235,9,0,5,12,0,0,6,0,2,0,0,0,0,0,65,0,76,1,0,6,0,0,1
21,Iriondo                                 ,008,0414A,0784,450,38,2,11,11,3,0,13,0,8,0,11,1,3,0,94,2,123,3,1,23,3,1,1
21,Iriondo                                 ,008,0414A,0785,258,20,5,7,6,3,0,9,0,6,0,0,1,0,1,59,0,86,3,0,10,2,2,0
21,Iriondo                                 ,008,0414A,0807,450,38,5,27,0,3,0,16,1,8,0,1,2,0,1,121,1,133,2,0,0,1,1,0
21,Iriondo                                 ,008,0414A,0808,192,14,0,0,5,1,1,10,0,3,0,0,0,0,0,48,0,59,1,0,3,0,1,0
21,Iriondo                                 ,008,0415 ,0786,450,10,0,17,25,0,0,14,26,2,0,1,2,0,2,109,1,100,4,0,35,1,1,3
21,Iriondo                                 ,008,0415 ,0787,450,51,0,27,30,0,0,14,0,4,1,2,2,0,2,109,1,104,0,0,20,0,2,2
21,Iriondo                                 ,008,0415 ,0788,242,7,0,3,13,1,0,6,0,6,2,3,1,0,0,42,0,44,7,1,13,1,0,1
21,Iriondo                                 ,008,0415 ,0789,243,9,0,10,20,0,1,9,0,3,0,1,1,0,0,49,0,64,3,0,9,0,0,0
21,Iriondo                                 ,008,0415 ,0809,450,5,0,32,31,1,0,15,0,5,0,2,0,0,0,108,0,105,4,0,8,0,0,0
21,Iriondo                                 ,008,0415 ,0810,450,38,0,14,26,1,1,16,1,2,0,2,3,1,1,112,2,107,1,2,8,0,0,0
21,Iriondo                                 ,008,0415 ,0811,233,25,0,7,16,0,1,7,0,4,0,2,1,1,0,53,1,43,3,0,6,0,0,0
21,Iriondo                                 ,008,0415 ,0812,234,2,2,0,14,0,1,14,0,6,0,1,1,0,1,60,0,43,1,0,8,0,0,0
21,La Capital                              ,009,0001 ,0790,450,27,1,25,35,1,0,6,0,28,0,2,1,0,2,129,0,56,16,0,23,1,0,0
21,La Capital                              ,009,0001 ,0791,450,26,6,39,37,1,1,8,1,15,0,1,3,0,0,119,0,55,19,0,25,0,1,2
21,La Capital                              ,009,0001 ,0792,450,0,0,30,36,4,0,21,2,22,0,2,0,7,0,139,0,53,16,0,19,3,0,1
21,La Capital                              ,009,0001 ,0793,355,0,0,19,20,2,0,10,0,13,0,5,0,1,0,86,0,46,9,0,29,2,0,0
21,La Capital                              ,009,0001 ,0813,450,18,1,23,21,3,0,6,1,14,0,1,1,1,0,163,0,44,4,0,22,1,0,0
21,La Capital                              ,009,0001 ,0814,450,22,2,28,20,0,1,10,1,10,0,5,2,0,0,136,1,36,12,1,38,2,3,0
21,La Capital                              ,009,0001 ,0815,450,5,0,20,27,0,0,8,0,17,0,3,1,0,0,2,1,47,11,0,16,3,0,0
21,La Capital                              ,009,0001 ,0816,450,0,2,17,24,2,0,4,0,18,0,0,1,0,0,152,1,32,12,2,27,0,0,2
21,La Capital                              ,009,0001 ,0817,450,21,0,18,16,3,1,10,0,15,0,4,2,0,0,143,1,44,6,1,36,0,0,2
21,La Capital                              ,009,0001 ,0818,171,9,1,12,8,0,0,3,1,0,0,3,1,0,0,60,1,15,2,0,6,0,0,0
21,La Capital                              ,009,0002 ,0794,450,29,3,30,33,0,0,4,0,20,0,0,2,0,0,127,2,50,20,1,31,1,0,0
21,La Capital                              ,009,0002 ,0795,450,36,1,18,35,0,1,11,1,9,0,1,5,0,1,139,1,35,14,0,32,1,1,0
21,La Capital                              ,009,0002 ,0796,450,37,1,40,9,2,0,15,0,20,0,5,2,1,1,103,2,55,14,0,36,0,0,1
21,La Capital                              ,009,0002 ,0797,189,0,0,13,9,0,0,0,0,9,0,2,2,0,0,57,0,24,8,1,9,0,0,0
21,La Capital                              ,009,0002 ,0819,450,21,0,15,17,2,0,4,0,10,0,2,1,0,0,163,1,35,8,0,41,0,0,0
21,La Capital                              ,009,0002 ,0820,450,13,3,21,36,2,0,13,0,13,0,0,3,1,0,148,2,36,6,1,23,0,0,0
21,La Capital                              ,009,0002 ,0821,450,3,6,15,23,0,0,10,0,20,0,3,0,1,0,165,1,24,4,2,28,1,0,0
21,La Capital                              ,009,0002 ,0822,450,17,1,20,29,1,1,13,0,26,0,1,2,0,0,137,1,39,8,0,34,1,1,0
21,La Capital                              ,009,0002 ,0823,393,0,4,25,25,1,0,0,1,10,0,1,1,0,0,107,1,31,6,0,22,1,0,0
21,La Capital                              ,009,0003 ,0798,450,26,3,35,28,0,0,6,1,18,0,0,0,0,0,113,3,66,7,1,29,3,1,1
21,La Capital                              ,009,0003 ,0799,410,24,2,18,30,1,0,23,1,17,1,0,2,0,1,110,2,47,10,0,52,1,1,1
21,La Capital                              ,009,0003 ,0824,450,18,2,23,30,1,0,10,1,19,0,0,1,0,0,126,0,45,8,0,23,1,1,1
21,La Capital                              ,009,0003 ,0825,450,20,4,20,24,1,0,11,2,18,0,0,1,1,0,137,1,58,4,0,13,1,0,0
21,La Capital                              ,009,0003 ,0826,294,16,2,26,25,0,0,4,0,7,2,0,0,0,0,83,1,22,2,0,11,1,1,3
21,La Capital                              ,009,0004 ,0800,450,27,4,17,26,0,0,17,0,5,0,1,2,2,0,134,1,46,13,0,35,1,1,1
21,La Capital                              ,009,0004 ,0801,450,26,1,18,34,1,1,17,0,18,0,1,0,1,0,134,1,33,6,2,24,1,0,2
21,La Capital                              ,009,0004 ,0802,398,18,0,15,34,2,0,0,0,19,0,3,1,0,0,103,2,38,18,0,26,1,1,1
21,La Capital                              ,009,0004 ,0827,450,18,0,32,32,2,1,6,1,10,0,2,1,1,0,141,0,34,7,0,18,0,0,0
21,La Capital                              ,009,0004 ,0828,450,22,1,40,24,0,0,10,0,12,0,1,1,0,0,144,0,36,8,0,19,0,1,0
21,La Capital                              ,009,0004 ,0829,450,20,0,24,27,0,0,9,0,14,0,3,0,0,0,156,1,38,8,0,27,1,0,1
21,La Capital                              ,009,0004 ,0830,235,9,0,13,11,1,0,8,0,5,0,2,1,0,1,76,0,17,2,0,14,2,0,3
21,La Capital                              ,009,0004 ,0831,236,8,0,7,4,0,0,4,1,5,0,1,0,2,1,80,0,23,0,0,19,0,2,0
21,La Capital                              ,009,0005 ,0803,450,26,0,25,21,1,0,18,1,18,0,0,1,0,0,130,1,49,12,0,27,1,0,1
21,La Capital                              ,009,0005 ,0804,450,21,3,23,39,0,0,5,1,20,1,0,0,1,0,131,4,40,10,2,31,4,0,4
21,La Capital                              ,009,0005 ,0805,359,18,0,13,30,0,1,10,1,15,1,0,3,0,1,120,0,0,7,0,24,1,0,1
21,La Capital                              ,009,0005 ,0832,450,14,2,19,35,0,1,9,0,18,0,3,1,0,0,159,1,32,10,1,23,0,0,0
21,La Capital                              ,009,0005 ,0833,450,7,0,16,23,0,2,7,2,24,0,1,0,0,0,150,0,35,3,0,28,0,0,0
21,La Capital                              ,009,0005 ,0834,450,15,2,24,30,0,0,6,0,12,1,1,1,0,0,144,0,39,5,3,22,3,0,0
21,La Capital                              ,009,0005 ,0835,450,34,5,12,24,0,0,7,1,11,0,4,3,1,0,155,0,28,4,0,34,1,0,0
21,La Capital                              ,009,0006 ,0806,450,24,4,24,27,3,0,7,0,25,0,0,6,1,2,128,1,52,12,0,28,1,1,0
21,La Capital                              ,009,0006 ,0807,450,4,5,31,37,0,0,4,0,15,1,0,3,0,0,136,2,58,8,1,29,0,0,0
21,La Capital                              ,009,0006 ,0808,245,10,1,12,15,0,0,5,1,11,0,0,0,0,0,88,1,33,5,0,18,0,0,1
21,La Capital                              ,009,0006 ,0809,245,8,0,11,20,0,0,14,1,13,0,2,2,0,0,67,1,33,3,0,21,1,0,0
21,La Capital                              ,009,0006 ,0836,450,21,5,12,26,1,0,5,1,23,0,0,5,0,0,168,0,45,4,0,27,0,0,0
21,La Capital                              ,009,0006 ,0837,450,10,1,22,23,0,0,2,0,22,0,4,3,1,0,165,1,46,7,0,24,1,0,0
21,La Capital                              ,009,0006 ,0838,450,18,4,11,25,3,0,9,0,18,1,2,2,0,0,146,1,48,6,0,24,0,0,2
21,La Capital                              ,009,0006 ,0839,245,6,0,18,7,1,0,3,0,11,0,1,1,0,1,89,0,25,4,0,19,0,0,0
21,La Capital                              ,009,0006 ,0840,246,16,1,11,6,2,0,3,0,16,0,3,0,0,1,83,1,19,3,0,29,1,0,0
21,La Capital                              ,009,0007 ,0810,450,3,12,9,21,2,2,12,0,12,1,2,0,1,1,87,2,103,5,0,18,0,0,2
21,La Capital                              ,009,0007 ,0811,450,42,7,12,17,1,0,13,1,20,0,1,1,2,1,98,0,85,6,2,23,2,1,2
21,La Capital                              ,009,0007 ,0812,450,0,0,10,31,2,0,0,0,10,1,3,4,3,1,93,1,95,3,3,11,3,1,1
21,La Capital                              ,009,0007 ,0813,450,39,3,10,21,2,4,4,0,11,0,0,4,1,3,97,0,91,3,5,30,0,0,2
21,La Capital                              ,009,0007 ,0814,450,48,0,8,21,0,0,4,3,11,1,1,0,1,1,85,3,98,3,1,10,2,0,1
21,La Capital                              ,009,0007 ,0815,450,35,7,10,14,4,0,11,1,10,1,1,1,1,0,118,0,88,4,4,19,2,1,3
21,La Capital                              ,009,0007 ,0816,450,0,0,30,9,1,0,9,0,14,0,2,2,2,3,113,5,78,4,1,10,3,0,1
21,La Capital                              ,009,0007 ,0817,450,0,0,18,21,2,1,11,0,10,0,2,0,1,2,0,2,88,3,1,17,4,0,4
21,La Capital                              ,009,0007 ,0818,450,37,9,8,11,1,1,10,1,8,1,0,3,1,0,111,3,77,3,3,24,2,2,3
21,La Capital                              ,009,0007 ,0819,450,41,20,10,21,1,0,8,2,8,0,0,1,1,0,99,2,81,6,0,19,0,0,2
21,La Capital                              ,009,0007 ,0820,450,41,18,12,18,1,1,10,0,10,1,2,6,0,0,88,3,90,3,0,23,1,0,5
21,La Capital                              ,009,0007 ,0821,302,26,1,10,11,1,0,5,0,7,1,0,2,0,0,77,1,64,1,0,17,2,1,1
21,La Capital                              ,009,0007 ,0841,450,28,14,11,16,1,0,5,1,7,1,0,0,1,5,108,0,111,3,1,14,1,2,2
21,La Capital                              ,009,0007 ,0842,450,4,1,13,7,13,1,10,0,3,1,6,2,1,0,111,0,91,4,1,30,3,2,1
21,La Capital                              ,009,0007 ,0843,450,14,7,17,10,3,0,20,2,8,0,2,3,0,0,103,4,85,4,0,14,1,0,2
21,La Capital                              ,009,0007 ,0844,450,27,11,12,34,1,0,10,3,13,0,0,0,1,0,135,1,76,3,2,12,0,2,2
21,La Capital                              ,009,0007 ,0845,450,0,0,5,27,0,0,11,3,7,0,1,1,1,1,114,0,101,5,2,4,0,0,1
21,La Capital                              ,009,0007 ,0846,450,0,0,10,18,2,0,14,1,7,1,1,0,0,2,121,1,77,2,2,22,1,0,1
21,La Capital                              ,009,0007 ,0847,450,37,3,19,16,3,1,12,2,10,0,3,0,1,1,112,2,82,3,0,13,2,0,3
21,La Capital                              ,009,0007 ,0848,450,43,15,10,15,3,0,8,2,8,0,2,0,1,0,123,1,80,2,1,18,2,1,1
21,La Capital                              ,009,0007 ,0849,450,27,14,13,17,3,1,9,4,10,0,0,2,2,0,119,0,65,2,1,18,1,1,2
21,La Capital                              ,009,0007 ,0850,450,27,9,14,13,1,0,10,1,11,0,1,2,0,3,124,0,86,0,0,11,2,0,1
21,La Capital                              ,009,0007 ,0851,450,0,12,25,14,2,0,8,3,12,0,1,0,0,0,99,0,77,3,1,6,5,1,4
21,La Capital                              ,009,0007 ,0852,450,28,12,10,19,1,0,15,1,14,0,1,2,3,2,123,0,68,2,0,15,2,1,4
21,La Capital                              ,009,0007 ,0853,450,0,11,13,19,3,2,9,1,7,0,0,2,0,0,121,1,90,4,0,13,4,1,1
21,La Capital                              ,009,0007 ,0854,207,23,2,7,9,1,0,2,1,6,0,0,1,0,0,35,0,34,0,0,8,3,1,1
21,La Capital                              ,009,0008 ,0822,450,38,9,10,16,3,0,2,1,16,0,1,4,2,0,116,2,70,6,1,30,4,1,1
21,La Capital                              ,009,0008 ,0823,450,34,9,22,18,1,1,9,0,24,0,0,1,2,1,112,1,88,3,1,23,4,0,1
21,La Capital                              ,009,0008 ,0824,450,29,7,26,15,9,0,0,1,4,0,1,1,0,0,108,2,82,5,0,25,1,0,1
21,La Capital                              ,009,0008 ,0825,450,61,0,19,26,2,0,20,2,17,0,2,5,1,1,87,0,71,4,1,20,2,1,1
21,La Capital                              ,009,0008 ,0826,450,39,9,12,25,0,0,8,4,6,0,1,7,0,0,97,1,82,6,1,15,1,0,2
21,La Capital                              ,009,0008 ,0827,450,40,14,17,27,1,0,6,1,11,0,3,0,0,0,108,0,67,7,0,20,3,0,4
21,La Capital                              ,009,0008 ,0828,450,35,14,5,19,2,0,9,1,19,0,4,4,1,2,112,3,81,7,0,22,3,0,2
21,La Capital                              ,009,0008 ,0829,66,6,0,2,1,0,0,2,4,2,0,0,0,0,0,22,0,12,0,1,2,0,0,0
21,La Capital                              ,009,0008 ,0855,450,32,0,12,18,3,0,10,0,8,0,1,3,1,1,139,1,75,1,1,18,0,1,0
21,La Capital                              ,009,0008 ,0856,450,2,12,22,9,1,0,11,4,14,0,1,1,0,0,159,0,61,4,0,24,1,0,2
21,La Capital                              ,009,0008 ,0857,450,0,0,5,16,2,0,13,1,12,0,2,3,0,2,139,0,75,1,2,16,0,0,1
21,La Capital                              ,009,0008 ,0858,450,26,8,13,17,3,0,10,1,12,0,1,4,0,1,135,0,88,0,0,0,1,3,2
21,La Capital                              ,009,0008 ,0859,450,26,10,15,17,5,0,12,4,14,0,2,2,0,1,124,1,70,6,1,12,1,1,2
21,La Capital                              ,009,0008 ,0860,450,0,0,18,16,0,0,17,0,10,0,1,2,1,0,126,2,81,4,1,10,2,1,0
21,La Capital                              ,009,0008 ,0861,450,0,0,18,12,1,0,13,1,11,0,2,2,0,0,129,1,57,2,1,23,0,1,1
21,La Capital                              ,009,0008 ,0862,450,0,0,15,25,4,0,10,0,14,0,0,4,1,1,109,2,91,2,3,17,2,2,0
21,La Capital                              ,009,0008 ,0863,158,6,0,9,8,0,0,4,1,1,0,0,2,2,0,50,0,27,0,0,10,0,0,1
21,La Capital                              ,009,0009 ,0830,450,28,6,8,36,4,2,8,0,23,0,2,3,0,0,139,1,67,10,3,16,1,0,2
21,La Capital                              ,009,0009 ,0831,450,29,5,22,27,2,0,11,2,19,1,0,3,1,0,141,1,62,5,2,16,3,0,0
21,La Capital                              ,009,0009 ,0832,450,29,8,23,36,1,0,12,0,23,0,2,1,0,0,156,2,41,5,1,25,0,0,1
21,La Capital                              ,009,0009 ,0833,450,3,4,12,22,1,0,18,0,20,0,0,2,0,0,151,0,54,13,2,45,0,0,0
21,La Capital                              ,009,0009 ,0834,450,32,0,14,21,1,0,16,0,25,1,0,0,0,0,136,1,51,6,1,41,1,0,0
21,La Capital                              ,009,0009 ,0835,450,23,6,9,26,0,0,7,0,24,0,0,4,0,1,161,1,58,13,3,30,1,0,3
21,La Capital                              ,009,0009 ,0836,450,37,3,24,20,1,0,10,2,23,0,0,0,0,1,119,0,58,6,1,43,0,0,0
21,La Capital                              ,009,0009 ,0837,303,18,2,18,19,1,0,12,0,11,0,1,0,1,1,90,1,47,4,0,21,0,0,2
21,La Capital                              ,009,0009 ,0864,450,14,0,20,18,0,1,6,0,25,0,1,1,0,0,152,0,57,4,1,31,1,0,2
21,La Capital                              ,009,0009 ,0865,450,13,0,24,17,1,0,8,0,14,0,1,1,0,1,163,0,65,3,0,20,0,0,0
21,La Capital                              ,009,0009 ,0866,450,18,6,16,18,1,1,6,0,17,0,2,1,0,0,165,0,0,4,1,20,0,0,3
21,La Capital                              ,009,0009 ,0867,450,17,0,22,28,4,1,5,1,23,0,3,2,0,0,158,0,38,3,0,14,2,0,1
21,La Capital                              ,009,0009 ,0868,450,22,2,31,24,3,1,8,1,17,0,3,3,0,1,150,0,49,5,0,17,0,0,0
21,La Capital                              ,009,0009 ,0869,450,22,9,16,34,1,0,6,0,19,0,2,3,0,0,145,0,47,5,0,32,0,0,2
21,La Capital                              ,009,0009 ,0870,450,0,0,30,9,1,0,9,1,24,0,2,2,0,0,150,1,61,4,1,14,0,0,1
21,La Capital                              ,009,0009 ,0871,450,0,0,24,28,1,0,7,0,22,0,2,0,1,0,140,2,51,5,0,15,0,1,2
21,La Capital                              ,009,0009 ,0872,450,2,3,28,23,1,0,0,0,13,0,1,3,0,0,153,1,51,0,0,14,1,2,0
21,La Capital                              ,009,0009 ,0873,450,17,4,20,13,2,0,5,1,17,0,0,1,0,0,160,2,52,7,1,31,1,2,2
21,La Capital                              ,009,0009 ,0874,147,9,0,5,3,0,0,1,0,7,0,1,1,0,0,48,0,22,1,0,13,0,0,0
21,La Capital                              ,009,0010 ,0838,450,32,3,19,22,3,0,10,1,20,0,1,1,0,1,123,1,72,5,2,31,2,1,2
21,La Capital                              ,009,0010 ,0839,450,38,10,18,27,1,0,8,1,39,0,0,1,5,3,103,3,67,12,2,14,3,0,2
21,La Capital                              ,009,0010 ,0840,450,23,7,11,20,4,1,10,0,28,0,2,2,0,3,129,3,72,14,2,32,0,1,0
21,La Capital                              ,009,0010 ,0841,450,33,4,38,23,1,1,7,1,15,0,2,3,1,1,129,4,59,3,2,17,0,0,4
21,La Capital                              ,009,0010 ,0842,450,32,6,23,36,1,0,10,1,26,0,2,0,1,0,118,0,66,5,2,26,0,0,1
21,La Capital                              ,009,0010 ,0843,450,21,5,33,22,3,0,8,1,20,1,0,1,1,3,135,1,62,6,2,24,0,0,1
21,La Capital                              ,009,0010 ,0844,450,36,4,25,27,2,1,11,1,27,0,1,0,2,0,119,0,65,5,1,21,0,0,1
21,La Capital                              ,009,0010 ,0845,450,43,0,30,14,0,1,8,0,22,1,3,3,3,2,125,1,82,8,2,21,0,0,0
21,La Capital                              ,009,0010 ,0846,427,25,0,17,33,2,0,17,1,30,0,0,3,0,0,104,1,75,2,2,25,0,0,0
21,La Capital                              ,009,0010 ,0875,450,17,3,17,16,1,0,12,0,21,1,4,1,0,1,146,0,50,9,1,18,0,0,0
21,La Capital                              ,009,0010 ,0876,450,14,5,14,32,2,1,4,1,27,0,0,1,0,2,155,1,58,7,2,23,0,0,1
21,La Capital                              ,009,0010 ,0877,450,0,0,19,14,0,0,5,1,18,1,1,4,0,0,150,2,54,9,2,39,0,1,1
21,La Capital                              ,009,0010 ,0878,450,3,1,21,19,2,0,19,0,0,0,2,1,2,1,169,0,62,8,1,20,2,1,0
21,La Capital                              ,009,0010 ,0879,450,36,0,21,12,0,0,7,0,25,1,2,3,0,0,137,0,49,5,3,32,0,1,2
21,La Capital                              ,009,0010 ,0880,450,26,4,23,19,1,0,7,0,19,0,1,3,1,0,155,1,43,3,3,11,0,0,0
21,La Capital                              ,009,0010 ,0881,450,27,3,20,22,3,1,8,1,20,0,0,1,1,0,137,3,49,2,1,24,1,0,0
21,La Capital                              ,009,0010 ,0882,450,25,5,22,21,1,0,8,0,22,0,0,1,1,0,153,0,62,4,0,14,3,0,1
21,La Capital                              ,009,0010 ,0883,450,30,3,13,21,1,1,5,2,17,0,0,0,1,1,154,1,70,5,3,15,0,1,0
21,La Capital                              ,009,0010 ,0884,450,26,0,19,23,0,0,13,0,23,1,3,1,0,0,145,0,52,5,3,18,0,0,1
21,La Capital                              ,009,0010 ,0885,450,17,2,15,23,3,0,10,0,19,0,0,0,0,0,134,0,78,3,1,30,1,1,0
21,La Capital                              ,009,0010 ,0886,88,8,0,3,7,0,0,2,0,5,0,0,0,0,1,35,1,12,0,0,0,0,0,0
21,La Capital                              ,009,0011 ,0847,450,29,7,16,39,3,0,11,0,8,1,1,2,0,0,119,1,78,6,3,29,0,0,3
21,La Capital                              ,009,0011 ,0848,450,37,0,28,25,3,0,10,0,21,0,0,0,2,1,102,2,74,6,5,26,3,0,2
21,La Capital                              ,009,0011 ,0849,450,30,0,30,18,1,0,11,2,15,0,0,4,0,2,120,4,85,4,4,16,0,1,2
21,La Capital                              ,009,0011 ,0850,450,2,5,20,30,4,0,14,2,21,0,0,2,0,1,112,4,61,8,3,16,3,0,0
21,La Capital                              ,009,0011 ,0851,450,33,7,18,34,2,0,10,0,13,0,0,2,1,1,121,1,72,10,2,22,0,0,0
21,La Capital                              ,009,0011 ,0852,450,27,2,13,15,2,0,12,2,19,1,2,2,1,3,102,0,72,6,3,41,4,2,1
21,La Capital                              ,009,0011 ,0853,394,34,0,26,25,1,0,7,0,11,0,1,2,0,0,79,5,50,11,3,21,0,0,5
21,La Capital                              ,009,0011 ,0887,450,19,7,19,14,2,0,14,0,10,1,1,1,1,1,136,1,62,4,1,32,1,1,4
21,La Capital                              ,009,0011 ,0888,450,25,5,27,23,0,0,10,2,14,0,1,1,1,0,127,1,65,6,0,24,1,0,2
21,La Capital                              ,009,0011 ,0889,450,38,7,15,17,0,0,6,0,0,0,0,1,0,0,128,1,57,5,4,42,1,0,0
