codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0005,0009,0014,0020,0023,0036,0037,0038,0050,0051,0060,0131,0134,0135,0136,0137,0138,0139,0140,0141,0142,0143,0144,0145,0146,0147,0188,0252,0332
01,Vélez Sarsfield                         ,001,0001 ,0001,434,0,57,2,2,11,2,2,0,0,1,2,43,0,0,3,63,0,39,26,18,4,1,0,1,0,0,3,0,0,3,39,0
01,Vélez Sarsfield                         ,001,0001 ,0002,434,22,0,6,0,19,2,5,0,2,1,10,18,1,0,20,49,2,26,0,30,0,2,0,1,0,0,8,0,0,0,72,13
01,Vélez Sarsfield                         ,001,0001 ,0003,434,15,2,7,2,19,4,9,3,3,1,4,37,1,1,12,42,1,32,50,20,1,0,0,0,0,0,5,1,0,0,71,6
01,Vélez Sarsfield                         ,001,0001 ,0004,434,10,10,21,2,14,2,20,0,6,1,7,19,0,0,4,72,0,28,17,25,1,0,1,1,0,0,5,0,0,0,66,16
01,Vélez Sarsfield                         ,001,0001 ,0005,434,13,8,19,1,12,3,10,0,5,1,4,35,33,1,10,50,2,0,24,26,1,1,0,0,0,0,12,2,1,1,56,9
01,Vélez Sarsfield                         ,001,0001 ,0006,434,3,20,5,1,11,4,5,1,4,0,8,38,0,0,11,88,0,28,0,20,1,0,0,3,0,0,8,0,0,1,64,9
01,Vélez Sarsfield                         ,001,0001 ,0007,434,3,7,34,1,8,4,12,0,5,0,6,5,0,0,6,78,1,35,5,18,1,0,0,0,0,0,6,0,0,2,81,5
01,Vélez Sarsfield                         ,001,0001 ,0008,434,24,6,0,0,14,2,8,0,5,0,5,30,1,0,22,61,1,23,21,11,2,0,2,2,0,0,9,1,0,0,75,7
01,Vélez Sarsfield                         ,001,0001 ,0009,434,27,0,13,0,11,4,5,0,5,2,2,56,1,0,18,36,0,39,38,24,1,0,0,2,0,0,6,1,0,0,43,0
01,Vélez Sarsfield                         ,001,0001 ,0010,434,14,0,24,0,12,1,11,1,3,0,1,45,1,1,7,54,1,35,17,27,1,0,0,1,0,0,12,1,0,3,64,9
01,Vélez Sarsfield                         ,001,0001 ,0011,434,5,10,19,2,21,2,9,1,8,0,3,47,0,0,15,29,1,19,41,19,0,1,1,1,0,1,13,0,0,1,51,6
01,Vélez Sarsfield                         ,001,0001 ,0012,434,30,10,1,0,18,2,10,0,6,0,8,45,0,1,13,34,0,32,30,22,1,1,0,2,0,0,6,0,0,2,51,15
01,Vélez Sarsfield                         ,001,0001 ,0013,434,4,0,19,1,13,1,3,0,2,0,0,35,0,0,13,36,1,32,36,30,1,2,1,1,0,0,8,0,0,0,65,5
