codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0131,0133
19,Pueyrredon,001,0002 ,0363,350,2,0,17,58,168
19,Pueyrredon,001,0002 ,0364,349,38,2,35,50,148
19,Pueyrredon,001,0002 ,0365,350,45,3,29,53,160
19,Pueyrredon,001,0002 ,0366,350,51,0,18,52,162
19,Pueyrredon,001,0002 ,0367,350,53,2,34,49,165
19,Pueyrredon,001,0002 ,0368,350,45,1,45,46,139
19,Pueyrredon,001,0002 ,0369,350,55,3,33,43,157
19,Pueyrredon,001,0002 ,0370,350,57,0,48,38,152
19,Pueyrredon,001,0002 ,0371,350,62,1,40,51,138
19,Pueyrredon,001,0002 ,0372,350,41,0,40,50,145
19,Pueyrredon,001,0002 ,0373,349,55,0,23,45,153
19,Pueyrredon,001,0002 ,0374,350,44,1,27,58,153
19,Pueyrredon,001,0002 ,0375,350,0,1,26,60,151
19,Pueyrredon,001,0002 ,0376,350,48,2,35,48,142
19,Pueyrredon,001,0002 ,0377,350,52,0,32,60,144
19,Pueyrredon,001,0002 ,0378,350,50,1,34,52,149
19,Pueyrredon,001,0002 ,0379,350,55,0,31,50,141
19,Pueyrredon,001,0002 ,0380,350,53,3,32,57,148
19,Pueyrredon,001,0002 ,0381,350,67,0,30,41,143
19,Pueyrredon,001,0002 ,0382,350,57,0,26,70,141
19,Pueyrredon,001,0002 ,0383,350,56,2,46,46,151
19,Pueyrredon,001,0002 ,0384,351,46,0,38,70,142
19,Pueyrredon,001,0002 ,0385,349,49,3,25,52,137
19,Pueyrredon,001,0002 ,0386,247,0,0,19,37,103
19,Pueyrredon,001,0003 ,0387,350,36,0,18,72,176
19,Pueyrredon,001,0003 ,0388,350,30,4,11,55,196
19,Pueyrredon,001,0003 ,0389,350,31,10,18,54,174
19,Pueyrredon,001,0003 ,0390,350,31,3,18,55,177
19,Pueyrredon,001,0003 ,0391,351,38,7,12,51,190
19,Pueyrredon,001,0003 ,0392,350,36,0,21,58,173
19,Pueyrredon,001,0003 ,0393,350,1,29,12,63,181
19,Pueyrredon,001,0003 ,0394,350,0,0,14,57,190
19,Pueyrredon,001,0003 ,0395,350,31,7,15,65,173
19,Pueyrredon,001,0003 ,0396,351,39,0,14,60,182
19,Pueyrredon,001,0003 ,0397,350,25,6,22,45,198
19,Pueyrredon,001,0003 ,0398,350,20,4,18,63,174
19,Pueyrredon,001,0003 ,0399,350,42,3,11,57,183
19,Pueyrredon,001,0003 ,0400,350,4,0,22,68,165
19,Pueyrredon,001,0003 ,0401,350,31,4,18,55,177
19,Pueyrredon,001,0003 ,0402,350,30,5,12,60,182
19,Pueyrredon,001,0003 ,0403,350,22,3,11,57,190
19,Pueyrredon,001,0003 ,0404,350,38,3,13,56,179
19,Pueyrredon,001,0003 ,0405,350,37,3,14,56,189
19,Pueyrredon,001,0003 ,0406,120,14,6,6,10,64
19,Pueyrredon,001,0004 ,0407,349,4,0,11,70,144
19,Pueyrredon,001,0004 ,0408,350,28,3,10,54,162
19,Pueyrredon,001,0004 ,0409,350,0,0,0,53,175
19,Pueyrredon,001,0004 ,0410,350,47,8,16,51,141
19,Pueyrredon,001,0004 ,0411,191,20,0,5,41,84
19,Pueyrredon,001,0004A,0412,350,45,1,21,39,162
19,Pueyrredon,001,0004A,0413,350,34,0,25,55,162
19,Pueyrredon,001,0004A,0414,350,34,0,25,48,179
19,Pueyrredon,001,0004A,0415,242,29,0,8,32,118
19,Pueyrredon,001,0005 ,0416,16,0,0,3,3,3
19,Pueyrredon,001,0006 ,0417,350,23,0,7,164,93
19,Pueyrredon,001,0006 ,0418,236,17,0,5,87,84
19,Pueyrredon,001,0007 ,0419,80,0,1,0,33,33
19,Pueyrredon,001,0008 ,0420,44,0,0,0,8,31
19,Pueyrredon,001,0009 ,0421,350,25,1,9,55,145
19,Pueyrredon,001,0009 ,0422,350,41,1,3,49,160
19,Pueyrredon,001,0009 ,0423,128,8,0,3,14,54
19,Pueyrredon,001,0010 ,0424,350,0,0,29,76,114
19,Pueyrredon,001,0010 ,0425,349,0,0,45,62,122
19,Pueyrredon,001,0010 ,0426,117,0,0,8,18,46
19,Pueyrredon,001,0011 ,0427,59,0,0,7,18,11
19,Pueyrredon,001,0012 ,0428,204,11,1,5,81,72
19,Pueyrredon,001,0012 ,0429,206,43,3,3,88,71
19,Pueyrredon,001,0013 ,0430,172,0,1,4,11,116
19,Pueyrredon,001,0014 ,0431,37,4,0,1,8,5
19,Pueyrredon,001,0015 ,0432,254,28,1,6,84,108
19,Pueyrredon,001,1001 ,0001,350,37,0,10,94,157
19,Pueyrredon,001,1001 ,0002,350,44,2,21,90,136
19,Pueyrredon,001,1001 ,0003,350,36,4,16,91,152
19,Pueyrredon,001,1001 ,0004,350,52,3,16,102,134
19,Pueyrredon,001,1001 ,0005,350,36,1,23,87,129
19,Pueyrredon,001,1001 ,0006,350,30,5,18,97,142
19,Pueyrredon,001,1001 ,0007,350,32,0,25,95,121
19,Pueyrredon,001,1001 ,0008,350,41,1,17,88,149
19,Pueyrredon,001,1001 ,0009,350,39,10,20,102,134
19,Pueyrredon,001,1001 ,0010,350,0,0,12,95,145
19,Pueyrredon,001,1001 ,0011,350,38,1,13,84,162
19,Pueyrredon,001,1001 ,0012,350,33,1,10,96,151
19,Pueyrredon,001,1001 ,0013,350,1,7,14,79,147
19,Pueyrredon,001,1001 ,0014,350,28,0,14,129,122
19,Pueyrredon,001,1001 ,0015,350,40,4,12,103,131
19,Pueyrredon,001,1001 ,0016,350,36,1,12,101,147
19,Pueyrredon,001,1001 ,0017,350,39,1,15,91,138
19,Pueyrredon,001,1001 ,0018,350,35,2,17,11,138
19,Pueyrredon,001,1001 ,0019,350,36,2,19,95,134
19,Pueyrredon,001,1001 ,0020,350,42,7,12,105,127
19,Pueyrredon,001,1001 ,0021,350,48,6,12,100,130
19,Pueyrredon,001,1001 ,0022,350,41,4,24,79,129
19,Pueyrredon,001,1001 ,0023,350,45,1,15,104,109
19,Pueyrredon,001,1001 ,0024,350,42,1,19,94,150
19,Pueyrredon,001,1001 ,0025,350,31,6,11,101,142
19,Pueyrredon,001,1001 ,0026,350,0,0,17,110,138
19,Pueyrredon,001,1001 ,0027,63,8,0,1,16,32
19,Pueyrredon,001,1002 ,0028,350,0,0,12,109,124
19,Pueyrredon,001,1002 ,0029,350,39,0,17,102,133
19,Pueyrredon,001,1002 ,0030,350,44,1,14,95,125
19,Pueyrredon,001,1002 ,0031,350,40,3,18,99,121
19,Pueyrredon,001,1002 ,0032,350,46,2,24,121,91
19,Pueyrredon,001,1002 ,0033,349,2,0,11,162,128
19,Pueyrredon,001,1002 ,0034,350,46,2,22,159,155
19,Pueyrredon,001,1002 ,0035,350,34,9,9,99,132
19,Pueyrredon,001,1002 ,0036,350,29,6,21,102,138
19,Pueyrredon,001,1002 ,0037,350,34,3,27,91,125
19,Pueyrredon,001,1002 ,0038,350,1,0,11,105,112
19,Pueyrredon,001,1002 ,0039,350,0,0,14,104,120
19,Pueyrredon,001,1002 ,0040,81,13,2,2,26,26
19,Pueyrredon,001,1003 ,0041,350,46,0,17,96,131
19,Pueyrredon,001,1003 ,0042,350,35,2,22,84,140
19,Pueyrredon,001,1003 ,0043,350,0,1,22,91,129
19,Pueyrredon,001,1003 ,0044,350,38,4,25,84,113
19,Pueyrredon,001,1003 ,0045,350,49,0,148,81,143
19,Pueyrredon,001,1003 ,0046,349,43,0,15,92,128
19,Pueyrredon,001,1003 ,0047,350,38,2,24,94,119
19,Pueyrredon,001,1003 ,0048,350,30,2,21,95,138
19,Pueyrredon,001,1003 ,0049,350,37,1,14,103,129
19,Pueyrredon,001,1003 ,0050,350,48,2,19,88,143
19,Pueyrredon,001,1003 ,0051,350,50,7,20,94,118
19,Pueyrredon,001,1003 ,0052,350,43,2,15,96,130
19,Pueyrredon,001,1003 ,0053,350,29,3,27,107,122
19,Pueyrredon,001,1003 ,0054,350,3,3,21,27,121
19,Pueyrredon,001,1003 ,0055,350,0,5,26,86,134
19,Pueyrredon,001,1003 ,0056,350,25,1,26,94,138
19,Pueyrredon,001,1003 ,0057,164,23,0,7,41,67
19,Pueyrredon,001,1004 ,0058,350,48,3,9,94,132
19,Pueyrredon,001,1004 ,0059,350,38,3,13,102,123
19,Pueyrredon,001,1004 ,0060,350,25,3,11,108,142
19,Pueyrredon,001,1004 ,0061,350,45,4,10,91,134
19,Pueyrredon,001,1004 ,0062,350,40,2,11,102,114
19,Pueyrredon,001,1004 ,0063,350,31,1,16,103,135
19,Pueyrredon,001,1004 ,0064,350,38,1,8,94,144
19,Pueyrredon,001,1004 ,0065,350,34,0,11,99,130
19,Pueyrredon,001,1004 ,0066,350,38,5,14,88,131
19,Pueyrredon,001,1004 ,0067,350,23,5,15,84,157
19,Pueyrredon,001,1004 ,0068,350,39,1,13,100,124
19,Pueyrredon,001,1004 ,0069,350,40,2,13,100,145
19,Pueyrredon,001,1004 ,0070,350,47,1,9,93,120
19,Pueyrredon,001,1004 ,0071,350,23,1,9,107,151
19,Pueyrredon,001,1004 ,0072,350,48,1,16,103,128
19,Pueyrredon,001,1004 ,0073,350,57,0,12,91,129
19,Pueyrredon,001,1004 ,0074,350,42,0,9,94,148
19,Pueyrredon,001,1004 ,0075,350,40,5,16,94,139
19,Pueyrredon,001,1004 ,0076,350,27,5,27,108,110
19,Pueyrredon,001,1004 ,0077,146,15,1,5,33,58
19,Pueyrredon,001,1005 ,0078,350,39,1,19,96,124
19,Pueyrredon,001,1005 ,0079,350,57,0,25,90,124
19,Pueyrredon,001,1005 ,0080,350,53,8,21,84,119
19,Pueyrredon,001,1005 ,0081,350,54,0,27,89,104
19,Pueyrredon,001,1005 ,0082,350,49,3,13,82,145
19,Pueyrredon,001,1005 ,0083,350,26,11,20,98,125
19,Pueyrredon,001,1005 ,0084,350,37,1,16,104,125
19,Pueyrredon,001,1005 ,0085,350,0,0,26,93,134
19,Pueyrredon,001,1005 ,0086,350,41,2,20,91,118
19,Pueyrredon,001,1005 ,0087,349,38,3,22,99,118
19,Pueyrredon,001,1005 ,0088,350,54,0,15,107,127
19,Pueyrredon,001,1005 ,0089,350,47,0,22,95,110
19,Pueyrredon,001,1005 ,0090,350,32,3,24,86,128
19,Pueyrredon,001,1005 ,0091,350,33,8,14,98,138
19,Pueyrredon,001,1005 ,0092,350,39,0,16,95,132
19,Pueyrredon,001,1005 ,0093,350,40,0,25,91,128
19,Pueyrredon,001,1005 ,0094,349,42,3,17,91,116
