codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00036,00037,00050,00024,00108
01,001,Comuna 1,00011,000291,340,5,3,8,87,113,12,3
01,001,Comuna 1,00011,000292,342,13,1,13,69,137,13,7
01,001,Comuna 1,00011,000293,339,9,2,5,80,109,18,3
01,001,Comuna 1,00011,000294,341,4,0,12,103,115,9,6
01,001,Comuna 1,00011,000295,342,8,1,9,76,129,9,3
01,001,Comuna 1,00012,000296,347,6,3,7,85,129,20,4
01,001,Comuna 1,00012,000297,342,9,0,9,93,123,13,3
01,001,Comuna 1,00012,000298,341,6,0,7,102,117,17,9
01,001,Comuna 1,00012,000299,344,6,3,8,85,124,12,4
01,001,Comuna 1,00012,000300,346,10,2,15,82,125,15,7
01,001,Comuna 1,00012,000301,346,11,3,12,101,130,15,2
01,001,Comuna 1,00012,000302,345,11,1,8,100,120,15,5
01,001,Comuna 1,00012,000303,348,8,1,9,102,119,17,6
01,001,Comuna 1,00012,000304,346,12,3,15,90,123,12,5
01,001,Comuna 1,00012,000305,344,10,1,9,98,122,11,3
01,001,Comuna 1,00012,000306,344,6,4,10,85,113,14,5
01,001,Comuna 1,00012,000307,346,6,2,11,91,117,12,6
01,001,Comuna 1,00012,000308,342,8,0,8,81,133,12,7
01,001,Comuna 1,00012,000309,342,10,3,8,94,127,10,3
01,001,Comuna 1,00012,000310,353,12,0,9,90,106,8,5
01,001,Comuna 1,00012,000311,346,8,2,10,82,132,15,5
01,001,Comuna 1,00012,000312,347,7,2,12,102,115,11,7
01,001,Comuna 1,00012,000313,343,6,0,6,109,108,15,2
01,001,Comuna 1,00012,000314,345,8,2,16,92,120,11,4
01,001,Comuna 1,00012,000315,343,10,1,15,93,111,9,8
01,001,Comuna 1,00012,000316,345,11,1,11,103,113,15,5
01,001,Comuna 1,00012,000317,346,9,2,12,92,133,8,5
01,001,Comuna 1,00012,000318,343,14,2,15,87,125,10,4
01,001,Comuna 1,00012,000319,346,3,0,16,98,124,9,8
01,001,Comuna 1,00012,000320,344,6,0,17,86,137,7,5
01,001,Comuna 1,00012,000321,348,12,0,7,120,118,11,3
01,001,Comuna 1,00012,000322,342,4,1,20,98,112,12,1
01,001,Comuna 1,00012,000323,344,7,2,8,87,129,13,7
01,001,Comuna 1,00012,000324,343,7,3,15,94,118,13,6
01,001,Comuna 1,00012,000325,344,6,2,9,82,130,22,3
01,001,Comuna 1,00012,000326,345,7,1,7,88,128,21,7
01,001,Comuna 1,00012,000327,348,8,0,6,101,117,12,5
01,001,Comuna 1,00013,000328,343,7,2,14,97,124,13,3
01,001,Comuna 1,00013,000329,344,10,0,20,88,106,16,4
01,001,Comuna 1,00013,000330,342,10,2,10,97,121,11,4
01,001,Comuna 1,00013,000331,342,8,3,16,98,115,17,4
01,001,Comuna 1,00013,000332,344,2,5,17,103,114,10,3
01,001,Comuna 1,00013,000333,344,9,3,9,96,123,9,5
01,001,Comuna 1,00013,000334,343,13,3,9,94,131,6,3
01,001,Comuna 1,00013,000335,346,4,4,13,102,122,11,6
01,001,Comuna 1,00013,000336,345,10,0,8,106,115,19,7
01,001,Comuna 1,00013,000337,345,9,1,13,107,106,20,5
01,001,Comuna 1,00013,000338,345,13,0,20,105,110,7,5
01,001,Comuna 1,00013,000339,342,13,0,8,104,117,8,4
01,001,Comuna 1,00013,000340,343,11,1,8,108,112,9,8
01,001,Comuna 1,00013,000341,342,11,3,7,95,110,21,6
01,001,Comuna 1,00013,000342,342,4,1,9,93,112,17,6
01,001,Comuna 1,00013,000343,343,11,2,10,101,111,25,5
01,001,Comuna 1,00013,000344,345,5,0,8,102,124,11,2
01,001,Comuna 1,00013,000345,343,6,0,14,99,107,17,4
01,001,Comuna 1,00013,000346,342,8,1,10,85,122,14,3
01,001,Comuna 1,00013,000347,344,4,1,13,91,123,23,7
01,001,Comuna 1,00013,000348,342,9,1,13,110,109,13,5
01,001,Comuna 1,00013,000349,346,7,5,9,95,132,11,4
01,001,Comuna 1,00013,000350,346,8,2,22,93,119,11,4
01,001,Comuna 1,00013,000351,343,8,1,19,96,115,14,7
01,001,Comuna 1,00013,000352,341,6,0,11,98,143,11,3
01,001,Comuna 1,00013,000353,344,4,1,7,94,139,8,4
01,001,Comuna 1,00013,000354,346,14,4,9,107,117,10,4
01,001,Comuna 1,00013,000355,346,3,2,15,101,125,19,6
01,001,Comuna 1,00013,000356,343,10,0,11,100,116,16,4
01,001,Comuna 1,00013,000357,341,10,3,11,103,107,12,6
01,001,Comuna 1,00013,000358,343,11,2,15,93,129,14,1
01,001,Comuna 1,00013,000359,343,4,1,10,89,112,14,8
01,001,Comuna 1,00013,000360,343,19,0,9,92,123,16,2
01,001,Comuna 1,00013,000361,342,10,3,12,79,118,15,4
01,001,Comuna 1,00013,000362,340,14,2,6,108,113,16,1
01,001,Comuna 1,00013,000363,343,4,2,4,102,119,14,7
01,001,Comuna 1,00014,000364,345,13,4,9,90,121,13,7
01,001,Comuna 1,00014,000365,346,9,1,14,92,121,10,6
01,001,Comuna 1,00014,000366,357,10,1,13,88,111,18,6
01,001,Comuna 1,00014,000367,346,8,1,9,77,123,9,9
01,001,Comuna 1,00014,000368,342,15,1,8,90,120,15,3
01,001,Comuna 1,00014,000369,342,7,1,6,85,115,7,5
01,001,Comuna 1,00014,000370,344,9,2,12,102,103,10,8
01,001,Comuna 1,00014,000371,345,9,1,18,78,127,11,3
01,001,Comuna 1,00014,000372,339,14,1,10,79,116,20,8
01,001,Comuna 1,00014,000373,345,6,2,8,78,122,14,4
01,001,Comuna 1,00014,000374,343,10,3,7,96,126,7,4
01,001,Comuna 1,00014,000375,340,7,2,9,89,130,11,5
01,001,Comuna 1,00014,000376,346,9,1,9,81,135,16,7
01,001,Comuna 1,00014,000377,343,10,0,9,82,121,10,4
01,001,Comuna 1,00014,000378,378,11,2,6,100,126,10,3
01,001,Comuna 1,00015,000379,338,9,0,9,110,85,15,5
01,001,Comuna 1,00015,000380,336,17,2,9,98,100,12,4
01,001,Comuna 1,00015,000381,336,11,1,13,112,94,10,10
01,001,Comuna 1,00015,000382,336,3,1,12,115,106,13,2
01,001,Comuna 1,00015,000383,336,10,0,12,99,107,17,6
01,001,Comuna 1,00015,000384,336,8,2,12,110,99,11,7
01,001,Comuna 1,00015,000385,335,7,0,8,96,113,12,9
01,001,Comuna 1,00015,000386,353,8,0,8,113,91,16,4
01,001,Comuna 1,00015,000387,339,9,1,11,103,111,16,2
01,001,Comuna 1,00015,000388,336,14,3,14,102,96,10,3
01,001,Comuna 1,00015,000389,334,12,2,8,92,110,13,6
01,001,Comuna 1,00015,000390,338,7,4,13,101,96,14,0
01,001,Comuna 1,00015,000391,332,6,7,11,106,95,14,2
01,001,Comuna 1,00015,000392,336,6,0,13,94,105,15,6
01,001,Comuna 1,00015,000393,337,11,0,13,110,87,13,6
01,001,Comuna 1,00015,000394,337,2,3,11,108,96,12,2
01,001,Comuna 1,00015,000395,354,13,4,13,97,100,14,3
01,001,Comuna 1,00015,000396,332,7,2,5,93,111,9,4
01,001,Comuna 1,00015,000397,335,10,1,11,121,99,18,8
01,001,Comuna 1,00015,000398,335,7,3,14,111,101,10,3
01,001,Comuna 1,00015,000399,336,13,1,10,124,78,10,3
01,001,Comuna 1,00015,000400,334,14,1,15,112,81,13,6
01,001,Comuna 1,00015,000401,337,14,0,10,106,90,11,5
01,001,Comuna 1,00015,000402,336,11,1,8,99,112,9,5
01,001,Comuna 1,00015,000403,352,9,5,8,107,98,10,7
01,001,Comuna 1,00016,000404,343,8,2,12,118,104,17,3
01,001,Comuna 1,00016,000405,345,8,1,18,110,108,16,8
01,001,Comuna 1,00016,000406,342,12,5,13,85,115,21,2
01,001,Comuna 1,00016,000407,345,12,3,9,115,101,21,4
01,001,Comuna 1,00016,000408,345,10,0,6,101,123,13,5
01,001,Comuna 1,00016,000409,343,15,2,9,89,118,16,7
01,001,Comuna 1,00016,000410,345,9,4,17,90,118,10,8
01,001,Comuna 1,00016,000411,345,5,0,13,101,109,17,7
01,001,Comuna 1,00016,000412,344,2,2,12,106,119,16,3
01,001,Comuna 1,00016,000413,344,6,3,8,115,105,17,4
01,001,Comuna 1,00016,000414,343,8,0,13,117,107,13,2
01,001,Comuna 1,00016,000415,344,8,2,14,97,105,11,2
01,001,Comuna 1,00016,000416,342,10,0,10,107,116,13,5
01,001,Comuna 1,00016,000417,344,16,0,12,108,97,13,3
01,001,Comuna 1,00016,000418,342,6,1,11,107,114,17,6
