lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,54184,137819
Alianza Juntos Por El Cambio: Macri - Pichetto,19665,137819
Alianza Consenso Federal: Lavagna - Urtubey,8990,137819
Alianza Frente Nos: Gómez Centurión - Hotton,4727,137819
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,3058,137819
Unite Por La Libertad Y La Dignidad: Espert - Rosales,2906,137819
Movimiento Al Socialismo: Castañeira - Mulhall,883,137819
Alianza Frente Patriota: Biondini - Venturino,291,137819
Movimiento De Acción Vecinal: Albarracín - Pastore,192,137819
Partido Autonomista: Romero Feris - Sueldo,153,137819
Votos En Blanco,2636,137819
Votos Nulos,2728,137819
