lista,votos,electores,cargos
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),77585,197925,22
Tamborini - Mosca (Alianza Unión Democrática),62469,197925,0
Demócrata Nacional,16229,197925,0
Votos Blancos Y Nulos,6663,197925,0
