lista,votos,electores
Alianza Frente Para La Victoria,336339,601790
Alianza Union Para El Desarrollo Social,27062,601790
Alianza Frente Popular,26011,601790
Alianza Frente Amplio Progresista,10027,601790
Alianza Compromiso Federal,7215,601790
Coalicion Civica-Afirmación Para Una República Igualitaria,4579,601790
Alianza Frente De Izquierda Y De Los Trabajadores,4070,601790
Alianza Proyecto Sur,1254,601790
Del Campo Popular,961,601790
Movimiento Accion Vecinal,559,601790
Votos En Blanco,5043,601790
Votos Nulos,2427,601790
