lista,votos,electores
Scioli - Balestrini (Alianza Frente Para La Victoria),3376795,10328444
Stolbizer - Linares (Alianza Frente Coalición Cívica),1158672,10328444
De Narvaez Steuer - Macri (Alianza Unión Pro),1047126,10328444
Alfonsin - Brandoni (Unión Cívica Radical),350227,10328444
Sarghini - Brown (Alianza Sociedad Justa),203057,10328444
Guadagni - Gonzalez Fernandez (Unión Del Centro Democrático),173187,10328444
Patti - Tomaz (Unidad Federalista),171667,10328444
Brunati - Ricci (Socialista Auténtico),121777,10328444
Blumberg - Caselli (Alianza Vamos),88180,10328444
Tinnirello - Gimenez (Movimiento Socialista De Los Trabajadores),69303,10328444
Nahabetian - Tumini (Recrear Para El Crecimiento),64990,10328444
Rapanelli - Biaggio (Obrero),55073,10328444
Rodriguez - Giordano (Alianza Frente Pts - Mas - Izquierda Socialista),44765,10328444
Herrera - Fernandez (Unión Popular),25215,10328444
Sullings - Lualdi (De Los Comunistas De La Provincia De Buenos Aires),25107,10328444
Pelozo - Lambardi (Movimiento Independiente De Jubilados Y Desocupados),24773,10328444
Votos En Blanco,913214,10328444
Votos Nulos,66814,10328444
