lista,votos,electores
Frente Partido Nuevo,252017,558789
Alianza Pacto Autonomista Liberal - Union De Centro Democratico - Democrata Progresista,106290,558789
Justicialista,0,558789
Frente De Todos,0,558789
Frente Del Pueblo,0,558789
Votos En Blanco,35388,558789
Votos Nulos,2855,558789
