lista,votos,electores
Justicialista,80131,220893
Union Civica Radical,42891,220893
Alianza Frente Pais Solidario,25084,220893
Union De Centro Democratico,11455,220893
Movimiento Popular Chubutense,3642,220893
Movimiento Por La Dignidad Y La Independencia,1600,220893
Humanista,390,220893
Frente Para La Coincidencia Patriotica,336,220893
Alianza Sur,298,220893
Movimiento Socialista De Los Trabajadores,240,220893
Alianza Frente Unidad De Los Trabajadores - Obrero,199,220893
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,198,220893
Corriente Patria Libre,165,220893
Votos En Blanco,10250,220893
Votos Nulos,2278,220893
