lista,votos,electores
Alianza Frente Para La Victoria,4360820,10819085
Alianza Frente Popular,1129321,10819085
Alianza 	Unión Para El Desarrollo Social,896648,10819085
Alianza Frente Amplio Progresista,637983,10819085
Alianza Compromiso Federal,562064,10819085
Coalición Cívica-Afirmación Para Una República Igualitaria,253140,10819085
Alianza Frete De Izquierda Y De Los Trabajadores,213692,10819085
Alianza Proyecto Sur,79263,10819085
Movimiento 	Acción Vecinal,22599,10819085
Del Campo Popular,18737,10819085
Votos En Blanco,553136,10819085
Votos Nulos,76611,10819085
