lista,votos,electores
Gioja - Lima,124793,413060
Basualdo - Hensel (Alianza Frente Movimiento Vida Y Compromiso),92768,413060
Acosta - Conca (Alianza Frente Provincia Unida),57964,413060
Avelin - Quintar (Cruzada Renovadora),14257,413060
Sanchez - Pontoriero (Dignidad Ciudadana),5461,413060
Miranda - Proto (Alianza Alternativa Progresista),2466,413060
Boggian - Quinteros (Recrear Para El Crecimiento),2064,413060
Mini - Ramos (Alianza Izquierda Unida),1922,413060
Votos En Blanco,16093,413060
Votos Nulos,1892,413060
