lista,votos,electores
Kirchner-Scioli (Alianza Frente Para La Victoria),104286,277490
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),38755,277490
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),22772,277490
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),17429,277490
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),9917,277490
Moreau-Losada (Union Civica Radical),5552,277490
Walsh-Parrilli (Alianza Izquierda Unida),2342,277490
Bravo-Giustiniani (Socialista),1382,277490
Sullings-Ambrosio (Humanista),1241,277490
Altamira-Salas (Obrero),897,277490
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),804,277490
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),692,277490
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),626,277490
Breide Obeid-Vasena (Popular De La Reconstruccion),365,277490
Herrera-Cuneo (Democrata Cristiano),307,277490
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),277,277490
Votos Blancos,1622,277490
Votos Nulos,5178,277490
