lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),86181,280575,11
Liberal,51211,280575,5
Autonomista,36794,280575,0
Otros,23617,280575,0
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),19562,280575,0
Votos En Blanco Y Nulos,20649,280575,0
