lista,votos,electores
Alianza Frente Justicialista Popular,134364,354651
Alianza Cruzada Frente Grande,57311,354651
Bloquista,32841,354651
Alianza Frente Pais,28382,354651
Union Civica Radical,27550,354651
Movimiento Por La Dignidad Y La Independencia,934,354651
Movimiento Socialista De Los Trabajadores,418,354651
Del Trabajo Y Del Pueblo,357,354651
Alianza Movimiento Al Socialismo - Frente Obrero Socialista - De Los Trabajadores Socialistas,99,354651
Corriente Patria Libre,85,354651
Humanista,72,354651
Frente Unidad Trabajadora,50,354651
Frente Para La Coincidencia Patriotica,3,354651
Votos En Blanco,14228,354651
Votos Nulos,2519,354651
