lista,votos,electores
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),571792,2366476
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),386155,2366476
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),307738,2366476
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",237896,2366476
Solanas - Cadelli (Socialista Autentico),29985,2366476
Sobisch - Asís,26872,2366476
López Murphy - Bullrich (Recrear Para El Crecimiento),13371,2366476
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),10143,2366476
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),8407,2366476
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),7770,2366476
Pitrola - Arroyos (Obrero),7734,2366476
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),7032,2366476
Breide Obeid - Vergara (Popular De La Reconstruccion),4243,2366476
Mussa - Nespral (Confederacion Lealtad Popular),324,2366476
Votos Blancos,60275,2366476
Votos Nulos,25212,2366476
