lista,votos,electores
Union Civica Radical,2805023,6567389
Justicialista,2143732,6567389
Intransigente,224998,6567389
Movimiento De Integracion Y Desarrollo,60933,6567389
Alianza Federal,33431,6567389
Movimiento Al Socialismo,31172,6567389
Alianza Democrata Socialista,23673,6567389
Democrata Cristiano,23118,6567389
Union De Centro Democratico,19742,6567389
Obrero,9549,6567389
Socialista Popular,9463,6567389
Frente De Izquierda Popular,5651,6567389
Conservador Principista,5268,6567389
Renovador De La Provincia,633,6567389
Votos Blancos,349144,6567389
Votos Nulos,13685,6567389
