lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),15458,42267,4
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),6617,42267,2
González Iramain - Aguinaga (Demócrata),2069,42267,0
Ayarragaray - Sueldo (Demócrata Cristiano ),1664,42267,0
Otros,1483,42267,0
Votos En Blanco Y Nulos,9798,42267,0
