lista,votos,electores,cargos
Justicialista,48073,107344,8
Union Civica Radical,35534,107344,6
Movimiento De Integracion Y Desarrollo,1588,107344,0
Intransigente,462,107344,0
Democrata Cristiano,308,107344,0
Frente De Izquierda Popular,300,107344,0
Alianza Federal,215,107344,0
Movimiento Al Socialismo,102,107344,0
Votos En Blanco,7864,107344,0
Votos Nulos,1421,107344,0
