lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),8651066,27137828
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),4401981,27137828
Lavagna - Morales (Alianza Concertacion Una Nacion Avanzada),3229648,27137828
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",1458955,27137828
Solanas - Cadelli (Socialista Autentico),301265,27137828
López Murphy - Bullrich (Recrear Para El Crecimiento),273015,27137828
Sobisch - Asís,268255,27137828
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),142421,27137828
Pitrola - Arroyos (Obrero),116564,27137828
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),84662,27137828
Ammann - Deleonardi (Alianza Frente Amplio Hacia La Unidad Latinoamericana),69760,27137828
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),48786,27137828
Breide Obeid - Vergara (Popular De La Reconstruccion),45282,27137828
Mussa - Nespral (Confederacion Lealtad Popular),10551,27137828
Votos En Blanco,1330885,27137828
Votos Nulos,240074,27137828
