lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,349024,1027611
Alianza Juntos Por El Cambio: Macri - Pichetto,146973,1027611
Alianza Consenso Federal: Lavagna - Urtubey,134032,1027611
Alianza Frente Nos: Gómez Centurión - Hotton,27743,1027611
Unite Por La Libertad Y La Dignidad: Espert - Rosales,18595,1027611
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,17488,1027611
Movimiento Al Socialismo: Castañeira - Mulhall,4061,1027611
Alianza Frente Patriota: Biondini - Venturino,2201,1027611
Movimiento De Acción Vecinal: Albarracín - Pastore,1863,1027611
Partido Autonomista: Romero Feris - Sueldo,893,1027611
Votos En Blanco,26138,1027611
Votos Nulos,12835,1027611
