lista,votos,electores
0,0,508583
Morales-Haquim (Alianza Frente Cambia Jujuy),226646,508583
Fellner-Jenefes (Alianza Frente Para La Victoria),139119,508583
Morales-Aldasoro (Alianza Frente De Izquierda Y De Los Trabajadores),11033,508583
Santillán-Culcuy (Por La Dignidad Del Pueblo),6973,508583
Quispe-Sosa (Movimiento Comunitario Pluricultural),2465,508583
Alba-Acosta (Instrumento Electoral Por La Unidad Popular),1394,508583
Rivero-Condori (Nueva Izquierda),1074,508583
Votos En Blanco,36418,508583
Votos Nulos,3734,508583
