lista,votos,electores
Scioli - Zaninni (Alianza Frente Para La Victoria),403280,864891
Macri - Michetti (Alianza Cambiemos),278001,864891
Massa - Saenz (Alianza Unidos Por Una Nueva Alternativa),0,864891
Del Caño - Bregman (Alianza Frente De Izquierda Y De Los Trabajadores),0,864891
Stolbizer - Olaviaga (Alianza Progresistas),0,864891
Rodriguez Saa - Negre De Alonso (Alianza Compromiso Federal),0,864891
Votos En Blanco,4794,864891
Votos Nulos,4522,864891
