lista,votos,electores,cargos
Pacto Autonomista Liberal,154717,439798,14
Justicialista,76145,439798,6
Union Civica Radical,68723,439798,6
Movimiento De Integracion Y Desarrollo,13127,439798,0
Democrata Progresista,7608,439798,0
Democrata Cristiano,4630,439798,0
Intransigente,3025,439798,0
Alianza Federal,2201,439798,0
Comunista,1450,439798,0
Frente De Izquierda Popular,336,439798,0
Votos En Blanco,6220,439798,0
Votos Nulos,1617,439798,0
