lista,votos,electores
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),193333,483253
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",131869,483253
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),12253,483253
Walsh - Leonardi (Alianza Izquierda Unida),927,483253
Méndez - Pompei (Humanista),590,483253
Mussa - Herrera (Alianza Social Cristiana),590,483253
Reyna - Moccia (Frente De La Resistencia),399,483253
Altamira - Rieznik (Obrero),371,483253
Votos En Blanco,6579,483253
Votos Nulos,2080,483253
