lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),19520,64523,5
Alende-Gelsi (Unión Cívica Radical Intransigente),13559,64523,3
Sueldo-Cerro (Demócrata Cristiano),3389,64523,0
Union Popular,2969,64523,0
Otros,3696,64523,0
Votos En Blanco Y Nulos,5794,64523,0
