lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",172452,386103
Duhalde - Ortega (Frente Justicialista De La Esperanza),94007,386103
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),40853,386103
Walsh - Leonardi (Alianza Izquierda Unida),1553,386103
Mussa - Herrera (Alianza Social Cristiana),1187,386103
Méndez - Pompei (Humanista),1078,386103
Montes - Hernández (De Los Trabajadores Socialistas),684,386103
Altamira - Rieznik (Obrero),645,386103
Reyna - Moccia (Alianza Frente De La Resistencia),527,386103
Votos En Blanco,4178,386103
Votos Nulos,3948,386103
