lista,votos,electores,cargos
Union Civica Radical /,654036,1805126,20
Alianza Confederacion Federalista Independiente - Federal.,93013,1805126,0
Frente Justicialista Popular,686193,1805126,19
Alianza De Centro,57805,1805126,1
Alianza Izquierda Unida,23280,1805126,0
Alianza Unidad Socialista,16239,1805126,0
Obrero,6050,1805126,0
Frente Humanista - Verde,4363,1805126,0
Votos En Blanco,15162,1805126,0
Votos Nulos,8003,1805126,0
