lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),15044,92366,3
Alende-Gelsi (Unión Cívica Radical Intransigente),12549,92366,3
Aramburu-Thedy (Demócrata Progresista),7093,92366,1
Sueldo-Cerro (Demócrata Cristiano),6274,92366,1
Otros,320,92366,0
Votos En Blanco Y Nulos,26923,92366,0
