lista,votos,electores
Macri - Michetti (Alianza Propuesta Republicana),798292,2572326
Filmus - Heller,414205,2572326
Telerman - Olivera,360734,2572326
Walsh - Bidonde (Movimiento Socialista De Los Trabajadores),51465,2572326
Lozano - González (Buenos Aires Para Todos),47505,2572326
Mendez - Avella (Humanista),16346,2572326
Ramal - Biasi (Obrero),15623,2572326
Cherashny - Gómez (Consenso Porteño),6471,2572326
Castillo - Artacho (De Los Trabajadores Socialistas),6151,2572326
Selser - Camps (Socialista Auténtico),5925,2572326
Castillo - Guidobono Rey (Alianza Frente De Izquierda Socialista Revolucionaria),5769,2572326
Heberling - Salmini (Movimiento Al Socialismo),3317,2572326
Saboulard - Bullrich (Movimiento Independiente De Jubilados Y Desocupados),2949,2572326
Venturino - Hoyos (Movimiento Por La Dignidad Y La Independencia),2383,2572326
Beica - Bustos (Convergencia Socialista)),2200,2572326
Brodsky - Pecora (Concertación Popular,2028,2572326
Mussa - Llanos (Acción Ciudadana),1810,2572326
Patané - Oates (El Movimiento),1183,2572326
Votos En Blanco,30347,2572326
Votos Nulos,27132,2572326
