lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),93274,364827
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),54917,364827
Sobisch - Asís (El Movimiento De La Provincias Unidas),51266,364827
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),24866,364827
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",8994,364827
Solanas - Cadelli (Socialista Autentico),5724,364827
López Murphy - Bullrich (Recrear Para El Crecimiento),3663,364827
Pitrola - Arroyos (Obrero),1927,364827
Breide Obeid - Vergara (Popular De La Reconstruccion),1888,364827
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),1781,364827
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),1425,364827
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),1055,364827
Votos Blancos,24374,364827
Votos Nulos,6193,364827
