lista,votos,electores,cargos
Tamborini - Mosca (Alianza Unión Democrática),17784,39788,10
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),15576,39788,0
Votos Blancos Y Nulos,497,39788,0
