lista,votos,electores,cargos
Olmos-Jofre (Demócrata Liberal),27952,103782,3
Accion Popular Sanluiseña,23126,103782,2
Alende-Gelsi (Unión Cívica Radical Intransigente),18816,103782,2
Illia-Perette (Unión Cívica Radical Del Pueblo),8121,103782,1
Otros,5592,103782,0
Votos En Blanco Y Nulos,2507,103782,0
