lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),194976,393764,12
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),80607,393764,6
González Iramain - Aguinaga (Demócrata),40984,393764,0
Otros,27017,393764,0
Votos En Blanco Y Nulos,13407,393764,0
