lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",790103,2117355
Duhalde - Ortega,672671,2117355
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),168365,2117355
Walsh - Leonardi (Alianza Izquierda Unida),12279,2117355
Altamira - Rieznik (Obrero),9341,2117355
Méndez - Pompei (Humanista),8620,2117355
Reyna - Moccia (Frente De La Resistencia),4164,2117355
Montes - Hernández (De Los Trabajadores Socialistas),3178,2117355
Mussa - Herrera (Alianza Social Cristiana),2392,2117355
Quarracino - Rearte (Socialista Autentico),1914,2117355
Votos En Blanco,51631,2117355
Votos Nulos,21111,2117355
